year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,67,42.45,-131.04999999999998,CAN,4.835277777777779,1650.3131513819073,0.44861,0.72626,740.3469828414375,1198.5564293226241
2018,0000,67,50.35,-141.25,CAN,3.3841666666666668,1072.9500416666667,0.44861,0.72626,481.33611819208335,779.2406972608334
2018,0000,67,42.65,-130.65,CAN,0.6444444444444445,219.95326657126586,0.44861,0.72626,98.67323491653558,159.74325938004753
2018,0000,67,50.75,-140.75,CAN,0.38333333333333336,121.53583333333334,0.44861,0.72626,54.522190191666674,88.26661431666668
2018,0000,67,46.75,-131.45,CAN,3.674444444444444,1049.023601341551,0.44861,0.72626,470.6024777978332,761.8638807103149
2018,0000,67,50.45,-141.25,CAN,1.3525,428.810125,0.44861,0.72626,192.36851017625003,311.42764138250004
2018,0000,67,50.45,-141.45,CAN,1.0108333333333335,320.4847083333334,0.44861,0.72626,143.7726450054167,232.75522427416672
2018,0000,67,50.05,-141.15,CAN,0.4275,135.538875,0.44861,0.72626,60.80409471375,98.43646335749999
2018,0000,67,46.55,-131.45,CAN,6.3005555555555555,2035.5829745287685,0.44861,0.72626,913.1828782033509,1478.3624910812634
2018,0000,67,49.65,-140.75,CAN,3.7949999999999995,1203.2047499999999,0.44861,0.72626,539.7696828974999,873.8394817349999
2018,0000,67,45.65,-128.85,CAN,4.008333333333334,1368.0713950962786,0.44861,0.72626,613.7305085541416,993.5755314026234
2018,0000,67,51.05,-138.45,CAN,2.3130555555555556,733.3542638888889,0.44861,0.72626,328.99005632319444,532.6058676919445
2018,0000,67,50.75,-140.95,CAN,0.6108333333333333,193.66470833333335,0.44861,0.72626,86.87992480541668,140.6509310741667
2018,0000,67,45.55,-131.85,CAN,0.9761111111111112,333.15335290147766,0.44861,0.72626,149.45592564513188,241.95595407822717
2018,0000,67,46.75,-131.25,CAN,10.588333333333333,3022.8818896233174,0.44861,0.72626,1356.0950445039164,2195.3982011578305
2018,0000,67,45.55,-131.75,CAN,0.2825,96.41916900990402,0.44861,0.72626,43.25460340953305,70.0253856851329
2018,0000,67,50.35,-141.35,CAN,2.1438888888888887,679.7199722222222,0.44861,0.72626,304.9291767386111,493.6534270261111
2018,0000,67,45.65,-130.35,CAN,0.8313888888888888,283.75867536543046,0.44861,0.72626,127.29697935568576,206.08257557089755
2018,0000,67,45.05,-131.95,CAN,11.184166666666668,3817.2320568788264,0.44861,0.72626,1712.4484730364104,2772.3029536288163
2018,0000,67,45.65,-131.75,CAN,0.615,209.90367766757868,0.44861,0.72626,94.16488883845247,152.4446449428557
2018,0000,67,45.35,-129.15,CAN,1.323611111111111,451.75746345348347,0.44861,0.72626,202.6629156798672,328.0933754077269
2018,0000,67,51.05,-139.75,CAN,0.6083333333333334,192.87208333333336,0.44861,0.72626,86.52434530416669,140.0752792416667
2018,0000,67,48.05,-132.65,CAN,4.790277777777779,1367.5848204668168,0.44861,0.72626,613.5122263096188,993.2221517122305
2018,0000,67,40.35,-132.15,CAN,1.5152777777777777,517.1745987699376,0.44861,0.72626,232.0096967541817,375.60322410265485
2018,0000,67,44.95,-128.95,CAN,3.0575,1043.5455194611739,0.44861,0.72626,468.1449554854772,757.8853689638721
