year,eez_id,eez_ter_iso3,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,8332,THA,7.95,98.65,ALB,324.6194444444444,39156.78723299681,0.5631499999999999,0,22051.14473026215,0
2018,8332,THA,7.95,98.75,ALB,5.294722222222223,638.668801458248,0.5631499999999999,0,359.66633554121233,0
2018,8332,THA,8.05,98.75,ALB,5.684722222222222,685.7120309450208,0.5631499999999999,0,386.1587302266884,0
2018,8332,THA,7.8500000000000005,98.75,ALB,1.71,206.266467749697,0.5631499999999999,0,116.15896131324185,0
2018,8332,THA,7.8500000000000005,98.65,ALB,15.910277777777777,1919.1560223033453,0.5631499999999999,0,1080.7727139601288,0
2018,8332,THA,8.05,98.65,ALB,65.37305555555557,7885.537576286054,0.5631499999999999,0,4440.74048608549,0
2018,8332,THA,13.05,100.85000000000001,CHN,0.2525,20.4453445308205,1.08571,0.15938,22.197715010557122,3.258579011322171
2018,8332,THA,12.950000000000001,100.65,CHN,0.07416666666666667,6.005398228524834,1.08571,0.15938,6.5201209106916975,0.957140369662288
2018,8332,THA,12.850000000000001,100.65,CHN,25.031944444444445,2026.878132447623,1.08571,0.15938,2200.601857179709,323.04383674950213
2018,8332,THA,12.850000000000001,100.75,CHN,4.3966666666666665,356.00540509771935,1.08571,0.15938,386.51862836864484,56.740141464474505
2018,8332,THA,12.750000000000002,100.65,CHN,36.520833333333336,2957.152554664054,1.08571,0.15938,3210.61010012431,471.31097416235696
2018,8332,THA,12.950000000000001,100.75,CHN,13.645833333333334,1104.9257976639792,1.08571,0.15938,1199.6289877817587,176.103073631685
2018,8332,THA,13.05,100.95,CHN,0.020555555555555556,1.6644174865574446,1.08571,0.15938,1.807074709330283,0.2652748590075255
2018,8332,THA,7.8500000000000005,98.45,JPN,0.3866666666666667,739.3066666666667,1.3862,0.11934,1024.8269013333336,88.22885760000001
2018,8332,THA,8.55,98.15,SRB,47.17861111111111,8896.320093008768,NA,NA,NA,NA
2018,8332,THA,7.75,98.45,SRB,3.296111111111111,621.537150330847,NA,NA,NA,NA
2018,8332,THA,8.450000000000001,98.15,SRB,9.48361111111111,1788.2942735079591,NA,NA,NA,NA
2018,8332,THA,8.65,98.15,SRB,54.2275,10225.50656922616,NA,NA,NA,NA
2018,8332,THA,8.850000000000001,98.15,SRB,3.9161111111111113,738.4485711582911,NA,NA,NA,NA
2018,8332,THA,7.8500000000000005,98.45,SRB,46.56638888888888,8780.87530290855,NA,NA,NA,NA
2018,8332,THA,8.350000000000001,98.15,SRB,6.251944444444445,1178.9092063455566,NA,NA,NA,NA
2018,8332,THA,8.55,98.05,SRB,32.00416666666666,6034.923544190842,NA,NA,NA,NA
2018,8332,THA,7.8500000000000005,98.75,SRB,12.674166666666666,2389.9271496835963,NA,NA,NA,NA
2018,8332,THA,7.75,98.55,SRB,28.988611111111116,5466.289859377792,NA,NA,NA,NA
2018,8332,THA,8.65,98.05,SRB,20.33527777777778,3834.5584160012068,NA,NA,NA,NA
2018,8332,THA,8.750000000000002,98.15,SRB,44.663333333333334,8422.022191757645,NA,NA,NA,NA
2018,8332,THA,7.55,98.95,SVN,2.0455555555555556,400.812724331719,1.92934,0.01439,773.3040215621587,5.767695103133436
2018,8332,THA,8.55,98.05,SVN,8.763333333333334,1717.115674527033,1.92934,0.01439,3312.899955491986,24.709294556444004
2018,8332,THA,8.850000000000001,98.15,SVN,45.524444444444434,8920.205834502545,1.92934,0.01439,17210.10992473914,128.36176195849163
2018,8332,THA,8.05,98.25,SVN,12.361666666666668,2422.184662983455,1.92934,0.01439,4673.217757680499,34.855237300331915
2018,8332,THA,7.75,98.45,SVN,110.96916666666667,21743.654865637436,1.92934,0.01439,41950.90307846893,312.8911935165227
2018,8332,THA,8.450000000000001,98.15,SVN,48.94361111111112,9590.168330944582,1.92934,0.01439,18502.69536762462,138.00252228229252
2018,8332,THA,9.05,98.15,SVN,0.45166666666666666,88.5010170781335,1.92934,0.01439,170.7485522895261,1.273529635754341
2018,8332,THA,7.8500000000000005,98.55,SVN,167.89805555555557,32898.484167027964,1.92934,0.01439,63472.36144281374,473.4091871635324
2018,8332,THA,8.250000000000002,98.25,SVN,22.614722222222223,4431.201293592917,1.92934,0.01439,8549.293903780559,63.764986614802076
2018,8332,THA,7.8500000000000005,98.65,SVN,105.21138888888889,20615.4573982355,1.92934,0.01439,39774.22657671168,296.6564319606088
2018,8332,THA,7.75,98.15,SVN,6.246111111111111,1223.8830688923185,1.92934,0.01439,2361.2865601367057,17.611677361360464
2018,8332,THA,8.750000000000002,98.15,SVN,57.19638888888889,11207.244110398053,1.92934,0.01439,21622.58435195538,161.27224274862797
2018,8332,THA,7.95,98.25,SVN,0.2633333333333333,51.59837896068299,1.92934,0.01439,99.55081646400413,0.7425006732442283
2018,8332,THA,8.850000000000001,98.05,SVN,13.824166666666667,2708.7516094264884,1.92934,0.01439,5226.102830130902,38.97893565964717
2018,8332,THA,7.65,98.65,SVN,1.8202777777777777,356.6710731322317,1.92934,0.01439,688.13976823694,5.1324967423728145
2018,8332,THA,7.65,98.75,SVN,2.591111111111111,507.710631798788,1.92934,0.01439,979.5464303546736,7.305955991584559
2018,8332,THA,7.45,99.05,SVN,8.670555555555556,1698.9364988172565,1.92934,0.01439,3277.826144628086,24.447696217980322
2018,8332,THA,7.3500000000000005,99.05,SVN,0.5675,111.19777238045924,1.92934,0.01439,214.53831016451525,1.6001359445548085
