year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,18,74.35,-171.45,RUS,0.22972222222222216,220.67244933194883,0.37927,0.01799,83.69443985812823,3.9698973634817594
2018,0000,18,74.55,-172.85,RUS,0.4841666666666666,465.0932033683033,0.37927,0.01799,176.39589924149638,8.367026728595777
2018,0000,18,74.45,-172.95,RUS,0.11638888888888888,111.80381652972983,0.37927,0.01799,42.40383349523063,2.0113506593698394
2018,0000,18,74.35,-172.25,RUS,0.2361111111111111,226.80965167128966,0.37927,0.01799,86.02209658937002,4.080305633566501
2018,0000,18,74.35,-172.05,RUS,0.2863888888888889,275.1067657330584,0.37927,0.01799,104.33974303957706,4.94917071553772
2018,0000,18,74.35,-172.35,RUS,0.18305555555555555,175.84418876632927,0.37927,0.01799,66.6924254734057,3.1634369559062634
2018,0000,18,74.25,-171.85,RUS,0.2022222222222222,194.2557957843516,0.37927,0.01799,73.67539566713103,3.494661766160485
2018,0000,18,74.35,-172.45,RUS,0.03333333333333333,32.02018611829972,0.37927,0.01799,12.144295989087535,0.5760431482682119
2018,0000,18,74.35,-171.55,RUS,0.9386111111111112,901.6350741144562,0.37927,0.01799,341.9631345593898,16.220414983319067
2018,0000,18,74.35,-171.85,RUS,2.4394444444444425,2343.343954090899,0.37927,0.01799,888.7600614680553,42.15675773409527
2018,0000,18,74.35,-171.65,RUS,1.0299999999999998,989.423751055461,0.37927,0.01799,375.2587460628047,17.799733281487743
2018,0000,18,74.55,-173.05,RUS,0.2875,276.174105270335,0.37927,0.01799,104.74455290587996,4.968372153813327
2018,0000,18,74.35,-171.75,RUS,0.33999999999999997,326.6058984066571,0.37927,0.01799,123.87181908869285,5.875640112335761
2018,0000,18,74.35,-172.15,RUS,0.24888888888888888,239.0840563499712,0.37927,0.01799,90.67741005185358,4.3011221737359815
2018,0000,18,74.35,-171.95,RUS,2.751666666666667,2643.266364065642,0.37927,0.01799,1002.511633899176,47.5523618895409
