year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,57,-33.150000000000006,81.25,NA,17.227222222222224,16180.485985396008,NA,NA,NA,NA
2018,0000,57,-32.95,80.95,NA,0.4836111111111111,457.5109128087961,NA,NA,NA,NA
2018,0000,57,2.35,77.65,NA,1.311111111111111,538.2723125659177,NA,NA,NA,NA
2018,0000,57,0.45,77.05,NA,1.0377777777777777,200.95020684212798,NA,NA,NA,NA
2018,0000,57,-30.150000000000002,80.55,NA,0.5336111111111111,443.2217276903316,NA,NA,NA,NA
2018,0000,57,-33.45,81.15,NA,29.213055555555513,27636.44466821516,NA,NA,NA,NA
2018,0000,57,-32.75000000000001,80.95,NA,1.5994444444444444,1513.123398020131,NA,NA,NA,NA
2018,0000,57,2.35,77.35000000000001,NA,10.793055555555556,4431.053115412868,NA,NA,NA,NA
2018,0000,57,-32.85,80.85000000000001,NA,50.48777777777779,47762.98303760802,NA,NA,NA,NA
2018,0000,57,0.45,77.75,NA,12.5975,5171.861789656131,NA,NA,NA,NA
2018,0000,57,-30.55,80.45,NA,4.5261111111111125,4281.839640038212,NA,NA,NA,NA
2018,0000,57,-32.45,81.05,NA,7.43277777777778,7031.63526992405,NA,NA,NA,NA
2018,0000,57,-32.95,80.55,NA,1.1411111111111112,1079.526036656252,NA,NA,NA,NA
2018,0000,57,-32.95,80.85000000000001,NA,8.204166666666671,7761.392768413441,NA,NA,NA,NA
2018,0000,57,-0.55,85.45,NA,7.725,9482.310581051343,NA,NA,NA,NA
2018,0000,57,-32.95,80.75,NA,8.662500000000001,8194.990129777318,NA,NA,NA,NA
2018,0000,57,-33.550000000000004,81.75,NA,0.5127777777777778,485.1034721683157,NA,NA,NA,NA
2018,0000,57,-32.35,81.45,NA,2.067222222222222,1955.655492890902,NA,NA,NA,NA
2018,0000,57,0.8500000000000001,77.65,NA,0.7538888888888888,145.979352614972,NA,NA,NA,NA
2018,0000,57,-0.55,85.35000000000001,NA,22.826944444444443,28019.699267136144,NA,NA,NA,NA
2018,0000,57,-32.550000000000004,81.35000000000001,NA,1.3386111111111112,1111.8612731596606,NA,NA,NA,NA
