year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,58,-64.85000000000001,45.85,CHN,0.29111111111111115,1541.7244444444448,1.08571,0.15938,1673.865646577778,245.7200419555556
2018,0000,58,-64.85000000000001,39.05,CHN,0.21055555555555558,1115.1022222222223,1.08571,0.15938,1210.6776336888888,177.72499217777778
2018,0000,58,-64.65,52.05,CHN,0.2875,1522.6,1.08571,0.15938,1653.1020459999997,242.67198799999997
2018,0000,58,-62.45,64.05,CHN,0.12333333333333334,653.1733333333334,1.08571,0.15938,709.15681973333335,104.10276586666667
2018,0000,58,-63.550000000000004,55.75,CHN,0.15833333333333333,838.5333333333333,1.08571,0.15938,910.4040253333333,133.64544266666667
2018,0000,58,-65.75,43.05,CHN,0.17527777777777775,928.2711111111109,1.08571,0.15938,1007.8332280444442,147.94784968888885
2018,0000,58,-64.25,51.95,CHN,0.8094444444444447,4286.817777777779,1.08571,0.15938,4654.240929511112,683.2330174222224
2018,0000,58,-64.15,52.95,CHN,0.4608333333333334,2440.5733333333337,1.08571,0.15938,2649.7548737333336,388.97857786666674
2018,0000,58,-65.15,41.75,CHN,7.651388888888887,40521.755555555545,1.08571,0.15938,43994.87522422221,6458.357400444443
2018,0000,58,-62.85000000000001,55.65,CHN,0.5661111111111112,2998.124444444445,1.08571,0.15938,3255.0936905777785,477.84107395555566
2018,0000,58,-64.45,52.75,CHN,0.43388888888888877,2297.875555555555,1.08571,0.15938,2494.8264694222216,366.23540604444435
2018,0000,58,-64.75,52.75,CHN,0.799166666666667,4232.386666666668,1.08571,0.15938,4595.144527866668,674.5577869333335
2018,0000,58,-63.95,53.15,CHN,0.48583333333333323,2572.973333333333,1.08571,0.15938,2793.5028777333328,410.0804898666666
2018,0000,58,-64.35000000000001,52.85,CHN,1.7749999999999995,9400.399999999998,1.08571,0.15938,10206.108283999998,1498.2357519999996
2018,0000,58,-62.95,51.95,CHN,0.8497222222222223,4500.128888888889,1.08571,0.15938,4885.834935955556,717.2305423111112
2018,0000,58,-63.050000000000004,56.55,CHN,0.03361111111111111,178.00444444444446,1.08571,0.15938,193.2612053777778,28.370348355555556
2018,0000,58,-62.95,71.05,CHN,0.14444444444444443,764.9777777777778,1.08571,0.15938,830.5440231111111,121.92215822222221
2018,0000,58,-63.45,55.95,CHN,1.1274999999999997,5971.239999999999,1.08571,0.15938,6483.034980399999,951.6962311999998
2018,0000,58,-64.45,52.05,CHN,1.6538888888888876,8758.99555555555,1.08571,0.15938,9509.729064622215,1396.0087116444436
2018,0000,58,-64.75,52.55,CHN,0.9994444444444448,5293.05777777778,1.08571,0.15938,5746.7257599111135,843.6075486222226
2018,0000,58,-65.45,74.15,CHN,0.09777777777777778,517.8311111111111,1.08571,0.15938,562.2144156444444,82.53192248888888
2018,0000,58,-65.15,41.65,CHN,10.32444444444445,54678.25777777781,1.08571,0.15938,59364.731251911144,8714.6207246222275
2018,0000,58,-65.15,41.55,CHN,2.2541666666666655,11938.06666666666,1.08571,0.15938,12961.27836066666,1902.6890653333323
2018,0000,58,-63.650000000000006,54.25,CHN,0.7547222222222225,3997.0088888888904,1.08571,0.15938,4339.592520755557,637.0432767111113
2018,0000,58,-63.35000000000001,60.05,CHN,0.11305555555555555,598.7422222222222,1.08571,0.15938,650.0604180888888,95.42753537777776
2018,0000,58,-62.050000000000004,64.05,CHN,0.40055555555555555,2121.342222222222,1.08571,0.15938,2303.1624640888886,338.09952337777776
2018,0000,58,-65.55000000000001,71.35,CHN,0.3527777777777778,1868.3111111111111,1.08571,0.15938,2028.4440564444444,297.7714248888889
2018,0000,58,-63.95,71.05,CHN,0.19027777777777777,1007.7111111111111,1.08571,0.15938,1094.0820304444444,160.6089968888889
2018,0000,58,-62.95,63.95,CHN,0.07694444444444444,407.49777777777774,1.08571,0.15938,442.42441231111104,64.94699582222222
2018,0000,58,-64.65,52.15,CHN,1.0119444444444448,5359.25777777778,1.08571,0.15938,5818.599761911113,854.1585046222225
2018,0000,58,-63.050000000000004,56.15,CHN,0.5525,2926.04,1.08571,0.15938,3176.8308884,466.3522552
