year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,48,-63.050000000000004,-60.85000000000001,CHL,0.8205555555555558,1223.612444444445,1.43447,0.03905,1755.2353431822228,47.782065955555574
2018,0000,48,-61.150000000000006,-55.95,CHL,3.7149999999999976,7102.039799999996,1.43447,0.03905,10187.663031905993,277.33465418999987
2018,0000,48,-61.25000000000001,-55.75000000000001,CHL,1.3708333333333336,2620.6495000000004,1.43447,0.03905,3759.2430882650006,102.33636297500001
2018,0000,48,-60.45,-47.050000000000004,CHL,0.1577777777777778,301.6269333333334,1.43447,0.03905,432.6747870586667,11.778531746666669
2018,0000,48,-62.150000000000006,-60.95,CHL,0.5833333333333334,869.8666666666668,1.43447,0.03905,1247.7976373333333,33.96829333333334
2018,0000,48,-60.95,-44.95,CHL,0.6436111111111112,1230.4042333333337,1.43447,0.03905,1764.977960589667,48.047285311666684
2018,0000,48,-62.75000000000001,-59.25000000000001,CHL,0.7966666666666667,1187.9893333333334,1.43447,0.03905,1704.1350589866668,46.390983466666675
2018,0000,48,-62.050000000000004,-62.050000000000004,CHL,0.09944444444444443,148.29155555555553,1.43447,0.03905,212.71978769777772,5.790785244444444
2018,0000,48,-62.95,-60.95,CHL,1.593888888888889,2376.807111111111,1.43447,0.03905,3409.4584966755556,92.81431768888889
2018,0000,48,-50.650000000000006,4.75,CHL,0.965277777777778,1439.4222222222227,1.43447,0.03905,2064.8079951111117,56.2094377777778
2018,0000,48,-62.45,-59.550000000000004,CHL,2.4413888888888864,3640.5991111111075,1.43447,0.03905,5222.33020691555,142.16539528888876
2018,0000,48,-61.150000000000006,-56.050000000000004,CHL,5.1011111111111065,9751.896133333325,1.43447,0.03905,13988.802446382653,380.81154400666634
2018,0000,48,-60.45,-46.85000000000001,CHL,0.7963888888888888,1522.4725666666666,1.43447,0.03905,2183.941222706333,59.452553728333335
