year,ssvid,flag,vessel_class,length_m,tonnage_gt,engine_power_kw,broadcast_shipname,broadcast_callsign,eez_code,eez_type,eez_name,eez_territory_iso3,eez_sovereign_iso3,eez_sovereign2_iso3,eez_sovereign3_iso3,fishing_hours_year_eez,fishing_KWh_year_eez,fishing_days_year_eez
2018,220329000,DNK,trawlers,18.508504380385713,79.83452459622143,279.32863993506425,ELIN,OWZB,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,501.074583333333,139964.4818685289,46
2018,219005583,DNK,trawlers,19.33225895547692,76.68542360208461,273.70496953444615,FLOTO SG244,XP5985,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,23.03402777777778,6304.527871172254,4
2018,235007080,GBR,trawlers,19.9,195,401,FRUITFUL BOUGH PD109,MDGT8,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.085,2039.085,3
2018,331478000,DNK,trawlers,55.109995768299996,1834,2420.4630234540773,TUNEQ,OWVK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.567222222222222,3793.4034384244173,2
2018,273398890,RUS,trawlers,40,861,1600,IZUMRUD,UBEP9,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1156.4036111111086,1850245.7777777738,63
2018,266332000,SWE,trawlers,23.45,185,432,STJARNVIK,SLRE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,23.883750000000003,10317.78,2
2018,273418680,RUS,trawlers,74.9720447101,2783.040209266,3475.4246317351,MELKART-5,UBYQ2,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,20.234027777777772,70321.83853810109,4
2018,331036000,DNK,trawlers,62.60675318156666,2549,2539.922564408167,TASERMIUT,OYAK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,17.97208333333333,45647.699987757274,4
2018,273293400,RUS,trawlers,54.82,741,852,SANKT-PETERBURG,UHYA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,8.309861111111111,7080.001666666667,4
2018,219956000,DNK,trawlers,26.614362337846153,196.0955076769154,582.8338708460154,BORKUMRIF,OWRG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2619.533749999998,1526752.995324277,159
2018,219010989,DNK,trawlers,24.980814058146155,176.1077960259615,525.9772282776922,WESTBANK,OXRG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2509.8580555555545,1320128.1834315488,189
2018,219751000,DNK,trawlers,25.088331939584616,147.4498459492154,427.8315303654154,ANNI NIELSEN,OXMX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,686.4447222222228,293682.6960195961,61
2018,266160000,SWE,trawlers,17.28,57,269,VG29 CHRISTINA,SLWH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,110.57444444444437,29744.525555555534,20
2018,231091000,FRO,trawlers,66.72941619507142,2832,4554.120654351007,FAGRABERG,OW2400,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,39.70541666666673,180823.25813127967,10
2018,273352280,RUS,trawlers,47.6,1136,2200,MELKART-4,UBAJ6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,38.96680555555555,85726.97222222222,8
2018,266076000,SWE,trawlers,20.451335043761535,87.71999625844614,333.3665071736385,SVANEN,SMFH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,35.82291666666667,11942.16060593899,5
2018,273313560,RUS,trawlers,34.6,380,1120,ROSSYOKI,UDDZ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,30.507777777777783,34168.711111111115,7
2018,265824000,SWE,trawlers,45.22,749,2480,SUNNANLAND,SMPD,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,11.783472222222223,29223.01111111111,2
2018,235673000,GBR,trawlers,66.1,2055,4320,ADENIA,VQNE2,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.105138888888888,26374.199999999997,1
2018,232004846,GBR,trawlers,20.581045208984616,112,354.6595001645461,BOUNTIFUL BF79,MJLF4,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.259166666666666,1510.5539211174957,3
2018,273848010,RUS,trawlers,54.1,819.333333333,1656,DIOMEDES,UEMO,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,3.1062500000000006,5143.950000000001,4
2018,273326830,RUS,trawlers,58.5,1998.5,2940,KHOLMOGORY,UBYK8,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,620.7451388888887,1824990.7083333328,34
2018,266066000,SWE,trawlers,23.55,222,720,INGUN,SKMQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,557.7999999999997,401615.9999999998,63
2018,273240600,RUS,trawlers,104.5,4407,5152,VALERIY DZHAPARIDZE,UAUA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,520.4666666666656,2681444.266666661,28
2018,273376220,RUS,trawlers,34,421,662,KRYM,UBKM8,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,22.05347222222223,14599.398611111115,5
2018,244020352,NLD,trawlers,39.83347583495,498,1291.326400694675,SCH 63 QUO VADIS,PCJV,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.683472222222223,7339.217728170389,2
2018,273447010,RUS,trawlers,49.8,1113,2600,ALFERAS,UHUX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2076.865416666664,5399850.083333326,111
2018,265770000,SWE,trawlers,25.415658633114287,157.7381012884357,480.45923350205004,GG 201 BRAVIK,SKWE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1614.669444444439,775782.8436369562,107
2018,219633000,DNK,trawlers,22.754045609884617,147.8479623069154,480.21828910798456,HM289 CYRANO,OVYL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,996.8072222222222,478685.0588260381,85
2018,219001518,DNK,trawlers,22.48431847246428,114.10148222627144,358.1960655246072,SONJAN 1,OXEW,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,237.4604166666666,85057.38696783384,25
2018,219754000,DNK,trawlers,26.00178557121428,168.47605156395716,544.5441335684358,ULLA LINDBLAD,OXAL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,159.468888888889,86837.84793112121,26
2018,235076242,GBR,trawlers,23,215.24,480,FV-FAVONIUS-PD17,2CVX7,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,85.31208333333333,40949.8,11
2018,251063000,ISL,trawlers,78.9,1723,2099.19653002617,BLAENGUR,TFXD,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,32.574583333333344,68380.45230038166,10
2018,219015362,DNK,trawlers,20.111536259284616,95.97597117912306,307.9382418614693,WELL-BANK,OXCS,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,32.204444444444434,9916.980002347582,4
2018,250000870,IRL,trawlers,50.7,1094,2500,ANTARCTIC,EIBC,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,10.629166666666666,26572.916666666668,3
2018,273554600,RUS,trawlers,49.95,1040,2005,GULDRANGUR,UEOL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1813.4830555555502,3636033.526388878,102
2018,273311280,RUS,trawlers,73.45,2370,3690,AQUAMARINE,UBME3,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1256.3986111111114,4636110.875000001,65
2018,235003080,GBR,trawlers,21.60635090325714,166,436.32864134622145,TRANQUILLITY BF7,ZNYO,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,15.998611111111105,6980.65224953767,7
2018,235001340,GBR,trawlers,19.9,195,492,CELESTIAL DAWN,ZQXT9,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2.594027777777778,1276.2616666666668,6
2018,219121000,DNK,trawlers,32.47169031669231,338.9296859220077,704.9772973909846,SOPHIA HAMETNER R500,OUOS,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.5501388888888887,1092.8127244695527,2
2018,273322840,RUS,trawlers,25.5,117,368,NORDKAP,UFDI,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.465138888888889,539.1711111111111,1
2018,273421520,RUS,trawlers,62,1570,2426,KAPITAN GROMTSEV,UAVL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1593.8011111110952,3866561.495555517,80
2018,219013485,DNK,trawlers,21.087206033285717,108.35062804095713,379.4162317499428,TOVE KAJGAARD,OZCA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1168.482916666664,443341.38510584814,102
2018,219015103,DNK,trawlers,24.325134123215385,177.70336521664615,487.38061499243844,LISBETH FRICH,OWIH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1024.5594444444448,499350.4121296446,66
2018,219013538,DNK,trawlers,24.394403646985715,148.56798806535713,457.22526510750714,CARPE DIEM,OUPN,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,972.3669444444446,444590.73395538784,105
2018,227895000,FRA,trawlers,61.55,2182.146013267825,1987,F/V GRANDE-HERMINE,FNGD,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,843.4684722222177,1675971.8543055465,41
2018,251718000,ISL,trawlers,79.85,3719,3465.2667536366002,SOLBERG,TFYY,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,659.1437500000028,2284108.9227423645,30
2018,273218900,RUS,trawlers,54.82,746,852,OKSINO,UHUK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,90.54749999999999,77146.46999999999,18
2018,273848710,RUS,trawlers,64.05,1939.5,2460,ALEKSEJ CHIRIKOV,UDKE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,8.865972222222222,21810.291666666668,1
2018,235060281,GBR,trawlers,24.4,199,469,FV MIA JANE W,2AJS4,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,7.525277777777777,3529.3552777777777,6
2018,232012960,GBR,trawlers,25.187129434150002,245.14446400605,375.5454766271,VISION IV BF191,MCIK6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.992638888888889,1874.9629511547728,4
2018,273213010,RUS,trawlers,62.25,1895,2160,OBELIAI,UIOL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1349.0225000000014,2913888.600000003,68
2018,219796000,DNK,trawlers,21.411443915938463,114.328127164,361.4213128916846,R 218 JUDITH BECHMAN,OWRY,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,530.1056944444452,191591.49605746957,92
2018,244427000,NLD,trawlers,42.58,503,1471,ELISABETH CHRISTINA,PDXY,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,466.92583333333346,686847.9008333335,30
2018,246014000,NLD,trawlers,41.49163477209285,449,844.870393959,TX14 GRIETJE,PEKM,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,273.70736111111114,231247.24601142274,23
2018,250105600,IRL,trawlers,45,663,2400,WESTERN CHIEFTAIN,EILQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,44.270138888888866,106248.33333333328,6
2018,265716000,SWE,trawlers,32.06,221,705,SVANVIK,SGNM,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,36.67694444444445,25857.245833333338,3
2018,273450930,RUS,trawlers,50.75,753,1617,STAKFELL,UCCG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,14.062916666666663,22739.736249999994,6
2018,273359770,RUS,trawlers,26.97,275,732,POLARIS,UBXI6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.803472222222221,4248.1416666666655,4
2018,219017843,DNK,trawlers,61.159430754675,2002,3375.707364739208,CATTLEYA,OUTT,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.176388888888889,17473.974094976427,1
2018,219058000,DNK,trawlers,69.65910851699999,1568,3917.9134948025503,THEMIS,OXNP,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2.603888888888889,10201.811416744198,4
2018,273450850,RUS,trawlers,46.45,568,1102,VLADIMIR ZAGOSKIN,UDID,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2045.3170833333377,2253939.425833338,99
2018,228080600,FRA,trawlers,72.4122650951,4100,3571.9740759711,F/V EMERAUDE,FJVO,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1442.547916666667,5152743.761679454,76
2018,265785000,SWE,trawlers,25.67343859827857,200.69739175682145,608.4922614000286,GG707 ARKOE,SCML,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,700.5679166666677,426290.1558768074,54
2018,219024608,DNK,trawlers,31.2304287054,159.3635345143,513.5200830826,MARTINE,XBZ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,444.32124999999917,228167.88521536425,24
2018,266208000,SWE,trawlers,13.84089072746923,34.02177808250769,274.86652217570764,SD511 EROS III,SBYH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,7.124027777777778,1958.1567391609128,3
2018,266097000,SWE,trawlers,20.308842168958336,83.567631098875,270.822546086425,LL775 RIO,SLMQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.32888888888889,1714.0058027869745,1
2018,273211800,RUS,trawlers,54.82,739,852,SANTA,UBIJ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.098333333333333,3491.7799999999993,3
2018,273892000,RUS,trawlers,64.05,2058,2425,MYS CHIKHACHEVA,UBWG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1200.0562499999987,2910136.4062499967,61
2018,941205276,UNK,trawlers,25.7057471645,205.5486283143,728.3256794843,ROSTHAVFISK BU 11.9V,NA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,108.45055555555555,78987.32456544983,17
2018,219503000,DNK,trawlers,30.50966463937692,292.63469623406155,704.3465693234692,L228 SUSANITA,OWEP,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,7.694999999999999,5419.946850944095,4
2018,235001320,GBR,trawlers,28.911105352376925,334.8979433330769,501.16040347721537,FV/PHOENIX-FR941,MJMB2,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.685694444444444,3350.6053253031546,1
2018,232004190,GBR,trawlers,23.00108282693846,211.69743117723843,562.3840413352539,NORLAN BF362,MYRI6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.429861111111111,3616.0512768910526,1
2018,266148000,SWE,trawlers,17.14,68,367,TITANIA,SCFA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1034.4948611111113,379659.61402777786,106
2018,219240000,DNK,trawlers,37.037792652971426,455.1946846414429,767.8528789793929,S229 MARIA HAMETNER,OXHQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,8.999305555555557,6910.142679648579,4
2018,273437660,RUS,trawlers,35.72,356,589,GAYDUK,UEPC,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.859583333333335,3451.2945833333342,1
2018,233714000,GBR,trawlers,27.41,349,709,GUARD VESSEL SEAGULL,MVBO2,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,5.0200000000000005,3559.1800000000003,5
2018,273421600,RUS,trawlers,54.82,740,852,TAVRICHESKIY,UHTI,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.7748611111111114,1512.1816666666668,1
2018,273555500,VCT,trawlers,53.667484990128564,1021,1897.8335005492354,MELKART,UGPO,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1565.8476388888866,2971718.1058392506,78
2018,273380310,RUS,trawlers,59.9,2552,3000,PECHORA,UBVN5,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1365.975694444434,4097927.0833333023,75
2018,219001343,DNK,trawlers,19.54947467284286,70.67616576442857,293.1660027305929,HM 119 BLUE OCEAN,XP3111,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,38.34694444444444,11242.020419709892,3
2018,232008020,GBR,trawlers,50.016225114735704,667,1662.1082948489145,FARNELLA H135,MZDB9,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,19.955277777777777,33167.83272045866,9
2018,219001472,DNK,trawlers,39.971905204124994,798,1445.5815906461,TINA JEANETTE,OXWR,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.8237499999999995,9864.287379171325,1
2018,219765000,DNK,trawlers,31.336211193138464,317.3539601410154,708.9771194685153,L 249 VESTFART,OWFH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2269.8195833333334,1609250.1499048923,142
2018,266274000,SWE,trawlers,34.1,263,590,KENNEDY,SDLE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1218.783055555556,719082.0027777781,117
2018,263501000,PRT,trawlers,64.5,1661,1471,CIDADE DE AMARANTE,CUEP,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,949.2427777777747,1396336.1261111065,44
2018,273559500,RUS,trawlers,53.74,894,970,DISTINKT,UFEG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,754.5275000000014,731891.6750000013,45
2018,235077608,GBR,trawlers,21.22,191,480,FRUITFUL VINE BF240,2DBS2,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2.556111111111111,1226.9333333333334,4
2018,245276000,NLD,trawlers,26.09963994071429,100,544.139303422307,WR67 MAARTJE,PFRE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.5143055555555556,823.9931701685296,1
2018,220141000,DNK,trawlers,86.70584555093333,2135,5500.417635006133,ROCKALL,OUHA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.4458333333333333,7952.687163946368,2
2018,273216200,RUS,trawlers,62.25,1895,1950,MARTHA ARENDZEE,UAIX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1668.4613888888869,3253499.7083333293,79
2018,211267780,DEU,trawlers,30.34,261,600,SEEWOLF,DFAC,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1117.3938888888872,670436.3333333323,78
2018,219019966,DNK,trawlers,25.068689266925,325,464.43765870637503,VIBEKE BRAM,OWWA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1077.2001388888891,500292.31046373764,82
2018,235078558,GBR,trawlers,73.4,2342,3280,NORMA MARY,2DFR3,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1054.4275000000005,3458522.2000000016,64
2018,266163000,SWE,trawlers,18.61756483734615,88.15427566192307,319.35633321431544,SD416 NIPPON,SKPF,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,285.9640277777776,91324.4233423077,61
2018,244140343,NLD,trawlers,35.606398699766665,466.0462803245,815.5132702358666,UK272 ADRIAANTJE,PDIG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,90.09055555555554,73470.04357847711,10
2018,250101700,IRL,trawlers,37.3,469,1119,SARAH DAVID,EI7212,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,9.30888888888889,10416.646666666667,2
2018,224298000,ESP,trawlers,62.5,1790,1465.44,MONTE MEIXUEIRO,ECFP,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.6305555555555555,2389.481333333333,2
2018,273437550,RUS,trawlers,62.25,1896,1080,VITYAZ,UBAK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1488.0172222222207,1607058.5999999982,78
2018,273350610,RUS,trawlers,69.5,2978,3330,MARK LIUBOVSKII,UDBS,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1342.7591666666588,4471388.024999973,69
2018,273217010,RUS,trawlers,62.2,1937,2160,BOOTES,UFXX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1304.9787499999977,2818754.099999995,75
2018,219013539,DNK,trawlers,22.3621582112,138.61882987913575,416.24426266254284,CANOPUS,OUPQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,949.978055555555,395422.9152803181,120
2018,219012521,DNK,trawlers,21.800788207333333,99.24511672952224,356.1809353727333,S43 NORDSTRAND,OZCG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,456.6329166666666,162643.9393803127,47
2018,266055000,SWE,trawlers,21.378038905209092,141,324.27975625968185,SD622 VANGUARD,SMUY,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,399.5269444444442,129558.50016361981,63
2018,251026000,ISL,trawlers,68.2,1141,2920.9612386747285,GNUPUR,TFAO,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,324.8834722222228,948972.0294471707,17
2018,219106000,DNK,trawlers,21.587310852007143,104.24225844078572,281.05304770642147,SIGMUNDUR,OZUE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,169.1684722222219,47545.31469389457,25
2018,266064000,SWE,trawlers,16.255383706058335,37.96034921573333,258.4863332272417,ZENTHA,SKBU,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,151.65666666666655,39201.17567613269,16
2018,232005550,GBR,trawlers,24.35,144,421,GV-LAPWING PD972,2DFK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,72.66902777777777,30593.660694444443,6
2018,233807000,GBR,trawlers,20.865577745599996,59,367.71188950115,FV LEANNE PD345,GBYX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,27.935694444444433,10272.28698869344,6
2018,231039000,FRO,trawlers,76.093130438725,2921,3903.676810854075,BORGARIN,XPSE,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,10.362361111111117,40451.30877514053,4
2018,273390940,RUS,trawlers,55.2448598684,1167,2567.4361516641334,NORD WEST,UBXP8,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.425694444444446,11362.687912885782,4
2018,273398180,RUS,trawlers,57,1635,3060,KAPITAN GERASHCHENKO,UAJQ,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1731.8930555555426,5299592.74999996,93
2018,273213500,RUS,trawlers,59,1409,1618,KOKSHAYSK,UAMR,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1611.0677777777792,2606707.6644444466,91
2018,273354820,RUS,trawlers,56.9,1693,3000,KAPITAN DOLGIKH,UBGH7,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1198.8800000000024,3596640.000000007,64
2018,235064432,GBR,trawlers,27.84548007711667,349,592.0263195608833,OCEAN HARVEST PD198,2BAK6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,578.5122222222225,342494.4617432102,44
2018,235118000,GBR,trawlers,61.12331294528333,1681.519121100117,2997.6878627530255,TAITS 2 FR227,ZQTW5,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,29.615416666666665,88777.77509204032,3
2018,226334000,FRA,trawlers,48.65,790.9,1470,HALTENBANK PAIRTRAWL,FIGR,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,27.165416666666655,39933.162499999984,7
2018,266082000,SWE,trawlers,17.80921255719,62.32968058474,358.23288218454996,SD62 THERES,SLEX,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,11.69541666666667,4189.682820849223,6
2018,250102800,IRL,trawlers,37.3,469,1119,RONAN ROSS,EIBW,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,12.444027777777778,13924.867083333334,2
2018,251426000,ISL,trawlers,79.31,3671,3343.218301636213,VENUS,TFVT,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,6.721805555555555,22472.463353373303,2
2018,219022326,DNK,trawlers,33.107888478425,810,721.3841643618,STORMY,OUBL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.140416666666667,2986.831017193003,1
2018,273459950,RUS,trawlers,25.5,120,220,KAPA,UDNK,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1.0037500000000001,220.82500000000005,3
2018,273312270,RUS,trawlers,57.8,2008,2940,STRELETS,UDHM,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1874.6534722222075,5511481.20833329,95
2018,263586000,PRT,trawlers,55.5,1656,2425,SANTA PRINCESA,CUNN4,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1578.8131944444428,3828621.996527774,78
2018,273317270,RUS,trawlers,41.4,856,1950,ALMAK,UCEL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1427.237916666665,2783113.9374999967,85
2018,273532110,RUS,trawlers,120.47,7765,5296,KURSHSKAYA KOSA,UBCI,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,457.6670833333344,2423804.873333339,24
2018,266361000,SWE,trawlers,15.0231383130875,38.3976209552375,262.46451153907503,SD623 DAGNY,SJUA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,138.26930555555555,36290.785743486,26
2018,273317970,RUS,trawlers,35.72,363,589,BUGSY,UFPA,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,25.510277777777777,15025.55361111111,9
2018,273316660,RUS,trawlers,28.91,232,596,HAFNAREY,UCFW,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,4.541250000000001,2706.5850000000005,2
2018,219709000,DNK,trawlers,22.57871477419231,141.73972393227692,339.09538012077695,HM335 FLIPPER,OXAU,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,2145.3087499999947,727464.286057677,166
2018,265769000,SWE,trawlers,25.91,200,746,ALVSBORG,SKBH,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1473.0838888888852,1098920.5811111084,91
2018,273352230,RUS,trawlers,66.06,1483,3000,ZVEZDA MURMANA,UEDV,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1220.2201388888907,3660660.416666672,63
2018,273380430,RUS,trawlers,60,2218,4300,SAAMI,UAFL,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,1094.6583333333338,4707030.833333335,55
2018,232006240,GBR,trawlers,26.54,251,428,FV ARDENT,MZNA6,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,302.59013888888893,129508.57944444446,21
2018,250102700,IRL,trawlers,54.68594123152308,1018.885070916077,2040,PACELLI,EIDG,5686,200NM,Norwegian Exclusive Economic Zone,NOR,NOR,NA,NA,28.79222222222223,58736.133333333346,2
