geoname,eez_id,n_vessels,mean_length,mean_tonnage,tot_tonnage,mean_engine_power,tot_engine_power,fishing_hours,fishing_KWh,bad_subs,ugly_subs,mark
Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,48946,20,36.62049829932075,260.23542038188043,15614.125222912824,721.0754535179942,43264.52721107966,316.98583333333335,230292.5865543345,96431.9043932394,6499.82877662045,is_overlapping
Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,48946,20,36.62049829932075,260.23542038188043,15614.125222912824,721.0754535179942,43264.52721107966,316.98583333333335,230292.5865543345,96431.9043932394,6499.82877662045,is_overlapping
Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,48946,20,36.62049829932075,260.23542038188043,15614.125222912824,721.0754535179942,43264.52721107966,316.98583333333335,230292.5865543345,96431.9043932394,6499.82877662045,is_overlapping
New Zealand Exclusive Economic Zone,8455,23,38.89958119932867,429.2699159065645,12878.097477196936,805.8212571581992,24174.637714745975,295.0577777777778,162727.78837147454,71706.36551342648,5904.781505200453,none
Ile Europa Exclusive Economic Zone,8341,1,23.9,174.383333333,174.383333333,577.34362413245,577.34362413245,293.9130555555568,169688.8286742873,30719.655447959496,3939.3773095237248,multi-eez & overlapping
Joint regime area Nigeria / Sao Tome and Principe,21797,2,55.3091071752,888.9497439358,3555.7989757432,1263.735173101236,5054.940692404944,283.8844444444439,241579.3005104033,72119.81434741564,2208.0536836895385,is_joint
Joint regime area Nigeria / Sao Tome and Principe,21797,2,55.3091071752,888.9497439358,3555.7989757432,1263.735173101236,5054.940692404944,283.8844444444439,241579.3005104033,72119.81434741564,2208.0536836895385,is_joint
Chilean Exclusive Economic Zone,8465,18,66.4062803562109,1872.4844144882713,48684.594776695056,2177.16200995618,56606.21225886069,283.35055555555545,666376.6344178644,707563.4451501635,32823.51728980913,multi-eez
Amsterdam Island & St. Paul Island Exclusive Economic Zone,8386,2,62.92666666666667,1198,3594,1464.4027205102902,4393.208161530871,282.64583333333684,515594.56775297504,93396.50433706839,11960.514810438535,multi-eez & overlapping
Egyptian Exclusive Economic Zone,8490,7,56.238470356736855,652.2592592592222,5870.333333333,1495.2755085324309,13457.479576791879,274.31083333333345,164815.1983036234,167960.06435192437,4709.35997169859,none
French Polynesian Exclusive Economic Zone,8440,46,42.30078506589542,401.0868178053746,23263.035432711727,785.2715499262339,45545.749895721565,253.9563888888889,173955.55910333156,154650.8390075458,18685.673679075222,none
Spanish Exclusive Economic Zone (Canary Islands),8364,51,56.37355447978519,1167.5651362700446,80561.99440263308,1544.616176470706,106578.51617647872,248.9775,273980.2203052013,793561.9615918951,23691.797255346122,multi-eez & overlapping & joint
Danish Exclusive Economic Zone,5674,16,73.82523073231053,3308.330735166771,62858.283968168646,3414.408129804799,64873.754466291175,232.83805555555557,205854.17438772705,94404.33541052112,14736.992098002787,joint
Bahamas Exclusive Economic Zone,8404,30,21.633519955517333,105.95532001836969,3496.5255606061996,1097.171185417179,36206.64911876691,201,208999.93740064072,234878.173046383,23385.292178887434,none
Syrian Exclusive Economic Zone,8373,17,34.968801765697016,242.41185372002622,4605.825220680498,428.7412411559233,8146.083581962543,188.19805555555556,75321.47746229579,95690.0505007988,13734.083957453806,none
East Timorian Exclusive Economic Zone,8758,1,41.88884445155,285.4059462643,285.4059462643,814.5532763276499,814.5532763276499,184.70000000000002,150447.99013771696,0,0,none
Joint regime area Peru / Ecuador,48962,2,56.6812139166,1116.79427444776,4467.17709779104,2333.4997024455897,9333.998809782359,174.1194444444442,356062.5541738156,5114.535509681198,0,is_joint
Joint regime area Peru / Ecuador,48962,2,56.6812139166,1116.79427444776,4467.17709779104,2333.4997024455897,9333.998809782359,174.1194444444442,356062.5541738156,5114.535509681198,0,is_joint
Panamanian Exclusive Economic Zone,8423,29,49.60466898020596,814.235685102744,29312.484663698782,1724.6571180953786,62087.65625143363,171.47444444444443,191787.08881771262,210263.6297366034,8529.445055404669,none
Ecuadorian Exclusive Economic Zone,8431,18,66.24384419860691,1403.4057923635105,30874.927431997232,2621.121879656488,57664.68135244274,171.44388888888895,474676.3576079129,779739.2392528836,267.5688260153467,multi-eez & joint
New Caledonian Exclusive Economic Zone,8312,24,40.59653245759722,271.53016898492325,8145.905069547698,557.1996565873965,16715.989697621895,167.6925,63284.94727181234,50295.02784306536,4745.224289300997,overlapping
Australian Exclusive Economic Zone,8323,10,42.019368989739526,365.08831913159366,5111.236467842312,697.526020193257,9765.364282705597,142.04916666666665,84032.77823746059,50400.148311128236,3875.8750726282597,none
Trinidad and Tobago Exclusive Economic Zone,8420,10,36.23864625981154,292.5129733707,3802.6686538191,574.2821404051613,7465.667825267096,126.52277777777779,57441.09717459327,104578.81104347289,1042.3521136733757,overlapping
Jan Mayen Exclusive Economic Zone,8437,8,65.60342461651693,2658.6511966783664,23927.8607701053,2677.3194761178233,24095.87528506041,119.60138888888889,327002.3708990224,129180.94369391413,12618.488147653441,multi-eez
United Kingdom Exclusive Economic Zone,5696,9,65.06424583984,2738.129374898395,27381.29374898395,2822.915455193925,28229.15455193925,117.68194444444444,108337.3042622582,36789.029798250274,1745.624668549049,overlapping & joint
Sint-Eustatius Exclusive Economic Zone,26526,1,13.633708162657141,20.546714604357145,20.546714604357145,211.45770138712857,211.45770138712857,98.035000000000025,20730.255755487153,0,0,multi-eez
Bassas da India Exclusive Economic Zone,8340,7,44.182202420826755,468.81825722785476,3281.7278005949834,1585.4786315405115,11098.35042078358,97.50138888888888,99767.35546802894,53092.215366324286,1470.1501670328116,multi-eez & overlapping
Barbados Exclusive Economic Zone,8418,9,29.730607777054168,176.74845983286167,1767.4845983286166,600.7400665744287,6007.400665744288,91.41583333333332,67579.75692597577,88900.37441391672,6014.590601008774,joint
Qatari Exclusive Economic Zone,8468,33,29.118773265799646,92.03904207499181,3037.28838847473,453.8191821943378,14976.033012413149,90.68972222222222,44055.323622933785,3379.2165967912624,449.1692492106411,none
Dominican Republic Exclusive Economic Zone,8409,10,22.94718087319769,118.41954916779419,1539.4541391813243,1173.4924563082159,15255.401932006806,83.51361111111112,81086.61019437287,92159.64748011745,9102.221882857699,none
Irish Exclusive Economic Zone,5681,7,81.72107016925679,3379.00810157963,30411.07291421667,3248.8704341542048,29239.833907387845,75.18611111111112,141311.11388775974,125494.41922579621,3953.0397359582785,none
Overlapping claim Mayotte: France / Comoros,48944,6,52.72091666666667,739.7448658881174,8876.938390657408,1329.8303325068953,15957.963990082744,58.89888888888889,48603.732105513685,43789.11863860899,2958.7300276752726,is_overlapping
Overlapping claim Mayotte: France / Comoros,48944,6,52.72091666666667,739.7448658881174,8876.938390657408,1329.8303325068953,15957.963990082744,58.89888888888889,48603.732105513685,43789.11863860899,2958.7300276752726,is_overlapping
Lebanese Exclusive Economic Zone,8374,5,18.783340431378573,25.375135479489998,126.87567739745,173.31848672061,866.59243360305,54.13805555555557,7409.198642104421,6035.5701149071965,504.1339682961125,none
Overlapping claim: Iran / United Arab Emirates,48947,1,23.50530242715,188.89567647180002,377.79135294360003,157.64360958010002,315.28721916020004,51.45777777777778,8111.989829859547,0,0,is_overlapping
Overlapping claim: Iran / United Arab Emirates,48947,1,23.50530242715,188.89567647180002,377.79135294360003,157.64360958010002,315.28721916020004,51.45777777777778,8111.989829859547,0,0,is_overlapping
El Salvador Exclusive Economic Zone,8428,1,64.7722808977,1304.016335260393,1304.016335260393,2592.833913012157,2592.833913012157,47.212777777777774,122414.89134972896,155141.85536188053,0,none
Spanish Exclusive Economic Zone,5693,8,54.88855302926191,1077.8241583768893,8622.593267015114,1593.1938805198263,12745.55104415861,45.25027777777778,60437.8065340267,23210.491919956716,1112.3147263119345,multi-eez & overlapping & joint
Tristan Da Cunha Exclusive Economic Zone,8382,5,56.58583408311048,769.6436926154314,3848.218463077157,1176.3454417579296,5881.727208789647,43.99333333333331,53299.732125745046,67602.45010013871,6780.8665413301305,multi-eez
British Virgin Islands Exclusive Economic Zone,8411,5,22.106558003194284,76.83219675835953,537.8253773085166,1070.8880809159796,7496.2165664118575,38.255,25310.453772144978,27381.552701536217,3799.0847834822657,none
Bermudian Exclusive Economic Zone,8402,3,22.909076057474003,91.04393456186,455.21967280930005,1479.9724054316873,7399.862027158437,37.236666666666665,51428.52591132168,57796.37237576883,5754.408923387809,none
Comoran Exclusive Economic Zone,8334,5,46.94849333334,460.09463919152574,2300.4731959576284,819.8105043905558,4099.052521952779,36.68527777777778,29872.432811171417,20303.031275278812,659.2811202588081,overlapping
Finnish Exclusive Economic Zone,5676,5,23.57171885437,117.6,588,358.6188853877,1793.0944269385,34.51555555555556,12815.445544632426,4860.422409540013,230.62508862533758,none
Norfolk Island Exclusive Economic Zone,8310,6,38.19233870952407,291.6330741857,1749.7984451142,647.0357372300203,3882.2144233801223,32.650277777777774,22644.841943670053,13863.107978375754,1603.1189610928063,none
Bahraini Exclusive Economic Zone,8358,5,16.463605676900002,32.40121450196,162.0060725098,162.69659636906,813.4829818453,32.07222222222222,5635.078175349654,100423.42857094732,69.836234674491,none
Joint regime area Guyana / Barbados,48969,2,20.4824085833,71.8555237517,287.4220950068,386.4452644634,1545.7810578536,30.517777777777777,11681.348059436146,32782.84426242324,0,is_joint
Joint regime area Guyana / Barbados,48969,2,20.4824085833,71.8555237517,287.4220950068,386.4452644634,1545.7810578536,30.517777777777777,11681.348059436146,32782.84426242324,0,is_joint
Antigua and Barbuda Exclusive Economic Zone,8414,2,23.80773268905857,25.773357302178574,51.54671460435715,142.25746121273428,284.51492242546857,26.361111111111107,5358.816547156635,51.01906392011634,82.59435041729027,none
Israeli Exclusive Economic Zone,8375,2,19.859039912671427,23,46,143.75844303555,287.5168860711,26.342777777777787,3116.1124862176084,4279.024810060841,308.35674988345875,none
Overlapping claim South China Sea,49003,1,50.40556107483333,668,668,1341.0824581604334,1341.0824581604334,25.7475,34529.52059148576,13095.76441092391,621.3887545983271,is_overlapping
Swedish Exclusive Economic Zone,5694,5,56.23933006981286,1816.3165052907495,9081.582526453747,2555.0443032037733,12775.221516018866,25.057777777777773,14967.571893730541,4438.815218979432,2374.2417771893456,none
Bonaire Exclusive Economic Zone,26520,4,42.094460603875,440.32283240775,1761.291329631,1295.8598099619292,5183.439239847717,23.452222222222222,38643.31795159771,108449.62993523554,0,multi-eez
Polish Exclusive Economic Zone,5687,19,59.135654895027194,2797.838703548105,53158.935367414,2544.006446355214,48336.122480749065,21.923055555555553,98423.40901980005,37328.34267502478,1771.2148476575098,none
Turks and Caicos Exclusive Economic Zone,8405,1,24.372022802616666,189.44498137986668,189.44498137986668,811.4141200470667,811.4141200470667,21.065833333333337,17093.114617224837,19209.572897000715,1912.5722454392899,none
Saint Lucia Exclusive Economic Zone,8416,1,22.554128341200002,89.01285878506667,89.01285878506667,249.74627440403336,249.74627440403336,20.680555555555557,5164.891702605634,0,0,none
Howland and Baker Islands Exclusive Economic Zone,8451,10,50.29285,746.14884501648,7461.488450164799,1301.09572,13010.9572,19.864722222222216,15859.966364182583,10986.71706789943,272.29143869566093,multi-eez
Overlapping claim South Georgia and South Sandwich Islands: UK / Argentina,8383,2,87.72125,4601.5175,18406.07,3393.6,13574.4,18.93444444444445,44177.15555555556,55631.91880988264,4395.365610713963,is_overlapping
Overlapping claim South Georgia and South Sandwich Islands: UK / Argentina,8383,2,87.72125,4601.5175,18406.07,3393.6,13574.4,18.93444444444445,44177.15555555556,55631.91880988264,4395.365610713963,is_overlapping
Cocos Islands Exclusive Economic Zone,8308,5,51.08214512798,718.1711559638953,3590.8557798194765,880.83019008012,4404.1509504006,17.41111111111112,8843.42803092098,13417.375761223102,1023.0380416632547,none
Indian Exclusive Economic Zone (Andaman and Nicobar Islands),8333,2,59.394077025,987.2005687731166,1974.4011375462333,1624.6572513605915,3249.314502721183,16.21666666666667,21074.208963995974,4652987.229921977,19326.336642285438,multi-eez
Kuwaiti Exclusive Economic Zone,8357,1,40.632564668949996,247.46545390385,494.9309078077,1275.6173956413,2551.2347912826,15.379999999999999,19618.99554496319,68821.6134223885,220.32252523628898,none
Overlapping claim Gibraltarian Exclusive Economic Zone,8365,3,33.372538541750004,223.61659481946668,1341.6995689168,402.3040006053,2413.8240036318,13.985555555555557,6322.159707556332,876.5187909449871,183.76296978302818,is_overlapping
Overlapping claim Gibraltarian Exclusive Economic Zone,8365,3,33.372538541750004,223.61659481946668,1341.6995689168,402.3040006053,2413.8240036318,13.985555555555557,6322.159707556332,876.5187909449871,183.76296978302818,is_overlapping
Juan de Nova Exclusive Economic Zone,8339,5,45.47179074988,581.5222314507203,2907.6111572536015,1341.6123880435318,6708.061940217659,13.029444444444442,21139.0668510479,6510.483387557428,485.3290672203563,multi-eez & overlapping
Honduran Exclusive Economic Zone,8427,2,25.924270007925003,233.9555557545857,467.9111115091714,482.19480451134575,964.3896090226915,12.898333333333333,6241.371817022311,7014.17439602013,698.3557284916816,none
Antarctic 200NM zone beyond the coastline,8489,3,76.67,2233.70611111,6701.1183333300005,2335.14,7005.42,12.883333333333335,24741.63922222222,34976.6388459708,999.4459523060701,none
Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,33185,2,49.0910404352125,462.859328677875,2777.15597206725,867.6510580787688,5205.906348472612,11.125833333333334,10062.481331813486,2987.147856390204,41.84579669250978,is_overlapping
Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,33185,2,49.0910404352125,462.859328677875,2777.15597206725,867.6510580787688,5205.906348472612,11.125833333333334,10062.481331813486,2987.147856390204,41.84579669250978,is_overlapping
Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,33185,2,49.0910404352125,462.859328677875,2777.15597206725,867.6510580787688,5205.906348472612,11.125833333333334,10062.481331813486,2987.147856390204,41.84579669250978,is_overlapping
Estonian Exclusive Economic Zone,5675,5,22.92652214097,124.23775063283,621.1887531641501,353.00157700666,1765.0078850333,10.938888888888888,3858.5270256207223,1463.3959590267712,69.43754972450026,none
Joint regime area Spain / France,48966,3,22.9,200.78666666666666,1204.72,487.3333333333333,2924,10.731666666666666,4685.96,2124.332363852762,15.351222536630269,is_joint
Joint regime area Spain / France,48966,3,22.9,200.78666666666666,1204.72,487.3333333333333,2924,10.731666666666666,4685.96,2124.332363852762,15.351222536630269,is_joint
Wallis and Futuna Exclusive Economic Zone,8454,8,35.77783650913698,248.91751136831607,1991.3400909465286,662.2083197856915,5297.666558285532,10.675,6776.511413508234,3595.86834104154,467.69258320251186,none
Myanmar Exclusive Economic Zone,8482,1,25.344757267033334,56.41654813393334,56.41654813393334,351.56987531966666,351.56987531966666,10.15861111111111,3571.4616417543134,5214.222054132428,0.4859956136225722,none
Puerto Rican Exclusive Economic Zone,33179,1,46.901649760412504,418.7051958770375,418.7051958770375,711.8306397761124,711.8306397761124,7.728333333333334,5501.264461069723,7625.9939972672,656.5318800058905,none
Guadeloupean Exclusive Economic Zone,33177,1,79.9956162334,1008.5883637088,1008.5883637088,3775.4206647429,3775.4206647429,7.552499999999998,28513.864570470745,3227.8563201893057,818.9157778727789,none
Portuguese Exclusive Economic Zone,5688,3,33.52246866323889,309.39951946183334,928.1985583855001,672.0201336208055,2016.0604008624166,7.084444444444444,4558.83191544536,111855.24105298989,422.50137216675193,multi-eez
Wake Island Exclusive Economic Zone,8319,7,35.205938753941425,230.09069240506,1610.63484683542,619.8805259585386,4339.16368170977,7.059999999999999,4574.794567487194,2736.3921034220893,197.86053711050442,multi-eez
Somali Exclusive Economic Zone,8350,2,59.42831694274166,945.83189733105,1891.6637946621,1152.345589404625,2304.69117880925,6.291666666666667,8061.611316697417,8752.660595206222,1284.8770468220453,overlapping
Bangladeshi Exclusive Economic Zone,8481,1,101.75407669264443,1350,1350,4566.981345360389,4566.981345360389,6.277222222222223,28667.95678957058,26983.763223381622,244.2209176234138,none
Heard and McDonald Islands Exclusive Economic Zone,8388,1,49.9,1362,1362,1200,1200,6.196111111111111,7435.333333333333,1203.2177805017307,452.4033637660329,none
Lithuanian Exclusive Economic Zone,5684,2,47.907270747855556,610.3333333333334,1831,799.7124705769555,2399.137411730867,5.513055555555555,4638.513728483158,1759.215939419388,83.4740888247406,none
Saint-Barthélemy Exclusive Economic Zone,48952,1,37.588894394312504,235,235,805.7155566063124,805.7155566063124,4.478611111111111,3608.4866442121042,653.2631951366437,83.77210520566567,none
French Exclusive Economic Zone,5677,1,79.68225509435,1943,1943,3546.17126760095,3546.17126760095,3.2805555555555554,11633.411852879783,0,0,multi-eez & joint
St. Helena Exclusive Economic Zone,8380,1,26.3,230.41748598798463,230.41748598798463,311.07,311.07,2.9074999999999998,904.4360249999999,851.3019511099251,7.704846131117719,multi-eez
Nicaraguan Exclusive Economic Zone,8425,1,37.8122982909,308.762261918,308.762261918,1113.3917685578,1113.3917685578,2.7777777777777772,3092.7549126605554,429.98131830198264,0,none
Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands),22756,2,55.51,691.3475371586424,1382.6950743172847,735,1470,2.776944444444444,2041.0541666666668,2522.1056551163947,284.52321377215304,multi-eez
Palmyra Atoll Exclusive Economic Zone,8443,2,51.40883333335,565.7114681856038,1131.4229363712077,740.8340000000001,1481.6680000000001,2.661111111111111,1969.655091111111,2725.17462093462,180.28657333040297,multi-eez
German Exclusive Economic Zone,5669,1,57,1635,1635,3060,3060,2.3658333333333332,7239.45,2745.6544441002247,130.28019915764762,none
Overlapping claim: Kenya / Somalia,33176,2,57.063131421449995,776.83189733105,3107.3275893242,1212.6689679349624,4850.67587173985,2.2633333333333328,1881.5461216581502,450.1499736789223,12.84340948111153,is_overlapping
Overlapping claim: Kenya / Somalia,33176,2,57.063131421449995,776.83189733105,3107.3275893242,1212.6689679349624,4850.67587173985,2.2633333333333328,1881.5461216581502,450.1499736789223,12.84340948111153,is_overlapping
Jarvis Island Exclusive Economic Zone,8442,1,65.324,1526,1526,2672.73333333,2672.73333333,2.2349999999999994,5973.558999992548,4563.355847223831,0,multi-eez
Yemeni Exclusive Economic Zone,8353,5,62.04412315036889,829.94795045048,4149.7397522524,1731.072787499858,8655.363937499289,2.203888888888889,3357.746948883516,3167.8933288493936,79.14138273074718,none
Guatemalan Exclusive Economic Zone,8430,2,64.83923761416668,1625.5,3251,1678.109867538272,3356.219735076544,1.9222222222222223,3199.6446972570984,5732.108107819124,312.085329679622,none
Saint-Martin Exclusive Economic Zone,8495,1,37.588894394312504,235,235,805.7155566063124,805.7155566063124,1.6216666666666666,1306.6020609632365,236.54099939265183,30.33316071392893,none
Ascension Exclusive Economic Zone,8379,1,40.9,336,336,821.7551489852,821.7551489852,1.5033333333333334,1235.3719073077507,366.7324612162994,5.1374129271076665,multi-eez
Christmas Island Exclusive Economic Zone,8309,1,48,411.25829193935004,411.25829193935004,387.764,387.764,1.3341666666666667,517.3418033333334,717.1524864282263,61.740603301595435,none
Eritrean Exclusive Economic Zone,8351,1,56.07,698,698,882,882,0.7788888888888889,686.98,1115.913255058408,32.74888990136349,none
Johnston Atoll Exclusive Economic Zone,8452,1,50.3,499,499,1339.384,1339.384,0.7780555555555555,1042.1151622222221,1444.60678591381,124.36810327481685,multi-eez
Martinican Exclusive Economic Zone,33178,3,15.106588778499999,33.89457466056667,101.6837239817,283.0689777133,849.2069331399,0.7380555555555556,202.67829579709948,36.69191108400857,4.705237733289957,none
Djiboutian Exclusive Economic Zone,8352,1,38,347,347,800,800,0.40305555555555556,322.44444444444446,58.373802870990055,7.4856449770455855,none
Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu,48948,1,36.55,190,380,330,660,0.24388888888888888,80.48333333333333,87.38244410003406,12.827607731166557,is_overlapping
Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu,48948,1,36.55,190,380,330,660,0.24388888888888888,80.48333333333333,87.38244410003406,12.827607731166557,is_overlapping
Sint-Maarten Exclusive Economic Zone,21803,1,24.9954600419,33.7469372686,33.7469372686,199.6969745317,199.6969745317,0.19083333333333333,38.10883930646608,4.314036685782869,1.0944826404486279,none
Pitcairn Islands Exclusive Economic Zone,8439,1,45.3925,473,473,934.726,934.726,0,0,0,0,none
