year,eez_id,eez_ter_iso3,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,8456,USA,37.85,-122.45,AUS,1.1897222222222217,117.9065394496348,0.16183,0.06085,19.080815279134402,7.174612925510278
2018,8456,USA,58.45,-152.54999999999998,AUS,0.335,75.480318039881,0.16183,0.06085,12.214979868393941,4.592977352726759
2018,8456,USA,48.55,-122.85000000000001,AUS,0.45666666666666667,45.25761168694833,0.16183,0.06085,7.324039299298848,2.7539256711508058
2018,8463,USA,58.45,-152.35,AUS,0.5608333333333333,126.36381602198982,0.16183,0.06085,20.449456346838613,7.68923820493808
2018,8463,USA,56.75,-154.05,AUS,0.3258333333333333,73.41493620296883,0.16183,0.06085,11.880739125726446,4.467298867950653
2018,8456,USA,48.45,-123.15,CAN,1.1494444444444445,527.0590187508227,0.44861,0.72626,236.44394640180658,382.7818829579725
2018,8456,USA,48.25,-124.15,CAN,0.08333333333333333,21.177514827579163,0.44861,0.72626,9.500444926800288,15.380381918677644
2018,8456,USA,46.85,-124.55000000000001,CAN,9.709722222222215,6329.008267659979,0.44861,0.72626,2839.256398954943,4596.505544470736
2018,8456,USA,47.55,-124.75000000000001,CAN,9.162222222222232,5972.13585182369,0.44861,0.72626,2679.159864486626,4337.323383745474
2018,8456,USA,45.55,-125.35000000000001,CAN,5.116388888888889,918.5528842802947,0.44861,0.72626,412.072009416983,667.1082177374069
2018,8456,USA,46.65,-126.55000000000001,CAN,12.659166666666668,3790.091806905946,0.44861,0.72626,1700.2730854960766,2752.5920756835126
2018,8456,USA,48.55,-123.15,CAN,1.4702777777777776,313.97591999769253,0.44861,0.72626,140.85273747016484,228.02815165752418
2018,8456,USA,46.75,-127.25000000000001,CAN,62.685,11594.388245185175,0.44861,0.72626,5201.358510672521,8420.540406948185
2018,8456,USA,46.75,-126.05000000000001,CAN,0,0,0.44861,0.72626,0,0
2018,8456,USA,47.25,-126.55000000000001,CAN,3.0838888888888887,645.3193642264679,0.44861,0.72626,289.49671998563576,468.6696414631146
2018,8456,USA,45.65,-124.95,CAN,0.175,35.49662869586166,0.44861,0.72626,15.9241425992505,25.779781556656488
2018,8456,USA,47.85,-122.45,CAN,0.2502777777777778,23.93653515415413,0.44861,0.72626,10.738169035505084,17.384148021055978
2018,8456,USA,45.35,-125.15,CAN,2.466111111111111,733.8924653804788,0.44861,0.72626,329.2314988943366,532.9967419072266
2018,8456,USA,49.05,-122.95,CAN,16.585833333333337,7605.163593666717,0.44861,0.72626,3411.752439754826,5523.32611153639
2018,8456,USA,43.05,-70.05000000000001,CAN,24.798888888888886,4222.498184629552,0.44861,0.72626,1894.2549106066635,3066.6315315690586
2018,8456,USA,48.15,-123.75000000000001,CAN,42.78166666666671,11597.853741666679,0.44861,0.72626,5202.913167049089,8423.057258422843
2018,8456,USA,48.25,-124.95,CAN,3.908055555555555,2547.3556663627032,0.44861,0.72626,1142.7692254869723,1850.0425262525769
2018,8456,USA,47.45,-127.05000000000001,CAN,21.39611111111111,2675.2620770677277,0.44861,0.72626,1200.1493203933533,1942.9358360912079
2018,8456,USA,45.95,-125.75000000000001,CAN,6.5938888888888885,1334.6460619906047,0.44861,0.72626,598.7355698696052,969.3000489812966
2018,8456,USA,41.45,-67.15,CAN,0.7394444444444445,1716.1071033333335,0.44861,0.72626,769.8628076263667,1246.3399448668667
2018,8456,USA,45.85,-126.05000000000001,CAN,8.142777777777777,2043.616242903411,0.44861,0.72626,916.7866827288992,1484.1967325710314
2018,8456,USA,48.05,-126.15,CAN,0.8505555555555555,228.55052374251122,0.44861,0.72626,102.53005045612795,165.9871033732362
2018,8456,USA,45.95,-125.65,CAN,6.599722222222225,2320.5515646065014,0.44861,0.72626,1041.0226373981227,1685.3237793111177
2018,8456,USA,46.65,-125.95,CAN,23.58666666666667,4637.613929082416,0.44861,0.72626,2080.4799847256627,3368.1134921353955
2018,8456,USA,45.15,-126.65,CAN,8.122222222222222,1458.1945999433094,0.44861,0.72626,654.1606794805681,1059.028410154828
2018,8456,USA,47.55,-124.55000000000001,CAN,3.6908333333333325,2405.7654942754452,0.44861,0.72626,1079.2504583869074,1747.2112478724848
2018,8456,USA,46.15,-124.15,CAN,2.5583333333333336,1519.1914914377662,0.44861,0.72626,681.5244949738964,1103.3280125715921
2018,8456,USA,48.45,-124.85000000000001,CAN,0.2136111111111111,54.18032222222222,0.44861,0.72626,24.305834352111113,39.34900081711111
2018,8456,USA,46.15,-125.75000000000001,CAN,2.328611111111111,441.4560372101597,0.44861,0.72626,198.04159285284976,320.6118615842506
2018,8456,USA,43.95,-126.35000000000001,CAN,2.9333333333333336,526.625683153261,0.44861,0.72626,236.24954771938442,382.46716864688733
2018,8456,USA,45.25,-126.15,CAN,5.7669444444444435,1940.5392780782543,0.44861,0.72626,870.5453255386857,1409.336056097113
2018,8456,USA,45.35,-126.45,CAN,4.6925,1045.5325501208397,0.44861,0.72626,469.0363573097099,759.328469850761
2018,8456,USA,41.85,-66.95,CAN,0.8327777777777777,1600.6748661023105,0.44861,0.72626,718.0787516821575,1162.506128255464
2018,8456,USA,46.55,-126.35000000000001,CAN,0.8369444444444445,150.25787721030068,0.44861,0.72626,67.40718629531298,109.12628590275297
2018,8456,USA,47.15,-126.55000000000001,CAN,2.8577777777777778,513.0610822235557,0.44861,0.72626,230.16433209630932,372.6157415756796
