mrgid,pol_type,geoname,iso_sov,x_cen,y_cen,iso_ter,name_ter,name_sov,region
8415,200NM,Montserrat Exclusive Economic Zone,GBR,-62.48384,16.41292,MSR,Montserrat,United Kingdom,Latin America & Caribbean
8425,200NM,Nicaraguan Exclusive Economic Zone,NIC,-83.49562,12.81975,NIC,Nicaragua,Nicaragua,Latin America & Caribbean
8423,200NM,Panamanian Exclusive Economic Zone,PAN,-80.34583,8.2888,PAN,Panama,Panama,Latin America & Caribbean
48962,Joint regime,Joint regime area Peru / Ecuador,PER,-82.53248,-3.38858,PER,Peru,Peru,Latin America & Caribbean
8432,200NM,Peruvian Exclusive Economic Zone,PER,-78.88478,-11.8994,PER,Peru,Peru,Latin America & Caribbean
33179,200NM,Puerto Rican Exclusive Economic Zone,USA,-66.78687,17.79821,PRI,Puerto Rico,United States,Latin America & Caribbean
48982,Overlapping claim,Overlapping claim: Puerto Rico / Dominican Republic,USA,-66.84125,20.89448,PRI,Puerto Rico,United States,Latin America & Caribbean
8495,200NM,Saint-Martin Exclusive Economic Zone,FRA,-63.20282,18.03469,MAF,Saint Martin (French part),France,Latin America & Caribbean
21803,200NM,Sint-Maarten Exclusive Economic Zone,NLD,-63.12285,17.93813,SXM,Sint Maarten,Netherlands,Latin America & Caribbean
48952,200NM,Saint-Barthélemy Exclusive Economic Zone,FRA,-62.6274,17.9327,BLM,St. Barthélemy,France,Latin America & Caribbean
8413,200NM,Saint Kitts and Nevis Exclusive Economic Zone,KNA,-62.90578,16.99022,KNA,St. Kitts & Nevis,St. Kitts & Nevis,Latin America & Caribbean
8416,200NM,Saint Lucia Exclusive Economic Zone,LCA,-61.10359,13.8777,LCA,St. Lucia,St. Lucia,Latin America & Caribbean
8421,200NM,Saint Vincent and the Grenadines Exclusive Economic Zone,VCT,-61.69442,13.15805,VCT,St. Vincent & Grenadines,St. Vincent & Grenadines,Latin America & Caribbean
8461,200NM,Surinamese Exclusive Economic Zone,SUR,-54.77617,7.58813,SUR,Suriname,Suriname,Latin America & Caribbean
8420,200NM,Trinidad and Tobago Exclusive Economic Zone,TTO,-59.98478,10.95788,TTO,Trinidad & Tobago,Trinidad & Tobago,Latin America & Caribbean
33185,Overlapping claim,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,TTO,-57.88712,10.56539,TTO,Trinidad & Tobago,Trinidad & Tobago,Latin America & Caribbean
8405,200NM,Turks and Caicos Exclusive Economic Zone,GBR,-70.85361,22.80987,TCA,Turks & Caicos Islands,United Kingdom,Latin America & Caribbean
33180,200NM,Virgin Islander Exclusive Economic Zone,USA,-64.92435,17.25496,VIR,U.S. Virgin Islands,United States,Latin America & Caribbean
48961,Joint regime,Joint regime area Argentina / Uruguay,URY,-55.16096,-36.25493,URY,Uruguay,Uruguay,Latin America & Caribbean
8467,200NM,Uruguayan Exclusive Economic Zone,URY,-53.32143,-35.78927,URY,Uruguay,Uruguay,Latin America & Caribbean
48965,Overlapping claim,Overlapping claim: Venezuela / Aruba / Dominican Republic,VEN,-69.65326,15.30381,VEN,Venezuela,Venezuela,Latin America & Caribbean
48971,Overlapping claim,Overlapping claim: Venezuela / Colombia / Dominican Republic,VEN,-71.09015,15.05334,VEN,Venezuela,Venezuela,Latin America & Caribbean
33185,Overlapping claim,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,VEN,-57.88712,10.56539,VEN,Venezuela,Venezuela,Latin America & Caribbean
8433,200NM,Venezuelan Exclusive Economic Zone,VEN,-65.91423,12.78887,VEN,Venezuela,Venezuela,Latin America & Caribbean
8378,200NM,Algerian Exclusive Economic Zone,DZA,3.53979,37.20344,DZA,Algeria,Algeria,Middle East & North Africa
8358,200NM,Bahraini Exclusive Economic Zone,BHR,50.70534,26.3354,BHR,Bahrain,Bahrain,Middle East & North Africa
48956,Overlapping claim,Overlapping claim Doumeira Islands: Djibouti / Eritrea,DJI,43.22221,12.75889,DJI,Djibouti,Djibouti,Middle East & North Africa
8352,200NM,Djiboutian Exclusive Economic Zone,DJI,43.43296,11.9971,DJI,Djibouti,Djibouti,Middle East & North Africa
8490,200NM,Egyptian Exclusive Economic Zone,EGY,31.1503,30.45123,EGY,Egypt,Egypt,Middle East & North Africa
26582,Overlapping claim,Overlapping claim: Sudan / Egypt,EGY,36.87917,22.61164,EGY,Egypt,Egypt,Middle East & North Africa
48947,Overlapping claim,Overlapping claim: Iran / United Arab Emirates,IRN,55.1718,26.01269,IRN,Iran,Iran,Middle East & North Africa
8469,200NM,Iranian Exclusive Economic Zone,IRN,53.8854,29.78242,IRN,Iran,Iran,Middle East & North Africa
8470,200NM,Iraqi Exclusive Economic Zone,IRQ,48.58489,29.76952,IRQ,Iraq,Iraq,Middle East & North Africa
48953,200NM,Palestinian Exclusive Economic Zone,ISR,34.23444,31.56915,ISR,Israel,Israel,Middle East & North Africa
8375,200NM,Israeli Exclusive Economic Zone,ISR,34.08805,32.57437,ISR,Israel,Israel,Middle East & North Africa
8491,200NM,Jordanian Exclusive Economic Zone,JOR,34.94683,29.43517,JOR,Jordan,Jordan,Middle East & North Africa
8357,200NM,Kuwaiti Exclusive Economic Zone,KWT,48.62908,29.18459,KWT,Kuwait,Kuwait,Middle East & North Africa
8374,200NM,Lebanese Exclusive Economic Zone,LBN,34.90392,33.90942,LBN,Lebanon,Lebanon,Middle East & North Africa
8372,200NM,Libyan Exclusive Economic Zone,LBY,18.49934,33.143,LBY,Libya,Libya,Middle East & North Africa
5685,200NM,Maltese Exclusive Economic Zone,MLT,15.11121,35.31355,MLT,Malta,Malta,Middle East & North Africa
8367,200NM,Moroccan Exclusive Economic Zone,MAR,-9.85201,32.78135,MAR,Morocco,Morocco,Middle East & North Africa
49000,Overlapping claim,Overlapping claim Melilla: Spain / Morocco,MAR,-2.91697,35.31672,MAR,Morocco,Morocco,Middle East & North Africa
49001,Overlapping claim,Overlapping claim Alhucemas Islands: Spain / Morocco,MAR,-3.87866,35.23422,MAR,Morocco,Morocco,Middle East & North Africa
48998,Overlapping claim,Overlapping claim Perejil Island: Spain / Morocco,MAR,-5.42011,35.91465,MAR,Morocco,Morocco,Middle East & North Africa
49002,Overlapping claim,Overlapping claim Ceuta: Spain / Morocco,MAR,-5.30551,35.86909,MAR,Morocco,Morocco,Middle East & North Africa
48999,Overlapping claim,Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco,MAR,-4.30609,35.18525,MAR,Morocco,Morocco,Middle East & North Africa
48997,Overlapping claim,Overlapping claim Chafarinas Islands: Spain / Morocco,MAR,-2.45356,35.1699,MAR,Morocco,Morocco,Middle East & North Africa
8354,200NM,Omani Exclusive Economic Zone,OMN,58.66998,18.94915,OMN,Oman,Oman,Middle East & North Africa
48953,200NM,Palestinian Exclusive Economic Zone,PSE,34.23444,31.56915,PSE,Palestinian Territories,Palestinian Territories,Middle East & North Africa
8468,200NM,Qatari Exclusive Economic Zone,QAT,51.88076,25.86236,QAT,Qatar,Qatar,Middle East & North Africa
50170,Overlapping claim,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,QAT,51.59986,24.69243,QAT,Qatar,Qatar,Middle East & North Africa
8356,200NM,Saudi Arabian Exclusive Economic Zone,SAU,40.4858,22.45463,SAU,Saudi Arabia,Saudi Arabia,Middle East & North Africa
50170,Overlapping claim,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,SAU,51.59986,24.69243,SAU,Saudi Arabia,Saudi Arabia,Middle East & North Africa
8373,200NM,Syrian Exclusive Economic Zone,SYR,35.49624,35.32871,SYR,Syria,Syria,Middle East & North Africa
8366,200NM,Tunisian Exclusive Economic Zone,TUN,11.05319,36.00133,TUN,Tunisia,Tunisia,Middle East & North Africa
8360,200NM,United Arab Emirates Exclusive Economic Zone,ARE,53.89303,24.94396,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa
48947,Overlapping claim,Overlapping claim: Iran / United Arab Emirates,ARE,55.1718,26.01269,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa
50170,Overlapping claim,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,ARE,51.59986,24.69243,ARE,United Arab Emirates,United Arab Emirates,Middle East & North Africa
8368,Overlapping claim,Overlapping claim Western Saharan Exclusive Economic Zone,ESH,-17.69542,23.34236,ESH,Western Sahara,Western Sahara,Middle East & North Africa
8368,Overlapping claim,Overlapping claim Western Saharan Exclusive Economic Zone,MAR,-17.69542,23.34236,ESH,Western Sahara,Morocco,Middle East & North Africa
8353,200NM,Yemeni Exclusive Economic Zone,YEM,52.06161,12.88906,YEM,Yemen,Yemen,Middle East & North Africa
8489,200NM,Antarctic 200NM zone beyond the coastline,ATA,-10.9752,-71.11227,ATA,Antarctica,Antarctica,"NA"
8402,200NM,Bermudian Exclusive Economic Zone,GBR,-64.80693,32.36899,BMU,Bermuda,United Kingdom,North America
48943,Overlapping claim,Overlapping claim: Canada / USA,CAN,-139.852,72.03395,CAN,Canada,Canada,North America
8493,200NM,Canadian Exclusive Economic Zone,CAN,-89.94201,68.58777,CAN,Canada,Canada,North America
8494,200NM,Saint-Pierre and Miquelon Exclusive Economic Zone,FRA,-56.38701,45.85719,SPM,St. Pierre & Miquelon,France,North America
48951,Overlapping claim,Overlapping claim Navassa Island: USA / Haiti / Jamaica,USA,-75.18373,18.33814,USA,United States,United States,North America
48943,Overlapping claim,Overlapping claim: Canada / USA,USA,-139.852,72.03395,USA,United States,United States,North America
48978,Joint regime,Joint regime area United States / Russia,USA,-16.90039,61.18062,USA,United States,United States,North America
8453,200NM,United States Exclusive Economic Zone (Hawaii),USA,-151.05753,24.04099,USA,United States,United States,North America
8463,200NM,United States Exclusive Economic Zone (Alaska),USA,-119.9766,59.0117,USA,United States,United States,North America
8456,200NM,United States Exclusive Economic Zone,USA,-95.8229,34.76294,USA,United States,United States,North America
8481,200NM,Bangladeshi Exclusive Economic Zone,BGD,90.56153,20.47561,BGD,Bangladesh,Bangladesh,South Asia
8333,200NM,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),IND,92.18967,9.97738,IND,India,India,South Asia
8480,200NM,Indian Exclusive Economic Zone,IND,76.08532,14.598,IND,India,India,South Asia
8345,200NM,Maldives Exclusive Economic Zone,MDV,73.08337,2.48241,MDV,Maldives,Maldives,South Asia
8359,200NM,Pakistani Exclusive Economic Zone,PAK,64.71198,23.53952,PAK,Pakistan,Pakistan,South Asia
8346,200NM,Sri Lankan Exclusive Economic Zone,LKA,81.63607,6.54638,LKA,Sri Lanka,Sri Lanka,South Asia
8478,200NM,Angolan Exclusive Economic Zone,AGO,11.03537,-11.7011,AGO,Angola,Angola,Sub-Saharan Africa
8393,200NM,Beninese Exclusive Economic Zone,BEN,2.42123,4.84155,BEN,Benin,Benin,Sub-Saharan Africa
8475,200NM,Cameroonian Exclusive Economic Zone,CMR,9.31089,3.46278,CMR,Cameroon,Cameroon,Sub-Saharan Africa
8362,200NM,Cape Verdean Exclusive Economic Zone,CPV,-24.17164,16.0919,CPV,Cape Verde,Cape Verde,Sub-Saharan Africa
8334,200NM,Comoran Exclusive Economic Zone,COM,43.45423,-11.42314,COM,Comoros,Comoros,Sub-Saharan Africa
8394,200NM,Congolese Exclusive Economic Zone,COG,10.59577,-5.33648,COG,Congo - Brazzaville,Congo - Brazzaville,Sub-Saharan Africa
8477,200NM,Democratic Republic of the Congo Exclusive Economic Zone,COD,10.73256,-6.40153,COD,Congo - Kinshasa,Congo - Kinshasa,Sub-Saharan Africa
8473,200NM,Ivory Coast Exclusive Economic Zone,CIV,-5.45221,3.30891,CIV,Côte d’Ivoire,Côte d’Ivoire,Sub-Saharan Africa
8398,200NM,Equatorial Guinean Exclusive Economic Zone,GNQ,5.43745,-1.37183,GNQ,Equatorial Guinea,Equatorial Guinea,Sub-Saharan Africa
48956,Overlapping claim,Overlapping claim Doumeira Islands: Djibouti / Eritrea,ERI,43.22221,12.75889,ERI,Eritrea,Eritrea,Sub-Saharan Africa
8351,200NM,Eritrean Exclusive Economic Zone,ERI,40.59255,15.82346,ERI,Eritrea,Eritrea,Sub-Saharan Africa
8386,200NM,Amsterdam Island & St. Paul Island Exclusive Economic Zone,FRA,77.54181,-38.29431,ATF,French Southern Territories,France,Sub-Saharan Africa
8385,200NM,Crozet Islands Exclusive Economic Zone,FRA,51.21218,-46.30696,ATF,French Southern Territories,France,Sub-Saharan Africa
8387,200NM,Kerguelen Exclusive Economic Zone,FRA,68.9746,-48.87795,ATF,French Southern Territories,France,Sub-Saharan Africa
48945,Overlapping claim,Overlapping claim Glorioso Islands: France / Madagascar,FRA,47.0969,-11.6181,ATF,French Southern Territories,France,Sub-Saharan Africa
8341,200NM,Ile Europa Exclusive Economic Zone,FRA,40.10928,-23.53682,ATF,French Southern Territories,France,Sub-Saharan Africa
8339,200NM,Juan de Nova Exclusive Economic Zone,FRA,42.09428,-17.30663,ATF,French Southern Territories,France,Sub-Saharan Africa
8340,200NM,Bassas da India Exclusive Economic Zone,FRA,39.42518,-20.86054,ATF,French Southern Territories,France,Sub-Saharan Africa
8476,200NM,Gabonese Exclusive Economic Zone,GAB,8.73897,-3.06254,GAB,Gabon,Gabon,Sub-Saharan Africa
8370,200NM,Gambian Exclusive Economic Zone,GMB,-18.38751,13.32867,GMB,Gambia,Gambia,Sub-Saharan Africa
8400,200NM,Ghanaian Exclusive Economic Zone,GHA,-0.85027,3.50201,GHA,Ghana,Ghana,Sub-Saharan Africa
8472,200NM,Guinean Exclusive Economic Zone,GIN,-15.62051,9.18114,GIN,Guinea,Guinea,Sub-Saharan Africa
48964,Joint regime,Joint regime area Senegal / Guinea Bissau,GNB,-18.77443,11.261,GNB,Guinea-Bissau,Guinea-Bissau,Sub-Saharan Africa
8471,200NM,Guinea Bissau Exclusive Economic Zone,GNB,-17.5672,10.58066,GNB,Guinea-Bissau,Guinea-Bissau,Sub-Saharan Africa
8349,200NM,Kenyan Exclusive Economic Zone,KEN,41.79278,-3.53678,KEN,Kenya,Kenya,Sub-Saharan Africa
33176,Overlapping claim,Overlapping claim: Kenya / Somalia,KEN,43.9049,-2.28224,KEN,Kenya,Kenya,Sub-Saharan Africa
8391,200NM,Liberian Exclusive Economic Zone,LBR,-10.17763,3.8028,LBR,Liberia,Liberia,Sub-Saharan Africa
48946,Overlapping claim,Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,MDG,54.67305,-15.71127,MDG,Madagascar,Madagascar,Sub-Saharan Africa
8348,200NM,Madagascan Exclusive Economic Zone,MDG,47.25395,-20.91335,MDG,Madagascar,Madagascar,Sub-Saharan Africa
48945,Overlapping claim,Overlapping claim Glorioso Islands: France / Madagascar,MDG,47.0969,-11.6181,MDG,Madagascar,Madagascar,Sub-Saharan Africa
8369,200NM,Mauritanian Exclusive Economic Zone,MRT,-17.91755,18.24852,MRT,Mauritania,Mauritania,Sub-Saharan Africa
48946,Overlapping claim,Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,MUS,54.67305,-15.71127,MUS,Mauritius,Mauritius,Sub-Saharan Africa
8343,200NM,Mauritian Exclusive Economic Zone,MUS,60.1172,-16.81021,MUS,Mauritius,Mauritius,Sub-Saharan Africa
62589,200 NM,Chagos Archipelago Exclusive Economic Zone,MUS,72.00202,-6.53945,MUS,Mauritius,Mauritius,Sub-Saharan Africa
48944,Overlapping claim,Overlapping claim Mayotte: France / Comoros,FRA,45.30656,-13.21698,MYT,Mayotte,France,Sub-Saharan Africa
48944,Overlapping claim,Overlapping claim Mayotte: France / Comoros,COM,45.30656,-13.21698,MYT,Mayotte,Comoros,Sub-Saharan Africa
8347,200NM,Mozambican Exclusive Economic Zone,MOZ,37.9574,-20.37062,MOZ,Mozambique,Mozambique,Sub-Saharan Africa
8395,200NM,Namibian Exclusive Economic Zone,NAM,12.28547,-23.64969,NAM,Namibia,Namibia,Sub-Saharan Africa
8474,200NM,Nigerian Exclusive Economic Zone,NGA,4.82275,4.08512,NGA,Nigeria,Nigeria,Sub-Saharan Africa
21797,Joint regime,Joint regime area Nigeria / Sao Tome and Principe,NGA,5.58699,2.0676,NGA,Nigeria,Nigeria,Sub-Saharan Africa
8338,200NM,Réunion Exclusive Economic Zone,FRA,54.71328,-21.78197,REU,Réunion,France,Sub-Saharan Africa
21797,Joint regime,Joint regime area Nigeria / Sao Tome and Principe,STP,5.58699,2.0676,STP,São Tomé & Príncipe,São Tomé & Príncipe,Sub-Saharan Africa
8397,200NM,Sao Tome and Principe Exclusive Economic Zone,STP,6.35335,0.7791,STP,São Tomé & Príncipe,São Tomé & Príncipe,Sub-Saharan Africa
48964,Joint regime,Joint regime area Senegal / Guinea Bissau,SEN,-18.77443,11.261,SEN,Senegal,Senegal,Sub-Saharan Africa
8371,200NM,Senegalese Exclusive Economic Zone,SEN,-18.50357,13.69463,SEN,Senegal,Senegal,Sub-Saharan Africa
8337,200NM,Seychellois Exclusive Economic Zone,SYC,52.46886,-6.54776,SYC,Seychelles,Seychelles,Sub-Saharan Africa
8390,200NM,Sierra Leonian Exclusive Economic Zone,SLE,-14.14468,6.63541,SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa
33176,Overlapping claim,Overlapping claim: Kenya / Somalia,SOM,43.9049,-2.28224,SOM,Somalia,Somalia,Sub-Saharan Africa
8350,200NM,Somali Exclusive Economic Zone,SOM,48.7186,5.38252,SOM,Somalia,Somalia,Sub-Saharan Africa
8396,200NM,South African Exclusive Economic Zone,ZAF,24.44331,-33.50802,ZAF,South Africa,South Africa,Sub-Saharan Africa
8384,200NM,South African Exclusive Economic Zone (Prince Edward Islands),ZAF,37.80854,-46.83292,ZAF,South Africa,South Africa,Sub-Saharan Africa
8379,200NM,Ascension Exclusive Economic Zone,GBR,-14.36337,-7.94747,SHN,St. Helena,United Kingdom,Sub-Saharan Africa
8380,200NM,St. Helena Exclusive Economic Zone,GBR,-5.70869,-15.97278,SHN,St. Helena,United Kingdom,Sub-Saharan Africa
8382,200NM,Tristan Da Cunha Exclusive Economic Zone,GBR,-11.20987,-38.7619,SHN,St. Helena,United Kingdom,Sub-Saharan Africa
8355,200NM,Sudanese Exclusive Economic Zone,SDN,38.14367,19.74792,SDN,Sudan,Sudan,Sub-Saharan Africa
26582,Overlapping claim,Overlapping claim: Sudan / Egypt,SDN,36.87917,22.61164,SDN,Sudan,Sudan,Sub-Saharan Africa
8479,200NM,Tanzanian Exclusive Economic Zone,TZA,41.1686,-7.21087,TZA,Tanzania,Tanzania,Sub-Saharan Africa
8392,200NM,Togolese Exclusive Economic Zone,TGO,1.82135,4.63949,TGO,Togo,Togo,Sub-Saharan Africa
