eez_ter_iso3,eez_is_EU,flag_iso3,flag_is_EU,n_vessels,mean_length,mean_tonnage,tot_tonnage,mean_engine_power,tot_engine_power,fishing_hours,fishing_KWh,bad_subs,ugly_subs,eez_id_all
AUS,FALSE,VGB,FALSE,1,26.168372994333332,37.86,37.86,40.444925657716674,40.444925657716674,0.18277777777777776,7.39243363410488,0.8368460041062576,0.21231006848911144,8323
AUS,FALSE,VUT,FALSE,1,50.26,637,637,962.65,962.65,0.7080555555555555,681.6096805555555,39.07254601418481,0,8323
BEN,FALSE,BLZ,FALSE,1,50.94005,828,828,1628.26700240245,1628.26700240245,19.885000000000005,32378.089342772728,49594.853072241196,162.40917543364134,8393
BEN,FALSE,CHN,FALSE,1,40.77220128245,617,617,784.7416295818999,784.7416295818999,10.780277777777778,8459.732750678877,9184.909391436211,1348.3305020030393,8393
BEN,FALSE,GHA,FALSE,14,51.82542047759929,560.7159082216643,7850.0227151033,1206.8364038749226,16895.709654248916,1694.4194444444463,2193362.5321378573,1303269.8751965538,0,8393
BES,FALSE,KNA,FALSE,1,13.633708162657141,20.546714604357145,20.546714604357145,211.45770138712857,211.45770138712857,98.035000000000025,20730.255755487153,0,0,26526
BES,FALSE,VEN,FALSE,4,42.094460603875,440.32283240775,1761.291329631,1295.8598099619292,5183.439239847717,23.452222222222222,38643.31795159771,108449.62993523554,0,26520
BGD,FALSE,ESP,TRUE,1,101.75407669264443,1350,1350,4566.981345360389,4566.981345360389,6.277222222222223,28667.95678957058,26983.763223381622,244.2209176234138,8481
BHR,FALSE,QAT,FALSE,2,17.0021988026,36.06365999445,72.1273199889,162.18653026574998,324.37306053149996,11.855555555555556,2259.493889815267,174.57089285632486,69.836234674491,8358
BHR,FALSE,SAU,FALSE,3,16.1045435931,29.95958417363333,89.8787525209,163.03664043793333,489.1099213138,20.21666666666667,3375.584285534387,100248.857678091,0,8358
BHS,FALSE,USA,FALSE,30,21.633519955517333,105.95532001836969,3496.5255606061996,1097.171185417179,36206.64911876691,201,208999.93740064072,234878.173046383,23385.292178887434,8404
BLM,FALSE,FRA,TRUE,1,37.588894394312504,235,235,805.7155566063124,805.7155566063124,4.478611111111111,3608.4866442121042,653.2631951366437,83.77210520566567,48952
BMU,FALSE,USA,FALSE,3,22.909076057474003,91.04393456186,455.21967280930005,1479.9724054316873,7399.862027158437,37.236666666666665,51428.52591132168,57796.37237576883,5754.408923387809,8402
BRA,FALSE,BOL,FALSE,1,19.5447144134,32.8636997682,32.8636997682,268.0896577356,268.0896577356,63.29194444444446,16967.915723531725,0,0,8464
BRA,FALSE,CHN,FALSE,4,61.557432907732505,1617,12936,1898.996179553755,15191.96943643004,60.91666666666667,113449.72635315091,123174.74886583189,18081.862748391908,8464
BRA,FALSE,DNK,TRUE,1,22.0472957965,95.8507963753,191.7015927506,328.4519901067,656.9039802134,1868.2430555555557,613628.1496002444,74837.78663849522,23317.178740492687,8464
BRA,FALSE,ESP,TRUE,8,53.10050958658055,764.9085,6119.268,1315.3183875578986,10522.547100463189,105.6172222222223,55384.88777551629,52131.12008149085,471.82114213061755,8464
BRA,FALSE,FLK,FALSE,1,72.73115508036429,2156,2156,3200.289449084186,3200.289449084186,0.3088888888888889,988.5338520504484,111.90504304234483,28.390608589893528,8464
BRA,FALSE,FRA,TRUE,1,22.55,130.1,130.1,313,313,0.15583333333333332,48.77583333333333,8.830144010618328,1.132345674064753,8464
BRA,FALSE,GRL,FALSE,1,23.114922096066667,131.32802618073333,262.65605236146666,281.9971855297667,563.9943710595334,1381.1858333333332,389490.51769358537,47502.071539349694,14800.201106655266,8464
BRA,FALSE,KNA,FALSE,1,23.3355215651,65.1805568564,260.7222274256,368.9639307752,1475.8557231008,785.173611111112,289700.7418965142,0,0,"8381,8464"
BRA,FALSE,PRK,FALSE,1,16.6699499227,42.7826379226,42.7826379226,262.3550687676,262.3550687676,159.90749999999997,41952.54315895499,975586.68,0,8464
BRA,FALSE,PRT,TRUE,2,35.7638888889,374.5,749,592,1184,49.5613888888889,29420.238888888896,11578.093668283771,119.51906301405475,8464
BRA,FALSE,PSE,FALSE,3,20.9006539801,101.81088540806999,509.05442704035,331.43862546646,1657.1931273323,4390.6708333333345,1247397.5396698676,0,0,8464
BRA,FALSE,RUS,FALSE,1,47.45,707,707,2357.7071651690862,2357.7071651690862,0.38805555555555554,914.9213638170037,346.9956845570306,16.46480568160092,8464
BRA,FALSE,TWN,FALSE,2,49.150000000000006,447.5,895,661.1377153098063,1322.2754306196125,15.905000000000001,10027.112941061601,2976.6483971480357,41.69871383690583,8464
BRA,FALSE,URY,FALSE,3,27.824340283686457,282.05698253598337,1128.2279301439335,419.4277527082604,1677.7110108330417,621.3622222222223,177367.75797147537,482.7127687396047,0,8464
BRA,FALSE,VCT,FALSE,1,37.551983786,277.79159562423337,277.79159562423337,688.1281029698333,688.1281029698333,1.8505555555555553,1273.4192838847302,62.95283848946079,2.629937610524883,8464
BRA,FALSE,VEN,FALSE,1,20.9338014462,75.1781370806,75.1781370806,329.942765288,329.942765288,4.009722222222222,1322.9788380367443,3712.8428148158223,0,8464
BRA,FALSE,NA,FALSE,100,22.722708964175705,131.79266647463527,25172.399296655338,327.15715764133734,62487.017109495435,140065.49527777778,47766621.85353051,0,0,8464
BRB,FALSE,FRA,TRUE,1,19.2,41.81,41.81,368,368,2.0677777777777777,760.9422222222222,137.75734716950998,17.665503071122384,8418
BRB,FALSE,TWN,FALSE,3,45.39402695680833,396.23955245191667,1188.71865735575,740.4897331913626,2221.4691995740877,4.924166666666666,3505.696301794521,1040.7008815958989,14.578775341105505,8418
BRB,FALSE,USA,FALSE,1,16.045961035108334,47.63191081163334,95.26382162326668,984.9772002413999,1969.9544004827999,54.28111111111111,53465.65684821457,60085.73953379075,5982.346322596546,8418
BRB,FALSE,VEN,FALSE,4,25.13281533275,97.5671944755,585.403166853,370.14459910236667,2220.8675946142002,45.401666666666664,15688.135583462541,44027.59878257218,0,"48969,8418"
BRN,FALSE,MYS,FALSE,4,25.948282617368,137.93428314316068,689.6714157158034,528.5100876020106,2642.550438010053,602.4275,522491.7193673353,2352946.3212986356,171584.79949880112,26521
CAN,FALSE,AUS,FALSE,1,27.493668599925,31.726079704375,31.726079704375,99.1042591685,99.1042591685,28.50277777777778,2824.7466759110516,457.1127175472076,171.87190414719086,8493
CAN,FALSE,CHN,FALSE,1,20.4727423837125,96,192,316.76550407448747,633.5310081489749,221.56472222222214,70184.060919846,76200.30789035198,11186.087419259655,8493
CAN,FALSE,DNK,TRUE,1,67.5,2838,2838,2271.1139523043857,2271.1139523043857,0.22833333333333333,518.5710191095014,63.244665862063705,19.705114816021602,8493
CAN,FALSE,ESP,TRUE,6,55.95,1050.3136868815063,6301.882121289038,1006.8616666666667,6041.17,69.35111111111111,65613.87720833333,61759.17383138427,558.9614013398683,8493
CAN,FALSE,FRO,FALSE,1,42.230995511210004,726,726,872.92340612782,872.92340612782,0.7525,656.8748631111845,80.11213449990984,24.96050515817806,8493
CAN,FALSE,JPN,FALSE,4,56.15,473.7382475283355,2368.691237641677,1019.0692369425028,5095.3461847125145,86.59416666666667,108836.78610815907,150872.34642438617,12988.799266613378,8493
CAN,FALSE,LTU,TRUE,1,138.61875,9499,18998,9886.91133333,19773.82266666,576.963055555555,5704382.572884923,1939275.5858312594,131271.8391502847,8493
CAN,FALSE,NOR,FALSE,1,57.3,1483,1483,2868.45,2868.45,5.339166666666665,15315.132624999993,6293.759304732422,626.7254634417919,8493
CAN,FALSE,PRT,TRUE,7,70.13125,1711,13688,1923.75,15390,48.66388888888889,90885.79777777779,35767.36014149848,369.22152239176137,8493
CAN,FALSE,RUS,FALSE,1,74,1345,1345,1360,1360,7.166666666666667,9746.666666666668,3696.5485842842845,175.3997436899956,8493
CAN,FALSE,SPM,FALSE,4,25.509880602376924,118.96323794678666,594.8161897339334,466.30188332310615,2331.509416615531,880.5563888888904,584695.6552873459,105850.51009352547,13573.885891081627,8493
CAN,FALSE,TCA,FALSE,1,24.134041761099997,134.96925551583334,134.96925551583334,487.5125933513667,487.5125933513667,57.19361111111111,27882.60567590732,3156.3958905636973,800.7860758324643,8493
CAN,FALSE,USA,FALSE,123,25.65335898618654,265.95121257433186,33509.852784365816,453.1592223497417,57098.06201606746,1998.558888888889,1435789.3557134243,1613567.855300126,160652.45764323388,8493
CCK,FALSE,JPN,FALSE,4,49.84415625,395.72272271204406,1582.8908908481762,647.515,2590.06,17.261666666666674,8572.32221666667,11883.173083125796,1023.0380416632547,8308
CCK,FALSE,TUV,FALSE,1,56.0341006399,2007.9648889713,2007.9648889713,1814.0909504006,1814.0909504006,0.14944444444444444,271.10581425431184,1534.202678097305,0,8308
CHL,FALSE,ARG,FALSE,3,66.82222035055418,1633,9798,2238.716688188336,13432.300129130013,44.530833333333355,84642.06448552827,39077.244701957796,3937.247642255251,8465
CHL,FALSE,BEL,TRUE,1,21.525460888166666,15,30,392.9457589256,785.8915178512,28.19194444444445,11077.905005310577,3267.6165021050806,333.7080084841907,8465
CHL,FALSE,CHN,FALSE,5,60.51147932451979,1050.6557191740114,8405.2457533920915,964.2354527306907,7713.883621845525,64.13416666666667,56076.0383603277,60882.93171305903,8937.520271743202,"8465,22756"
CHL,FALSE,ECU,FALSE,2,62.8599109651,1275.19393669845,2550.3878733969,1965.8534783715063,3931.7069567430126,8.705555555555556,7855.257314789472,3366.58398174015,38.73795720358633,8465
CHL,FALSE,ESP,TRUE,1,39.3375,517,517,468.091,468.091,5.067222222222223,2371.9211172222226,2232.574797062193,20.206279646308936,8465
CHL,FALSE,JPN,FALSE,2,52.08,474.77975802411146,949.5595160482229,735,1470,4.053055555555556,2978.9958333333334,4129.560486257102,355.5193081206171,"8465,22756"
CHL,FALSE,KOR,FALSE,2,80.50333333333333,2329.8598095018533,6989.579428505561,2793.3333333333335,8380,114.55888888888877,412438.7895833329,568723.239172098,17586.343269768353,8465
CHL,FALSE,LTU,TRUE,1,138.61875,9499,18998,9886.91133333,19773.82266666,8.317777777777776,82237.13137923152,27957.532492756025,1892.4781682613648,8465
CHL,FALSE,TWN,FALSE,1,62.5,888.128,888.128,1119,1119,1.3494444444444442,1510.0283333333332,448.26695824460364,6.279598098415363,8465
CHL,FALSE,NA,FALSE,1,59.04238885546667,941.3892796695666,941.3892796695666,1001.5163666309334,1001.5163666309334,7.218611111111111,7229.557172121685,0,0,8465
CHN,FALSE,ALB,FALSE,1,23.614024330533333,51.405352237533336,51.405352237533336,376.47737246783333,376.47737246783333,0.6058333333333333,228.08254148676235,128.44406182077014,0,8486
CHN,FALSE,ESP,TRUE,1,101.75407669264443,1350,2700,4566.981345360389,9133.962690720778,63.50027777777778,290004.58403631405,272967.30934721045,2470.5348256319157,8486
CHN,FALSE,FSM,FALSE,2,26.202828873999998,113,226,373,746,13.226111111111111,4933.339444444445,656.3240351594103,0,8486
CHN,FALSE,JOR,FALSE,1,31.1723376536,345.5777675217,345.5777675217,437.9292974693,437.9292974693,0.2594444444444444,113.61832328786839,36.12003235208499,0,8486
CHN,FALSE,JPN,FALSE,19,28.36451204846395,256.5739285305805,6927.496070325673,440.37523313826375,11890.13129473312,3530.1038888888875,863654.0583334607,1197219.4231298117,103070.19897060673,8486
CHN,FALSE,KOR,FALSE,83,28.215249175011184,143.41820886187074,12333.965962120883,322.8729181320579,27767.07095935698,7442.802222222222,2199248.6565953437,3032604.7193266554,93775.71360234053,"8486,48954"
CHN,FALSE,MHL,FALSE,2,52.260000000000005,1151.3796419032687,2302.7592838065375,2023.3368445153374,4046.6736890306747,19.970833333333335,71846.50960284588,21942.442238768424,0,8486
CHN,FALSE,MLT,TRUE,1,23.1514777205,113.7450652913,227.4901305826,242.81655303350001,485.63310606700003,8.565277777777778,2079.791225774437,2969.889225616947,579.9106182731223,8486
CHN,FALSE,RUS,FALSE,14,66.27546153943247,1788.7256874086688,32197.06237335604,2093.525477581548,37683.45859646786,223.16222222222223,244200.1981319659,92616.06327154516,4394.594954999278,"8486,49003"
CHN,FALSE,SGP,FALSE,1,26.571685432,151.1475009388,302.2950018776,290.6042166551,581.2084333102,31.969444444444434,9290.455359676514,318.8423916189953,0,8486
CHN,FALSE,VNM,FALSE,34,19.773699226574628,80.65290452383432,5403.7446030969,218.83086539584775,14661.6679815218,6454.3338888888875,1378537.6975863427,64115307.34516053,0,8486
CHN,FALSE,VUT,FALSE,1,51.449107143250004,572,572,1036.9822376439,1036.9822376439,0.41805555555555557,433.5161854594637,24.850851722723107,0,8486
CHN,FALSE,NA,FALSE,24,34.61290739085645,428.53533081826276,13284.595255366146,459.43314904644825,14242.427620439896,172.53305555555556,73336.06790873154,0,0,"8486,48954"
CIV,FALSE,BES,FALSE,1,39.165900046450005,471.79651302269997,471.79651302269997,948.40164222975,948.40164222975,63.767777777777795,60477.46516578622,18494.387190275615,1860.8048941938173,8473
CIV,FALSE,BLZ,FALSE,4,77.79000833333333,2138.8333333333335,12833,2983.6961353474385,17902.176812084632,426.2583333333339,951680.6003414377,1457728.3744561444,4773.649857512241,8473
CIV,FALSE,CHN,FALSE,1,45.029120998699995,546.28468861355,546.28468861355,976.5427454019,976.5427454019,2.1500000000000004,2099.5669026140854,2279.5438496826296,334.63351375531823,8473
CIV,FALSE,CUW,FALSE,8,81.04232066690167,2343.3,23433,3924.829036477826,39248.29036477826,655.3563888888888,2754906.193468499,842467.5484533826,84764.51375397849,8473
CIV,FALSE,ESP,TRUE,14,62.017683333335,1416.55666666665,28331.133333333,2408.179409493282,48163.588189865644,379.5205555555555,909098.04702655,855690.0872938188,7744.561668072862,8473
CIV,FALSE,FRA,TRUE,9,74.79973333333334,1807.4046238769986,27111.06935815498,3273.866666666667,49108,1168.7022222222224,3739060.9988888893,676901.7529447707,86803.42821047449,8473
CIV,FALSE,GBR,TRUE,1,18.62,69.79,139.58,247.37,494.74,30.835277777777776,7627.722663888889,863.4814389482274,219.06754951643055,8473
CIV,FALSE,GHA,FALSE,20,51.73140208603725,763.0876158053999,24418.803705772796,1354.7493634791886,43351.979631334034,6770.940277777779,6089753.824388784,3618459.142252766,0,8473
CIV,FALSE,GTM,FALSE,2,79.8,2109,8436,3428.9868549808416,13715.947419923366,151.77972222222223,517283.5234273692,472144.93877038365,0,8473
CIV,FALSE,PAN,FALSE,2,32.85,254.75,509.5,720.7099269091614,1441.4198538183227,69.24611111111115,43251.368555599955,73430.58875007165,0,8473
CIV,FALSE,PRT,TRUE,1,29.24904080238333,204.00914865358334,408.0182973071667,486.8600486822833,973.7200973645666,2675.4349999999895,1302562.4143462796,512612.75270551164,5291.630699123525,8473
CIV,FALSE,SEN,FALSE,1,77.3,2107,2107,2706.3114633543746,2706.3114633543746,69.08305555555555,186960.2651735471,440768.20180323825,14850.551929898711,8473
CIV,FALSE,SLV,FALSE,3,77.29925,1964.6,9823,3259.04857822098,16295.2428911049,262.91055555555556,858158.4130478075,104498.60686272504,10562.721630741473,8473
CMR,FALSE,CHN,FALSE,7,48.052524963626375,311.4335287496857,4048.635873745914,850.5091955510153,11056.6195421632,7800.034166666668,8059063.000474508,8749893.834801612,1284470.8906710932,8475
CMR,FALSE,NLD,TRUE,1,54.2682143504,1081.8994878716,1081.8994878716,1767.2728571798,1767.2728571798,1.5183333333333335,2683.30928815133,820.5727669024136,82.56157962871211,8475
CMR,FALSE,NA,FALSE,4,30.7239196236,160.32241041411945,961.9344624847167,495.9608468864028,2975.765081318417,568.5416666666667,165223.33973898846,0,0,8475
COD,FALSE,AGO,FALSE,9,33.02337808568863,318.17221920910475,2863.5499728819427,497.6967067247931,4479.270360523138,880.4711111111129,434577.87606798223,250685.03661327055,3756.6735295459152,8477
