year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_days,fishing_KWh,subs
2018,8370,GMB,CHN,13.350000000000001,-17.45,412.83194444444445,151,257236.7022128125,189977.02168522845
2018,8370,GMB,CHN,13.150000000000002,-17.05,1346.9875,310,830329.7882325097,613223.4585033555
2018,8370,GMB,CHN,13.450000000000001,-17.15,1411.2452777777778,393,879043.9761137903,649200.3476793177
2018,8370,GMB,CHN,13.05,-17.15,218.98888888888885,94,134397.07060774026,99256.26855593441
2018,8370,GMB,CHN,13.450000000000001,-17.45,179.26888888888888,99,113685.22645889584,83959.95029668836
2018,8370,GMB,CHN,13.05,-16.95,19.02638888888889,24,11888.900579508334,8780.30974498429
2018,8370,GMB,CHN,13.55,-17.05,686.3752777777778,238,421254.7443925042,311109.26637619606
2018,8370,GMB,CHN,13.05,-17.45,17.27375,14,10578.911910859722,7812.84381352723
2018,8370,GMB,CHN,13.05,-17.05,284.6622222222222,140,173682.0304810875,128269.38997119755
2018,8370,GMB,CHN,13.450000000000001,-17.05,1135.4233333333332,309,716454.3694627861,529123.0454793514
2018,8370,GMB,CHN,13.05,-17.25,189.73708333333332,100,117639.37144899584,86880.2049962269
2018,8370,GMB,CHN,13.55,-16.95,81.39458333333336,31,52964.680353837495,39116.00538171961
2018,8370,GMB,CHN,13.450000000000001,-17.25,1559.1063888888887,411,990454.1419044917,731480.0974207245
2018,8370,GMB,CHN,13.150000000000002,-17.45,661.705138888889,197,421455.1410057292,311257.2652869613
2018,8370,GMB,CHN,13.450000000000001,-17.35,1092.047361111111,375,675742.2634664376,499055.93383786816
2018,8370,GMB,CHN,13.350000000000001,-17.15,1490.845972222222,454,929648.8010440306,686573.5290350479
2018,8370,GMB,CHN,13.05,-17.35,163.38250000000002,96,102083.81216457085,75391.95779790051
2018,8370,GMB,CHN,13.350000000000001,-17.05,837.5343055555556,263,528679.2769229264,390445.5063858889
2018,8370,GMB,CHN,13.250000000000002,-17.15,1238.4704166666666,364,774099.2928519208,571695.5507499292
2018,8370,GMB,CHN,13.250000000000002,-17.45,1136.7837500000005,257,701305.0505427656,517934.8189773487
2018,8370,GMB,CHN,13.450000000000001,-16.95,25.762916666666666,19,16475.02133351389,12167.297505440012
2018,8370,GMB,CHN,13.250000000000002,-16.95,26.946527777777778,17,17167.7104515,12678.869199746294
2018,8370,GMB,CHN,13.55,-17.15,737.0743055555557,268,443395.8444772,327461.1330217466
2018,8370,GMB,CHN,13.250000000000002,-18.15,6.251111111111114,1,4140.782320733336,3058.0919673311905
2018,8370,GMB,CHN,13.55,-17.35,876.095,277,530513.7708961292,391800.3352199183
2018,8370,GMB,CHN,13.350000000000001,-17.25,998.446111111111,320,631647.4708583833,466490.6066530419
2018,8370,GMB,CHN,13.150000000000002,-17.35,1200.2415277777777,334,755932.0944506333,558278.5297146263
2018,8370,GMB,CHN,13.250000000000002,-17.35,1630.6205555555555,485,1011792.7855533335,747239.3259147032
2018,8370,GMB,CHN,13.55,-17.25,886.9293055555556,290,537893.3703734778,397250.3908219246
2018,8370,GMB,CHN,13.150000000000002,-17.15,939.9712499999999,292,588297.2990796056,434475.20428926114
2018,8370,GMB,CHN,13.150000000000002,-17.25,1029.2654166666666,311,648354.1280557333,478828.9741930007
2018,8370,GMB,CHN,13.150000000000002,-16.95,124.00291666666666,66,77518.010164,57249.376046418925
2018,8370,GMB,CHN,13.250000000000002,-17.05,855.1655555555556,265,534164.3693998001,394496.4117328343
2018,8370,GMB,CHN,13.250000000000002,-17.25,1180.2654166666666,361,749044.0253105694,553191.4840126148
2018,8370,GMB,CHN,13.450000000000001,-16.55,35.312361111111116,10,21628.5941910875,15973.365667943854
2018,8370,GMB,CHN,13.350000000000001,-17.35,1581.7465277777776,435,993732.7771494042,733901.4679081496
2018,8370,GMB,CHN,13.350000000000001,-16.95,15.795416666666664,5,10381.708216479166,7667.202969116359
2018,8370,GMB,CHN,13.55,-16.65,1.82375,1,1012.1969160125001,747.5377883827117
2018,8370,GMB,CHN,13.150000000000002,-18.25,6.928333333333335,2,4589.379338950001,3389.394323194744
2018,8370,GMB,CHN,13.250000000000002,-18.25,5.110972222222222,1,3385.545872304167,2500.3271930727965
2018,8370,GMB,CHN,13.250000000000002,-18.05,9.667083333333332,1,6403.5476330875,4729.212033464111
2018,8370,GMB,CHN,13.150000000000002,-16.85,1.2291666666666665,1,814.209108125,601.3178526235562
2018,8370,GMB,CHN,13.150000000000002,-17.95,2.6294444444444447,1,1932.6416666666669,1427.3138500833336
2018,8370,GMB,CHN,13.150000000000002,-18.15,2.133888888888889,1,1413.5038121166667,1043.914970362522
2018,8370,GMB,COM,13.05,-17.15,16.466388888888893,11,7855.193009094447,98450.46936579225
2018,8370,GMB,COM,13.150000000000002,-17.15,103.08472222222225,26,49175.95441286112,616330.5965686387
2018,8370,GMB,COM,13.450000000000001,-16.95,2.647916666666667,2,1263.1729172083335,15831.56091076797
2018,8370,GMB,COM,13.150000000000002,-17.35,6.631388888888889,3,3163.4646789944445,39648.2406108328
2018,8370,GMB,COM,13.150000000000002,-17.25,70.29875000000001,20,33535.601112925004,420307.3898004783
2018,8370,GMB,COM,13.250000000000002,-17.15,99.1438888888889,30,47296.00327974445,592768.8494255948
2018,8370,GMB,COM,13.350000000000001,-17.05,28.99111111111111,12,13830.037348355554,173334.20919328937
2018,8370,GMB,COM,13.05,-17.35,26.979166666666675,8,12870.251202083336,161305.0462584148
