year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_days,fishing_KWh,subs
2018,8478,AGO,BLZ,-14.85,11.150000000000002,2.545833333333333,1,8440.903059875,10317.146992024014
2018,8478,AGO,BLZ,-15.15,11.450000000000001,5.325555555555556,1,17657.282429233335,21582.14316760332
2018,8478,AGO,BLZ,-7.15,11.850000000000001,2.9065277777777783,2,11183.28195603889,13669.101869227216
2018,8478,AGO,BLZ,-15.05,11.450000000000001,5.17375,1,17153.9596226625,20966.94176758792
2018,8478,AGO,BLZ,-14.75,11.650000000000002,10.45208333333333,2,34654.673200812496,42357.7139598891
2018,8478,AGO,BLZ,-8.65,12.450000000000001,2.1166666666666667,1,8144.178191333333,9954.466119702907
2018,8478,AGO,BLZ,-14.75,11.55,1.4668055555555555,1,4863.304812620833,5944.320206370192
2018,8478,AGO,BLZ,-8.35,12.150000000000002,2.6183333333333327,1,10074.412550066663,12313.752971695481
2018,8478,AGO,BLZ,-14.75,11.350000000000001,6.85513888888889,1,22728.731714470836,27780.874199963415
2018,8478,AGO,BLZ,-8.45,12.55,5.526944444444445,1,21265.710429522223,25992.652543796423
2018,8478,AGO,BLZ,-8.45,12.450000000000001,3.9498611111111117,1,15197.656403105557,18575.79146838786
2018,8478,AGO,BLZ,-7.250000000000001,11.650000000000002,1.5186111111111114,1,5843.073775855556,7141.87221475273
2018,8478,AGO,BLZ,-15.05,11.150000000000002,7.224861111111113,2,23954.573719129174,29279.196365417207
2018,8478,AGO,BLZ,-7.250000000000001,11.850000000000001,5.1506944444444445,3,19818.03466047222,24223.18740480199
2018,8478,AGO,BLZ,-15.25,11.450000000000001,2.6913888888888886,1,8923.503518508332,10907.019880602365
2018,8478,AGO,BLZ,-8.85,12.250000000000002,7.204722222222223,2,27721.200754411115,33883.06925810162
2018,8478,AGO,BLZ,-15.05,11.250000000000002,1.9552777777777777,1,6482.8714280916665,7923.884089127882
2018,8478,AGO,BLZ,-8.95,12.350000000000001,2.733055555555555,1,10515.822732877776,12853.279809941849
2018,8478,AGO,BLZ,-9.55,12.450000000000001,7.624166666666666,2,29335.07333563333,35855.673436677906
2018,8478,AGO,BLZ,-8.35,12.55,2.044166666666667,1,7865.224056433334,9613.506059697336
2018,8478,AGO,BLZ,-6.95,11.850000000000001,1.2331944444444445,1,4744.892267772222,5799.586921052632
2018,8478,AGO,BLZ,-12.15,13.05,9.151527777777778,2,35211.81398983889,43038.69600350028
2018,8478,AGO,BLZ,-9.55,12.250000000000002,4.745416666666666,2,18258.67035848333,22317.207605767006
2018,8478,AGO,BLZ,-15.35,11.450000000000001,7.94763888888889,2,26350.99813394584,32208.29799915932
2018,8478,AGO,BLZ,-7.050000000000001,11.650000000000002,8.835416666666664,2,33995.53121008332,41552.057887460636
2018,8478,AGO,BLZ,-14.65,11.350000000000001,6.139027777777775,2,20354.411137454157,24878.78964508747
2018,8478,AGO,BLZ,-7.050000000000001,11.55,5.804999999999999,2,22335.569008199996,27300.319287342692
2018,8478,AGO,BLZ,-9.45,12.450000000000001,2.865833333333333,2,11026.704251966665,13477.720073093815
2018,8478,AGO,BLZ,-8.549999999999999,12.450000000000001,2.4719444444444445,1,9511.160331322222,11625.301049768526
2018,8478,AGO,BLZ,-9.55,12.150000000000002,7.838194444444445,2,30158.575867972224,36862.22411190509
2018,8478,AGO,BLZ,-15.25,11.05,3.726111111111111,1,12354.203343716666,15100.295662958008
2018,8478,AGO,BLZ,-15.05,11.55,3.2143055555555553,1,10657.273295945834,13026.172004168673
2018,8478,AGO,BLZ,-7.050000000000001,11.350000000000001,1.0027777777777778,1,3858.331137888889,4715.960983218832
2018,8478,AGO,BLZ,-7.3500000000000005,11.850000000000001,9.246805555555557,3,35578.40888742778,43486.77761492523
2018,8478,AGO,BLZ,-9.35,11.250000000000002,7.374861111111111,2,28375.834500105553,34683.21499278901
2018,8478,AGO,BLZ,-8.85,12.350000000000001,1.2258333333333336,1,4716.569338366668,5764.9683708988105
2018,8478,AGO,BLZ,-9.55,12.55,3.728333333333333,1,14345.296546466665,17533.969062815275
2018,8478,AGO,BLZ,-15.85,10.350000000000001,1.6334722222222222,1,5415.900757620833,6619.747178024792
2018,8478,AGO,BLZ,-7.3500000000000005,11.950000000000001,3.243055555555555,2,12478.120785277775,15251.75747342932
2018,8478,AGO,BLZ,-14.95,11.150000000000002,3.4140277777777777,1,11319.467436704166,13835.558658534768
2018,8478,AGO,BLZ,-14.45,10.850000000000001,10.298333333333341,2,34144.90344155003,41734.63257853777
2018,8478,AGO,BLZ,-15.95,8.750000000000002,5.11652777777778,2,19686.573516438893,24062.505077672933
2018,8478,AGO,BLZ,-8.45,12.650000000000002,3.2915277777777776,2,12664.624603438888,15479.717360291284
2018,8478,AGO,BLZ,-8.65,12.55,1.3918055555555553,1,5355.171237227777,6545.518699838767
2018,8478,AGO,BLZ,-14.45,11.450000000000001,2.7662500000000003,1,9171.711197137502,11210.399162037225
2018,8478,AGO,BLZ,-7.250000000000001,11.950000000000001,12.132500000000004,2,46681.531609300015,57057.90245541522
2018,8478,AGO,BLZ,-15.05,11.05,1.6491666666666667,1,5467.936875775,6683.349884522267
2018,8478,AGO,BLZ,-8.95,12.250000000000002,3.593055555555555,2,13824.795919277774,16897.771556214837
2018,8478,AGO,BLZ,-14.75,11.250000000000002,2.55625,1,8475.4403064375,10359.361177752427
2018,8478,AGO,BLZ,-6.95,11.750000000000002,2.4265277777777774,1,9336.413200838888,11411.711127121356
