year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_days,fishing_KWh,subs
2018,8393,BEN,BLZ,3.95,2.35,5.3069444444444445,2,8641.122509722223,10561.871221183279
2018,8393,BEN,BLZ,4.15,2.35,3.749722222222222,1,6105.548953611111,7462.690375019789
2018,8393,BEN,BLZ,4.05,2.45,1.669722222222222,1,2718.7535936111112,3323.0781423989893
2018,8393,BEN,BLZ,4.05,2.75,1.1926388888888888,1,1941.9345456944443,2373.5877565114056
2018,8393,BEN,BLZ,3.95,2.25,1.3941666666666666,1,2270.075575833333,2774.6679748295664
2018,8393,BEN,BLZ,3.55,2.65,3.281527777777778,1,5343.2033901388895,6530.890639698962
2018,8393,BEN,BLZ,4.05,2.35,7.514444444444444,2,12235.521912222222,14955.233722870978
2018,8393,BEN,BLZ,4.15,2.45,1.5423611111111106,2,2511.375699305555,3069.604289747194
2018,8393,BEN,CHN,4.45,2.75,1.03625,1,813.1885140874999,600.5641133090413
2018,8393,BEN,CHN,6.3500000000000005,2.45,17.47125,3,13977.000000000002,10322.433810000002
2018,8393,BEN,CHN,4.75,2.45,2.12875,1,1670.5187448625002,1233.7282086433022
2018,8393,BEN,CHN,4.8500000000000005,2.35,3.8465277777777778,1,3018.530478173611,2229.275314045557
2018,8393,BEN,CHN,4.35,2.25,3.7041666666666666,1,2906.8137877916665,2146.7691866977793
2018,8393,BEN,CHN,4.55,2.05,2.237083333333333,1,1755.532421445833,1296.5133592103912
2018,8393,BEN,CHN,4.55,2.75,1.5006944444444446,1,1177.6574044652778,869.7353229197416
2018,8393,BEN,CHN,4.35,2.85,3.545833333333333,1,2782.563029708333,2055.006274330495
2018,8393,BEN,CHN,4.35,2.15,1.3384722222222223,1,1050.354873376389,775.7185846346646
2018,8393,BEN,CHN,4.15,2.45,1.5493055555555557,1,1215.8045670347224,897.9081468921536
2018,8393,BEN,GHA,5.8500000000000005,2.45,5.109861111111111,6,5594.366847095833,8208.558531075245
2018,8393,BEN,GHA,6.05,2.25,1.9130555555555553,3,2145.191408997222,3147.617902507534
2018,8393,BEN,GHA,5.15,2.35,12.726805555555558,16,14438.972328266665,21186.1597075424
2018,8393,BEN,GHA,4.15,2.25,36.273888888888884,19,54116.80406753749,79405.04544025708
2018,8393,BEN,GHA,5.3500000000000005,2.05,14.815694444444443,17,16396.65129449583,24058.64247790079
2018,8393,BEN,GHA,5.75,2.35,9.85486111111111,9,8164.108168801389,11979.11427500059
2018,8393,BEN,GHA,4.75,2.35,10.412777777777777,10,11427.308860799998,16767.17601836323
2018,8393,BEN,GHA,5.45,1.85,2.365972222222222,2,2929.130394444444,4297.883736464388
2018,8393,BEN,GHA,4.45,2.25,14.69111111111111,8,14268.259108070833,20935.67390668125
2018,8393,BEN,GHA,5.8500000000000005,1.9500000000000002,13.062222222222223,14,12532.924079431945,18389.434172509697
2018,8393,BEN,GHA,4.25,2.35,22.968055555555555,16,31740.114821265277,46571.95307609433
2018,8393,BEN,GHA,4.95,2.15,4.997222222222222,9,4963.1027869875,7282.311088318889
2018,8393,BEN,GHA,4.35,2.15,15.807083333333331,11,18721.347906831943,27469.646570215442
2018,8393,BEN,GHA,3.85,2.45,10.396388888888888,9,18053.06909134444,26489.087747038786
2018,8393,BEN,GHA,5.05,2.55,7.842361111111111,9,8809.916443345832,12926.702298156908
2018,8393,BEN,GHA,5.25,2.05,6.229166666666666,9,6316.9460379319435,9268.791751997163
2018,8393,BEN,GHA,4.45,2.45,14.29986111111111,9,20970.162133719445,30769.309197185197
2018,8393,BEN,GHA,5.65,2.15,6.718194444444443,9,5979.97512532222,8774.357701634042
2018,8393,BEN,GHA,5.65,2.25,18.985694444444448,12,14942.80411715556,21925.42705306118
2018,8393,BEN,GHA,4.05,2.25,8.233611111111111,12,11316.1479771,16604.07076531906
2018,8393,BEN,GHA,4.15,2.75,8.054722222222223,5,10018.857369781945,14700.56923010735
2018,8393,BEN,GHA,4.25,2.75,6.909722222222221,3,8947.642164283334,13128.785871231292
2018,8393,BEN,GHA,5.95,2.65,2.585694444444444,1,1939.7234591458332,2846.1368343700897
2018,8393,BEN,GHA,4.45,2.35,19.025694444444444,9,21832.835652481943,32035.101424530232
2018,8393,BEN,GHA,5.45,2.05,10.281944444444443,12,10507.9891992125,15418.267472112508
2018,8393,BEN,GHA,5.05,2.35,20.463472222222222,13,20567.601190545833,30178.63555087599
2018,8393,BEN,GHA,4.15,2.55,18.85861111111111,20,28068.441448947226,41184.543453625774
2018,8393,BEN,GHA,5.3500000000000005,2.35,4.465833333333333,6,4274.558730611111,6272.017279838377
2018,8393,BEN,GHA,5.05,2.45,13.518472222222222,14,14494.699114531944,21267.92706376158
2018,8393,BEN,GHA,5.3500000000000005,2.65,14.092361111111112,11,17114.927833077778,25112.562460196692
2018,8393,BEN,GHA,3.75,2.45,7.380972222222224,5,12253.165567343056,17978.947305306792
2018,8393,BEN,GHA,5.45,2.75,7.551388888888888,8,9352.734278043055,13723.173478829794
2018,8393,BEN,GHA,5.95,2.35,7.467361111111111,7,11092.485198954166,16275.892607573458
2018,8393,BEN,GHA,4.95,2.25,8.502083333333333,7,9646.488307823609,14154.195829186505
2018,8393,BEN,GHA,5.95,1.85,11.686111111111114,10,14176.811397283334,20801.493595119864
2018,8393,BEN,GHA,3.75,2.25,4.629444444444444,3,8528.78086819861,12514.19488009914
2018,8393,BEN,GHA,4.25,2.65,9.48861111111111,9,12717.921347275002,18660.878813643136
