year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_KWh,subs
2018,8476,GAB,BES,-1.55,7.75,119.93819444444445,113749.58030975003,3917.8457719959088
2018,8476,GAB,BES,-2.7500000000000004,8.250000000000002,35.89055555555555,34038.66174939999,1172.3843433631976
2018,8476,GAB,BES,-2.5500000000000003,8.250000000000002,2.665972222222222,2528.412427749999,87.08541968196751
2018,8476,GAB,BES,-1.1500000000000001,8.250000000000002,68.80958333333335,65259.121681050005,2247.702130118129
2018,8476,GAB,BES,-2.8500000000000005,8.750000000000002,1.6652777777777783,1579.3521755000006,54.39719624833501
2018,8476,GAB,BES,-4.65,8.750000000000002,95.78402777777774,90841.72903024999,3128.8368979718925
2018,8476,GAB,BES,-4.65,9.750000000000002,1.8440277777777778,1748.87896865,60.236161350220506
2018,8476,GAB,BES,-4.15,9.750000000000002,59.18152777777776,56127.85800214999,1933.1965055704147
2018,8476,GAB,BES,-3.7500000000000004,9.750000000000002,8.263749999999998,7837.354052549998,269.9398481717835
2018,8476,GAB,BES,-3.6500000000000004,9.750000000000002,4.456527777777777,4226.578253150001,145.57488207008552
2018,8476,GAB,BES,-4.8500000000000005,9.750000000000002,2.5345833333333334,2403.802990050001,82.7935308036585
2018,8476,GAB,BES,-3.5500000000000003,9.750000000000002,50.725277777777784,48107.936633900004,1656.9685411350633
2018,8476,GAB,BES,-4.050000000000001,10.250000000000002,41.700694444444444,39549.00700025,1362.1756620167926
2018,8476,GAB,BES,-3.95,10.250000000000002,43.220833333333346,40990.70921550002,1411.8318182251357
2018,8476,GAB,BES,-1.45,7.55,40.30125,38221.771594050006,1316.4620548943383
2018,8476,GAB,BES,-0.75,8.350000000000001,11.81125,11201.80887045,385.8208478861265
2018,8476,GAB,BES,-1.55,8.350000000000001,8.034583333333332,7620.012010050001,262.45399547705847
2018,8476,GAB,BES,-0.35000000000000003,8.350000000000001,17.705416666666668,16791.846203549998,578.3569791944536
2018,8476,GAB,BES,-0.65,8.350000000000001,63.44249999999998,60168.97104569997,2072.3834600076684
2018,8476,GAB,BES,-1.85,8.350000000000001,46.39097222222222,43997.27413675,1515.3861138354976
2018,8476,GAB,BES,-1.6500000000000001,8.350000000000001,10.081805555555556,9561.60092305,329.3276128832685
2018,8476,GAB,BES,-0.25000000000000006,8.350000000000001,65.67458333333333,62285.88253964998,2145.2956652542903
2018,8476,GAB,BES,-1.75,8.350000000000001,11.369722222222219,10783.063201899997,371.398105027623
2018,8476,GAB,BES,-0.45,8.350000000000001,30.780138888888885,29191.93420165,1005.4498282708304
2018,8476,GAB,BES,-0.15000000000000002,8.350000000000001,9.609722222222222,9113.876315500002,313.90675633213505
2018,8476,GAB,BES,-2.5500000000000003,8.350000000000001,2.1862500000000002,2073.4430854499997,71.4150347076765
2018,8476,GAB,BES,-0.55,8.350000000000001,51.40055555555557,48748.37118580002,1679.0268537421862
2018,8476,GAB,BES,-4.65,8.850000000000001,13.357361111111109,12668.14318385,436.32540073320456
2018,8476,GAB,BES,-4.750000000000001,8.850000000000001,17.92083333333333,16996.147723499995,585.3936807274949
2018,8476,GAB,BES,-2.6500000000000004,8.850000000000001,24.734722222222214,23458.4511205,807.9730341839849
2018,8476,GAB,BES,-2.7500000000000004,8.850000000000001,39.65194444444444,37605.969140299996,1295.2521389259505
2018,8476,GAB,BES,-3.7500000000000004,9.350000000000001,99.62027777777779,94480.0348217,3254.1500720815893
2018,8476,GAB,BES,-4.050000000000001,9.350000000000001,25.95388888888889,24614.710786599997,847.797770519922
2018,8476,GAB,BES,-3.95,9.350000000000001,81.46111111111117,77257.85137400003,2660.9711045515814
2018,8476,GAB,BES,-3.8500000000000005,9.350000000000001,78.29402777777774,74254.18434664996,2557.516620310479
2018,8476,GAB,BES,-3.45,9.350000000000001,15.526805555555555,14725.647852849997,507.1914729099345
2018,8476,GAB,BES,-3.5500000000000003,9.350000000000001,7.179027777777779,6808.60171805,234.50681208341848
2018,8476,GAB,BES,-3.7500000000000004,9.850000000000001,54.24833333333332,51449.2083006,1772.0510498953017
2018,8476,GAB,BES,-3.6500000000000004,9.850000000000001,31.582222222222228,29952.631350400003,1031.6503127023682
2018,8476,GAB,BES,-3.8500000000000005,9.850000000000001,3.1731944444444453,3009.46281515,103.65410697962551
2018,8476,GAB,BES,-3.5500000000000003,9.850000000000001,19.42416666666666,18421.911522299994,634.500874404891
2018,8476,GAB,BES,-4.25,9.850000000000001,12.099999999999998,11475.659843999998,395.25302228148
2018,8476,GAB,BES,-4.15,9.850000000000001,39.1263888888889,37107.53138950001,1278.0845834127153
2018,8476,GAB,BES,-4.050000000000001,10.350000000000001,55.285694444444445,52433.04327965,1805.9370097600904
2018,8476,GAB,BES,-4.45,10.350000000000001,4.435138888888888,4206.29299585,144.87620248524448
2018,8476,GAB,BES,-0.25000000000000006,7.8500000000000005,3.544444444444445,3361.5569239999995,115.78118834508003
2018,8476,GAB,BES,-0.45,7.8500000000000005,6.09125,5776.951489649999,198.97396462579053
2018,8476,GAB,BES,-0.55,7.8500000000000005,9.209444444444445,8734.252214600001,300.831466958682
2018,8476,GAB,BES,-0.35000000000000003,7.8500000000000005,7.0018055555555545,6640.5238718499995,228.71775266616453
2018,8476,GAB,BES,-2.3500000000000005,7.8500000000000005,16.671111111111106,15810.909118399999,544.570830698928
2018,8476,GAB,BES,-2.45,7.8500000000000005,90.07777777777781,85429.912172,2942.43916587324
2018,8476,GAB,BES,-2.0500000000000003,8.450000000000001,80.11666666666666,75982.77805800001,2617.0541020758606
