year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_KWh,subs
2018,8459,JAM,ESP,17.75,-76.55000000000001,31.14999999999999,14292.242999999997,1161.6854212425
2018,8459,JAM,ESP,15.55,-76.85000000000001,31.14999999999999,14292.242999999997,1161.6854212425
