year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_days,fishing_KWh,subs
2018,8317,NRU,CHN,-0.95,167.55,9.681666666666665,3,22784.733644,16827.20933810332
2018,8317,NRU,CHN,0.55,167.75000000000003,3.848055555555556,2,9270.580747666667,6846.6019995742645
2018,8317,NRU,CHN,-0.25000000000000006,167.95000000000002,3.7780555555555546,1,8891.236652666665,6566.445005093912
2018,8317,NRU,CHN,-0.35000000000000003,168.15000000000003,9.83402777777778,2,23279.147500000006,17192.348803175002
2018,8317,NRU,CHN,-1.55,164.65000000000003,12.942777777777781,5,30459.39861733334,22495.17966085919
2018,8317,NRU,CHN,-2.45,166.15000000000003,11.503055555555555,3,26221.353783333332,19365.256409605165
2018,8317,NRU,CHN,-1.75,164.35000000000002,1.9063888888888887,1,4486.475784666666,3313.396961249873
2018,8317,NRU,CHN,-1.25,167.25000000000003,5.705277777777779,2,15107.575555555559,11157.397775044446
2018,8317,NRU,CHN,0.05,164.15000000000003,4.739583333333333,1,10450.78125,7718.2154765625
2018,8317,NRU,CHN,-2.3500000000000005,166.95000000000002,4.631111111111112,1,10898.808725333336,8049.097207920428
2018,8317,NRU,CHN,-2.2500000000000004,166.25000000000003,5.673888888888888,1,12510.924999999997,9239.69344025
2018,8317,NRU,CHN,-1.95,164.65000000000003,1.3,1,3442.4,2542.315672
2018,8317,NRU,CHN,1.6500000000000001,168.25000000000003,1.4816666666666662,1,3923.453333333332,2897.5879902666657
2018,8317,NRU,CHN,-1.95,164.75000000000003,6.558749999999998,2,15781.21575033333,11654.901268093674
2018,8317,NRU,CHN,1.6500000000000001,166.55,12.036944444444448,3,28327.619871333343,20920.797103575813
2018,8317,NRU,CHN,0.7500000000000001,167.75000000000003,1.4427777777777777,1,3820.4755555555553,2821.5358120444444
2018,8317,NRU,CHN,-0.75,167.95000000000002,7.561666666666667,1,20023.293333333335,14787.802825466668
2018,8317,NRU,CHN,-1.55,165.25000000000003,6.718472222222221,2,15569.73877333333,11498.719176269864
2018,8317,NRU,CHN,-1.85,167.25000000000003,11.384166666666665,3,27287.50361397222,20152.640044026903
2018,8317,NRU,CHN,1.55,168.25000000000003,3.970138888888889,1,10512.927777777779,7764.1125517222235
2018,8317,NRU,CHN,-0.85,166.45000000000002,3.6584722222222217,2,10536.399999999998,7781.447491999998
2018,8317,NRU,CHN,1.7500000000000002,164.85000000000002,1.015277777777778,1,2688.455555555556,1985.505081444445
2018,8317,NRU,CHN,-3.1500000000000004,166.85000000000002,3.4281944444444448,3,8524.453682055555,6295.5647778084895
2018,8317,NRU,CHN,-3.0500000000000003,164.95000000000002,10.089861111111112,2,26785.604740972223,19781.972669350216
2018,8317,NRU,CHN,-2.0500000000000003,167.55,4.281805555555555,1,10076.756663666665,7441.987098817743
2018,8317,NRU,CHN,-0.25000000000000006,166.15000000000003,3.630833333333333,1,9614.446666666665,7100.557296733332
2018,8317,NRU,CHN,-1.6500000000000001,164.65000000000003,8.719583333333336,3,20520.576733000005,15155.061534622495
2018,8317,NRU,CHN,2.25,165.55,2.607222222222222,1,6903.924444444444,5098.755319955555
2018,8317,NRU,CHN,-3.1500000000000004,166.95000000000002,11.767222222222221,4,28762.205591416667,21241.75169542895
2018,8317,NRU,CHN,-2.95,164.85000000000002,3.6008333333333327,1,9559.150254166665,7059.719237209707
2018,8317,NRU,CHN,-0.85,167.25000000000003,4.804444444444446,2,10769.876872972225,7953.877166996177
2018,8317,NRU,CHN,-3.2500000000000004,166.15000000000003,13.862638888888888,5,34906.277700416664,25779.333270088722
2018,8317,NRU,CHN,-2.95,165.75000000000003,1.947638888888889,1,5170.406696527778,3818.50045758666
2018,8317,NRU,CHN,-1.55,168.15000000000003,2.5763888888888884,2,6063.246816666666,4477.889671512833
2018,8317,NRU,CHN,1.9500000000000002,166.85000000000002,8.033750000000001,1,17788.6506,13137.452127618
2018,8317,NRU,CHN,0.55,167.05,1.948611111111111,2,4296.6875,3173.232619375
2018,8317,NRU,CHN,0.05,168.15000000000003,11.180555555555557,2,28233.840418777778,20851.538164479953
2018,8317,NRU,CHN,1.4500000000000002,166.25000000000003,2.7945833333333336,1,6163.919314870835,4552.239331611558
2018,8317,NRU,CHN,-2.45,167.75000000000003,4.179444444444444,2,9587.730295666664,7080.826455258702
2018,8317,NRU,CHN,0.7500000000000001,166.95000000000002,1.4744444444444444,1,3251.15,2401.0718095
2018,8317,NRU,CHN,-1.1500000000000001,167.85000000000002,4.760277777777777,2,11277.668977777776,8328.89687015822
2018,8317,NRU,CHN,-1.95,166.15000000000003,6.407222222222222,1,14187.127733333331,10477.619444898664
2018,8317,NRU,CHN,-0.45,165.15000000000003,7.17861111111111,2,17886.53751633333,13209.744551937656
2018,8317,NRU,CHN,0.15000000000000002,165.65000000000003,6.401527777777778,1,14115.36875,10424.6232829375
2018,8317,NRU,CHN,-2.0500000000000003,166.55,1.1644444444444444,1,3091.2564888888887,2282.985654739111
2018,8317,NRU,CHN,-3.1500000000000004,166.45000000000002,9.039166666666667,2,20103.082242666667,14846.729328676614
2018,8317,NRU,CHN,-2.0500000000000003,167.05,1.5747222222222224,1,3384.0780555555557,2499.2431663694447
2018,8317,NRU,CHN,-0.15000000000000002,165.95000000000002,4.177638888888889,2,11151.714166666667,8235.875463508333
2018,8317,NRU,CHN,-3.0500000000000003,164.85000000000002,1.4851388888888888,2,3942.6056340277773,2911.7325388985346
2018,8317,NRU,CHN,-1.45,166.35000000000002,4.938333333333334,3,11621.822308000003,8583.064429127242
