year,eez_code,eez_territory_iso3,flag,lat_cen,lon_cen,fishing_hours,fishing_KWh,subs
2018,8355,SDN,NOR,20.750000000000004,37.949999999999996,209.11944444444444,346066.5406250001,12279.505681500003
2018,8355,SDN,NOR,18.85,36.949999999999996,209.11944444444444,346066.5406250001,12279.505681500003
