year,eez_code,flag,lat_cen,lon_cen,fishing_hours,fishing_KWh,subs
2018,8326,NA,-4.25,179.85000000000002,3.4138888888888888,NA,NA
2018,8326,NA,-4.25,179.95000000000002,2.5356944444444443,NA,NA
2018,8326,NA,-8.25,-179.65,7.8261111111111115,2065.4014325988505,NA
2018,8326,NA,-8.25,-177.85,22.700277777777778,15060.82541923893,NA
2018,8326,NA,-8.75,-179.55,1.1131944444444444,738.5648470723561,NA
2018,8326,NA,-8.75,-177.95,7.260416666666666,4817.027745565491,NA
2018,8326,NA,-8.75,175.45000000000002,2.5816666666666666,1011.0574800999533,NA
2018,8326,NA,-8.75,-179.35,1.4093055555555556,1159.7281992423232,NA
2018,8326,NA,-8.75,175.05,1.7508333333333332,1161.6155286580313,NA
2018,8326,NA,-8.75,-178.25,6.255277777777778,5419.772620669931,NA
2018,8326,NA,-8.75,-179.45,1.5101388888888887,1001.9233415118811,NA
2018,8326,NA,-8.75,175.15000000000003,2.285972222222222,895.254737732146,NA
2018,8326,NA,-9.25,-178.35,14.390694444444444,13102.346539541653,NA
2018,8326,NA,-9.25,178.15000000000003,3.072222222222221,NA,NA
2018,8326,NA,-9.25,176.55,1.277361111111111,500.2526169829605,NA
2018,8326,NA,-9.25,-179.35,4.523611111111111,3001.2547809290877,NA
2018,8326,NA,-9.25,178.55,15.653055555555554,10385.244590735952,NA
2018,8326,NA,-9.25,178.95000000000002,13.145972222222222,8721.884134777987,NA
2018,8326,NA,-9.25,-178.05,2.1913888888888886,1453.908441310996,NA
2018,8326,NA,-9.25,175.25000000000003,2.386388888888889,934.5808921388744,NA
2018,8326,NA,-9.25,178.75000000000003,15.520000000000001,10296.966970836353,NA
2018,8326,NA,-9.25,178.45000000000002,1.767777777777778,1636.6971389275798,NA
2018,8326,NA,-9.25,178.85000000000002,13.007222222222222,8015.746511609145,NA
2018,8326,NA,-9.25,176.15000000000003,3.7245833333333334,1458.6576524553718,NA
2018,8326,NA,-9.25,-177.35,11.019305555555555,10202.224568304151,NA
2018,8326,NA,-9.25,178.05,3.465972222222222,NA,NA
2018,8326,NA,-9.25,-178.25,3.5372222222222223,3223.808596028251,NA
2018,8326,NA,-9.25,-177.45,1.0533333333333332,698.8491329004053,NA
2018,8326,NA,-9.25,176.65000000000003,2.098888888888889,821.9873380283244,NA
2018,8326,NA,-9.25,-177.95,3.1394444444444445,2396.0595412199095,NA
2018,8326,NA,-9.25,-177.55,1.0451388888888888,693.4124110067971,NA
2018,8326,NA,-9.25,-177.85,2.0491666666666664,1897.221054976234,NA
2018,8326,NA,-9.25,176.45000000000002,2.9501388888888886,1155.3621656339094,NA
2018,8326,NA,-9.25,-178.55,6.190277777777777,5731.268972501745,NA
2018,8326,NA,-9.25,177.95000000000002,1.8699999999999997,NA,NA
2018,8326,NA,-9.75,178.55,4.159861111111112,3074.709549220205,NA
2018,8326,NA,-9.75,176.85000000000002,1.8204166666666668,712.9293303028884,NA
2018,8326,NA,-9.75,179.15000000000003,1.4973611111111111,586.4111627371205,NA
2018,8326,NA,-9.75,178.05,6.047361111111111,4012.2086096540806,NA
2018,8326,NA,-9.75,177.25000000000003,1.9474999999999998,762.6989448010299,NA
2018,8326,NA,-9.75,177.95000000000002,3.9234722222222227,2603.0840130938227,NA
2018,8326,NA,-9.75,-178.85,2.140277777777778,1419.9980403474744,NA
2018,8326,NA,-9.75,178.15000000000003,1.7736111111111112,1176.7277725656877,NA
2018,8326,NA,-9.75,176.95000000000002,2.1141666666666667,827.9705703723635,NA
2018,8326,NA,-9.75,176.75000000000003,9.404166666666669,3682.951472862484,NA
2018,8326,NA,-9.75,-179.15,2.3772222222222226,1577.2022361185836,NA
2018,8326,NA,-9.75,178.85000000000002,22.82333333333333,15482.242512230368,NA
2018,8326,NA,-9.75,-179.65,2.9743055555555555,2753.7609388854585,NA
2018,8326,NA,-9.75,-179.75,1.4931944444444443,1382.4741468109999,NA
2018,8326,NA,-9.75,178.65000000000003,17.869444444444447,14333.58742910324,NA
2018,8326,NA,-9.75,-179.05,2.6399999999999997,1751.5459280288637,NA
2018,8326,NA,-9.75,178.95000000000002,40.22444444444445,36445.8641126977,NA
2018,8326,NA,-9.75,178.75000000000003,33.64652777777778,28437.179559100983,NA
2018,8326,NA,-9.75,-178.45,1.0627777777777778,705.1151852523604,NA
2018,8326,NA,-9.75,177.85000000000002,1.9748611111111112,1310.2499763595547,NA
2018,8326,NA,-9.75,177.65000000000003,12.652916666666666,8394.75934287445,NA
2018,8326,NA,-9.75,179.05,2.7915277777777776,2296.4949554667987,NA
2018,8326,NA,-9.75,177.15000000000003,3.0384722222222225,1189.9561271867162,NA
2018,8326,NA,-9.75,-178.55,1.2054166666666666,799.7510053326235,NA
2018,8326,NA,-10.25,179.05,1.8943055555555555,1753.8428879504445,NA
2018,8326,NA,-10.25,-178.85,1.6279166666666667,1080.0647002539097,NA
2018,8326,NA,-10.25,-178.95,1.1156944444444443,740.22350798905,NA
2018,8326,NA,-10.25,178.35000000000002,1.04,407.29494356512004,NA
2018,8326,NA,-10.25,178.75000000000003,1.2540277777777777,832.0027453794514,NA
2018,8326,NA,-10.25,-178.75,1.1881944444444446,788.3246745731761,NA
2018,8326,NA,-10.25,178.65000000000003,4.10361111111111,2722.5997469244953,NA
2018,8326,NA,-10.25,179.25000000000003,1.7983333333333333,1664.9870014797534,NA
2018,8326,NA,-10.25,178.55,5.996666666666667,3978.5746521766746,NA
2018,8326,NA,-10.25,178.45000000000002,1.08,422.96013370224006,NA
