admin_iso3,admin,sov_iso3,sovereign,region,flag_lon,flag_lat
MAF,Saint Martin,FRA,France,North America,-63.05972851444497,18.088886109462265
MAF,Saint Martin,FRA,France,South Asia,-63.05972851444497,18.088886109462265
MAF,Saint Martin,FRA,France,Sub-Saharan Africa,-63.05972851444497,18.088886109462265
MAR,Morocco,MAR,Morocco,East Asia & Pacific,108.4355057386258,29.837629546879196
MAR,Morocco,MAR,Morocco,Europe & Central Asia,-8.456157947977472,29.837629546879192
MAR,Morocco,MAR,Morocco,Latin America & Caribbean,-8.456157947977472,29.837629546879192
MAR,Morocco,MAR,Morocco,Middle East & North Africa,-8.456157947977472,29.837629546879192
MAR,Morocco,MAR,Morocco,North America,-8.456157947977472,29.837629546879192
MAR,Morocco,MAR,Morocco,South Asia,-8.456157947977472,29.837629546879192
MAR,Morocco,MAR,Morocco,Sub-Saharan Africa,-8.456157947977472,29.837629546879192
MCO,Monaco,MCO,Monaco,East Asia & Pacific,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,Europe & Central Asia,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,Latin America & Caribbean,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,Middle East & North Africa,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,North America,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,South Asia,7.406276768562405,43.752746267200905
MCO,Monaco,MCO,Monaco,Sub-Saharan Africa,7.406276768562405,43.752746267200905
MDA,Moldova,MDA,Moldova,East Asia & Pacific,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,Europe & Central Asia,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,Latin America & Caribbean,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,Middle East & North Africa,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,North America,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,South Asia,28.45673372413073,47.194988044178594
MDA,Moldova,MDA,Moldova,Sub-Saharan Africa,28.45673372413073,47.194988044178594
MDG,Madagascar,MDG,Madagascar,East Asia & Pacific,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,Europe & Central Asia,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,Latin America & Caribbean,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,Middle East & North Africa,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,North America,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,South Asia,46.70473674282836,-19.371895867650565
MDG,Madagascar,MDG,Madagascar,Sub-Saharan Africa,46.70473674282836,-19.371895867650565
MDV,Maldives,MDV,Maldives,East Asia & Pacific,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,Europe & Central Asia,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,Latin America & Caribbean,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,Middle East & North Africa,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,North America,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,South Asia,73.4571300419496,3.72870919988064
MDV,Maldives,MDV,Maldives,Sub-Saharan Africa,73.4571300419496,3.72870919988064
MEX,Mexico,MEX,Mexico,East Asia & Pacific,257.47654830811075,23.94753724064031
MEX,Mexico,MEX,Mexico,Europe & Central Asia,-102.5234516918888,23.947537240640326
MEX,Mexico,MEX,Mexico,Latin America & Caribbean,-102.5234516918888,23.947537240640326
MEX,Mexico,MEX,Mexico,Middle East & North Africa,-102.5234516918888,23.947537240640326
MEX,Mexico,MEX,Mexico,North America,-102.5234516918888,23.947537240640326
MEX,Mexico,MEX,Mexico,South Asia,140.14023014939485,23.94753724064032
MEX,Mexico,MEX,Mexico,Sub-Saharan Africa,-102.5234516918888,23.947537240640326
MHL,Marshall Islands,MHL,Marshall Islands,East Asia & Pacific,170.33976122358555,7.003763583152705
MHL,Marshall Islands,MHL,Marshall Islands,Europe & Central Asia,170.33976122358555,7.003763583152705
MHL,Marshall Islands,MHL,Marshall Islands,Latin America & Caribbean,-189.6602387764147,7.003763583152127
MHL,Marshall Islands,MHL,Marshall Islands,Middle East & North Africa,170.33976122358555,7.003763583152705
MHL,Marshall Islands,MHL,Marshall Islands,North America,-189.6602387764147,7.003763583152127
MHL,Marshall Islands,MHL,Marshall Islands,South Asia,170.33976122358555,7.003763583152705
MHL,Marshall Islands,MHL,Marshall Islands,Sub-Saharan Africa,170.33976122358555,7.003763583152705
MKD,Macedonia,MKD,Macedonia,East Asia & Pacific,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,Europe & Central Asia,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,Latin America & Caribbean,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,Middle East & North Africa,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,North America,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,South Asia,21.68211346070556,41.59530893362009
MKD,Macedonia,MKD,Macedonia,Sub-Saharan Africa,21.68211346070556,41.59530893362009
MLI,Mali,MLI,Mali,East Asia & Pacific,16.53594778921508,17.34581581348361
MLI,Mali,MLI,Mali,Europe & Central Asia,-3.542690648509376,17.345815813483608
MLI,Mali,MLI,Mali,Latin America & Caribbean,-3.542690648509376,17.345815813483608
MLI,Mali,MLI,Mali,Middle East & North Africa,-3.542690648509376,17.345815813483608
MLI,Mali,MLI,Mali,North America,-3.542690648509376,17.345815813483608
MLI,Mali,MLI,Mali,South Asia,-3.542690648509376,17.345815813483608
MLI,Mali,MLI,Mali,Sub-Saharan Africa,-3.542690648509376,17.345815813483608
MLT,Malta,MLT,Malta,East Asia & Pacific,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,Europe & Central Asia,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,Latin America & Caribbean,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,Middle East & North Africa,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,North America,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,South Asia,14.4052331642552,35.921496322054395
MLT,Malta,MLT,Malta,Sub-Saharan Africa,14.4052331642552,35.921496322054395
MMR,Myanmar,MMR,Myanmar,East Asia & Pacific,96.48843321041791,21.18566599269029
MMR,Myanmar,MMR,Myanmar,Europe & Central Asia,96.48843321041791,21.18566599269029
MMR,Myanmar,MMR,Myanmar,Latin America & Caribbean,96.48843321041791,21.18566599269029
MMR,Myanmar,MMR,Myanmar,Middle East & North Africa,96.48843321041791,21.18566599269029
MMR,Myanmar,MMR,Myanmar,North America,-263.51156678958137,21.185665992690296
MMR,Myanmar,MMR,Myanmar,South Asia,96.48843321041791,21.18566599269029
MMR,Myanmar,MMR,Myanmar,Sub-Saharan Africa,96.48843321041791,21.18566599269029
MNE,Montenegro,MNE,Montenegro,East Asia & Pacific,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,Europe & Central Asia,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,Latin America & Caribbean,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,Middle East & North Africa,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,North America,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,South Asia,19.238839392474098,42.788902592907945
MNE,Montenegro,MNE,Montenegro,Sub-Saharan Africa,19.238839392474098,42.788902592907945
MNG,Mongolia,MNG,Mongolia,East Asia & Pacific,103.0529976485596,46.82681543939448
MNG,Mongolia,MNG,Mongolia,Europe & Central Asia,103.0529976485596,46.82681543939448
MNG,Mongolia,MNG,Mongolia,Latin America & Caribbean,33.28023149039502,46.82681543939451
MNG,Mongolia,MNG,Mongolia,Middle East & North Africa,103.0529976485596,46.82681543939448
MNG,Mongolia,MNG,Mongolia,North America,-256.9470023514397,46.826815439394444
MNG,Mongolia,MNG,Mongolia,South Asia,103.0529976485596,46.82681543939448
MNG,Mongolia,MNG,Mongolia,Sub-Saharan Africa,103.0529976485596,46.82681543939448
MNP,Northern Mariana Islands,USA,United States of America,East Asia & Pacific,145.61969651296866,15.829275627693557
MNP,Northern Mariana Islands,USA,United States of America,Europe & Central Asia,145.61969651296866,15.829275627693557
MNP,Northern Mariana Islands,USA,United States of America,Latin America & Caribbean,-214.38030348703143,15.829275627693946
MNP,Northern Mariana Islands,USA,United States of America,Middle East & North Africa,145.61969651296866,15.829275627693557
MNP,Northern Mariana Islands,USA,United States of America,North America,-214.38030348703143,15.829275627693946
MNP,Northern Mariana Islands,USA,United States of America,South Asia,145.61969651296866,15.829275627693557
MNP,Northern Mariana Islands,USA,United States of America,Sub-Saharan Africa,145.61969651296866,15.829275627693557
MOZ,Mozambique,MOZ,Mozambique,East Asia & Pacific,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,Europe & Central Asia,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,Latin America & Caribbean,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,Middle East & North Africa,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,North America,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,South Asia,35.53367542588947,-17.273816425924675
MOZ,Mozambique,MOZ,Mozambique,Sub-Saharan Africa,35.53367542588947,-17.273816425924675
MRT,Mauritania,MRT,Mauritania,East Asia & Pacific,175.15151459582628,20.257367055969198
MRT,Mauritania,MRT,Mauritania,Europe & Central Asia,-10.347798145489168,20.257367055969215
MRT,Mauritania,MRT,Mauritania,Latin America & Caribbean,-10.347798145489168,20.257367055969215
MRT,Mauritania,MRT,Mauritania,Middle East & North Africa,-10.347798145489168,20.257367055969215
MRT,Mauritania,MRT,Mauritania,North America,-10.347798145489168,20.257367055969215
MRT,Mauritania,MRT,Mauritania,South Asia,-10.347798145489168,20.257367055969215
MRT,Mauritania,MRT,Mauritania,Sub-Saharan Africa,-10.347798145489168,20.257367055969215
MSR,Montserrat,GBR,United Kingdom,East Asia & Pacific,297.81481454375023,16.739414055259008
MSR,Montserrat,GBR,United Kingdom,Europe & Central Asia,-62.18518545624982,16.739414055259026
MSR,Montserrat,GBR,United Kingdom,Latin America & Caribbean,-62.18518545624982,16.739414055259026
MSR,Montserrat,GBR,United Kingdom,Middle East & North Africa,-62.18518545624982,16.739414055259026
MSR,Montserrat,GBR,United Kingdom,North America,-62.18518545624982,16.739414055259026
MSR,Montserrat,GBR,United Kingdom,South Asia,-62.18518545624982,16.739414055259026
MSR,Montserrat,GBR,United Kingdom,Sub-Saharan Africa,-62.18518545624982,16.739414055259026
MTQ,Martinique,FRA,France,East Asia & Pacific,298.9789946437209,14.658030130120977
MTQ,Martinique,FRA,France,Europe & Central Asia,-61.021005356279026,14.658030130120975
MTQ,Martinique,FRA,France,Latin America & Caribbean,-61.021005356279026,14.658030130120975
MTQ,Martinique,FRA,France,Middle East & North Africa,-61.021005356279026,14.658030130120975
MTQ,Martinique,FRA,France,North America,-61.021005356279026,14.658030130120975
MTQ,Martinique,FRA,France,South Asia,-61.021005356279026,14.658030130120975
MTQ,Martinique,FRA,France,Sub-Saharan Africa,-61.021005356279026,14.658030130120975
MUS,Mauritius,MUS,Mauritius,East Asia & Pacific,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,Europe & Central Asia,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,Latin America & Caribbean,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,Middle East & North Africa,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,North America,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,South Asia,57.5712055060798,-20.277687043323176
MUS,Mauritius,MUS,Mauritius,Sub-Saharan Africa,57.5712055060798,-20.277687043323176
MWI,Malawi,MWI,Malawi,East Asia & Pacific,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,Europe & Central Asia,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,Latin America & Caribbean,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,Middle East & North Africa,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,North America,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,South Asia,34.28935598705403,-13.218080880593279
MWI,Malawi,MWI,Malawi,Sub-Saharan Africa,34.28935598705403,-13.218080880593279
MYS,Malaysia,MYS,Malaysia,East Asia & Pacific,109.69762284264698,3.7898684557130844
MYS,Malaysia,MYS,Malaysia,Europe & Central Asia,109.69762284264698,3.7898684557130844
MYS,Malaysia,MYS,Malaysia,Latin America & Caribbean,-104.04880911231386,3.7898684557130817
MYS,Malaysia,MYS,Malaysia,Middle East & North Africa,109.69762284264698,3.7898684557130844
MYS,Malaysia,MYS,Malaysia,North America,-250.30237715735294,3.7898684557130826
MYS,Malaysia,MYS,Malaysia,South Asia,109.69762284264698,3.7898684557130844
MYS,Malaysia,MYS,Malaysia,Sub-Saharan Africa,109.69762284264698,3.7898684557130844
MYT,Mayotte,FRA,France,East Asia & Pacific,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,Europe & Central Asia,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,Latin America & Caribbean,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,Middle East & North Africa,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,North America,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,South Asia,45.13452704197313,-12.8245702655838
MYT,Mayotte,FRA,France,Sub-Saharan Africa,45.13452704197313,-12.8245702655838
NAM,Namibia,NAM,Namibia,East Asia & Pacific,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,Europe & Central Asia,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,Latin America & Caribbean,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,Middle East & North Africa,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,North America,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,South Asia,17.20963566702184,-22.130325684215144
NAM,Namibia,NAM,Namibia,Sub-Saharan Africa,17.20963566702184,-22.130325684215144
NCL,New Caledonia,FRA,France,East Asia & Pacific,165.68492373537745,-21.29991805801781
NCL,New Caledonia,FRA,France,Europe & Central Asia,165.68492373537745,-21.29991805801781
NCL,New Caledonia,FRA,France,Latin America & Caribbean,-194.31507626462243,-21.299918058017802
NCL,New Caledonia,FRA,France,Middle East & North Africa,165.68492373537745,-21.29991805801781
NCL,New Caledonia,FRA,France,North America,-194.31507626462243,-21.299918058017802
NCL,New Caledonia,FRA,France,South Asia,165.68492373537745,-21.29991805801781
NCL,New Caledonia,FRA,France,Sub-Saharan Africa,165.68492373537745,-21.29991805801781
NER,Niger,NER,Niger,East Asia & Pacific,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,Europe & Central Asia,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,Latin America & Caribbean,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,Middle East & North Africa,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,North America,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,South Asia,9.38545881538726,17.419124929575634
NER,Niger,NER,Niger,Sub-Saharan Africa,9.38545881538726,17.419124929575634
NFK,Norfolk Island,AUS,Australia,East Asia & Pacific,167.94921678213123,-29.051460904383298
NFK,Norfolk Island,AUS,Australia,Europe & Central Asia,167.94921678213123,-29.051460904383298
NFK,Norfolk Island,AUS,Australia,Latin America & Caribbean,-192.0507832178687,-29.051460904383312
NFK,Norfolk Island,AUS,Australia,Middle East & North Africa,167.94921678213123,-29.051460904383298
NFK,Norfolk Island,AUS,Australia,North America,-192.0507832178687,-29.051460904383312
NFK,Norfolk Island,AUS,Australia,South Asia,167.94921678213123,-29.051460904383298
NFK,Norfolk Island,AUS,Australia,Sub-Saharan Africa,167.94921678213123,-29.051460904383298
NGA,Nigeria,NGA,Nigeria,East Asia & Pacific,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,Europe & Central Asia,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,Latin America & Caribbean,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,Middle East & North Africa,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,North America,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,South Asia,8.089438947705721,9.594114522326555
NGA,Nigeria,NGA,Nigeria,Sub-Saharan Africa,8.089438947705721,9.594114522326555
NIC,Nicaragua,NIC,Nicaragua,East Asia & Pacific,274.9694703049414,12.847094289647197
NIC,Nicaragua,NIC,Nicaragua,Europe & Central Asia,-85.03052969505876,12.847094289647204
NIC,Nicaragua,NIC,Nicaragua,Latin America & Caribbean,-85.03052969505876,12.847094289647204
NIC,Nicaragua,NIC,Nicaragua,Middle East & North Africa,-85.03052969505876,12.847094289647204
NIC,Nicaragua,NIC,Nicaragua,North America,-85.03052969505876,12.847094289647204
NIC,Nicaragua,NIC,Nicaragua,South Asia,-85.03052969505876,12.847094289647204
NIC,Nicaragua,NIC,Nicaragua,Sub-Saharan Africa,-85.03052969505876,12.847094289647204
NIU,Niue,NZL,New Zealand,East Asia & Pacific,190.13005318138255,-19.049457081252903
NIU,Niue,NZL,New Zealand,Europe & Central Asia,-169.86994681861748,-19.049457081252903
NIU,Niue,NZL,New Zealand,Latin America & Caribbean,-169.86994681861748,-19.049457081252903
NIU,Niue,NZL,New Zealand,Middle East & North Africa,190.13005318138255,-19.049457081252903
NIU,Niue,NZL,New Zealand,North America,-169.86994681861748,-19.049457081252903
NIU,Niue,NZL,New Zealand,South Asia,190.13005318138255,-19.049457081252903
NIU,Niue,NZL,New Zealand,Sub-Saharan Africa,190.13005318138255,-19.049457081252903
NLD,Netherlands,NLD,Netherlands,East Asia & Pacific,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,Europe & Central Asia,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,Latin America & Caribbean,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,Middle East & North Africa,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,North America,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,South Asia,5.590952152747282,52.267496884885944
NLD,Netherlands,NLD,Netherlands,Sub-Saharan Africa,5.590952152747282,52.267496884885944
NOR,Norway,NOR,Norway,East Asia & Pacific,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,Europe & Central Asia,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,Latin America & Caribbean,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,Middle East & North Africa,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,North America,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,South Asia,14.059377999886912,64.44303321650904
NOR,Norway,NOR,Norway,Sub-Saharan Africa,14.059377999886912,64.44303321650904
NPL,Nepal,NPL,Nepal,East Asia & Pacific,83.91582640015586,28.24891364958796
NPL,Nepal,NPL,Nepal,Europe & Central Asia,83.91582640015586,28.24891364958796
NPL,Nepal,NPL,Nepal,Latin America & Caribbean,83.91582640015586,28.24891364958796
NPL,Nepal,NPL,Nepal,Middle East & North Africa,83.91582640015586,28.24891364958796
NPL,Nepal,NPL,Nepal,North America,-276.0841735998441,28.24891364958801
NPL,Nepal,NPL,Nepal,South Asia,83.91582640015586,28.24891364958796
NPL,Nepal,NPL,Nepal,Sub-Saharan Africa,83.91582640015586,28.24891364958796
NRU,Nauru,NRU,Nauru,East Asia & Pacific,166.93256823412688,-0.5191263895222596
NRU,Nauru,NRU,Nauru,Europe & Central Asia,166.93256823412688,-0.5191263895222596
NRU,Nauru,NRU,Nauru,Latin America & Caribbean,-193.0674317658731,-0.5191263895222669
NRU,Nauru,NRU,Nauru,Middle East & North Africa,166.93256823412688,-0.5191263895222596
NRU,Nauru,NRU,Nauru,North America,-193.0674317658731,-0.5191263895222669
NRU,Nauru,NRU,Nauru,South Asia,166.93256823412688,-0.5191263895222596
NRU,Nauru,NRU,Nauru,Sub-Saharan Africa,166.93256823412688,-0.5191263895222596
NZL,New Zealand,NZL,New Zealand,East Asia & Pacific,172.66718720664315,-41.81160349448556
NZL,New Zealand,NZL,New Zealand,Europe & Central Asia,171.489803493454,-41.81160349448557
NZL,New Zealand,NZL,New Zealand,Latin America & Caribbean,-187.33281279335665,-41.81160349448561
NZL,New Zealand,NZL,New Zealand,Middle East & North Africa,172.66718720664315,-41.81160349448556
NZL,New Zealand,NZL,New Zealand,North America,-187.33281279335665,-41.81160349448561
NZL,New Zealand,NZL,New Zealand,South Asia,172.66718720664315,-41.81160349448556
NZL,New Zealand,NZL,New Zealand,Sub-Saharan Africa,172.66718720664315,-41.81160349448556
OMN,Oman,OMN,Oman,East Asia & Pacific,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,Europe & Central Asia,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,Latin America & Caribbean,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,Middle East & North Africa,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,North America,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,South Asia,56.09166154827046,20.605153325703508
OMN,Oman,OMN,Oman,Sub-Saharan Africa,56.09166154827046,20.605153325703508
PAK,Pakistan,PAK,Pakistan,East Asia & Pacific,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,Europe & Central Asia,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,Latin America & Caribbean,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,Middle East & North Africa,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,North America,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,South Asia,69.33957937478078,29.949751503130706
PAK,Pakistan,PAK,Pakistan,Sub-Saharan Africa,69.33957937478078,29.949751503130706
PAN,Panama,PAN,Panama,East Asia & Pacific,279.88084843875254,8.517507974911181
PAN,Panama,PAN,Panama,Europe & Central Asia,-80.11915156124749,8.517507974911183
PAN,Panama,PAN,Panama,Latin America & Caribbean,-80.11915156124749,8.517507974911183
PAN,Panama,PAN,Panama,Middle East & North Africa,-80.11915156124749,8.517507974911183
PAN,Panama,PAN,Panama,North America,-80.11915156124749,8.517507974911183
PAN,Panama,PAN,Panama,South Asia,-80.11915156124749,8.517507974911183
PAN,Panama,PAN,Panama,Sub-Saharan Africa,-80.11915156124749,8.517507974911183
PCN,Pitcairn Islands,GBR,United Kingdom,East Asia & Pacific,231.68295797578722,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,Europe & Central Asia,-128.31704202421278,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,Latin America & Caribbean,-128.31704202421278,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,Middle East & North Africa,-128.31704202421278,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,North America,-128.31704202421278,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,South Asia,231.68295797578722,-24.365005346037385
PCN,Pitcairn Islands,GBR,United Kingdom,Sub-Saharan Africa,-128.31704202421278,-24.365005346037385
PER,Peru,PER,Peru,East Asia & Pacific,285.6175731490423,-9.15280381329141
PER,Peru,PER,Peru,Europe & Central Asia,-74.38242685095814,-9.152803813291413
PER,Peru,PER,Peru,Latin America & Caribbean,-74.38242685095814,-9.152803813291413
PER,Peru,PER,Peru,Middle East & North Africa,-74.38242685095814,-9.152803813291413
PER,Peru,PER,Peru,North America,-74.38242685095814,-9.152803813291413
PER,Peru,PER,Peru,South Asia,-74.38242685095814,-9.152803813291413
PER,Peru,PER,Peru,Sub-Saharan Africa,-74.38242685095814,-9.152803813291413
PHL,Philippines,PHL,Philippines,East Asia & Pacific,122.88393252927047,11.775367780874141
PHL,Philippines,PHL,Philippines,Europe & Central Asia,122.88393252927047,11.775367780874141
PHL,Philippines,PHL,Philippines,Latin America & Caribbean,-237.1160674707295,11.77536778087415
PHL,Philippines,PHL,Philippines,Middle East & North Africa,122.88393252927047,11.775367780874141
PHL,Philippines,PHL,Philippines,North America,-237.1160674707295,11.77536778087415
PHL,Philippines,PHL,Philippines,South Asia,122.88393252927047,11.775367780874141
PHL,Philippines,PHL,Philippines,Sub-Saharan Africa,122.88393252927047,11.775367780874141
PLW,Palau,PLW,Palau,East Asia & Pacific,134.40807965523004,7.287427836027067
PLW,Palau,PLW,Palau,Europe & Central Asia,134.40807965523004,7.287427836027067
PLW,Palau,PLW,Palau,Latin America & Caribbean,-225.59192034477005,7.287427836026965
PLW,Palau,PLW,Palau,Middle East & North Africa,134.40807965523004,7.287427836027067
PLW,Palau,PLW,Palau,North America,-225.59192034477005,7.287427836026965
PLW,Palau,PLW,Palau,South Asia,134.40807965523004,7.287427836027067
PLW,Palau,PLW,Palau,Sub-Saharan Africa,134.40807965523004,7.287427836027067
PNG,Papua New Guinea,PNG,Papua New Guinea,East Asia & Pacific,145.20744752355085,-6.4641664608296985
PNG,Papua New Guinea,PNG,Papua New Guinea,Europe & Central Asia,145.20744752355085,-6.4641664608296985
PNG,Papua New Guinea,PNG,Papua New Guinea,Latin America & Caribbean,-214.79255247644969,-6.46416646082971
PNG,Papua New Guinea,PNG,Papua New Guinea,Middle East & North Africa,145.20744752355085,-6.4641664608296985
PNG,Papua New Guinea,PNG,Papua New Guinea,North America,-214.79255247644969,-6.46416646082971
PNG,Papua New Guinea,PNG,Papua New Guinea,South Asia,145.20744752355085,-6.4641664608296985
PNG,Papua New Guinea,PNG,Papua New Guinea,Sub-Saharan Africa,145.20744752355085,-6.4641664608296985
POL,Poland,POL,Poland,East Asia & Pacific,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,Europe & Central Asia,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,Latin America & Caribbean,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,Middle East & North Africa,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,North America,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,South Asia,19.39012834932302,52.12759564417361
POL,Poland,POL,Poland,Sub-Saharan Africa,19.39012834932302,52.12759564417361
PRI,Puerto Rico,USA,United States of America,East Asia & Pacific,293.5269239564979,18.228130546109526
PRI,Puerto Rico,USA,United States of America,Europe & Central Asia,-66.47307604350212,18.228130546109522
PRI,Puerto Rico,USA,United States of America,Latin America & Caribbean,-66.47307604350212,18.228130546109522
PRI,Puerto Rico,USA,United States of America,Middle East & North Africa,-66.47307604350212,18.228130546109522
PRI,Puerto Rico,USA,United States of America,North America,-66.47307604350212,18.228130546109522
PRI,Puerto Rico,USA,United States of America,South Asia,-66.47307604350212,18.228130546109522
PRI,Puerto Rico,USA,United States of America,Sub-Saharan Africa,-66.47307604350212,18.228130546109522
PRK,North Korea,PRK,North Korea,East Asia & Pacific,127.19247973194395,40.153503109279754
PRK,North Korea,PRK,North Korea,Europe & Central Asia,127.19247973194395,40.153503109279754
PRK,North Korea,PRK,North Korea,Latin America & Caribbean,-232.80752026805604,40.15350310927979
PRK,North Korea,PRK,North Korea,Middle East & North Africa,127.19247973194395,40.153503109279754
PRK,North Korea,PRK,North Korea,North America,-232.80752026805604,40.15350310927979
