year,eez_id,fao_region,lat_cen,lon_cen,flag_iso3,fishing_hours,fishing_KWh,bad_subs_per_fishing_KWh,ugly_subs_per_fishing_KWh,bad_subs,ugly_subs
2018,0000,21,40.35,-63.35000000000001,CAN,17.730833333333333,7273.184127272795,0.44861,0.72626,3262.8231313358488,5282.22270427314
2018,0000,21,43.55,-49.45,CAN,37.34722222222222,17326.621350323097,0.44861,0.72626,7772.895603968444,12583.632021885653
2018,0000,21,46.95,-47.650000000000006,CAN,48.695277777777775,24483.996563871777,0.44861,0.72626,10983.765698518519,17781.747344477517
2018,0000,21,44.45,-49.050000000000004,CAN,0.7741666666666667,395.9858107097892,0.44861,0.72626,177.64319454251853,287.5886548860915
2018,0000,21,43.25,-51.25000000000001,CAN,0.6058333333333333,859.0462878063701,0.44861,0.72626,385.3767551728157,623.8909569822544
2018,0000,21,43.95,-48.95,CAN,37.64138888888889,22752.8224924844,0.44861,0.72626,10207.143698353428,16524.46486339172
2018,0000,21,43.25,-50.85000000000001,CAN,1.8211111111111107,2962.9004371467418,0.44861,0.72626,1329.1867651083999,2151.836071482193
2018,0000,21,46.45,-47.85000000000001,CAN,97.5938888888889,49000.872793875475,0.44861,0.72626,21982.281544060475,35587.373875280005
2018,0000,21,46.65,-47.75000000000001,CAN,58.08166666666668,27469.945498472895,0.44861,0.72626,12323.292250069926,19950.322617720925
2018,0000,21,43.15,-50.45,CAN,10.95861111111111,4774.736696351226,0.44861,0.72626,2141.9946293501234,3467.7002730920412
2018,0000,21,43.25,-50.45,CAN,1.6055555555555554,2445.7505909345987,0.44861,0.72626,1097.1881725991702,1776.2508241721616
2018,0000,21,43.05,-50.45,CAN,71.74000000000002,34412.293279551865,0.44861,0.72626,15437.698888139763,24992.272117207336
2018,0000,21,46.25,-47.45,CAN,1.2497222222222224,1772.053759211765,0.44861,0.72626,794.96103691999,1286.9717631651365
2018,0000,21,44.65,-49.050000000000004,CAN,17.593888888888888,11052.654256465901,0.44861,0.72626,4958.331225993168,8027.100680300926
2018,0000,21,46.35,-47.85000000000001,CAN,74.09916666666666,41648.111294911796,0.44861,0.72626,18683.759208010382,30247.357309042643
2018,0000,21,45.45,-48.35000000000001,CAN,0.4102777777777778,195.61783889556023,0.44861,0.72626,87.75611870693727,142.06941167628958
2018,0000,21,46.05,-48.050000000000004,CAN,18.380277777777778,9419.964973033962,0.44861,0.72626,4225.890486552766,6841.343761315646
