eez_iso3,flag,vessels_per_eez,effort_per_eez,kwhr
NZL,VUT,1,1.541666667,1586.375000343
OMN,GHA,1,17.03569444,35076.49485196
OMN,IRN,6,176.550972204,81887.68247592809
OMN,KNA,1,43.63833333,23011.681270899913
OMN,MNG,1,213.1688889,90698.5631557542
OMN,TWN,1,22.23472222,16587.10277612
PAK,IND,1,0.934861111,1192.525096035487
PAN,CHN,1,0.921111111,855.2326096957246
PAN,COL,4,9.658333333,20956.245731681815
PAN,ECU,2,2.3830555550000003,6720.801827208275
PAN,ESP,5,7.312499999,3572.773993030677
PAN,FJI,2,7.245277778,5124.920412798934
PAN,GTM,1,1.523888889,5385.565959058788
PAN,JPN,5,16.140972222,19110.77244909056
PAN,NIC,1,1.524027778,3951.5509071524352
PAN,PRT,1,4.234027778,4983.450694706
PAN,RUS,1,0.275138889,1628.82222288
PAN,SLV,1,0.849583333,4153.917239185214
PAN,TWN,3,9.793194445000001,6651.911507340723
PAN,USA,7,8.285694443999999,21137.966414471717
PAN,VEN,4,16.631250000999998,46489.377369143316
PCN,CHN,2,17.132777779,12592.591667565
PER,AIA,1,417.7179167,692531.0603547347
PER,CHL,1,263.1343056,505980.95623824006
PER,CHN,17,172.908194438,133967.4549719071
PER,COL,1,1.670277778,2255.30927252228
PER,ECU,3,6.119583333,5741.82084899909
PER,ESP,13,43.20638889,22540.325633966564
PER,GUY,1,48.49277778,35748.52750428598
PER,JPN,6,20.066111108,14752.309407018118
PER,KNA,1,68.01736111,95710.85223874205
PER,KOR,3,10.098194444,29576.97876066761
PER,MEX,3,950.5284723,2071064.4907662314
PER,PAN,5,180.657499957,348845.2420161766
PER,TWN,1,2.982777778,3337.728333582
PER,USA,1,301.42875,865904.3226004762
PER,VEN,1,2.685,5888.183275665
PHL,ALB,3,45.344583331,18357.95488116245
PHL,CHN,4,761.203611154,824859.8554234994
PHL,FSM,1,3.094444444,8252.266918814756
PHL,JPN,2,15.610694443,42539.37859339881
PHL,MYS,1,1.835555556,1496.7942800579756
PHL,PNG,1,5.936527778,19649.918818235557
PHL,TWN,33,800.519027783,356281.74645549164
PLW,ALB,2,2075.32625,831544.7867436063
PLW,CHN,7,1253.6373610379999,1104868.6974382903
PLW,COK,1,167.8459722,230767.7345663916
PLW,JPN,48,25253.146943986,8169698.129235152
PLW,KOR,1,11.51138889,10267.007750990999
PLW,PNG,1,49.85847222,132025.27432533778
PLW,SVK,2,132.32750000000001,62614.86738061289
PLW,TWN,64,57959.664722584,23540068.82691128
PNG,AUS,3,8.037638889,2384.3401818390926
PNG,CHN,18,25075.55805474,20620955.332166974
PNG,FSM,16,4075.92013904,10558124.5889068
PNG,JPN,52,64868.171805703,67803517.48284324
PNG,KIR,2,88.81166667,258714.79634161197
PNG,KOR,15,2454.275277754,8272465.571380439
PNG,MHL,3,238.27458333,646438.7780223535
PNG,PHL,19,8770.390833232,20992327.66304611
PNG,RUS,3,10.945,16723.476389086
PNG,SLB,3,184.20986111000002,506908.99697451416
PNG,TWN,40,29419.860833913,31463365.671840638
PNG,USA,12,4310.3704167,9717900.96782987
PNG,VUT,4,7168.584027889,6358260.455796696
POL,ARG,1,11.79125,22578.93839966875
POL,DEU,6,704.304861092,376481.7615041565
POL,DNK,13,1003.175972221,845414.772466136
POL,FIN,3,127.46277778,99385.34889176
POL,GBR,1,17.22319444,174558.25061572468
POL,ISL,1,3.168055556,2253.37455587168
POL,LTU,20,5216.61916613,1742161.19615373
POL,LVA,12,7441.2593053,2143042.8062881
POL,NOR,1,0.463888889,1279.463541973125
POL,RUS,18,29.722361111,130280.73622250554
POL,SWE,23,5006.106388998,2438463.883527612
PRI,JPN,1,6.803194444,4842.722253756325
PRK,BTN,1,10.09972222,4607.606111870614
PRK,CHN,343,10902.860832907,4955272.188930847
PRK,KOR,49,937.708194406,449185.81178044336
PRK,LKA,2,89.00777777399999,68231.89767123992
PRK,POL,1,18.04611111,5742.692854543584
PRK,RUS,8,40.663333324,38974.23131541565
PRK,URY,1,304.1826389,166289.8064631871
PRT,BLZ,1,7.555972222,14283.326555593676
PRT,ESP,145,39208.721110927996,10588145.001344535
PRT,EST,2,43.29333333,61088.00666176001
PRT,GBR,1,0.62,122.738005128
PRT,ISL,1,11.97402778,16294.015666494095
PRT,LVA,1,28.37041667,25022.70750294
PRT,NLD,2,25.884583334,38194.32801419216
PRT,RUS,5,3.865972223,13390.29750404523
PYF,CHN,32,225.62569444300001,168228.27006595867
PYF,DNK,1,1.345833333,397.7695736131479
PYF,ECU,1,0.117916667,379.22891521827523
PYF,ESP,2,13.460555550999999,12250.618779078457
PYF,FJI,1,0.091944444,46.32142847861755
PYF,JPN,5,38.669999997,28421.697481400348
PYF,KOR,5,27.169027779,23390.90333443995
PYF,NZL,1,0.070416667,36.757500174
PYF,TWN,10,163.28541667,99629.86159230566
PYF,USA,7,42.800694451,18188.431254464333
PYF,VUT,7,39.804444448,36436.7569182284
QAT,BHR,36,93.146944449,43513.36470358701
REU,ATF,1,6.742638889,17910.17053437
REU,CHN,15,206.728888895,182313.8907037211
REU,ESP,2,2.252638889,3079.187855536039
REU,FRA,14,7763.896388558,1875835.6317921828
REU,GBR,1,0.539166667,475.54500029400003
REU,KOR,2,0.349722222,330.10977669322847
REU,MUS,2,2.7363888889999997,1374.9870675161173
REU,MYS,2,6.096388889,3671.5196911328367
REU,TWN,27,265.63708333,179879.1912283838
ROU,BGR,17,590.077083411,123518.9564569811
ROU,ROM,4,1284.8504167,388349.2331775
RUS,ALB,1,16.72069444,11387.451489959838
RUS,ARG,1,127.4388889,244031.3641213043
RUS,CHN,10,5237.35027877,26114697.46055551
RUS,CYP,3,10599.517501,19478326.755170017
RUS,DEU,3,129.504722224,611674.3732009544
RUS,DNK,2,1074.82666666,2691623.258842825
RUS,ESP,2,40.345833331,68086.31091737948
RUS,EST,7,65.800833326,196414.67707538905
RUS,FRA,1,51.42138889,183675.86806699442
RUS,FRO,6,14824.252638588,44332227.487147935
RUS,GBR,1,25.51819444,83699.6777632
RUS,ISL,3,4764.3777773,9058884.43420149
RUS,JPN,3,7.558750000000001,4962.800286483505
RUS,KHM,1,3313.934722,3066153.772423857
RUS,KOR,23,11042.320416548,20256164.494185872
RUS,LBR,1,5310.923611,18180528.514225855
RUS,LKA,1,10.12111111,8435.386308493173
RUS,LTU,16,197.687361121,164198.14715580875
RUS,LVA,11,59.984305553,110452.62082285268
RUS,NOR,67,19364.632083271,53108730.06058909
RUS,POL,29,140.66305555899999,351036.54865294404
RUS,SWE,1,0.01125,4.157066415375
RUS,TWN,5,30.449583329,67594.8645227425
RUS,UKR,2,507.389583378,233428.49389065366
RUS,UNK,1,862.6786111,562100.9038652112
RUS,USA,5,30.294583328,17225.44388145629
RUS,VCT,1,16.86125,31999.845118736248
SAU,BHR,22,1396.186527814,466050.09699756664
SAU,EST,1,21.63055556,119400.66669120001
SAU,TUR,1,3.9275,5078.478657525
SDN,NOR,1,8.043055556,13310.2515632355
SEN,BLZ,1,0.066388889,255.44076017112704
SEN,CHN,46,14897.957353836,13546013.625986833
SEN,CIV,1,46.94222222,59923.846201661014
SEN,COM,1,20.1925,9632.71208664525
SEN,CUW,1,0.566805556,1352.237968621569
SEN,ESP,30,5644.224443898,3268884.948553547
SEN,FRA,7,1048.233055551,699614.5490014097
SEN,GMB,2,11.535138888999999,1968.003003152075
SEN,GNB,6,1207.0850000770001,3726077.5811936087
SEN,GRC,1,0.252083333,148.24516647064002
SEN,ISL,1,9.127916667,3984.956264147397
SEN,ITA,5,98.18930555899999,109100.952642462
SEN,JPN,1,11.75583333,8640.53749755
SEN,KOR,5,2839.5608334,4972051.282161381
SEN,PAN,3,16.00972222,10926.662527949282
SEN,RUS,1,107.9715278,639191.444576
SEN,TUR,1,5.806944444,1807.8261384853847
SEN,TWN,5,16.522361111,13634.418505472277
SEN,UKR,2,54.027361109000005,25867.88417439231
SEN,VCT,1,5.4725,4519.42215475575
SGP,CHN,34,76.429861108,84882.68334615753
SGP,GNQ,12,666.9538888339999,116093.01122872923
SGP,HND,1,44.31611111,7349.07516931563
SGP,IDN,11,448.73416666500003,96455.22635194016
SGP,MNG,1,2.591111111,575.1694315886691
SGP,RUS,1,0.740694444,993.3323255864633
SGP,SYC,5,13.334722226,12471.706799388729
SGP,TWN,19,44.84458333,41268.98589256886
SGS,ARG,1,121.21625,232115.69950504374
SGS,CHL,2,1312.515555889,1360920.6602011616
SGS,CHN,2,1373.6072225560001,5757593.9086210765
SGS,FLK,2,64.301944447,189927.855035521
SGS,GBR,1,803.2123611,898794.6320708999
SGS,KOR,1,961.6266667,5768157.288768291
SGS,NOR,3,2755.1444447,8852084.010098755
SGS,NZL,1,1855.000139,2183165.5145652876
SGS,SHN,1,2098.588472,2938023.8608
SGS,URY,1,1351.743056,1652869.7224726959
SHN,ESP,3,13.720138889,8760.197762677124
SJM,CYP,1,1543.136944,3083713.2883413844
SJM,DEU,2,3594.300555,16408051.776146863
SJM,DNK,4,2031.0302778,4599123.395634986
SJM,ESP,7,5814.14736171,10911655.100338293
SJM,EST,3,1543.0613888,6546507.798965083
SJM,FRA,3,3524.1683332,10778141.814007878
SJM,FRO,8,1717.467361204,4978679.218088642
SJM,GBR,1,575.9622222,1889156.0888160001
SJM,GRL,2,261.225416711,672025.1781461341
SJM,ISL,3,43.09111111,113602.12870453439
SJM,LTU,3,828.8726388399999,2388742.7334448495
SJM,LVA,2,741.191944422,2497923.3579803663
SJM,NOR,116,80790.305277742,208763372.89919737
SJM,POL,1,2609.635278,8807519.063250002
SJM,PRT,2,8.672916666999999,6646.912178392329
SJM,RUS,71,82249.157220545,204867452.31808975
SJM,VCT,1,4356.850139,8268576.152630707
SLB,CHN,92,121510.4458319,55985795.87449049
SLB,FJI,15,16092.868750017,7675063.246115093
SLB,FSM,5,508.52250008,1222181.7140535528
SLB,JPN,2,8.579861111,6435.626652416117
SLB,KIR,2,58.76986111,156645.57829058214
SLB,KOR,15,1006.69138885,3215224.9677688084
SLB,MHL,6,209.693333378,495453.6185676914
SLB,NZL,1,2.242638889,1170.657500058
SLB,PHL,2,5.624166667,12622.74018821912
SLB,PNG,13,841.65472221,2316713.6045517675
SLB,RUS,1,1.102777778,811.6444446080001
SLB,TWN,66,185139.936248824,124073442.10362816
SLB,USA,9,348.386249993,808927.1525110976
SLB,VUT,3,7551.170416444,5069851.835880046
SLE,BLZ,1,120.8451389,464968.98213798145
SLE,CHN,13,37773.013472878,30904393.247318525
SLE,CIV,1,127.6781944,162986.92568652274
SLE,CPV,1,0.525694444,2808.841105835703
SLE,CUW,3,108.56986107799999,327462.14805013017
SLE,ESP,8,219.749861111,490970.8842453962
SLE,FRA,8,484.206250013,1601390.01810397
SLE,GIN,1,10.27444444,21550.295960467927
SLE,GNB,3,333.319305576,648895.0799199136
SLE,GTM,1,67.16625,226062.51791919378
SLE,ITA,7,17253.381667156,20939179.311833486
SLE,JPN,1,9.5125,6991.687499999999
SLE,KNA,1,6.417361111,29864.41626849473
SLE,KOR,2,858.1998611,2490723.6302185603
SLE,PAN,2,43.427499999999995,26019.73890165351
SLE,SEN,2,1031.5913889,3808537.1361986366
SLE,SLV,3,146.72652778,478736.50297667144
SLE,TWN,1,8.621666667,4928.862664600394
SLV,NIC,1,34.19486111,88661.59553633281
SOM,CHN,2,54.33583333,66277.15094415739
SOM,JPN,1,0.909444444,534.888385571934
SOM,SYC,1,23.41222222,18913.920508646297
SOM,TWN,1,0.849444444,614.6979427647124
SPM,CAN,19,339.700277783,124691.19095881596
STP,ARG,1,41.98944444,80405.13766115326
STP,BLZ,2,126.56513889000001,455525.0657957879
STP,CPV,1,15.89430556,84924.95843391672
STP,CUW,4,105.16888888999999,450528.5442606277
STP,ESP,2,143.2227778,63406.380957428
STP,GTM,1,16.33319444,54972.8927961614
STP,NLD,1,1.830416667,3234.8456925895075
STP,PAN,3,54.85791666200001,127563.45629395633
STP,SEN,1,1327.317361,783407.7261289913
STP,SLV,2,69.30694444,224260.37613732403
STP,TWN,1,2164.21875,1645233.6593967187
SUR,CHN,5,465.55722221,730319.9903212937
SUR,DNK,1,1.499027778,928.5188159166337
SUR,FRA,2,45.159305552999996,11076.002916004
SUR,USA,1,2210.355833,1546738.7461986758
SUR,VEN,1,5.440555556,1545.4739574748623
SVN,HRV,1,0.089027778,31.159722300000002
SWE,ARG,1,5.467638889,10469.923177471792
SWE,DEU,6,411.768055531,493095.9635279306
SWE,DNK,165,52759.137359269,23793759.907998975
SWE,ESP,1,0.529861111,1412.094095533747
SWE,EST,5,823.51944439,200733.29945516158
SWE,FIN,18,7017.86361139,6901648.51790919
SWE,GRL,1,11.31097222,28818.65721136825
SWE,IRL,3,18.199999996,60757.29919438141
SWE,ISL,1,0.498333333,354.45453309623997
SWE,LTU,10,583.300000003,436156.842640649
SWE,LVA,14,258.04069446,129240.464594427
SWE,NOR,41,4248.14138894,2111989.374920476
SWE,POL,87,13257.747778292,6026710.071974677
SWE,RUS,3,18.459861111,19445.685277683
SYC,CHN,45,20510.997082874,17121190.06488911
SYC,ESP,8,26.196111111,113636.1853456843
SYC,FRA,5,359.01430556599996,789268.6467720253
SYC,FSM,1,23.63277778,68687.35517867933
SYC,IRN,1,9.536805556,10129.674062517906
SYC,ITA,1,25.62291667,94548.56251229999
SYC,KOR,6,35.578750002999996,117339.8193403308
SYC,MUS,2,115.78541667,433882.82619439973
SYC,MYS,6,119.349861117,73037.70557155008
SYC,REU,7,240.631666708,931134.4446024001
SYC,TWN,110,79176.666945939,67449278.60220747
SYR,CYP,1,22.55791667,4962.741667400001
SYR,ITA,1,32.70486111,15142.350693930002
SYR,MAR,1,4.266666667,2899.1414205998285
SYR,TUR,13,174.860833338,70770.99986708266
TAA,CHN,4,22.893055552,31858.444651442478
TAA,ESP,1,23.33055556,7136.3503346928
TAA,FLK,1,164.6159722,344371.61478455615
TAA,ISL,1,10.75444444,23759.668231274278
TAA,JPN,2,40.958611108,44694.523885124
TAA,UKR,1,4.121944444,21648.452219888
TGO,BLZ,1,1.010138889,1644.775820395641
TGO,CHN,2,20.43805556,12291.079984627511
TGO,GHA,14,71.583611117,81837.76825475755
THA,ALB,1,506.1279167,61051.00447361987
THA,CHN,1,134.5945833,10898.3470400471
THA,COG,1,12.17013889,9880.477565146863
THA,JPN,3,45.681666667,24044.748949964207
THA,MYS,1,0.3625,78.9496119625
THA,SRB,1,317.2147222,59816.167552417784
THA,SVN,1,1009.210556,197747.95711957745
THA,TWN,2,7.783611112,2812.695295105832
TKL,CHN,4,4.484999999,3376.522176279808
TKL,COK,4,5159.49472236,3134381.8577224337
TKL,ESP,1,5.109305556,1524.6167779103998
TKL,JPN,1,8.402916667,6219.2255039967085
TKL,KIR,5,255.347499979,751036.4167665376
TKL,KOR,10,705.9851388559999,2176105.496998564
TKL,SLB,1,0.624027778,1843.4779006564797
TKL,TUV,1,0.106805556,284.12419699856133
TKL,TWN,5,4.2104166670000005,3554.1838581505062
TKL,USA,17,1123.603888972,3020390.0357655594
TKL,VUT,4,9133.78569508,3059508.6236556643
TON,AUS,1,973.7109722,288523.90022158145
TON,CHN,2,3.584444444,2789.8368919472196
TON,COK,1,0.234444444,158.27934161783327
TON,ESP,1,10.50847222,10504.5840852786
TON,FJI,4,2426.275833289,1153639.5971158862
TON,JPN,1,1.716805556,1198.3302780879999
TON,KIR,1,37.87444444,101715.60798806399
TON,NZL,1,9.1525,16254.84
TON,TWN,5,13015.733888667,6764378.929308843
TON,VUT,1,1.427777778,797.8583276797359
TTO,CHN,1,4.976388889,4372.220183883316
TTO,TWN,4,39.87236111,29339.07264362475
TTO,VCT,1,1.003055556,163.9917909683021
TTO,VEN,5,118.273333331,38331.39332334517
TUN,CYP,1,431.2773611,114288.5006915
TUN,DZA,3,75.45236111,31564.326912840465
TUN,EGY,1,1.450972222,606.8428396544485
TUN,ESP,2,439.51472227,168899.6355200982
TUN,FRA,3,9.873333333,10251.927044995717
TUN,ITA,168,61940.801944326,22633662.40949777
TUN,MLT,13,345.529861121,128317.00515842317
TUN,PRT,1,329.4506944,150229.51664639998
TUN,TUR,1,12.68611111,4562.723959364542
TUR,CYP,2,95.94694444,28816.581464299998
TUR,GBR,2,7.768888888,7879.81061948292
TUR,GRC,54,5931.222083081,1204031.6277146488
TUR,ITA,21,1997.6602778019999,1029094.0871650605
TUR,LBY,1,240.2570833,84764.62428837703
TUR,MAR,2,305.87347223300003,208136.9871942204
TUR,NOR,3,11.328611111,21100.013174510103
TUR,RUS,2,16.278888893,13558.506648730821
TUR,UKR,2,10.349861111,4530.53008172792
TUV,CHN,38,6648.218888372,6545457.325691935
TUV,FJI,7,5354.893193867,2701467.6597172953
TUV,FSM,9,1093.276805598,2873793.0046120132
TUV,KIR,9,630.9690278319999,1810174.124234393
TUV,KOR,70,35385.310971436,34024610.82922081
TUV,MHL,5,828.10722224,1961154.66869524
TUV,NZL,1,6.721527778,17599.365928925607
TUV,PHL,2,39.54819445,100661.65577983673
TUV,PNG,9,267.414861096,800114.8779722792
TUV,SLB,3,952.748888833,2686191.924014133
TUV,TWN,18,1109.8313889,2659672.358086525
TUV,USA,15,1249.823333245,2884008.3709334643
TUV,VUT,3,11.309999995,23804.423052831917
TWN,AGO,1,12.65888889,4653.347983232884
TWN,AIA,1,11.52888889,3078.2313901757793
TWN,ALB,22,8109.132639208,2412247.196877518
TWN,ARG,4,1198.671250008,352723.8138134905
TWN,ATF,1,34.745,10883.851080527498
TWN,BTN,1,66.14819444,16862.39242533407
TWN,CHN,2503,209687.88333076698,60761457.175385326
TWN,COG,1,18.34569444,4420.398247288569
TWN,DNK,1,3.685416667,1598.8758634966964
TWN,ESP,1,6.785416667,1427.780316879723
TWN,FSM,1,3.740555556,9975.316549185245
TWN,GBR,1,26.68055556,7463.538877514108
TWN,GUF,1,4.573472222,1760.4628957027383
TWN,JPN,3,10.031944445,13586.026667533
TWN,KOR,1,8.813888889,1634.2007164481013
TWN,MAR,1,37.15666667,10458.491110573234
TWN,MDA,1,2.219583333,969.9370759652533
TWN,MHL,2,5.277777778,12464.0000005248
TWN,MLT,2,26.325000000000003,7150.133148449404
TWN,MNG,2,11.502638889,3666.8324641448175
TWN,MYS,1,29.38541667,3020.851018376003
TWN,PAN,1,3.542361111,2150.2166038995692
TWN,PHL,2,6.152777778,16030.420729221578
TWN,PNG,1,0.992916667,3286.556153603334
TWN,PYF,1,22.99277778,8646.039872993962
TWN,RUS,1,0.144722222,149.06388866
TWN,SGP,1,157.4197222,77642.66685238929
TWN,SLB,1,15.51083333,41057.17582451
TWN,SOM,3,109.10291667000001,38564.54173417983
TWN,SWE,1,4.839027778,3731.5090817003893
TWN,SYC,3,6.900416667,6427.061077858185
TWN,TGO,1,84.35861111,16189.531461212153
TWN,TZA,1,130.8144444,30804.596582517977
TWN,USA,1,1.169861111,2741.5641661933614
TWN,VUT,10,63.004583333,58782.16290707155
TZA,CHN,21,7980.1819445,6463898.225079812
UKR,RUS,43,10649.87333352,4452820.129167543
UKR,UNK,1,70.41375,45879.92794798875
UMI,CHN,3,3.321249999,4382.815438369097
UMI,ESP,1,6.033611111,21689.941208070293
UMI,FJI,1,0.644583333,192.2147499006
UMI,JPN,1,12.946666669,4662.74200084035
UMI,KIR,3,2.247222223,6249.166753796328
UMI,KOR,13,63.005694444999996,57621.69449517656
UMI,SVK,1,1.082361111,558.3310352085033
UMI,TWN,9,59.990694440999995,49074.57759243645
UMI,USA,14,152.502083341,277945.83319324243
URY,ARG,27,6529.923333556,3591532.8129953654
URY,BLZ,1,22.91027778,40841.52516701344
URY,BRA,1,4.625416667,1870.8769449492424
URY,CHL,1,3.83,3969.4886
URY,CHN,27,420.702500009,949099.1008622722
URY,ESP,30,485.713750004,514706.93609202694
URY,FLK,7,41.049166662,76046.67129058481
URY,GBR,1,0.701111111,784.543333209
URY,KOR,16,238.18611110400002,304485.1718933788
URY,NOR,4,428.513749973,2449388.810375318
URY,PRT,6,58.970138883000004,77524.93833609877
URY,TWN,11,233.56402776299998,186169.1293937948
URY,USA,1,1.265138889,417.36072969409923
USA,ARG,1,22.80708333,43673.03971878995
USA,BMU,1,846.5452778,1165376.5680562705
USA,CAN,80,5716.912222271,1532639.0550787186
USA,CHN,7,49.375277782000005,98717.76915363564
USA,ISL,1,27.81625,84904.27402928624
USA,JPN,15,1376.1541664449999,219391.12651839925
USA,KOR,3,47.963750003,165983.085497608
USA,NLD,1,7.268611111,8070.122210171637
USA,RUS,47,560.63527778,1945405.2216638655
USA,TCA,1,17.63013889,8594.914732266097
USA,TWN,3,32.549444449999996,18110.513541367472
USA,VUT,5,15.317638892,15044.736438087768
USA,WLF,1,9.682083333,2377.689202018808
VCT,CAN,1,1.399444444,64.55134441766603
VCT,PRT,1,539.2580556,107623.79702464411
VCT,USA,1,68.68486111,38433.63796740447
VCT,YEM,1,40.41902778,7418.075006134857
VEN,PRT,1,195.9156944,39100.37264920888
VEN,RUS,1,2.29375,13579.000000000002
VEN,TWN,1,2.748194444,2542.376264738383
VEN,USA,2,72.15458333,42398.996868111775
VGB,USA,3,77.62013888999999,52507.364831470404
VIR,USA,2,39.91152778,25048.138222835074
VNM,BTN,1,32.51541667,9990.217679788526
VNM,CHN,255,10146.019583476,3643434.430982304
VNM,FJI,1,9.177083333,2559.0114075747592
VNM,IND,1,11.32486111,10603.815216598021
VNM,LBN,1,3.264027778,842.0528367835093
VNM,NIU,1,14.71208333,15013.448881590053
VNM,VGB,1,0.138194444,70.53764621050637
VUT,CHN,66,116410.546243894,49660661.484772645
VUT,FJI,13,25867.88486216,9739755.692356983
VUT,KOR,1,11.60513889,8649.8902716615
VUT,NCL,1,10.98722222,3878.48944366
VUT,TWN,1,4.986527778,3536.3337032021227
WLF,CHN,4,7.518472222,5112.645036923132
WLF,COK,1,0.801805556,351.30865324181536
WLF,FJI,1,1.153194444,652.8446246624195
WLF,KOR,1,10.60402778,9457.732376982
WLF,TWN,1,1.340277778,599.9083334328
WLF,VUT,2,0.657222223,581.1417953551631
WSM,CHN,10,135.89777777700002,79440.32838892606
WSM,COK,8,10695.351250558,5904274.056144713
WSM,FSM,1,11.07319444,4921.667298524591
WSM,TWN,11,1649.7118056319998,719968.518231911
WSM,USA,1,1.000972222,3304.2593534331
WSM,VUT,8,18003.4430561,7584038.963253619
ZAF,BLZ,1,1316.155417,354363.3619131589
ZAF,CHN,19,207.714583336,222698.49723896454
ZAF,DNK,1,5.626527778,4096.234265710074
ZAF,ESP,17,290.135000007,121199.69844354517
ZAF,FRA,1,0.594583333,846.9187059052032
ZAF,GBR,3,21.777499999,17904.282048621088
ZAF,JPN,29,2573.9640276620003,1882970.2052110678
ZAF,KEN,1,1.416111111,778.7809925813395
ZAF,KOR,9,56.65652777,58007.30704574625
ZAF,LVA,2,7.892222222,6960.939999804
ZAF,MOZ,2,4.062361111,2456.4874501898967
ZAF,NAM,7,418.15819443600003,118042.10553714848
ZAF,NOR,3,38.742222224,57970.60548742872
ZAF,PRT,4,110.703333332,49172.53660430326
ZAF,RUS,2,19.00861111,27693.13624853
ZAF,SYC,2,21.111944447,10748.195024719063
ZAF,TWN,25,383.181944442,309769.7794322471
ZAF,UKR,1,1.624722222,8533.041109943999
ZAF,VUT,2,24.720694443,18797.46134126266
