flag,ssvid,n
ARG,701000627,25
CHN,412420821,16
KOR,440167000,14
KOR,441699000,14
USA,367794880,14
KIR,529783000,13
KOR,440479000,13
RUS,273854000,13
SLV,359102000,13
USA,367383720,13
BLZ,312191000,12
KOR,440104000,12
KOR,441233000,12
PNG,553111754,12
CHN,412217999,11
DEU,211410690,11
ESP,224241000,11
ESP,224580000,11
ESP,224745000,11
ESP,225459000,11
JPN,431329000,11
KIR,529676000,11
KOR,440823000,11
KOR,441837000,11
SLV,359004000,11
USA,367179000,11
USA,367738980,11
CHN,413034000,10
CHN,413222000,10
CHN,416005081,10
CPV,617095000,10
DEU,211238930,10
DEU,218832000,10
ESP,224032970,10
ESP,224069960,10
ESP,224114750,10
ESP,224138280,10
ESP,224709000,10
ESP,224727000,10
FRA,226180000,10
FRA,227549000,10
FSM,510069000,10
FSM,510080000,10
JPN,431128000,10
JPN,431167000,10
JPN,431702850,10
JPN,432411000,10
KIR,529440000,10
KOR,440110827,10
KOR,440492000,10
MHL,538060015,10
NOR,259525000,10
PAN,371996000,10
RUS,273242100,10
RUS,273399260,10
RUS,273459510,10
SLB,557005500,10
SWE,266205000,10
TWN,416001452,10
TWN,416245700,10
USA,338793000,10
USA,366020000,10
USA,366903000,10
USA,367318980,10
USA,367463000,10
USA,367649000,10
BLZ,312590000,9
CHN,412326798,9
CHN,412354269,9
CHN,412371181,9
CHN,412420818,9
CHN,412420819,9
CHN,412420848,9
CHN,413235000,9
CUW,306097000,9
DEU,218799000,9
DNK,219330000,9
DNK,220482000,9
ESP,224405000,9
ESP,224463000,9
ESP,224531000,9
ESP,224587000,9
ESP,224775000,9
FJI,520204000,9
FRA,227835000,9
FRA,228071900,9
FSM,510046000,9
FSM,510056000,9
JPN,431500180,9
JPN,432447000,9
KOR,441024000,9
LVA,275453000,9
MHL,538060008,9
PAN,354747000,9
PNG,553111759,9
PRT,263583000,9
RUS,273212100,9
RUS,273526700,9
RUS,273537800,9
SWE,266427000,9
SWE,266449000,9
TWN,416002477,9
TWN,416004000,9
TWN,416039900,9
TWN,416240900,9
TWN,416247900,9
TWN,416501000,9
USA,367170000,9
USA,367721000,9
USA,367767000,9
VEN,775630000,9
VUT,577384000,9
BEL,205237000,8
CHN,412270002,8
CHN,412270024,8
CHN,412326863,8
CHN,412326873,8
CHN,412371182,8
CHN,412439607,8
CIV,619002000,8
CUW,306034000,8
CUW,306783000,8
DEU,211755650,8
DEU,218359000,8
DNK,219058000,8
DNK,219176000,8
DNK,219257000,8
DNK,220141000,8
DNK,331036000,8
ESP,224011320,8
ESP,224049460,8
ESP,224098640,8
ESP,224122000,8
ESP,224170000,8
ESP,224431000,8
FRA,227302000,8
FRA,227550000,8
FRA,228066900,8
FRA,228080600,8
FRA,228167000,8
FRA,228168000,8
FRA,618000500,8
FRO,231014000,8
FRO,231116000,8
FSM,510061000,8
FSM,510062000,8
FSM,510067000,8
FSM,510068000,8
FSM,510070000,8
FSM,510073000,8
FSM,510084000,8
GCA,332001000,8
GHA,627996000,8
GRL,331119000,8
JPN,431361000,8
JPN,431469000,8
JPN,431700200,8
JPN,431703660,8
JPN,431704520,8
JPN,431817000,8
JPN,431853000,8
JPN,431869000,8
JPN,432475000,8
JPN,432503000,8
KIR,529435000,8
KIR,529687000,8
KIR,529695000,8
KOR,440226000,8
KOR,440821000,8
KOR,440822000,8
KOR,441645000,8
KOR,441675000,8
KOR,441811000,8
KOR,441853000,8
LTU,277354000,8
MHL,538060004,8
MHL,538060005,8
MHL,538060006,8
NLD,245084000,8
NLD,245811000,8
NLD,246274000,8
NOR,257267000,8
NOR,258052000,8
NOR,258138000,8
NOR,258654000,8
NOR,259683000,8
PAN,354753000,8
PHL,584779200,8
PNG,553111698,8
PNG,553111750,8
RUS,273250200,8
RUS,273258100,8
RUS,273259100,8
RUS,273332560,8
RUS,273354540,8
RUS,273529800,8
RUS,273532110,8
SEN,663195000,8
SLB,367333000,8
SLB,557005600,8
SWE,266440000,8
SWE,266460000,8
TWN,416000358,8
TWN,416016600,8
TWN,416237500,8
TWN,416243600,8
TWN,416243700,8
TWN,416247600,8
TWN,416248600,8
TWN,416248700,8
TWN,416411000,8
TWN,416808000,8
TWN,416879000,8
USA,367571490,8
VUT,576811000,8
ARG,701000713,7
BEL,205240000,7
CAN,316033402,7
CHL,725002350,7
CHN,412217991,7
CHN,412283998,7
CHN,412320027,7
CHN,412326799,7
CHN,412329405,7
CHN,412331056,7
CHN,412333656,7
CHN,412371197,7
CHN,412420596,7
CHN,412420846,7
CHN,412420847,7
CHN,412420852,7
CHN,412420863,7
CHN,412421099,7
CHN,412440563,7
CHN,412679330,7
CHN,412699120,7
CHN,553111733,7
CHN,800123456,7
CIV,619224000,7
COK,518100458,7
CUW,306012000,7
CUW,374573000,7
DEU,218066000,7
DNK,219001872,7
DNK,219017843,7
DNK,219019555,7
DNK,219168000,7
DNK,220461000,7
DNK,220628000,7
DNK,331559000,7
ESP,224020000,7
ESP,224024450,7
ESP,224052840,7
ESP,224069970,7
ESP,224071000,7
ESP,224099450,7
ESP,224101950,7
ESP,224115880,7
ESP,224250000,7
ESP,224696000,7
ESP,224724000,7
ESP,224933000,7
EST,276830000,7
FJI,520145000,7
FRA,227106700,7
FRA,228128000,7
FRA,228280000,7
FRA,635000300,7
FRA,635225000,7
FRO,231045000,7
FRO,231049000,7
FRO,231051000,7
FRO,231101000,7
FRO,231307000,7
FSM,510078000,7
GBR,235051671,7
GTM,332154000,7
ISL,251318000,7
ITA,247151020,7
JPN,431022000,7
JPN,431101210,7
JPN,431155000,7
JPN,431200730,7
JPN,431200740,7
JPN,431204000,7
JPN,431310000,7
JPN,431500530,7
JPN,431500990,7
JPN,431579000,7
JPN,431670000,7
JPN,431700980,7
JPN,431704110,7
JPN,431704330,7
JPN,431795000,7
JPN,432228000,7
JPN,432319000,7
JPN,432322000,7
JPN,432549000,7
JPN,432726000,7
JPN,432984000,7
KIR,529686000,7
KOR,440038000,7
KOR,440053000,7
KOR,440885000,7
KOR,440900000,7
KOR,441043000,7
KOR,441493000,7
KOR,441807000,7
KOR,441910000,7
KOR,441930000,7
KOR,663147000,7
LKA,417000003,7
LKA,417000804,7
LTU,277029000,7
LTU,277330000,7
LVA,275448000,7
MHL,538060016,7
NLD,244020352,7
NLD,245308000,7
NLD,246015000,7
NOR,257180000,7
NOR,257327000,7
NOR,257372000,7
NOR,257599500,7
NOR,257757000,7
NOR,258360000,7
NOR,258425000,7
NOR,258944000,7
NOR,258991000,7
NOR,259023000,7
NOR,259526000,7
NOR,259691000,7
NOR,665111130,7
NZL,512027000,7
NZL,512330100,7
PAN,353171000,7
PHL,548938000,7
PNG,533111749,7
PNG,553111734,7
PNG,553111735,7
PNG,553111736,7
PNG,553111738,7
PNG,553111740,7
PNG,553111743,7
PNG,553111756,7
POL,261000660,7
POL,261021270,7
POL,261497000,7
PRT,204225000,7
PRT,204856000,7
PRT,263501000,7
RUS,273212500,7
RUS,273240700,7
RUS,273345230,7
RUS,273350410,7
RUS,273352280,7
RUS,273370230,7
RUS,273534110,7
RUS,273539310,7
TUR,201100187,7
TUV,572975210,7
TWN,416000499,7
TWN,416000627,7
TWN,416002251,7
TWN,416003647,7
TWN,416017500,7
TWN,416058800,7
TWN,416231600,7
TWN,416238800,7
TWN,416242900,7
TWN,416311000,7
TWN,416316000,7
TWN,416500000,7
TWN,416532000,7
TWN,416569000,7
TWN,416836000,7
UKR,272208000,7
UKR,272645000,7
UKR,272669000,7
USA,338074000,7
USA,338394000,7
USA,367084000,7
USA,367133000,7
USA,367324020,7
USA,367534310,7
VUT,576574500,7
VUT,576596000,7
VUT,576877000,7
ZAF,601971000,7
ARG,701006605,6
AUS,503552000,6
BEL,205153000,6
BEL,205198000,6
BEL,205262000,6
BEL,205294000,6
BEL,205306000,6
BLZ,312872000,6
CHL,725000667,6
CHL,725004140,6
CHL,725015600,6
CHN,200016821,6
CHN,200016826,6
CHN,200016969,6
CHN,412200083,6
CHN,412201818,6
CHN,412217989,6
CHN,412270038,6
CHN,412270057,6
CHN,412270058,6
CHN,412320019,6
CHN,412320025,6
CHN,412326864,6
CHN,412328724,6
CHN,412328725,6
CHN,412329409,6
CHN,412329417,6
CHN,412329423,6
CHN,412329461,6
CHN,412329557,6
CHN,412331064,6
CHN,412333794,6
CHN,412371192,6
CHN,412420817,6
CHN,412420865,6
CHN,412420913,6
CHN,412420914,6
CHN,412420944,6
CHN,412421026,6
CHN,412421077,6
CHN,412421151,6
CHN,412439605,6
CHN,412676580,6
CHN,413270240,6
CHN,413270430,6
CHN,413328727,6
COK,518100456,6
COL,730050000,6
CUW,306094000,6
DEU,211648000,6
DEU,218830000,6
DNK,219731000,6
DNK,220026000,6
DNK,331479000,6
ESP,224011830,6
ESP,224020790,6
ESP,224020890,6
ESP,224045930,6
ESP,224048150,6
ESP,224057370,6
ESP,224081840,6
ESP,224099470,6
ESP,224100530,6
ESP,224101940,6
ESP,224113720,6
ESP,224116380,6
ESP,224165270,6
ESP,224218930,6
ESP,224253000,6
ESP,224298000,6
ESP,224407000,6
ESP,224526000,6
ESP,224654000,6
ESP,224687000,6
ESP,224871000,6
ESP,225374000,6
EST,276806000,6
FIN,230987510,6
FJI,520171000,6
FJI,520176000,6
FJI,520223000,6
FLK,740349000,6
FLK,740402000,6
FRA,226254000,6
FRA,227583000,6
FRA,635221000,6
FRO,231036000,6
FRO,231042000,6
FRO,231089000,6
FRO,231091000,6
FRO,231146000,6
FRO,231167000,6
FSM,510057000,6
FSM,510086000,6
GBR,232006364,6
GBR,232008947,6
GBR,235003170,6
GBR,235010670,6
GBR,665111129,6
GHA,627163000,6
GHA,627997000,6
GRC,240452000,6
GRC,240994000,6
GRL,331072000,6
IRL,250000870,6
ISL,251147000,6
ISL,251153000,6
ISL,251163000,6
ISL,251327000,6
ISL,251329000,6
ISL,251407000,6
ITA,247100520,6
ITA,247142770,6
ITA,247305540,6
JPN,431001270,6
JPN,431038000,6
JPN,431099000,6
JPN,431100690,6
JPN,431159000,6
JPN,431251000,6
JPN,431255000,6
JPN,431308000,6
JPN,431380000,6
JPN,431448000,6
JPN,431487000,6
JPN,431600275,6
JPN,431602240,6
JPN,431602342,6
JPN,431602890,6
JPN,431680360,6
JPN,431693000,6
JPN,431700030,6
JPN,431700060,6
JPN,431700260,6
JPN,431701040,6
JPN,431701650,6
JPN,431782000,6
JPN,431797000,6
JPN,431801000,6
JPN,431812000,6
JPN,431828000,6
JPN,431871000,6
JPN,431882000,6
JPN,431889000,6
JPN,432298000,6
JPN,432306000,6
JPN,432346000,6
JPN,432367000,6
JPN,432405000,6
JPN,432410000,6
JPN,432463000,6
JPN,432487000,6
JPN,432845000,6
JPN,432848000,6
JPN,432856000,6
KEN,634129000,6
KOR,440100000,6
KOR,440581000,6
KOR,440590000,6
KOR,440617000,6
KOR,440668000,6
KOR,440704000,6
KOR,440854000,6
KOR,440926000,6
KOR,440941000,6
KOR,440944000,6
KOR,441166000,6
KOR,441251000,6
KOR,441864000,6
LKA,417000197,6
LKA,417000649,6
LKA,417000653,6
LKA,417000658,6
LKA,417000682,6
LKA,417000781,6
LTU,277187000,6
LTU,277189000,6
LTU,277538000,6
LTU,277543000,6
LTU,277547000,6
LVA,275026000,6
LVA,275084000,6
LVA,275086000,6
LVA,275173000,6
MHL,538060007,6
MHL,538060019,6
NLD,244030073,6
NLD,244070300,6
NLD,244150302,6
NLD,244170169,6
NLD,244309000,6
NLD,244583000,6
NLD,244987000,6
NLD,246054000,6
NLD,246429000,6
NLD,246485000,6
NLD,246557000,6
NLD,246749000,6
NOR,257031510,6
NOR,257035300,6
NOR,257035960,6
NOR,257123000,6
NOR,257203000,6
NOR,257284000,6
NOR,257317000,6
NOR,257437000,6
NOR,257536700,6
NOR,257571600,6
NOR,257582600,6
NOR,257852000,6
NOR,257913000,6
NOR,257997000,6
NOR,258174000,6
NOR,258265000,6
NOR,258381000,6
NOR,258535000,6
NOR,258547000,6
NOR,258773000,6
NOR,259129000,6
NOR,259132000,6
NOR,259242000,6
NOR,259247000,6
NOR,259252000,6
NOR,259311000,6
NOR,259374000,6
NOR,259432000,6
NOR,259574000,6
NOR,259576000,6
NOR,259602000,6
NOR,259612000,6
NOR,259623000,6
NOR,259697000,6
NZL,512063000,6
NZL,512435000,6
PNG,553111712,6
PNG,553111761,6
PNG,553111765,6
POL,261536000,6
PRT,204201360,6
PRT,204811000,6
PRT,263271000,6
PRT,263405970,6
PRT,263512000,6
PRT,263821000,6
RUS,273217010,6
RUS,273240600,6
RUS,273245600,6
RUS,273297700,6
RUS,273298600,6
RUS,273311280,6
RUS,273345620,6
RUS,273377320,6
RUS,273380430,6
RUS,273391950,6
RUS,273394950,6
RUS,273440610,6
RUS,273536210,6
RUS,273550600,6
RUS,273811060,6
RUS,273874000,6
SEN,663136000,6
SLV,359101000,6
SWE,265758360,6
SWE,266346000,6
SWE,266353000,6
SYC,664589000,6
TWN,416000143,6
TWN,416000144,6
TWN,416000411,6
TWN,416002232,6
TWN,416002465,6
TWN,416003019,6
TWN,416003187,6
TWN,416003874,6
TWN,416005083,6
TWN,416005248,6
TWN,416037500,6
TWN,416043800,6
TWN,416055600,6
TWN,416074900,6
TWN,416088900,6
TWN,416153600,6
TWN,416556000,6
TWN,416574000,6
TWN,416771000,6
TWN,416785000,6
TWN,416803000,6
TWN,416898000,6
UKR,272364000,6
UKR,272762000,6
USA,338298000,6
USA,338539000,6
USA,367512510,6
USA,367640000,6
USA,368046000,6
USA,368489000,6
VEN,774559424,6
VEN,775008422,6
VEN,775623000,6
VUT,576633000,6
VUT,576635000,6
VUT,576636000,6
VUT,576679000,6
VUT,576682000,6
VUT,576726000,6
VUT,576753000,6
VUT,576843000,6
VUT,576975000,6
VUT,576990000,6
ALB,201601345,5
ARG,701000880,5
ARG,701027000,5
ARG,701043000,5
ARG,701068000,5
BEL,205059000,5
BEL,205128000,5
BEL,205160000,5
BEL,205162000,5
BEL,205192000,5
BEL,205197000,5
BEL,205232000,5
BEL,205241000,5
BEL,205243000,5
BEL,205263000,5
BEL,205277000,5
BEL,205321000,5
BEL,205322000,5
BEL,205333000,5
BEL,205346000,5
BLZ,312051000,5
CHL,725000261,5
CHL,725002300,5
CHL,725002360,5
CHL,725002460,5
CHL,725011900,5
CHN,200000651,5
CHN,412110002,5
CHN,412201808,5
CHN,412201809,5
CHN,412201811,5
CHN,412201812,5
CHN,412201816,5
CHN,412201817,5
CHN,412205520,5
CHN,412209145,5
CHN,412280994,5
CHN,412283999,5
CHN,412320024,5
CHN,412326855,5
CHN,412326874,5
CHN,412326876,5
CHN,412326896,5
CHN,412326901,5
CHN,412328726,5
CHN,412328728,5
CHN,412328795,5
CHN,412329406,5
CHN,412329408,5
CHN,412329411,5
CHN,412329421,5
CHN,412329422,5
CHN,412329425,5
CHN,412329426,5
CHN,412329588,5
CHN,412329634,5
CHN,412329656,5
CHN,412329693,5
CHN,412329694,5
CHN,412330102,5
CHN,412331009,5
CHN,412331011,5
CHN,412331012,5
CHN,412331013,5
CHN,412331063,5
CHN,412331085,5
CHN,412331161,5
CHN,412331163,5
CHN,412331164,5
CHN,412333332,5
CHN,412333335,5
CHN,412333344,5
CHN,412333792,5
CHN,412348301,5
CHN,412354264,5
CHN,412370008,5
CHN,412371198,5
CHN,412371222,5
CHN,412420156,5
CHN,412420195,5
CHN,412420236,5
CHN,412420239,5
CHN,412420851,5
CHN,412420875,5
CHN,412420915,5
CHN,412420919,5
CHN,412420939,5
CHN,412421012,5
CHN,412421025,5
CHN,412421087,5
CHN,412421188,5
CHN,412430920,5
CHN,412440432,5
CHN,412440434,5
CHN,412440436,5
CHN,412440542,5
CHN,412440559,5
CHN,412440562,5
CHN,412440647,5
CHN,412440651,5
CHN,412460022,5
CHN,412460035,5
CHN,412460084,5
CHN,412460279,5
CHN,412482958,5
CHN,412596855,5
CHN,412596856,5
CHN,412685210,5
CHN,412689460,5
CHN,412689520,5
CHN,412690470,5
CHN,412691310,5
CHN,412691530,5
CHN,412691770,5
CHN,412695580,5
CHN,412695610,5
CHN,412695710,5
CHN,412696740,5
CHN,412698510,5
CHN,413201110,5
CHN,413270220,5
CHN,416000999,5
CHN,800038820,5
CHN,900030422,5
COK,518100455,5
COL,730019000,5
DEU,211214200,5
DEU,211245890,5
DEU,218325000,5
DNK,219017895,5
DNK,219022326,5
DNK,219023899,5
DNK,219121000,5
DNK,219125000,5
DNK,219240000,5
DNK,219328000,5
DNK,219340000,5
DNK,219446000,5
DNK,219503000,5
DNK,219507000,5
DNK,219633000,5
DNK,219661000,5
DNK,219745000,5
DNK,219946000,5
DNK,220067000,5
DNK,220135000,5
DNK,220544000,5
DNK,331143000,5
DNK,331208000,5
DNK,331480000,5
DNK,331569000,5
ESP,224021730,5
ESP,224021820,5
ESP,224022910,5
ESP,224029760,5
ESP,224042130,5
ESP,224043560,5
ESP,224049860,5
ESP,224051560,5
ESP,224052370,5
ESP,224063940,5
ESP,224066580,5
ESP,224066980,5
ESP,224081130,5
ESP,224081430,5
ESP,224087000,5
ESP,224094740,5
ESP,224112290,5
ESP,224112790,5
ESP,224115160,5
ESP,224120000,5
ESP,224130000,5
ESP,224134470,5
ESP,224137290,5
ESP,224148760,5
ESP,224173000,5
ESP,224235000,5
ESP,224264190,5
ESP,224300000,5
ESP,224335000,5
ESP,224377000,5
ESP,224510000,5
ESP,224565000,5
ESP,224651000,5
ESP,224733000,5
ESP,224752000,5
ESP,224883000,5
ESP,224892000,5
ESP,224929000,5
ESP,224978000,5
ESP,225983597,5
EST,276842000,5
FIN,230001770,5
FIN,230012000,5
FJI,520130000,5
FJI,520137000,5
FJI,520146000,5
FJI,520177000,5
FJI,520332000,5
FLK,740335000,5
FLK,740353000,5
FRA,226045000,5
FRA,226339000,5
FRA,227143600,5
FRA,227358000,5
FRA,227370000,5
FRA,227384000,5
FRA,227538000,5
FRA,228070800,5
FRA,228141800,5
FRA,228215700,5
FRA,228222900,5
FRA,347003300,5
FRA,635019200,5
FRA,635212000,5
FRA,660006800,5
FRO,231039000,5
FRO,231053000,5
FRO,231066000,5
FRO,231132000,5
FRO,231400000,5
FSM,510013000,5
FSM,510060000,5
FSM,510065000,5
GBR,234203000,5
GBR,234973000,5
GBR,235004390,5
GBR,235005350,5
GBR,235103000,5
GBR,235103397,5
GBR,235103398,5
GHA,627066000,5
GHA,627067000,5
GHA,627071000,5
GHA,627072000,5
GHA,627073000,5
GHA,627074000,5
GIN,312405000,5
GNB,630123009,5
GRL,331478000,5
GTM,735059088,5
ISL,251072000,5
ISL,251180110,5
ISL,251197110,5
ISL,251209000,5
ISL,251227000,5
ISL,251278110,5
ISL,251330110,5
ISL,251357000,5
ISL,251384000,5
ISL,251394000,5
ISL,251426000,5
ISL,251451000,5
ISL,251517000,5
ISL,251546000,5
ISL,251718000,5
ITA,247055400,5
ITA,247083350,5
ITA,247110330,5
ITA,247118400,5
ITA,247120640,5
ITA,247139500,5
ITA,247146130,5
ITA,247147480,5
ITA,247148270,5
ITA,247150050,5
ITA,247185500,5
ITA,247228800,5
ITA,247256100,5
ITA,247300110,5
ITA,247300940,5
ITA,247302240,5
ITA,247304930,5
ITA,247307130,5
JPN,431002571,5
JPN,431005871,5
JPN,431028000,5
JPN,431047000,5
JPN,431067000,5
JPN,431100830,5
JPN,431105000,5
JPN,431171000,5
JPN,431200190,5
JPN,431200460,5
JPN,431200750,5
JPN,431200970,5
JPN,431206000,5
JPN,431298000,5
JPN,431331000,5
JPN,431410000,5
JPN,431444000,5
JPN,431500040,5
JPN,431500460,5
JPN,431500470,5
JPN,431501260,5
JPN,431501805,5
JPN,431600010,5
JPN,431600390,5
JPN,431600960,5
JPN,431601775,5
JPN,431601970,5
JPN,431602069,5
JPN,431613000,5
JPN,431680370,5
JPN,431682000,5
JPN,431701010,5
JPN,431702470,5
JPN,431703710,5
JPN,431704230,5
JPN,431714000,5
JPN,431722000,5
JPN,431725000,5
JPN,431753000,5
JPN,431769000,5
JPN,431799000,5
JPN,431802000,5
JPN,431813000,5
JPN,431855000,5
JPN,431903000,5
JPN,432045000,5
JPN,432395000,5
JPN,432425000,5
JPN,432426000,5
JPN,432438000,5
JPN,432448000,5
JPN,432454000,5
JPN,432515000,5
JPN,432605000,5
JPN,432626000,5
JPN,432685000,5
JPN,432706000,5
JPN,432850000,5
JPN,432899000,5
JPN,432936000,5
JPN,432942000,5
JPN,432948000,5
JPN,432962000,5
JPN,432966000,5
JPN,432987000,5
KIR,532461,5
KIR,529417000,5
KOR,440045000,5
KOR,440203000,5
KOR,440339000,5
KOR,440347000,5
KOR,440444000,5
KOR,440450000,5
KOR,440575000,5
KOR,440595000,5
KOR,440612000,5
KOR,440620000,5
KOR,440645000,5
KOR,440648000,5
KOR,440652000,5
KOR,440654000,5
KOR,440755000,5
KOR,440765000,5
KOR,440782000,5
KOR,440807000,5
KOR,440816000,5
KOR,440863000,5
KOR,440895000,5
KOR,440946000,5
KOR,440952000,5
KOR,441098000,5
KOR,441142000,5
KOR,441644000,5
LKA,417000019,5
LKA,417000118,5
LKA,417000204,5
LKA,417000224,5
LKA,417000244,5
LKA,417000255,5
LKA,417000299,5
LKA,417000403,5
LKA,417000474,5
LKA,417000541,5
LKA,417000604,5
LKA,417000648,5
LKA,417000663,5
LKA,417000810,5
LKA,417001153,5
LKA,417221050,5
LKA,417792652,5
LTU,277205000,5
LTU,277207000,5
LTU,277215000,5
LTU,277290000,5
LTU,277336000,5
LTU,277346000,5
LVA,275053000,5
LVA,275127000,5
LVA,275162000,5
LVA,275424000,5
MAR,242149100,5
MEX,345900418,5
MLT,256000527,5
MRT,654046100,5
MUS,645437000,5
MYS,533333001,5
MYS,533333009,5
NAM,659350000,5
NIC,349052425,5
NLD,244140343,5
NLD,244427000,5
NLD,244563000,5
NLD,244567000,5
NLD,244577000,5
NLD,244630637,5
NLD,244810000,5
NLD,244938000,5
NLD,245276000,5
NLD,245325000,5
NLD,245333000,5
NLD,245473000,5
NLD,245564000,5
NLD,246014000,5
NLD,246032000,5
NLD,246206000,5
NLD,246222000,5
NLD,246233000,5
NLD,246742000,5
NOR,257001650,5
NOR,257032500,5
NOR,257056600,5
NOR,257120500,5
NOR,257133000,5
NOR,257135000,5
NOR,257138000,5
NOR,257193000,5
NOR,257563600,5
NOR,257593600,5
NOR,257685800,5
NOR,257687000,5
NOR,257786700,5
NOR,257815000,5
NOR,257888000,5
NOR,257946000,5
NOR,258071000,5
NOR,258086000,5
NOR,258099000,5
NOR,258139000,5
NOR,258247424,5
NOR,258306000,5
NOR,258354000,5
NOR,258412000,5
NOR,258563000,5
NOR,258637000,5
NOR,258732000,5
NOR,258874000,5
NOR,258962000,5
NOR,259130000,5
NOR,259166000,5
NOR,259281000,5
NOR,259292000,5
NOR,259390000,5
NOR,259454000,5
NOR,259539000,5
NOR,259562000,5
NOR,259647000,5
NOR,259655000,5
NOR,259656000,5
NOR,259893000,5
NZL,512430000,5
PAN,371224000,5
PHL,548924000,5
PHL,548939000,5
PNG,553111744,5
PNG,553111771,5
PRT,204211000,5
PRT,204233000,5
PRT,263205000,5
PRT,263401270,5
PRT,263402680,5
PRT,263415290,5
PRT,263500286,5
PRT,263517000,5
PRT,263555000,5
PRT,263576000,5
PRT,263580000,5
REU,660001900,5
REU,660002600,5
RUS,273213010,5
RUS,273219500,5
RUS,273242000,5
RUS,273290400,5
RUS,273312510,5
RUS,273317270,5
RUS,273341920,5
RUS,273355290,5
RUS,273355780,5
RUS,273373190,5
RUS,273390940,5
RUS,273435580,5
RUS,273437550,5
RUS,273440040,5
RUS,273441610,5
RUS,273442820,5
RUS,273444750,5
RUS,273449380,5
RUS,273451570,5
RUS,273538800,5
RUS,273554600,5
RUS,273811080,5
RUS,273825110,5
RUS,273841020,5
RUS,273843800,5
RUS,273880100,5
RUS,273895100,5
SEN,663000000,5
SEN,663103000,5
SEN,663142000,5
SLV,359030518,5
SPM,361001000,5
SVK,267300013,5
SWE,265824000,5
SYC,664115740,5
SYC,664137000,5
SYC,664396000,5
SYC,664399000,5
SYC,664543000,5
SYC,664628000,5
TWN,200015994,5
TWN,416000013,5
TWN,416000137,5
TWN,416000139,5
TWN,416000196,5
TWN,416000228,5
TWN,416000369,5
TWN,416000392,5
TWN,416000405,5
TWN,416000447,5
TWN,416000502,5
TWN,416000784,5
TWN,416000803,5
TWN,416001447,5
TWN,416002142,5
TWN,416002291,5
TWN,416002304,5
TWN,416002357,5
TWN,416002469,5
TWN,416002569,5
TWN,416002732,5
TWN,416002893,5
TWN,416002948,5
TWN,416002989,5
TWN,416003073,5
TWN,416003386,5
TWN,416003466,5
TWN,416003556,5
TWN,416003800,5
TWN,416003953,5
TWN,416004375,5
TWN,416004378,5
TWN,416004728,5
TWN,416004759,5
TWN,416004790,5
TWN,416004853,5
TWN,416004889,5
TWN,416005060,5
TWN,416005115,5
TWN,416005188,5
TWN,416032700,5
TWN,416046500,5
TWN,416056700,5
TWN,416099800,5
TWN,416111500,5
TWN,416112500,5
TWN,416121600,5
TWN,416128700,5
TWN,416136900,5
TWN,416142600,5
TWN,416167900,5
TWN,416171600,5
TWN,416174500,5
TWN,416199600,5
TWN,416212600,5
TWN,416216800,5
TWN,416223700,5
TWN,416232600,5
TWN,416236200,5
TWN,416237600,5
TWN,416238500,5
TWN,416238900,5
TWN,416240800,5
TWN,416241800,5
TWN,416242500,5
TWN,416248800,5
TWN,416249900,5
TWN,416250700,5
TWN,416251500,5
TWN,416251600,5
TWN,416345000,5
TWN,416505000,5
TWN,416530000,5
TWN,416540000,5
TWN,416633000,5
TWN,416679000,5
TWN,416770000,5
TWN,416793000,5
TWN,416804000,5
TWN,416857000,5
TWN,416869000,5
TWN,416874000,5
TWN,416899000,5
UKR,272770000,5
URY,770576305,5
USA,303343000,5
USA,338622000,5
USA,338712000,5
USA,366916740,5
USA,366927000,5
USA,367123290,5
USA,367340920,5
USA,367347000,5
USA,367364340,5
USA,367439590,5
USA,367466000,5
USA,367512170,5
USA,367512180,5
USA,367512490,5
USA,367523880,5
USA,369061000,5
USA,369576000,5
USA,518107000,5
VCT,377907276,5
VEN,775008424,5
VUT,576394000,5
VUT,576594000,5
VUT,576595000,5
VUT,576609000,5
VUT,576649000,5
VUT,576678000,5
VUT,576696000,5
VUT,577079000,5
VUT,577101000,5
ZAF,601826000,5
ALB,201601251,4
ARG,701006058,4
ARG,701006615,4
ATF,635030000,4
AUS,503770000,4
BEL,205026000,4
BEL,205098000,4
BEL,205148000,4
BEL,205161000,4
BEL,205191000,4
BEL,205236000,4
BEL,205246000,4
BEL,205258000,4
BEL,205259000,4
BEL,205261000,4
BEL,205265000,4
BEL,205275000,4
BEL,205289000,4
BEL,205291000,4
BEL,205303000,4
BEL,205316000,4
BEL,205336000,4
BEL,205740000,4
BEL,205752000,4
BLZ,312864000,4
CAN,316001821,4
CAN,316004000,4
CAN,316004070,4
CAN,316011760,4
CAN,316011910,4
CAN,316014240,4
CAN,316100000,4
CAN,316323000,4
CHL,725000591,4
CHN,100900155,4
CHN,100900228,4
CHN,150201698,4
CHN,200000001,4
CHN,200008115,4
CHN,200008650,4
CHN,200008902,4
CHN,200019667,4
CHN,412002527,4
CHN,412004811,4
CHN,412067888,4
CHN,412110175,4
CHN,412200997,4
CHN,412201813,4
CHN,412201871,4
CHN,412205130,4
CHN,412205140,4
CHN,412206987,4
CHN,412209077,4
CHN,412209185,4
CHN,412209233,4
CHN,412270001,4
CHN,412300365,4
CHN,412320023,4
CHN,412320026,4
CHN,412320028,4
CHN,412321680,4
CHN,412326858,4
CHN,412326875,4
CHN,412326881,4
CHN,412326882,4
CHN,412326893,4
CHN,412326894,4
CHN,412326895,4
CHN,412326902,4
