flag,ssvid,n
CHN,412432226,2
CHN,412432235,2
CHN,412432242,2
CHN,412432256,2
CHN,412432262,2
CHN,412432263,2
CHN,412432266,2
CHN,412432286,2
CHN,412432294,2
CHN,412432304,2
CHN,412432311,2
CHN,412432333,2
CHN,412432344,2
CHN,412432357,2
CHN,412432397,2
CHN,412432482,2
CHN,412432607,2
CHN,412432683,2
CHN,412432708,2
CHN,412432788,2
CHN,412432833,2
CHN,412433072,2
CHN,412433106,2
CHN,412433157,2
CHN,412433307,2
CHN,412433348,2
CHN,412433352,2
CHN,412433405,2
CHN,412433436,2
CHN,412433468,2
CHN,412433539,2
CHN,412433563,2
CHN,412433574,2
CHN,412433576,2
CHN,412433933,2
CHN,412435002,2
CHN,412435003,2
CHN,412435031,2
CHN,412435037,2
CHN,412435063,2
CHN,412435084,2
CHN,412435168,2
CHN,412435185,2
CHN,412435186,2
CHN,412435187,2
CHN,412435191,2
CHN,412435192,2
CHN,412435303,2
CHN,412435338,2
CHN,412435369,2
CHN,412435373,2
CHN,412435385,2
CHN,412435388,2
CHN,412435417,2
CHN,412435423,2
CHN,412435449,2
CHN,412435495,2
CHN,412435539,2
CHN,412435593,2
CHN,412435601,2
CHN,412435607,2
CHN,412435614,2
CHN,412435619,2
CHN,412435632,2
CHN,412435638,2
CHN,412435677,2
CHN,412435701,2
CHN,412435747,2
CHN,412435751,2
CHN,412435759,2
CHN,412435766,2
CHN,412435776,2
CHN,412435796,2
CHN,412435812,2
CHN,412435817,2
CHN,412435873,2
CHN,412435888,2
CHN,412435935,2
CHN,412435953,2
CHN,412435959,2
CHN,412435971,2
CHN,412435987,2
CHN,412435989,2
CHN,412436055,2
CHN,412436064,2
CHN,412436079,2
CHN,412436111,2
CHN,412436117,2
CHN,412436135,2
CHN,412436136,2
CHN,412436158,2
CHN,412436183,2
CHN,412436189,2
CHN,412436202,2
CHN,412436206,2
CHN,412436225,2
CHN,412436229,2
CHN,412436231,2
CHN,412436236,2
CHN,412436246,2
CHN,412436256,2
CHN,412436297,2
CHN,412436322,2
CHN,412436323,2
CHN,412436325,2
CHN,412436369,2
CHN,412436378,2
CHN,412436392,2
CHN,412436423,2
CHN,412436452,2
CHN,412436459,2
CHN,412436461,2
CHN,412436496,2
CHN,412436505,2
CHN,412436509,2
CHN,412436582,2
CHN,412436595,2
CHN,412436609,2
CHN,412436622,2
CHN,412436637,2
CHN,412436643,2
CHN,412436678,2
CHN,412436683,2
CHN,412436707,2
CHN,412436734,2
CHN,412436758,2
CHN,412436759,2
CHN,412436805,2
CHN,412436833,2
CHN,412436841,2
CHN,412436844,2
CHN,412436853,2
CHN,412436861,2
CHN,412436863,2
CHN,412436898,2
CHN,412436919,2
CHN,412436962,2
CHN,412436963,2
CHN,412436997,2
CHN,412437012,2
CHN,412437013,2
CHN,412437017,2
CHN,412437044,2
CHN,412437072,2
CHN,412437086,2
CHN,412437122,2
CHN,412437138,2
CHN,412437147,2
CHN,412437154,2
CHN,412437185,2
CHN,412437234,2
CHN,412437237,2
CHN,412437291,2
CHN,412437338,2
CHN,412437363,2
CHN,412437388,2
CHN,412437398,2
CHN,412437405,2
CHN,412437414,2
CHN,412437416,2
CHN,412437417,2
CHN,412437423,2
CHN,412437494,2
CHN,412437504,2
CHN,412437618,2
CHN,412437625,2
CHN,412437637,2
CHN,412437675,2
CHN,412437677,2
CHN,412437688,2
CHN,412437719,2
CHN,412437732,2
CHN,412437743,2
CHN,412437764,2
CHN,412437788,2
CHN,412437797,2
CHN,412437806,2
CHN,412437808,2
CHN,412437817,2
CHN,412437818,2
CHN,412437828,2
CHN,412437884,2
CHN,412437919,2
CHN,412437986,2
CHN,412437988,2
CHN,412437989,2
CHN,412437999,2
CHN,412438031,2
CHN,412438109,2
CHN,412438145,2
CHN,412438146,2
CHN,412438201,2
CHN,412438202,2
CHN,412438205,2
CHN,412438208,2
CHN,412438215,2
CHN,412438291,2
CHN,412438307,2
CHN,412438458,2
CHN,412438491,2
CHN,412438492,2
CHN,412438513,2
CHN,412438621,2
CHN,412438654,2
CHN,412438694,2
CHN,412438704,2
CHN,412438788,2
CHN,412438816,2
CHN,412438848,2
CHN,412438853,2
CHN,412438863,2
CHN,412438911,2
CHN,412438959,2
CHN,412438988,2
CHN,412438998,2
CHN,412439004,2
CHN,412439013,2
CHN,412439096,2
CHN,412439116,2
CHN,412439125,2
CHN,412439228,2
CHN,412439272,2
CHN,412439275,2
CHN,412439385,2
CHN,412439412,2
CHN,412439438,2
CHN,412439602,2
CHN,412440056,2
CHN,412440057,2
CHN,412440067,2
CHN,412440068,2
CHN,412440071,2
CHN,412440072,2
CHN,412440108,2
CHN,412440109,2
CHN,412440173,2
CHN,412440175,2
CHN,412440223,2
CHN,412440242,2
CHN,412440244,2
CHN,412440245,2
CHN,412440267,2
CHN,412440278,2
CHN,412440281,2
CHN,412440283,2
CHN,412440285,2
CHN,412440336,2
CHN,412440361,2
CHN,412440494,2
CHN,412440499,2
CHN,412440505,2
CHN,412440506,2
CHN,412440538,2
CHN,412440543,2
CHN,412440567,2
CHN,412440612,2
CHN,412440613,2
CHN,412440648,2
CHN,412440649,2
CHN,412440652,2
CHN,412440808,2
CHN,412441019,2
CHN,412441022,2
CHN,412441025,2
CHN,412441035,2
CHN,412441068,2
CHN,412441095,2
CHN,412441133,2
CHN,412441188,2
CHN,412441192,2
CHN,412441202,2
CHN,412441205,2
CHN,412441235,2
CHN,412441247,2
CHN,412441312,2
CHN,412441316,2
CHN,412441334,2
CHN,412441353,2
CHN,412441373,2
CHN,412441381,2
CHN,412441386,2
CHN,412441397,2
CHN,412441403,2
CHN,412441408,2
CHN,412441422,2
CHN,412441436,2
CHN,412441438,2
CHN,412441443,2
CHN,412441454,2
CHN,412441455,2
CHN,412441508,2
CHN,412441512,2
CHN,412441549,2
CHN,412441551,2
CHN,412441561,2
CHN,412441562,2
CHN,412441578,2
CHN,412441586,2
CHN,412441601,2
CHN,412441671,2
CHN,412441686,2
CHN,412441715,2
CHN,412441729,2
CHN,412441742,2
CHN,412441744,2
CHN,412441784,2
CHN,412441841,2
CHN,412441864,2
CHN,412441876,2
CHN,412441903,2
CHN,412441932,2
CHN,412441943,2
CHN,412441964,2
CHN,412442023,2
CHN,412442036,2
CHN,412442077,2
CHN,412442109,2
CHN,412442190,2
CHN,412442214,2
CHN,412442239,2
CHN,412442255,2
CHN,412442257,2
CHN,412442314,2
CHN,412442355,2
CHN,412442366,2
CHN,412442491,2
CHN,412442739,2
CHN,412442766,2
CHN,412442784,2
CHN,412442785,2
CHN,412443019,2
CHN,412443036,2
CHN,412443044,2
CHN,412443055,2
CHN,412443221,2
CHN,412443267,2
CHN,412443269,2
CHN,412443277,2
CHN,412443338,2
CHN,412443361,2
CHN,412443401,2
CHN,412443411,2
CHN,412443414,2
CHN,412443456,2
CHN,412443469,2
CHN,412443482,2
CHN,412443487,2
CHN,412443507,2
CHN,412443538,2
CHN,412443695,2
CHN,412443718,2
CHN,412443736,2
CHN,412443784,2
CHN,412443809,2
CHN,412443813,2
CHN,412443817,2
CHN,412443828,2
CHN,412443829,2
CHN,412443845,2
CHN,412443857,2
CHN,412443861,2
CHN,412443868,2
CHN,412443873,2
CHN,412443877,2
CHN,412443897,2
CHN,412443902,2
CHN,412443914,2
CHN,412443928,2
CHN,412443935,2
CHN,412443936,2
CHN,412443939,2
CHN,412443945,2
CHN,412443962,2
CHN,412443963,2
CHN,412443964,2
CHN,412443965,2
CHN,412443968,2
CHN,412443974,2
CHN,412443995,2
CHN,412444058,2
CHN,412444067,2
CHN,412444092,2
CHN,412444102,2
CHN,412444112,2
CHN,412444114,2
CHN,412444142,2
CHN,412444151,2
CHN,412444154,2
CHN,412444158,2
CHN,412444163,2
CHN,412444166,2
CHN,412444178,2
CHN,412444182,2
CHN,412444187,2
CHN,412444191,2
CHN,412444212,2
CHN,412444224,2
CHN,412444232,2
CHN,412444234,2
CHN,412444242,2
CHN,412444245,2
CHN,412444246,2
CHN,412444248,2
CHN,412444275,2
CHN,412444282,2
CHN,412444291,2
CHN,412444297,2
CHN,412444303,2
CHN,412444306,2
CHN,412444312,2
CHN,412444319,2
CHN,412444323,2
CHN,412444327,2
CHN,412444341,2
CHN,412444352,2
CHN,412444356,2
CHN,412444358,2
CHN,412444364,2
CHN,412444388,2
CHN,412444403,2
CHN,412444412,2
CHN,412444414,2
CHN,412444418,2
CHN,412444427,2
CHN,412444431,2
CHN,412444441,2
CHN,412444443,2
CHN,412444449,2
CHN,412444508,2
CHN,412444512,2
CHN,412444517,2
CHN,412444531,2
CHN,412444567,2
CHN,412444573,2
CHN,412444589,2
CHN,412444592,2
CHN,412444634,2
CHN,412444639,2
CHN,412444669,2
CHN,412444671,2
CHN,412444672,2
CHN,412444675,2
CHN,412444676,2
CHN,412444677,2
CHN,412444678,2
CHN,412444682,2
CHN,412444685,2
CHN,412444699,2
CHN,412444701,2
CHN,412444702,2
CHN,412444705,2
CHN,412444706,2
CHN,412444711,2
CHN,412444712,2
CHN,412444716,2
CHN,412444723,2
CHN,412444725,2
CHN,412444726,2
CHN,412444727,2
CHN,412444735,2
CHN,412444736,2
CHN,412444743,2
CHN,412444744,2
CHN,412444748,2
CHN,412444755,2
CHN,412444756,2
CHN,412444761,2
CHN,412444763,2
CHN,412444765,2
CHN,412444766,2
CHN,412444768,2
CHN,412444769,2
CHN,412444771,2
CHN,412444772,2
CHN,412444774,2
CHN,412444782,2
CHN,412444786,2
CHN,412444791,2
CHN,412444792,2
CHN,412444797,2
CHN,412444801,2
CHN,412444808,2
CHN,412444823,2
CHN,412444829,2
CHN,412444835,2
CHN,412444845,2
CHN,412444852,2
CHN,412444865,2
CHN,412444867,2
CHN,412444869,2
CHN,412444872,2
CHN,412444873,2
CHN,412444874,2
CHN,412444879,2
CHN,412444892,2
CHN,412444894,2
CHN,412444901,2
CHN,412444903,2
CHN,412444907,2
CHN,412444929,2
CHN,412444935,2
CHN,412444953,2
CHN,412444957,2
CHN,412444965,2
CHN,412444969,2
CHN,412444974,2
CHN,412444988,2
CHN,412444999,2
CHN,412445024,2
CHN,412445034,2
CHN,412445038,2
CHN,412445049,2
CHN,412445051,2
CHN,412445058,2
CHN,412445074,2
CHN,412445077,2
CHN,412445079,2
CHN,412445097,2
CHN,412445099,2
CHN,412445104,2
CHN,412445113,2
CHN,412445116,2
CHN,412445117,2
CHN,412445125,2
CHN,412445134,2
CHN,412445135,2
CHN,412445145,2
CHN,412445164,2
CHN,412445167,2
CHN,412445177,2
CHN,412445196,2
CHN,412445204,2
CHN,412445209,2
CHN,412445212,2
CHN,412445218,2
CHN,412445235,2
CHN,412445241,2
CHN,412445249,2
CHN,412445317,2
CHN,412445382,2
CHN,412445531,2
CHN,412445656,2
CHN,412445664,2
CHN,412445678,2
CHN,412445686,2
CHN,412445697,2
CHN,412445701,2
CHN,412445704,2
CHN,412445721,2
CHN,412445722,2
CHN,412445725,2
CHN,412445736,2
CHN,412445748,2
CHN,412445754,2
CHN,412445755,2
CHN,412445761,2
CHN,412445763,2
CHN,412445765,2
CHN,412445767,2
CHN,412445769,2
CHN,412445773,2
CHN,412445787,2
CHN,412445792,2
CHN,412445794,2
CHN,412445795,2
CHN,412445797,2
CHN,412445799,2
CHN,412445803,2
CHN,412445804,2
CHN,412445814,2
CHN,412445829,2
CHN,412445831,2
CHN,412445842,2
CHN,412445844,2
CHN,412445847,2
CHN,412445859,2
CHN,412445871,2
CHN,412445873,2
CHN,412445879,2
CHN,412445888,2
CHN,412445899,2
CHN,412445902,2
CHN,412445903,2
CHN,412445904,2
CHN,412445917,2
CHN,412445918,2
CHN,412445923,2
CHN,412445929,2
CHN,412445932,2
CHN,412445939,2
CHN,412445942,2
CHN,412445945,2
CHN,412445947,2
CHN,412445951,2
CHN,412445952,2
CHN,412445957,2
CHN,412445969,2
CHN,412445974,2
CHN,412445978,2
CHN,412445979,2
CHN,412445981,2
CHN,412445986,2
CHN,412445993,2
CHN,412445996,2
CHN,412445997,2
CHN,412445999,2
CHN,412446007,2
CHN,412446015,2
CHN,412446017,2
CHN,412446029,2
CHN,412446032,2
CHN,412446046,2
CHN,412446048,2
CHN,412446051,2
CHN,412446094,2
CHN,412446096,2
CHN,412446101,2
CHN,412446113,2
CHN,412446149,2
CHN,412446167,2
CHN,412446176,2
CHN,412446188,2
CHN,412446194,2
CHN,412446195,2
CHN,412446199,2
CHN,412446201,2
CHN,412446218,2
CHN,412446219,2
CHN,412446222,2
CHN,412446224,2
CHN,412446232,2
CHN,412446237,2
CHN,412446238,2
CHN,412446243,2
CHN,412446258,2
CHN,412446262,2
CHN,412446265,2
CHN,412446271,2
CHN,412446272,2
CHN,412446274,2
CHN,412446275,2
CHN,412446304,2
CHN,412446312,2
CHN,412446314,2
CHN,412446315,2
CHN,412446318,2
CHN,412446337,2
CHN,412446339,2
CHN,412446344,2
CHN,412446346,2
CHN,412446368,2
CHN,412446369,2
CHN,412446371,2
CHN,412446379,2
CHN,412446381,2
CHN,412446382,2
CHN,412446403,2
CHN,412446411,2
CHN,412446418,2
CHN,412446419,2
CHN,412446431,2
CHN,412446441,2
CHN,412446442,2
CHN,412446443,2
CHN,412446454,2
CHN,412446462,2
CHN,412446465,2
CHN,412446467,2
CHN,412446469,2
CHN,412446475,2
CHN,412446484,2
CHN,412446486,2
CHN,412446518,2
CHN,412446521,2
CHN,412446523,2
CHN,412446526,2
CHN,412446534,2
CHN,412446536,2
CHN,412446541,2
CHN,412446559,2
CHN,412446568,2
CHN,412446584,2
CHN,412446598,2
CHN,412446604,2
CHN,412446608,2
CHN,412446621,2
CHN,412446631,2
CHN,412446648,2
CHN,412446652,2
CHN,412446658,2
CHN,412446662,2
CHN,412446663,2
CHN,412446675,2
CHN,412446678,2
CHN,412446698,2
CHN,412446733,2
CHN,412446737,2
CHN,412446739,2
CHN,412446743,2
CHN,412446758,2
CHN,412446763,2
CHN,412446776,2
CHN,412446781,2
CHN,412446785,2
CHN,412446786,2
CHN,412446793,2
CHN,412446794,2
CHN,412446799,2
CHN,412446801,2
CHN,412446813,2
CHN,412446818,2
CHN,412446824,2
CHN,412446825,2
CHN,412446827,2
CHN,412446832,2
CHN,412446871,2
CHN,412446913,2
CHN,412446922,2
CHN,412446926,2
CHN,412446928,2
CHN,412446943,2
CHN,412446948,2
CHN,412446949,2
CHN,412446952,2
CHN,412446956,2
CHN,412446964,2
CHN,412446965,2
CHN,412446973,2
CHN,412446981,2
CHN,412446982,2
CHN,412446988,2
CHN,412446992,2
CHN,412446995,2
CHN,412447008,2
CHN,412447013,2
CHN,412447015,2
CHN,412447016,2
CHN,412447018,2
CHN,412447027,2
CHN,412447059,2
CHN,412447061,2
CHN,412447064,2
CHN,412447065,2
CHN,412447066,2
CHN,412447073,2
CHN,412447074,2
CHN,412447081,2
CHN,412447082,2
CHN,412447095,2
CHN,412447103,2
CHN,412447104,2
CHN,412447109,2
CHN,412447125,2
CHN,412447126,2
CHN,412447127,2
CHN,412447131,2
CHN,412447139,2
CHN,412447148,2
CHN,412447164,2
CHN,412447193,2
CHN,412447195,2
CHN,412447204,2
CHN,412447217,2
CHN,412447253,2
CHN,412447269,2
CHN,412447342,2
CHN,412447366,2
CHN,412447418,2
CHN,412447553,2
CHN,412447565,2
CHN,412447639,2
CHN,412447658,2
CHN,412447753,2
CHN,412447765,2
CHN,412448243,2
CHN,412448248,2
CHN,412448253,2
CHN,412448265,2
CHN,412448268,2
CHN,412448269,2
CHN,412448284,2
CHN,412448286,2
CHN,412448287,2
CHN,412448292,2
CHN,412448297,2
CHN,412448300,2
CHN,412448301,2
CHN,412448359,2
CHN,412448613,2
CHN,412448644,2
CHN,412448763,2
CHN,412448839,2
CHN,412448904,2
CHN,412449031,2
CHN,412449289,2
CHN,412449328,2
CHN,412449582,2
CHN,412449681,2
CHN,412449747,2
CHN,412449771,2
CHN,412449804,2
CHN,412449843,2
CHN,412449851,2
CHN,412449895,2
CHN,412449898,2
CHN,412449943,2
CHN,412449966,2
CHN,412449987,2
CHN,412450022,2
CHN,412450026,2
CHN,412450102,2
CHN,412450124,2
CHN,412450129,2
CHN,412450199,2
CHN,412450228,2
CHN,412450266,2
CHN,412450324,2
CHN,412450330,2
CHN,412450341,2
CHN,412450343,2
CHN,412450457,2
CHN,412450464,2
CHN,412450492,2
CHN,412450507,2
CHN,412450547,2
CHN,412450553,2
CHN,412450554,2
CHN,412450557,2
CHN,412450559,2
CHN,412450561,2
CHN,412450563,2
CHN,412450564,2
CHN,412450565,2
CHN,412450567,2
CHN,412450569,2
CHN,412450572,2
CHN,412450574,2
CHN,412450576,2
CHN,412450577,2
CHN,412450581,2
CHN,412450583,2
CHN,412450585,2
CHN,412450595,2
CHN,412450597,2
CHN,412450601,2
CHN,412450613,2
CHN,412450622,2
CHN,412450623,2
CHN,412450633,2
CHN,412450636,2
CHN,412450642,2
CHN,412450646,2
CHN,412450648,2
CHN,412450652,2
CHN,412450653,2
CHN,412450654,2
CHN,412450657,2
CHN,412450661,2
CHN,412450673,2
CHN,412450681,2
CHN,412450685,2
CHN,412450688,2
CHN,412450689,2
CHN,412450695,2
CHN,412450696,2
CHN,412450697,2
CHN,412450702,2
CHN,412450706,2
CHN,412450711,2
CHN,412450713,2
CHN,412450714,2
CHN,412450724,2
CHN,412450733,2
CHN,412450737,2
CHN,412450738,2
CHN,412450739,2
CHN,412450746,2
CHN,412450752,2
CHN,412450757,2
CHN,412450763,2
CHN,412450767,2
CHN,412450776,2
CHN,412450778,2
CHN,412450786,2
CHN,412450798,2
CHN,412450806,2
CHN,412450809,2
CHN,412450818,2
CHN,412450824,2
CHN,412450833,2
CHN,412450834,2
CHN,412450835,2
CHN,412450836,2
CHN,412450837,2
CHN,412450848,2
CHN,412450859,2
CHN,412450863,2
CHN,412450865,2
CHN,412450867,2
CHN,412450869,2
CHN,412450879,2
CHN,412450881,2
CHN,412450886,2
CHN,412450887,2
CHN,412450888,2
CHN,412450903,2
CHN,412450905,2
CHN,412450906,2
CHN,412450907,2
CHN,412450914,2
CHN,412450917,2
CHN,412450925,2
CHN,412450935,2
CHN,412450937,2
CHN,412450941,2
CHN,412450947,2
CHN,412450958,2
CHN,412450959,2
CHN,412450963,2
CHN,412450965,2
CHN,412450966,2
CHN,412450972,2
CHN,412450978,2
CHN,412450983,2
CHN,412450989,2
CHN,412451002,2
CHN,412451015,2
CHN,412451023,2
CHN,412451026,2
CHN,412451031,2
CHN,412451038,2
CHN,412451039,2
CHN,412451042,2
CHN,412451043,2
CHN,412451046,2
CHN,412451051,2
CHN,412451061,2
CHN,412451066,2
CHN,412451067,2
CHN,412451075,2
CHN,412451082,2
CHN,412451102,2
CHN,412451115,2
CHN,412451119,2
CHN,412451136,2
CHN,412451144,2
CHN,412451147,2
CHN,412451148,2
CHN,412451149,2
CHN,412451151,2
CHN,412451155,2
CHN,412451169,2
CHN,412451174,2
CHN,412451184,2
CHN,412451202,2
CHN,412451208,2
CHN,412451214,2
CHN,412451218,2
CHN,412451219,2
CHN,412451223,2
CHN,412451224,2
CHN,412451232,2
CHN,412451266,2
CHN,412451269,2
CHN,412451282,2
CHN,412451283,2
CHN,412451287,2
CHN,412451292,2
CHN,412451296,2
CHN,412451318,2
CHN,412451321,2
CHN,412451323,2
CHN,412451338,2
CHN,412451347,2
CHN,412451351,2
CHN,412451353,2
CHN,412451356,2
CHN,412451365,2
CHN,412451368,2
CHN,412451369,2
CHN,412451371,2
CHN,412451372,2
CHN,412451373,2
CHN,412451377,2
CHN,412451384,2
CHN,412451407,2
CHN,412451411,2
CHN,412451412,2
CHN,412451413,2
CHN,412451415,2
CHN,412451424,2
CHN,412451428,2
CHN,412451429,2
CHN,412451435,2
CHN,412451438,2
CHN,412451443,2
CHN,412451445,2
CHN,412451449,2
CHN,412451453,2
CHN,412451456,2
CHN,412451457,2
CHN,412451459,2
CHN,412451461,2
CHN,412451465,2
CHN,412451466,2
CHN,412451467,2
CHN,412451497,2
CHN,412451498,2
CHN,412451499,2
CHN,412451523,2
CHN,412451532,2
CHN,412451533,2
CHN,412451543,2
CHN,412451549,2
CHN,412451552,2
CHN,412451553,2
CHN,412451556,2
CHN,412451558,2
CHN,412451565,2
CHN,412451566,2
CHN,412451571,2
CHN,412451574,2
CHN,412451575,2
CHN,412451578,2
CHN,412451579,2
CHN,412451581,2
CHN,412451593,2
CHN,412451603,2
CHN,412451612,2
CHN,412451613,2
CHN,412451617,2
CHN,412451631,2
CHN,412451641,2
CHN,412451643,2
CHN,412451647,2
CHN,412451648,2
CHN,412451652,2
CHN,412451653,2
CHN,412451667,2
CHN,412451668,2
CHN,412451672,2
CHN,412451677,2
CHN,412451695,2
CHN,412451702,2
CHN,412451703,2
CHN,412451704,2
CHN,412451705,2
CHN,412451706,2
CHN,412451707,2
CHN,412451708,2
CHN,412451714,2
CHN,412451715,2
CHN,412451717,2
CHN,412451731,2
CHN,412451735,2
CHN,412451741,2
CHN,412451743,2
CHN,412451745,2
CHN,412451746,2
CHN,412451751,2
CHN,412451756,2
CHN,412451759,2
CHN,412451761,2
CHN,412451766,2
CHN,412451769,2
CHN,412451771,2
CHN,412451774,2
CHN,412451784,2
CHN,412451786,2
CHN,412451792,2
CHN,412451793,2
CHN,412451795,2
CHN,412451798,2
CHN,412451807,2
CHN,412451813,2
CHN,412451815,2
CHN,412451817,2
CHN,412451827,2
CHN,412451829,2
CHN,412451831,2
CHN,412451836,2
CHN,412451841,2
CHN,412451844,2
CHN,412451845,2
CHN,412451846,2
CHN,412451848,2
CHN,412451854,2
CHN,412451855,2
CHN,412451857,2
CHN,412451858,2
CHN,412451859,2
CHN,412451861,2
CHN,412451862,2
CHN,412451868,2
CHN,412451875,2
CHN,412451876,2
CHN,412451877,2
CHN,412451878,2
CHN,412451881,2
CHN,412451883,2
CHN,412451884,2
CHN,412451885,2
CHN,412451887,2
CHN,412451888,2
CHN,412451889,2
CHN,412451891,2
CHN,412451893,2
CHN,412451896,2
CHN,412451912,2
CHN,412451913,2
CHN,412451916,2
CHN,412451924,2
CHN,412451926,2
CHN,412451927,2
CHN,412451934,2
CHN,412451947,2
CHN,412451949,2
CHN,412451958,2
CHN,412451961,2
CHN,412451973,2
CHN,412451979,2
CHN,412451984,2
CHN,412451986,2
CHN,412451987,2
CHN,412451994,2
CHN,412452002,2
CHN,412452004,2
CHN,412452011,2
CHN,412452012,2
CHN,412452014,2
CHN,412452022,2
CHN,412452025,2
CHN,412452027,2
CHN,412452029,2
CHN,412452031,2
CHN,412452032,2
CHN,412452037,2
CHN,412452041,2
CHN,412452042,2
CHN,412452047,2
CHN,412452053,2
CHN,412452059,2
CHN,412452068,2
CHN,412452074,2
CHN,412452075,2
CHN,412452084,2
CHN,412452167,2
CHN,412452169,2
CHN,412452227,2
CHN,412452247,2
CHN,412452325,2
CHN,412452326,2
CHN,412452329,2
CHN,412452338,2
CHN,412452349,2
CHN,412452369,2
CHN,412452548,2
CHN,412452553,2
CHN,412452555,2
CHN,412452568,2
CHN,412452575,2
CHN,412452577,2
CHN,412452581,2
CHN,412452582,2
CHN,412452601,2
CHN,412452605,2
CHN,412452608,2
CHN,412452623,2
CHN,412452624,2
CHN,412452625,2
CHN,412452627,2
CHN,412452629,2
CHN,412452633,2
CHN,412452637,2
CHN,412452641,2
CHN,412452649,2
CHN,412452652,2
CHN,412452656,2
CHN,412452658,2
CHN,412452659,2
CHN,412452663,2
CHN,412452665,2
CHN,412452668,2
CHN,412452672,2
CHN,412452679,2
CHN,412452683,2
CHN,412452686,2
CHN,412452689,2
CHN,412452691,2
CHN,412452693,2
CHN,412452694,2
CHN,412452698,2
CHN,412452706,2
CHN,412452709,2
CHN,412452711,2
CHN,412452712,2
CHN,412452723,2
CHN,412452725,2
CHN,412452733,2
CHN,412452737,2
CHN,412452743,2
CHN,412452752,2
CHN,412452758,2
CHN,412452765,2
CHN,412452768,2
CHN,412452783,2
CHN,412452784,2
CHN,412452787,2
CHN,412452792,2
CHN,412452795,2
CHN,412452804,2
CHN,412452807,2
CHN,412452808,2
CHN,412452809,2
CHN,412452815,2
CHN,412452822,2
CHN,412452823,2
CHN,412452824,2
CHN,412452833,2
CHN,412452835,2
CHN,412452839,2
CHN,412452845,2
CHN,412452862,2
CHN,412452875,2
CHN,412452888,2
CHN,412452891,2
CHN,412452896,2
CHN,412452897,2
CHN,412452901,2
CHN,412452902,2
CHN,412452903,2
CHN,412452905,2
CHN,412452918,2
CHN,412452921,2
CHN,412452922,2
CHN,412452924,2
CHN,412452935,2
CHN,412452939,2
CHN,412452956,2
CHN,412452965,2
CHN,412452969,2
CHN,412452971,2
CHN,412452972,2
CHN,412452976,2
CHN,412452981,2
CHN,412452985,2
CHN,412452987,2
CHN,412452992,2
CHN,412452996,2
CHN,412452998,2
CHN,412453009,2
CHN,412453888,2
CHN,412453941,2
CHN,412455025,2
CHN,412455555,2
CHN,412455888,2
CHN,412456118,2
CHN,412456278,2
CHN,412456377,2
CHN,412456611,2
CHN,412456666,2
CHN,412457054,2
CHN,412457063,2
CHN,412457518,2
CHN,412458690,2
CHN,412458899,2
CHN,412459914,2
CHN,412459923,2
CHN,412459926,2
CHN,412459927,2
CHN,412459936,2
CHN,412459946,2
CHN,412459953,2
CHN,412459954,2
CHN,412459956,2
CHN,412459962,2
CHN,412459972,2
CHN,412459985,2
CHN,412459986,2
CHN,412459991,2
CHN,412459992,2
CHN,412459994,2
CHN,412459995,2
CHN,412460005,2
CHN,412460006,2
CHN,412460054,2
CHN,412460073,2
CHN,412460083,2
CHN,412460284,2
CHN,412460285,2
CHN,412460286,2
CHN,412460287,2
CHN,412460299,2
CHN,412460321,2
CHN,412460406,2
CHN,412460501,2
CHN,412460589,2
CHN,412460631,2
CHN,412461007,2
CHN,412461691,2
CHN,412461752,2
CHN,412462893,2
CHN,412463174,2
CHN,412463188,2
CHN,412463273,2
CHN,412463317,2
CHN,412463444,2
CHN,412463628,2
CHN,412464006,2
CHN,412464117,2
CHN,412464153,2
CHN,412464174,2
CHN,412464176,2
CHN,412464246,2
CHN,412464445,2
CHN,412465014,2
CHN,412465041,2
CHN,412465075,2
CHN,412465078,2
CHN,412465779,2
CHN,412465802,2
CHN,412465803,2
CHN,412465824,2
CHN,412466156,2
CHN,412467604,2
CHN,412467771,2
CHN,412468424,2
CHN,412468614,2
CHN,412468636,2
CHN,412468637,2
CHN,412468675,2
CHN,412468689,2
CHN,412469009,2
CHN,412469107,2
CHN,412469122,2
CHN,412469123,2
CHN,412469133,2
CHN,412469162,2
CHN,412469177,2
CHN,412469204,2
CHN,412469243,2
CHN,412469271,2
CHN,412469306,2
CHN,412469309,2
CHN,412469392,2
CHN,412469428,2
CHN,412469453,2
CHN,412469548,2
CHN,412469569,2
CHN,412469582,2
CHN,412469603,2
CHN,412469608,2
CHN,412469618,2
CHN,412469628,2
CHN,412469632,2
CHN,412469648,2
CHN,412469682,2
CHN,412469721,2
CHN,412469728,2
CHN,412469767,2
CHN,412469806,2
CHN,412469881,2
CHN,412469977,2
CHN,412469989,2
CHN,412470036,2
CHN,412470449,2
CHN,412470587,2
CHN,412470607,2
CHN,412470729,2
CHN,412470791,2
CHN,412471864,2
CHN,412472014,2
CHN,412472036,2
CHN,412472326,2
CHN,412472873,2
CHN,412473747,2
CHN,412474139,2
CHN,412474535,2
CHN,412474776,2
CHN,412475308,2
CHN,412475338,2
CHN,412476049,2
CHN,412476261,2
CHN,412476323,2
CHN,412476468,2
CHN,412476906,2
CHN,412477022,2
CHN,412477064,2
CHN,412477102,2
CHN,412479206,2
CHN,412479885,2
CHN,412479985,2
CHN,412480049,2
CHN,412480368,2
CHN,412480794,2
CHN,412480868,2
CHN,412481051,2
CHN,412481136,2
CHN,412481212,2
