flag,eez_iso3,effort_per_eez
MHL,KIR,3093.33166671
MHL,NRU,1403.3886111
MHL,PNG,238.27458333
MHL,SLB,209.693333378
MHL,TUV,828.10722224
MHL,TWN,5.277777778
MLT,ALB,19.76791667
MLT,CHN,1963.839444257
MLT,DZA,125.31847222
MLT,ESP,3078.1880554440004
MLT,GRC,518.95847228
MLT,ITA,2862.247083104
MLT,LBY,2976.855138994
MLT,MNE,66.53986111
MLT,TUN,345.529861121
MLT,TWN,26.325000000000003
MMR,CHN,211.0268056
MNE,ALB,35.08305556
MNE,CHN,135.6730556
MNE,HRV,51.762638892
MNE,JPN,11.79902778
MNG,ARE,3094.765833
MNG,CHN,410.553333333
MNG,IRN,129.48
MNG,OMN,213.1688889
MNG,SGP,2.591111111
MNG,TWN,11.502638889
MOZ,ATF,8.293333333
MOZ,IOT,20.67055556
MOZ,MUS,11.37527778
MOZ,ZAF,4.062361111
MRT,CHN,432.76361109
MRT,ESH,252.558333301
MRT,ESP,8.03875
MRT,IRL,27.37847222
MSR,CHN,85.05888889
MTQ,CHN,784.6272222
MUS,ATF,5.742083333
MUS,MDG,11.791805555
MUS,MOZ,12245.36861133
MUS,REU,2.7363888889999997
MUS,SYC,115.78541667
MWI,CHN,633.733055594
MYS,BRN,236.05444448999998
MYS,MDG,4816.7443056
MYS,MUS,49.031527770000004
MYS,PHL,1.835555556
MYS,REU,6.096388889
MYS,SYC,119.349861117
MYS,THA,0.3625
MYS,TWN,29.38541667
NAM,AGO,14108.861250263
NAM,CHN,423.0111111
NAM,COD,19.400694444
NAM,ESH,24.78569444
NAM,KEN,2164.468056
NAM,MDG,23.03861111
NAM,MOZ,4636.9556944
NAM,MRT,2217.37652789
NAM,ZAF,418.15819443600003
NCL,AUS,10.84722222
NCL,CHN,27.42277778
NCL,MDG,11.14694444
NCL,NFK,0.275416667
NCL,NZL,0.3825
NCL,VUT,10.98722222
NER,CHN,36.42541667
NGA,ARG,2169.96375
NIC,CHN,83.09597222
NIC,CRI,1253.298472
NIC,ECU,152.450694444
NIC,PAN,1.524027778
NIC,SLV,34.19486111
NIU,CHN,270.75791668
NIU,VNM,14.71208333
NLD,BEL,38427.881249
NLD,CHN,79.49361111
NLD,DEU,96755.443335369
NLD,DNK,34172.850554718
NLD,ESH,591.3031943999999
NLD,ESP,5.791666667
NLD,FRA,17488.7290275
NLD,FRO,688.835555522
NLD,GBR,73516.364720813
NLD,GGY,427.295972193
NLD,GNQ,0.672222222
NLD,IRL,4910.359583944
NLD,ISL,3.192916667
NLD,ITA,1.491666667
NLD,MAR,1.78625
NLD,MRT,61.289444450000005
NLD,NGA,425.4019444
NLD,NOR,3311.249444324
NLD,PRT,25.884583334
NLD,STP,1.830416667
NLD,USA,7.268611111
NOR,AGO,25.99888889
NOR,BRA,5.504166667
NOR,CAN,58.976527785
NOR,CHN,1009.0198611000001
NOR,DEU,111.90986111000001
NOR,DNK,3081.499027761
NOR,ESH,0.1725
NOR,ESP,24.805972223999998
NOR,FLK,19.89194444
NOR,FRO,4025.821944581
NOR,GBR,66222.356528156
NOR,GRC,8.88125
NOR,GRL,7496.515972519
NOR,HRV,1.052638889
NOR,IRL,4011.282777704
NOR,ISL,6434.769305378
NOR,LVA,7.928472222
NOR,MRT,37.76972222
NOR,NAM,8.608888889
NOR,NLD,170.065
NOR,POL,0.463888889
NOR,RUS,19364.632083271
NOR,SDN,8.043055556
NOR,SGS,2755.1444447
NOR,SJM,80790.305277742
NOR,SWE,4248.14138894
NOR,TUR,11.328611111
NOR,URY,428.513749973
NOR,ZAF,38.742222224
NPL,CHN,870.7223611
NRU,CHN,45.6175
NRU,COK,112.8011111
NRU,KIR,10.50611111
NRU,MYS,27.15986111
NZL,ATF,14.785138888999999
NZL,AUS,2.710416667
NZL,CHN,2101.233888843
NZL,COK,55.52305556
NZL,ESP,6.078055556
NZL,KIR,222.15138886
NZL,NCL,19.954444444
NZL,NRU,27.04708333
NZL,PYF,0.070416667
NZL,SGS,1855.000139
NZL,SLB,2.242638889
NZL,TON,9.1525
NZL,TUV,6.721527778
OMN,CHN,571.7880555
PAN,AGO,453.4173611
PAN,CHN,2241.2006944
PAN,CIV,109.326527778
PAN,COL,405.899027792
PAN,CPV,599.4372222
PAN,CRI,4.075833333
PAN,ECU,261.910555569
PAN,ESH,202.301666711
PAN,ESP,0.537916667
PAN,GAB,908.7698611330001
PAN,GIN,20.26569444
PAN,GNB,1.502083333
PAN,GNQ,5.844861111
PAN,GTM,0.66
PAN,LBR,168.83472226
PAN,MRT,489.50541669999996
PAN,NAM,3435.3252774400003
PAN,PER,180.657499957
PAN,SEN,16.00972222
PAN,SLE,43.427499999999995
PAN,STP,54.85791666200001
PAN,TWN,3.542361111
PCN,CHN,422.93527779
PER,CHN,295.4122222
PER,ECU,176.6488889
PER,LKA,8.007222222
PHL,CHN,23.34013889
PHL,FSM,1137.724861277
PHL,IDN,1.398472222
PHL,KIR,225.427361105
PHL,MHL,65.65722222299999
PHL,NRU,429.57277778
PHL,PNG,8770.390833232
PHL,SLB,5.624166667
PHL,TUV,39.54819445
PHL,TWN,6.152777778
PNG,CHN,23.78513889
PNG,FSM,6290.01305561
PNG,KIR,3413.004583117
PNG,KOR,3.823888889
PNG,MHL,961.538055588
PNG,NRU,5583.052221922
PNG,PHL,5.936527778
PNG,PLW,49.85847222
PNG,SLB,841.65472221
PNG,TUV,267.414861096
PNG,TWN,0.992916667
POL,CAN,25.4975
POL,CHN,237.45652773999998
POL,DEU,4486.95611117
POL,DNK,14709.836944313
POL,EST,168.3675
POL,FIN,5.538333333
POL,FRO,49.82694444
POL,GBR,32.705
POL,HRV,0.275
POL,ITA,18.76916667
POL,LTU,1120.836805489
POL,LVA,465.83541672
POL,MNE,0.290694444
POL,NAM,2474.122361
POL,NLD,1.647222222
POL,NOR,1401.320139
POL,PRK,18.04611111
POL,RUS,140.66305555899999
POL,SJM,2609.635278
POL,SWE,13257.747778292
PRK,BRA,213.58194448
PRK,CHN,333.94194446
PRK,KOR,32.53444444
PRT,AGO,1316.273611
PRT,ARG,16.76680556
PRT,BRA,46.15083333
PRT,CAN,45.214861115
PRT,CIV,2689.791667
PRT,COL,1.747777778
PRT,CPV,67.381666669
PRT,DEU,0.960694444
PRT,DNK,7.071666667
PRT,ESH,2440.652083
PRT,ESP,14829.609305622
PRT,FRA,182.57166666
PRT,GBR,244.5430556
PRT,GRC,337.48125
PRT,GRD,1127.647917
PRT,IRL,284.63277779
PRT,ITA,713.9734722
PRT,LBY,76.93527778
PRT,MAR,3.217222222
PRT,MLT,186.5830556
PRT,NAM,6.177222223
PRT,NOR,2528.0559718
PRT,PAN,4.234027778
PRT,SJM,8.672916666999999
PRT,TUN,329.4506944
PRT,URY,58.970138883000004
PRT,VCT,539.2580556
PRT,VEN,195.9156944
PRT,ZAF,110.703333332
PSE,BRA,3623.7666670999997
PSE,CHN,396.2404167
PYF,CHN,1083.32625
PYF,TWN,22.99277778
QAT,ARE,133.759861108
QAT,BHR,9.222777778000001
QAT,CHN,380.1529167
QAT,IRN,16.46111111
REU,ATF,376.67625
REU,CHN,21.66
REU,IND,8.8625
REU,MDG,8084.0199997
REU,MUS,2325.7618056290003
REU,SYC,240.631666708
ROM,ROU,1284.8504167
RUS,AGO,122.19180555
RUS,ARG,0.049861111
RUS,AUS,10.07625
RUS,BRA,0.612361111
RUS,CAN,42.618194451
RUS,CHL,110.08208334400001
RUS,CHN,90.742361112
RUS,CPV,14.08902778
RUS,DNK,45.388888888000004
RUS,EGY,1.33625
RUS,ERI,6.037361111
RUS,ESH,3036.673333248
RUS,ESP,33.932083333
RUS,EST,12.370833333
RUS,FIN,46.891666664
RUS,FLK,802.7316667
RUS,FRO,12056.259306405
RUS,FSM,34.939444447
RUS,GBR,5177.079027956
RUS,GRC,4.063055556
RUS,GRL,6258.672500187
RUS,GUM,1.225833333
RUS,IDN,2.562777778
RUS,IRL,8.589166666
RUS,ISL,4503.045000106999
RUS,JPN,69709.16333339
RUS,KIR,2.3125
RUS,KOR,866.588749984
RUS,LKA,0.6025
RUS,LTU,0.991805555
RUS,LVA,2.138611111
RUS,MAR,56.18236111
RUS,MHL,45.836944443
RUS,MLT,96.31652778
RUS,MOZ,5094.362778
RUS,MRT,1560.884444633
RUS,NAM,1.425694444
RUS,NOR,73786.810970798
RUS,NZL,104.436527783
RUS,PAN,0.275138889
RUS,PNG,10.945
RUS,POL,29.722361111
RUS,PRK,40.663333324
RUS,PRT,3.865972223
RUS,SEN,107.9715278
RUS,SGP,0.740694444
RUS,SJM,82249.157220545
RUS,SLB,1.102777778
RUS,SWE,18.459861111
RUS,TUR,16.278888893
RUS,TWN,0.144722222
RUS,UKR,10649.87333352
RUS,USA,560.63527778
RUS,VEN,2.29375
RUS,ZAF,19.00861111
RWA,CHN,0.176805556
SAU,CHN,87.52819444
SDN,CHN,0.238194444
SEN,AGO,123.55555558900001
SEN,CHN,39.44319444
SEN,CIV,55.75097222
SEN,CPV,260.24680556
SEN,ESH,0.197083333
SEN,ESP,37.23305556
SEN,GAB,160.4222222
SEN,GHA,6.526805556
SEN,GIN,126.234722189
SEN,GMB,5120.368749424
SEN,GNB,18174.98236156
SEN,LBR,73.1575
SEN,MRT,1011.802361088
SEN,NAM,5.377777778
SEN,SLE,1031.5913889
SEN,STP,1327.317361
SGP,CHN,1080.11180559
SGP,MYS,7.0591666669999995
SGP,TWN,157.4197222
SHN,ASC,47.31833333
SHN,CHN,147.367361117
SHN,SGS,2098.588472
SLB,CHN,145.21263889999997
SLB,FSM,142.03180553800001
SLB,KIR,1087.97749999
SLB,MHL,24.747222219
SLB,NRU,115.919444444
SLB,PNG,184.20986111000002
SLB,TKL,0.624027778
SLB,TUV,952.748888833
SLB,TWN,15.51083333
SLE,CHN,57.51013889
SLE,MYS,27.81430556
SLV,AGO,372.60458337
SLV,CHN,206.1736111
SLV,CIV,255.98805552
SLV,CPV,118.53652777799999
SLV,ECU,0.91
SLV,ESP,5.380416667
SLV,GAB,792.52263896
SLV,GHA,0.113333333
SLV,GIN,5.244444444
SLV,GNQ,3.044583333
SLV,KIR,40.202638893
SLV,LBR,164.46680556
SLV,PAN,0.849583333
SLV,SLE,146.72652778
SLV,STP,69.30694444
SMR,CHN,55.46513889
SOM,CHN,1640.779444452
SOM,TWN,109.10291667000001
SPM,CAN,883.15583338
SPM,FRA,1.719583333
SPM,GBR,3.245833333
SRB,THA,317.2147222
SSD,CHN,16.73763889
STP,AGO,2032.734861
STP,CHN,56.860555557
SVK,CHN,133.6290278
SVK,MHL,26.64083333
SVK,PLW,132.32750000000001
SVK,UMI,1.082361111
SVN,HRV,198.393333341
SVN,ITA,1643.85652781
SVN,THA,1009.210556
SWE,CHN,377.26319442
SWE,DEU,192.50902780299998
SWE,DNK,14387.983471889
SWE,EST,899.54249996
SWE,FIN,313.724027773
SWE,GBR,1926.2513889099998
SWE,LVA,340.272638879
SWE,NLD,104.76194444
SWE,NOR,15285.567360985
SWE,POL,5006.106388998
SWE,RUS,0.01125
SWE,TWN,4.839027778
SWZ,CHN,5.776388889
SYC,ARE,6.209444444
SYC,ATF,3.582361111
SYC,CHN,10.68736111
SYC,CIV,1.187916667
SYC,ESP,18.28277778
SYC,IND,2.880833333
SYC,IOT,9.113194444
SYC,KEN,5591.623888974
SYC,LKA,133.104305559
SYC,MDG,36.75513889
SYC,MOZ,380.7977778
SYC,MUS,1916.740833215
SYC,MYS,2.984861111
SYC,SGP,13.334722226
SYC,SOM,23.41222222
SYC,TWN,6.900416667
SYC,ZAF,21.111944447
SYR,CHN,2.676666667
TCA,CAN,21.25652778
TCA,CHN,142.1881944
TCA,USA,17.63013889
TGO,CHN,107.02958333699999
TGO,TWN,84.35861111
THA,CHN,695.357916644
THA,KOR,29.1925
TTO,CHN,158.2923611
TUN,CHN,65.80930556
TUN,ITA,302.609999976
TUN,LBY,185.44763889
TUN,MLT,672.562083291
TUR,ALB,612.2819444
TUR,CYP,500.039444406
TUR,ESH,225.961388888
TUR,GEO,1448.591111161
TUR,GRC,20036.987360702
TUR,ITA,31.841666667
TUR,LBY,5.599027778
TUR,MAR,3.501388889
TUR,MLT,118.6509722
TUR,MNE,363.42625
TUR,MRT,2066.904861582
TUR,SAU,3.9275
TUR,SEN,5.806944444
TUR,SYR,174.860833338
TUR,TUN,12.68611111
TUV,FJI,2.874027778
TUV,MHL,1.62125
TUV,NRU,4.439861111
TUV,TKL,0.106805556
TWN,ARG,82.642777779
TWN,ASC,1.923611111
TWN,ASM,121.541527774
TWN,ATF,12.101944441999999
TWN,AUS,3.142638889
TWN,BRA,6.94875
TWN,BRB,4.426944444
TWN,CHL,3.811666667
TWN,CHN,3095.720278274
TWN,COK,36.138472224000004
TWN,COM,14.491527778
TWN,CRI,23.560138889999998
TWN,ECU,396.9452778
TWN,FJI,139.695000003
TWN,FLK,51607.14666638
TWN,FSM,16324.298472557999
TWN,GHA,2.406944444
TWN,GIN,3.014166667
TWN,GNB,58.24791667
TWN,GNQ,33.49805556
TWN,GUM,9.615972222
TWN,GUY,5.413472222999999
TWN,IDN,71.214305552
TWN,IND,46.059999997
TWN,IOT,22.238055552
TWN,JPN,2998.688888877
TWN,KEN,397.246111067
TWN,KIR,13114.741666332
TWN,KOR,4.572916666999999
TWN,LBR,40.20319444
TWN,LKA,320.08875003000003
TWN,MDG,66559.399864734
TWN,MDV,21.074305556
TWN,MHL,4877.22444419
TWN,MNP,219.285833336
TWN,MOZ,5261.4679169
TWN,MUS,112400.856111863
TWN,MYS,5.273888889
TWN,MYT,4.880000001
TWN,NAM,5.030277777
TWN,NCL,5.899722222
TWN,NFK,8.042361111
TWN,NRU,8056.5890279430005
TWN,NZL,1206.707083442
TWN,OMN,22.23472222
TWN,PAN,9.793194445000001
TWN,PER,2.982777778
TWN,PHL,800.519027783
TWN,PLW,57959.664722584
TWN,PNG,29419.860833913
TWN,PYF,163.28541667
TWN,REU,265.63708333
TWN,RUS,30.449583329
TWN,SEN,16.522361111
TWN,SGP,44.84458333
TWN,SLB,185139.936248824
TWN,SLE,8.621666667
TWN,SOM,0.849444444
TWN,STP,2164.21875
TWN,SYC,79176.666945939
TWN,THA,7.783611112
TWN,TKL,4.2104166670000005
TWN,TON,13015.733888667
TWN,TTO,39.87236111
TWN,TUV,1109.8313889
TWN,UMI,59.990694440999995
TWN,URY,233.56402776299998
TWN,USA,32.549444449999996
TWN,VEN,2.748194444
TWN,VUT,4.986527778
TWN,WLF,1.340277778
TWN,WSM,1649.7118056319998
TWN,ZAF,383.181944442
TZA,CHN,916.6875
TZA,MDG,1052.043472
TZA,MUS,46.80555556
TZA,TWN,130.8144444
UKR,ARG,42.837638893
UKR,CAN,2.827777778
UKR,CHL,52.778888889
UKR,ESP,18.700555559
UKR,FLK,87.50916667
UKR,GMB,351.1811111
UKR,MLT,4.858194444
UKR,NAM,4.178194444
UKR,RUS,507.389583378
UKR,SEN,54.027361109000005
UKR,TAA,4.121944444
UKR,TUR,10.349861111
UKR,ZAF,1.624722222
UNK,ESH,13.28194444
UNK,MRT,14.29013889
UNK,RUS,862.6786111
UNK,UKR,70.41375
URY,ARG,36588.233888733
URY,BRA,434.399444458
URY,CHN,677.3955556
URY,FLK,12.600833329
URY,KOR,59.50513889
URY,PRK,304.1826389
URY,SGS,1351.743056
USA,ASM,36382.609445203
USA,BHS,116.569861109
USA,BMU,30.10791667
USA,BRA,57.90777778
USA,CAN,2187.2331944029997
USA,CHL,6.822638889
USA,CHN,309.06583334
USA,COK,1336.700694449
USA,CRI,203.19027773
USA,DOM,24.289999998000003
USA,ECU,27.899722225999998
USA,FJI,12.479583333
USA,FSM,5528.56263856
USA,GRD,717.4330556
USA,GTM,3.771666667
USA,HND,22.958055554999998
USA,HRV,744.4556944
USA,IND,5.778194444
USA,ISR,0.804861111
USA,KIR,4357.699861025
USA,MAF,0.649722222
USA,MEX,2510.984027684
USA,MHL,613.540000004
USA,NRU,4516.77319465
USA,NZL,47.162777769
USA,PAN,8.285694443999999
USA,PER,301.42875
USA,PNG,4310.3704167
USA,PYF,42.800694451
USA,RUS,30.294583328
USA,SLB,348.386249993
USA,SUR,2210.355833
USA,TKL,1123.603888972
USA,TUV,1249.823333245
USA,TWN,1.169861111
USA,UMI,152.502083341
USA,URY,1.265138889
USA,VCT,68.68486111
USA,VEN,72.15458333
USA,VGB,77.62013888999999
USA,VIR,39.91152778
USA,WSM,1.000972222
VAT,CHN,422.0290278
VCT,BRA,2.118888889
VCT,FSM,20.53375
VCT,GMB,1.798472222
VCT,IRN,2.605555556
VCT,NAM,846.8220833
VCT,NOR,1565.847639
VCT,RUS,16.86125
VCT,SEN,5.4725
VCT,SJM,4356.850139
VCT,TTO,1.003055556
VEN,BES,16.071111111
VEN,BRA,7.265972222
VEN,BRB,47.785416669
VEN,CHN,480.8730556
VEN,COL,13.847777778
VEN,CPT,5.010833333
VEN,CRI,1442.1556944889999
VEN,CUW,1.360277777
VEN,ECU,314.85013889299995
VEN,GUF,58.45180556
VEN,GUY,608.41569434
VEN,MEX,0.320138889
VEN,PAN,16.631250000999998
VEN,PER,2.685
VEN,SUR,5.440555556
VEN,TTO,118.273333331
VGB,CHN,10.57583333
VGB,VNM,0.138194444
VUT,ARG,0.77375
VUT,ASM,123.75805557000001
VUT,AUS,2.191944444
VUT,CHN,84.41458332900001
VUT,COK,4.427083333
VUT,FJI,171.440694438
VUT,FLK,3091.9761111
VUT,JPN,3.964861111
VUT,KIR,98.79611111
VUT,KOR,31.558333332
VUT,MHL,5.386944444999999
VUT,MNP,1.548055556
VUT,NFK,4.004583333
VUT,NIU,6017.73847233
VUT,NRU,6.475277778
VUT,NZL,1.541666667
VUT,PNG,7168.584027889
VUT,PYF,39.804444448
VUT,SLB,7551.170416444
VUT,TKL,9133.78569508
VUT,TON,1.427777778
VUT,TUV,11.309999995
VUT,TWN,63.004583333
VUT,USA,15.317638892
VUT,WLF,0.657222223
VUT,WSM,18003.4430561
VUT,ZAF,24.720694443
WLF,CHN,669.88875
WLF,USA,9.682083333
WSM,CHN,478.656527789
WSM,JPN,24.84111111
WSM,KOR,2.384583333
WSM,LKA,22.20763889
YEM,CHN,1251.935
YEM,GRD,230.8658333
YEM,VCT,40.41902778
ZAF,AGO,20.07013889
ZAF,ATF,54.47083332
ZAF,BVT,217.9343056
ZAF,CHN,961.2595834
ZAF,GNQ,35.01402778
ZAF,LBY,0.756388889
ZAF,MOZ,4003.9726388999998
ZAF,NAM,6964.004027559
ZMB,CHN,132.9943056
