year,ssvid,flag,eez_iso3,vessel_class,length_m,length_class,tonnage_gt,engine_power_kw,fishing_hours_year_tot,fishing_hours_year_eez_fao,kwhr,kwhr_in_eez
2018,401008888,AFG,ARG,set_longlines,33.775641137,"[30,35)",68.3772357768,811.0335496747,5.189583333333335,5.1895833333333306,4208.926192165996,4208.926192165993
2018,401009993,AFG,ARG,drifting_longlines,36.7258568867,"[35,40)",52.9356671394,924.4653094851,16.567499999999995,16.56750000000001,15316.079014894389,15316.079014894403
2018,401009994,AFG,ARG,trawlers,20.710708422525,"[20,25)",73.67090863819999,480.392366045775,645.1370833333333,645.1370833333344,309918.9298863703,309918.92988637084
2018,401216346,AFG,CHN,drifting_longlines,24.7951379366,"[20,25)",111.7898137546,257.0079645129,2.062222222222222,2.062222222222222,530.0075357066027,530.0075357066027
2018,401286531,AFG,CHN,other_purse_seines,28.424731976100002,"[25,30)",130.7208148267,404.57366462253333,19.723333333333333,19.723333333333336,7979.541245238432,7979.5412452384335
2018,603100137,AGO,COD,trawlers,35.019119547242866,"[35,40)",313,568.9108722256714,5962.777500000004,37.3815277777778,3392288.94841261,21266.75757318373
2018,603100137,AGO,High Seas,trawlers,35.019119547242866,"[35,40)",313,568.9108722256714,5962.777500000004,1.511111111111111,3392288.94841261,859.6875402521256
2018,603100139,AGO,COD,trawlers,32.22270799527143,"[30,35)",313,507.1920139959714,5594.1719444444425,10.080138888888888,2837319.3351425366,5112.565944414669
2018,603100141,AGO,COD,trawlers,29.003362910950003,"[25,30)",197.27934084769998,430.7691235177,2533.783888888889,16.82777777777779,1091475.8649999362,7248.887084083968
2018,603100157,AGO,COD,trawlers,32.1003072326,"[30,35)",337,474.87953332237146,4603.64861111111,12.145138888888889,2186178.504024627,5767.47788769094
2018,603100159,AGO,COD,trawlers,33.67430095947143,"[30,35)",337,508.7097933686714,5778.7165277777785,68.16749999999996,2939689.69078196,34677.47483945889
2018,603100160,AGO,COD,trawlers,33.31126237472857,"[30,35)",337,476.3671212958286,5576.481527777776,591.0500000000002,2656452.4523468637,281556.7870418996
2018,603100161,AGO,COD,trawlers,32.09140580542857,"[30,35)",337,447.6561963823286,5636.843749999999,35.54722222222222,2523368.032726501,15912.934291957383
2018,603100164,AGO,NAM,trawlers,31.55687088185714,"[30,35)",337,572.7878191501285,4628.7750000000015,2.4126388888888894,2651305.9375866367,1381.930167563456
2018,603100165,AGO,COD,trawlers,37.756617981666665,"[35,40)",337,511.5709332516333,7684.7961111111135,596.3818055555556,3931318.3184096343,305091.5968423497
2018,603100175,AGO,COD,trawlers,31.197418737671423,"[30,35)",287.6342431913429,411.5416993129286,5678.14763888889,15.946944444444437,2336794.5282580266,6562.832615515529
2018,603100178,AGO,COD,trawlers,38.59051720783334,"[35,40)",404.6363888429,653.2440071016666,2659.334999999999,60.68069444444443,1737194.65162571,39639.29999260072
2018,603100178,AGO,COD,trawlers,38.59051720783334,"[35,40)",404.6363888429,653.2440071016666,2659.334999999999,0.8316666666666668,1737194.65162571,543.2812659062195
2018,603100179,AGO,NAM,trawlers,60.726748566000005,"[60,65)",960,1702.4535396689,1297.6837500000001,81.93263888888886,2209246.293558312,139486.5110908026
2018,603100179,AGO,ESH,trawlers,60.726748566000005,"[60,65)",960,1702.4535396689,1297.6837500000001,6.681944444444445,2209246.293558312,11375.699971315387
2018,603100182,AGO,MOZ,other_purse_seines,29.143340679957145,"[25,30)",209.59460367418572,486.68811346735714,357.1677777777777,7.589166666666666,173829.31195799488,3693.557207789351
2018,603100286,AGO,NAM,other_purse_seines,28.73702689383333,"[25,30)",236.43496179268334,479.18456268890003,294.5005555555556,14.642222222222221,141120.11992552702,7016.326852349249
2018,603100348,AGO,LBR,other_purse_seines,31.5191225021,"[30,35)",217.457473515,434.7847304507,73.51708333333333,1.1980555555555557,31964.10526060498,520.896261787186
2018,603343244,AGO,CHN,fishing,25.64517100273333,"[25,30)",80.9402138737,367.59529404056667,619.3949999999999,606.7361111111111,227686.68715225675,223033.3391689188
2018,603343244,AGO,TWN,fishing,25.64517100273333,"[25,30)",80.9402138737,367.59529404056667,619.3949999999999,12.658888888888887,227686.68715225675,4653.347983337972
2018,603513877,AGO,CHN,tuna_purse_seines,31.9712199196,"[30,35)",183.7645781473,232.3911527308,18.59125,18.591250000000002,4320.442018206485,4320.442018206486
2018,603856999,AGO,CHN,set_gillnets,19.64594371355,"[15,20)",76.3709328473,228.81616663735,128.15791666666667,128.15791666666667,29324.603215895615,29324.603215895615
2018,301000002,AIA,TWN,set_longlines,20.4725688273,"[20,25)",57.3778475983,267.0015661814,11.52888888888889,11.528888888888888,3078.2313896646738,3078.2313896646733
2018,301000030,AIA,CHN,trawlers,31.147706635,"[30,35)",267.2053106120333,367.1162790491667,202.05194444444447,202.05194444444444,74176.5580190934,74176.55801909338
2018,301240000,AIA,PER,tuna_purse_seines,48.4120802224,"[45,50)",858.7073403216333,1657.8916840704333,418.1150000000001,417.717916666666,693189.3814851095,692531.0603288917
2018,201000463,ALB,MNE,trawlers,20.15785991565,"[20,25)",71.2027348088,273.02243883985,1938.2734722222226,76.29999999999998,529192.1505246955,20831.61208348055
2018,201100100,ALB,MNE,trawlers,19.735961666483334,"[15,20)",86.1807852387,275.55150581136667,1097.7097222222224,143.21,302475.5669021104,39461.731147245824
2018,201100188,ALB,MNE,other_purse_seines,30.8413442129,"[30,35)",451.8211859295,578.640585163,596.287638888889,188.78374999999997,345036.22829213034,109237.93956926548
2018,201100198,ALB,MNE,trawlers,19.20332881305,"[15,20)",52.48104415,319.47393626605003,946.4086111111111,447.4490277777777,302352.884307752,142948.3021825838
2018,201100198,ALB,HRV,trawlers,19.20332881305,"[15,20)",52.48104415,319.47393626605003,946.4086111111111,44.03263888888888,302352.884307752,14067.280470014883
2018,201102468,ALB,MNE,trawlers,20.30747448405,"[20,25)",74.45281967860001,334.6179000375,1319.0943055555556,239.23319444444448,441392.5664764244,80051.70914426293
2018,201110027,ALB,MNE,trawlers,18.8773676209,"[15,20)",57.7335847208,199.7447821682,1218.4822222222224,297.3444444444445,243385.46605360208,59393.001284480015
2018,201110039,ALB,MNE,trawlers,23.3349207017,"[20,25)",76.8398543251,225.0046359045,1005.2790277777779,409.2579166666668,226192.44162756865,92084.92853061756
2018,201110066,ALB,CHN,set_gillnets,18.397823384749998,"[15,20)",24.467485581699997,164.0121532507,435.1794444444445,435.17944444444447,71374.71773377672,71374.71773377672
2018,201200131,ALB,CHN,drifting_longlines,17.8511923259,"[15,20)",43.7943901177,121.1938024959,87.86083333333335,87.86083333333333,10648.18848212519,10648.188482125188
2018,201201201,ALB,CHN,drifting_longlines,33.243985163,"[30,35)",479.9407817862,556.86313869555,41.2275,41.22749999999999,22958.075050570787,22958.075050570784
2018,201202222,ALB,CHN,tuna_purse_seines,32.576011461,"[30,35)",432.4398132514,377.1868068415,36.63986111111111,36.63986111111111,13820.072215616054,13820.072215616054
2018,201222217,ALB,CHN,set_gillnets,16.676177683466666,"[15,20)",13.803566601766665,147.68059711226667,286.2298611111111,286.2298611111111,42270.596800250045,42270.596800250045
2018,201300000,ALB,CHN,fixed_gear,24.609144115,"[20,25)",229.0831165967,289.8002339916,0.44333333333333336,0.44333333333333336,128.478103736276,128.478103736276
2018,201302232,ALB,CHN,trawlers,29.6265924571,"[25,30)",45.2435176018,363.1404578825,15.746944444444443,15.746944444444445,5718.352615805845,5718.352615805846
2018,201303030,ALB,THA,other_purse_seines,17.5213602944,"[15,20)",46.6524755437,120.6236653507,506.1279166666667,506.1279166666665,61051.00444464698,61051.004444646955
2018,201442188,ALB,CHN,dredge_fishing,16.794736406749998,"[15,20)",30.061579324200004,209.514944375,75.23458333333333,75.23458333333332,15762.769542159635,15762.769542159633
2018,201508061,ALB,CHN,fixed_gear,10.545632473600001,"[10,15)",15.65085039625,82.80585507079999,3.0475000000000003,3.0475,252.350843328263,252.35084332826295
2018,201509240,ALB,CHN,fishing,22.60955982666,"[20,25)",42.24595515666,147.4493516505,191.80277777777775,191.80277777777778,28281.19522809826,28281.195228098262
2018,201510088,ALB,CHN,set_gillnets,12.8678397232,"[10,15)",23.863246468000003,135.9710175282,330.28083333333336,330.2808333333333,44908.62097839518,44908.62097839517
2018,201518805,ALB,CHN,set_longlines,20.8723128814,"[20,25)",39.1227048737,252.8058645809,3.761388888888889,3.761388888888889,950.9011700805463,950.9011700805463
2018,201522588,ALB,CHN,fishing,31.52436956935,"[30,35)",421.458254134475,349.783470402725,146.6440277777778,146.64402777777778,51293.65694994473,51293.65694994472
2018,201601201,ALB,TWN,fixed_gear,33.39344592785,"[30,35)",152.62926626095,454.7183915211,6.953194444444444,3.932638888888889,3161.745393711226,1788.2432299888815
2018,201601201,ALB,CHN,fixed_gear,33.39344592785,"[30,35)",152.62926626095,454.7183915211,6.953194444444444,3.020555555555555,3161.745393711226,1373.5021637223447
2018,201601251,ALB,High Seas,drifting_longlines,20.74275726335,"[20,25)",83.64419906145,366.62295206595,1544.4919444444442,1470.8802777777773,566246.1961143014,539258.4695744733
2018,201601251,ALB,High Seas,drifting_longlines,20.74275726335,"[20,25)",83.64419906145,366.62295206595,1544.4919444444442,46.592083333333335,566246.1961143014,17081.727134569417
2018,201601251,ALB,PHL,drifting_longlines,20.74275726335,"[20,25)",83.64419906145,366.62295206595,1544.4919444444442,18.292083333333334,566246.1961143014,6706.29759110303
2018,201601251,ALB,PHL,drifting_longlines,20.74275726335,"[20,25)",83.64419906145,366.62295206595,1544.4919444444442,8.727500000000001,566246.1961143014,3199.701814155579
2018,201601252,ALB,TWN,drifting_longlines,20.7730597915,"[20,25)",46.6032440248,307.80177357553333,1631.254027777778,1631.2540277777782,502102.8829022324,502102.88290223246
2018,201601255,ALB,TWN,set_gillnets,17.7682097006,"[15,20)",21.3017200446,262.459798906,946.2881944444445,918.8840277777779,248362.60922101073,241170.1171484909
2018,201601272,ALB,TWN,set_longlines,16.077743510250002,"[15,20)",37.709217922,194.71288177579999,61.217638888888885,61.2176388888889,11919.862883565836,11919.86288356584
