year,ssvid,flag,eez_iso3,vessel_class,length_m,length_class,tonnage_gt,engine_power_kw,fishing_hours_year_tot,fishing_hours_year_eez_fao,kwhr,kwhr_in_eez
2018,701006043,ARG,NZL,trawlers,48.89671647,"[45,50)",1195,748.0300725,2162.890833,11.59666667,1617907.3866185753,8674.655409918432
2018,503032780,AUS,NZL,trawlers,14.6524772,"[10,15)",43.25656317,64.63219207,26.95847222,3.651527778,1742.3851544367994,236.00624469663634
2018,503264600,AUS,NZL,trawlers,20.9003286,"[20,25)",42.41093561,409.4818492,12.42152778,12.42152778,5086.390165243571,5086.390165243571
2018,412328783,CHN,NZL,drifting_longlines,40.93,"[40,45)",206,540,1380.9475,1167.329722,745711.65,630358.04988
2018,412333751,CHN,NZL,squid_jigger,60.08805247,"[60,65)",1787.702773,1890.115614,484.8541667,45.78513889,916430.4309926289,86539.20590514762
2018,412421109,CHN,NZL,drifting_longlines,31.20111722,"[30,35)",217.0357905,526.9833647,2455.659861,386.02,1294091.8961085144,203426.118441494
2018,412421111,CHN,NZL,squid_jigger,44.98,"[40,45)",542,735,4536.455694,14.17847222,3334294.9350900003,10421.1770817
2018,412421151,CHN,NZL,fishing,67.65837833,"[65,70)",1005.879502,1306.635144,2406.705278,1.990694444,3144685.6974850902,2601.11132149594
2018,224022910,ESP,NZL,drifting_longlines,25.95208333,"[25,30)",201.3524342,338.24,2795.57125,20.76694444,945574.0196,7024.2112873856
2018,224256000,ESP,NZL,drifting_longlines,44.32625,"[40,45)",589,900.5,3367.405833,23.31125,3032348.9526164997,20991.780625
2018,224318000,ESP,NZL,drifting_longlines,47.75,"[45,50)",664.4,999.63,3060.187639,5.748055556,3059055.3695735703,5745.928775444279
2018,227401720,FRA,NZL,drifting_longlines,44.03601031,"[40,45)",113.9849408,725.9191053,444.2790278,10.66527778,322510.6343641298,7742.12890383357
2018,635221000,FRA,NZL,set_longlines,57.30795857,"[55,60)",1295,1259.198956,2053.385417,28.34888889,2585620.7733520246,35696.891294048
2018,665111129,GBR,NZL,set_longlines,46.58,"[45,50)",2004,1119,1066.033889,2.330694444,1192891.921791,2608.0470828360003
2018,431053000,JPN,NZL,drifting_longlines,51.168,"[50,55)",395.7508878,676.6245421,1216.745833,2.251944444,823280.092105708,1523.720878256139
2018,431298000,JPN,NZL,drifting_longlines,51.384,"[50,55)",447.0793949,722.5564674,4314.098056,2.605694444,3117179.451360567,1882.7613725804472
2018,431500460,JPN,NZL,drifting_longlines,49.5,"[45,50)",381.5756744,624.1786174,2363.775417,13.20111111,1475418.0716271685,8239.85128078358
2018,431702470,JPN,NZL,drifting_longlines,49.234,"[45,50)",462.025782,698,3120.021528,9.148194444,2177775.026544,6385.439721912
2018,431702640,JPN,NZL,drifting_longlines,48.4,"[45,50)",437.6789356,735,3573.613889,5.487222222,2626606.2084150002,4033.1083331699997
2018,431702850,JPN,NZL,drifting_longlines,45.054,"[45,50)",367.9949726,724.7145394,3266.739444,0.992361111,2367453.571498272,719.1785254768373
2018,432298000,JPN,NZL,drifting_longlines,49.99,"[45,50)",477.0135371,735,3089.856667,1.606944444,2271044.650245,1181.1041663400001
2018,529223000,KIR,NZL,tuna_purse_seines,61.2,"[60,65)",1460,2685.6,1231.522639,0.545277778,3307377.1992984,1464.3980005967999
