year,ssvid,flag,eez_iso3,vessel_class,length_m,length_class,tonnage_gt,engine_power_kw,fishing_hours_year_tot,fishing_hours_year_eez_fao,kwhr,kwhr_in_eez
2018,401008888,AFG,ARG,set_longlines,33.77564114,"[30,35)",68.37723578,811.0335497,5.189583333,5.189583333,4208.926192026947,4208.926192026947
2018,401009993,AFG,ARG,drifting_longlines,36.72585689,"[35,40)",52.93566714,924.4653095,16.5675,16.5675,15316.07901514125,15316.07901514125
2018,401009994,AFG,ARG,trawlers,20.71070842,"[20,25)",73.67090864,480.392366,645.1370833,645.1370833,309918.9298408261,309918.9298408261
2018,401216346,AFG,CHN,drifting_longlines,24.79513794,"[20,25)",111.7898138,257.0079645,2.062222222,2.062222222,530.0075356228871,530.0075356228871
2018,401286531,AFG,CHN,other_purse_seines,28.42473198,"[25,30)",130.7208148,404.5736646,19.72333333,19.72333333,7979.54124344542,7979.54124344542
2018,603100137,AGO,COD,trawlers,35.01911955,"[35,40)",313,568.9108722,5962.7775,37.38152778,3392288.9482595352,21266.75757348833
2018,603100139,AGO,COD,trawlers,32.222708,"[30,35)",313,507.192014,5594.171944,10.08013889,2837319.334939655,5112.565945018824
2018,603100141,AGO,COD,trawlers,29.00336291,"[25,30)",197.2793408,430.7691235,2533.783889,16.82777778,1091475.8650029511,7248.887084743376
2018,603100157,AGO,COD,trawlers,32.10030723,"[30,35)",337,474.8795333,4603.648611,12.14513889,2186178.503868873,5767.47788794688
2018,603100159,AGO,COD,trawlers,33.67430096,"[30,35)",337,508.7097934,5778.716528,68.1675,2939689.6910760454,34677.47484159451
2018,603100160,AGO,COD,trawlers,33.31126237,"[30,35)",337,476.3671213,5576.481528,591.05,2656452.4524759855,281556.78704436496
2018,603100161,AGO,COD,trawlers,32.09140581,"[30,35)",337,447.6561964,5636.84375,35.54722222,2523368.0328261126,15912.934291590765
2018,603100164,AGO,NAM,trawlers,31.55687088,"[30,35)",337,572.7878192,4628.775,2.412638889,2651305.9378174795,1381.930167747421
2018,603100165,AGO,COD,trawlers,37.75661798,"[35,40)",337,511.5709333,7684.796111,596.3818056,3931318.31872448,305091.59689393116
2018,603100175,AGO,COD,trawlers,31.19741874,"[30,35)",287.6342432,411.5416993,5678.147639,15.94694444,2336794.528230343,6562.8326134802865
2018,603100178,AGO,COD,trawlers,38.59051721,"[35,40)",404.6363888,653.2440071,2659.335,60.68069444,1737194.6516212784,39639.29998959629
2018,603100178,AGO,COD,trawlers,38.59051721,"[35,40)",404.6363888,653.2440071,2659.335,0.831666667,1737194.6516212784,543.2812661225813
2018,603100179,AGO,NAM,trawlers,60.72674857,"[60,65)",960,1702.45354,1297.68375,81.93263889,2209246.293987975,139486.5111198222
2018,603100179,AGO,ESH,trawlers,60.72674857,"[60,65)",960,1702.45354,1297.68375,6.681944444,2209246.293987975,11375.699972771132
2018,603100182,AGO,MOZ,other_purse_seines,29.14334068,"[25,30)",209.5946037,486.6881135,357.1677778,7.589166667,173829.31198046918,3693.5572081993123
2018,603100286,AGO,NAM,other_purse_seines,28.73702689,"[25,30)",236.4349618,479.1845627,294.5005556,14.64222222,141120.11995009304,7016.326851446924
2018,603100348,AGO,LBR,other_purse_seines,31.5191225,"[30,35)",217.4574735,434.7847305,73.51708333,1.198055556,31964.105262780096,520.8962620394876
2018,603343244,AGO,CHN,fishing,25.645171,"[25,30)",80.94021387,367.595294,619.395,606.7361111,227686.68712713002,223033.3391402212
2018,603343244,AGO,TWN,fishing,25.645171,"[25,30)",80.94021387,367.595294,619.395,12.65888889,227686.68712713002,4653.347983232884
