,RegionName,Country,Category,Type,Constant 2018 USD,SSF_USD,Reported vs modeled estimates
678,Asia,Jordan,Ambiguous,Rural fisher communities,0,0,NA
679,Asia,Korea D P Rp,Beneficial,Fisheries mangt.,10400164.62,2493441.757,Modeled
680,Asia,Korea D P Rp,Beneficial,Fishery R&D,0,0,NA
681,Asia,Korea D P Rp,Beneficial,MPAs,0,0,NA
682,Asia,Korea D P Rp,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
683,Asia,Korea D P Rp,Capacity-enhancing,Fisheries dev. projects,0,0,NA
684,Asia,Korea D P Rp,Capacity-enhancing,Fishing port develop.,0,0,NA
685,Asia,Korea D P Rp,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
686,Asia,Korea D P Rp,Capacity-enhancing,Tax exemption,0,0,NA
687,Asia,Korea D P Rp,Capacity-enhancing,Fishing access,975586.68,0,Reported
688,Asia,Korea D P Rp,Capacity-enhancing,Fuel subsidies,0,0,NA
689,Asia,Korea D P Rp,Ambiguous,Fisher assistance,0,0,NA
690,Asia,Korea D P Rp,Ambiguous,Vessel buyback,0,0,NA
691,Asia,Korea D P Rp,Ambiguous,Rural fisher communities,0,0,NA
692,Asia,Korea Rep,Beneficial,Fisheries mangt.,1177574425,123421601.8,Reported
693,Asia,Korea Rep,Beneficial,Fishery R&D,457516062.9,50326766.92,Reported
694,Asia,Korea Rep,Beneficial,MPAs,0,0,NA
695,Asia,Korea Rep,Capacity-enhancing,Boat constsruct. & renov.,45751448.21,0,Modeled
696,Asia,Korea Rep,Capacity-enhancing,Fisheries dev. projects,131658318.6,18059503.67,Reported
697,Asia,Korea Rep,Capacity-enhancing,Fishing port develop.,231798842.7,41491992.84,Reported
698,Asia,Korea Rep,Capacity-enhancing,Markt. & storage infrast.,477334712.3,79727365.87,Reported
699,Asia,Korea Rep,Capacity-enhancing,Tax exemption,9013873.76,9013873.76,Reported
700,Asia,Korea Rep,Capacity-enhancing,Fishing access,0,0,NA
701,Asia,Korea Rep,Capacity-enhancing,Fuel subsidies,604031262.9,146175565.6,Reported
702,Asia,Korea Rep,Ambiguous,Fisher assistance,4800088.96,873616.1907,Reported
703,Asia,Korea Rep,Ambiguous,Vessel buyback,33338852.96,0,Modeled
704,Asia,Korea Rep,Ambiguous,Rural fisher communities,12132870.4,12132870.4,Reported
705,Asia,Kuwait,Beneficial,Fisheries mangt.,6410762.503,768695.1381,Modeled
706,Asia,Kuwait,Beneficial,Fishery R&D,1502060.652,144111.0516,Modeled
707,Asia,Kuwait,Beneficial,MPAs,237044.8721,58849.64436,Modeled
708,Asia,Kuwait,Capacity-enhancing,Boat constsruct. & renov.,785523.3078,0,Modeled
709,Asia,Kuwait,Capacity-enhancing,Fisheries dev. projects,0,0,NA
710,Asia,Kuwait,Capacity-enhancing,Fishing port develop.,0,0,NA
711,Asia,Kuwait,Capacity-enhancing,Markt. & storage infrast.,1764715.001,685079.8034,Modeled
712,Asia,Kuwait,Capacity-enhancing,Tax exemption,0,0,NA
713,Asia,Kuwait,Capacity-enhancing,Fishing access,0,0,NA
714,Asia,Kuwait,Capacity-enhancing,Fuel subsidies,0,0,NA
715,Asia,Kuwait,Ambiguous,Fisher assistance,0,0,NA
716,Asia,Kuwait,Ambiguous,Vessel buyback,0,0,NA
717,Asia,Kuwait,Ambiguous,Rural fisher communities,0,0,NA
718,Asia,Lebanon,Beneficial,Fisheries mangt.,914696.4243,229257.8035,Modeled
719,Asia,Lebanon,Beneficial,Fishery R&D,0,0,NA
720,Asia,Lebanon,Beneficial,MPAs,705793.2829,416688.5414,Modeled
721,Asia,Lebanon,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
722,Asia,Lebanon,Capacity-enhancing,Fisheries dev. projects,361250.8703,34.45521248,Modeled
723,Asia,Lebanon,Capacity-enhancing,Fishing port develop.,0,0,NA
724,Asia,Lebanon,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
725,Asia,Lebanon,Capacity-enhancing,Tax exemption,0,0,NA
726,Asia,Lebanon,Capacity-enhancing,Fishing access,4074.62,0,Reported
727,Asia,Lebanon,Capacity-enhancing,Fuel subsidies,0,0,NA
728,Asia,Lebanon,Ambiguous,Fisher assistance,0,0,NA
729,Asia,Lebanon,Ambiguous,Vessel buyback,0,0,NA
730,Asia,Lebanon,Ambiguous,Rural fisher communities,0,0,NA
731,Asia,Malaysia,Beneficial,Fisheries mangt.,45873348.99,0,Reported
732,Asia,Malaysia,Beneficial,Fishery R&D,6499537.441,1436398.008,Modeled
733,Asia,Malaysia,Beneficial,MPAs,8206086.762,1813545.174,Modeled
734,Asia,Malaysia,Capacity-enhancing,Boat constsruct. & renov.,48890373.63,28088973.56,Modeled
735,Asia,Malaysia,Capacity-enhancing,Fisheries dev. projects,60242002.23,27797977.63,Reported
736,Asia,Malaysia,Capacity-enhancing,Fishing port develop.,4141147.143,639489.3725,Reported
737,Asia,Malaysia,Capacity-enhancing,Markt. & storage infrast.,109834520.4,109834520.4,Modeled
738,Asia,Malaysia,Capacity-enhancing,Tax exemption,170232829.6,0,Modeled
739,Asia,Malaysia,Capacity-enhancing,Fishing access,3849380.43,0,Reported
740,Asia,Malaysia,Capacity-enhancing,Fuel subsidies,74825408.33,11220237.93,Reported
741,Asia,Malaysia,Ambiguous,Fisher assistance,62847934.94,41376778.62,Modeled
742,Asia,Malaysia,Ambiguous,Vessel buyback,0,0,NA
743,Asia,Malaysia,Ambiguous,Rural fisher communities,0,0,NA
744,Asia,Maldives,Beneficial,Fisheries mangt.,12135686.56,2281924.053,Modeled
745,Asia,Maldives,Beneficial,Fishery R&D,2843427.324,0,Modeled
746,Asia,Maldives,Beneficial,MPAs,5904549.878,1058989.523,Modeled
747,Asia,Maldives,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
748,Asia,Maldives,Capacity-enhancing,Fisheries dev. projects,4800934.228,1775297.816,Modeled
749,Asia,Maldives,Capacity-enhancing,Fishing port develop.,2796989.248,0,Modeled
750,Asia,Maldives,Capacity-enhancing,Markt. & storage infrast.,3646461.464,0,Modeled
751,Asia,Maldives,Capacity-enhancing,Tax exemption,0,0,NA
752,Asia,Maldives,Capacity-enhancing,Fishing access,0,0,NA
753,Asia,Maldives,Capacity-enhancing,Fuel subsidies,17437887.06,2615683.059,Reported
754,Asia,Maldives,Ambiguous,Fisher assistance,0,0,NA
755,Asia,Maldives,Ambiguous,Vessel buyback,0,0,NA
756,Asia,Maldives,Ambiguous,Rural fisher communities,0,0,NA
757,Asia,Myanmar,Beneficial,Fisheries mangt.,3827487.505,17632.42255,Modeled
758,Asia,Myanmar,Beneficial,Fishery R&D,10621182.25,3373261.705,Modeled
759,Asia,Myanmar,Beneficial,MPAs,618349.5365,128701.7508,Modeled
760,Asia,Myanmar,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
761,Asia,Myanmar,Capacity-enhancing,Fisheries dev. projects,3566126.393,2581570.478,Modeled
762,Asia,Myanmar,Capacity-enhancing,Fishing port develop.,0,0,NA
763,Asia,Myanmar,Capacity-enhancing,Markt. & storage infrast.,103983563.2,0,Modeled
764,Asia,Myanmar,Capacity-enhancing,Tax exemption,0,0,NA
765,Asia,Myanmar,Capacity-enhancing,Fishing access,0,0,NA
766,Asia,Myanmar,Capacity-enhancing,Fuel subsidies,0,0,NA
767,Asia,Myanmar,Ambiguous,Fisher assistance,115497.8661,115497.8661,Modeled
768,Asia,Myanmar,Ambiguous,Vessel buyback,0,0,NA
769,Asia,Myanmar,Ambiguous,Rural fisher communities,5464371.635,5464371.635,Modeled
770,Asia,Oman,Beneficial,Fisheries mangt.,49316872.12,11493341.63,Modeled
771,Asia,Oman,Beneficial,Fishery R&D,11555089.28,2154713.181,Modeled
772,Asia,Oman,Beneficial,MPAs,1058771.541,510883.507,Modeled
773,Asia,Oman,Capacity-enhancing,Boat constsruct. & renov.,6597281.969,6597281.969,Reported
774,Asia,Oman,Capacity-enhancing,Fisheries dev. projects,19513477.68,1498.99092,Modeled
775,Asia,Oman,Capacity-enhancing,Fishing port develop.,11368409.7,9151569.809,Reported
776,Asia,Oman,Capacity-enhancing,Markt. & storage infrast.,14821103.77,5965494.267,Reported
777,Asia,Oman,Capacity-enhancing,Tax exemption,0,0,NA
778,Asia,Oman,Capacity-enhancing,Fishing access,191570.48,0,Reported
779,Asia,Oman,Capacity-enhancing,Fuel subsidies,32075590.7,16358551.26,Reported
780,Asia,Oman,Ambiguous,Fisher assistance,0,0,NA
781,Asia,Oman,Ambiguous,Vessel buyback,0,0,NA
782,Asia,Oman,Ambiguous,Rural fisher communities,6180242.723,6180242.723,Modeled
783,Asia,Pakistan,Beneficial,Fisheries mangt.,54989948.76,35649428.22,Modeled
784,Asia,Pakistan,Beneficial,Fishery R&D,4440868.199,0,Modeled
785,Asia,Pakistan,Beneficial,MPAs,1312712.304,811721.1141,Modeled
786,Asia,Pakistan,Capacity-enhancing,Boat constsruct. & renov.,4662151.391,1586053.828,Modeled
787,Asia,Pakistan,Capacity-enhancing,Fisheries dev. projects,55003924.76,37454389.86,Modeled
788,Asia,Pakistan,Capacity-enhancing,Fishing port develop.,0,0,NA
789,Asia,Pakistan,Capacity-enhancing,Markt. & storage infrast.,77756610.46,0,Modeled
790,Asia,Pakistan,Capacity-enhancing,Tax exemption,0,0,NA
791,Asia,Pakistan,Capacity-enhancing,Fishing access,467245.44,0,Reported
792,Asia,Pakistan,Capacity-enhancing,Fuel subsidies,0,0,NA
793,Asia,Pakistan,Ambiguous,Fisher assistance,8910808.828,8910808.828,Modeled
794,Asia,Pakistan,Ambiguous,Vessel buyback,0,0,NA
795,Asia,Pakistan,Ambiguous,Rural fisher communities,2284731.929,2284731.916,Modeled
796,Asia,Philippines,Beneficial,Fisheries mangt.,1250295.514,685861.9381,Reported
797,Asia,Philippines,Beneficial,Fishery R&D,11836904.69,3015510.903,Modeled
798,Asia,Philippines,Beneficial,MPAs,27904234.65,7998029.463,Modeled
799,Asia,Philippines,Capacity-enhancing,Boat constsruct. & renov.,13928267.81,7721975.935,Modeled
800,Asia,Philippines,Capacity-enhancing,Fisheries dev. projects,2984547.163,0,Reported
801,Asia,Philippines,Capacity-enhancing,Fishing port develop.,0,0,NA
802,Asia,Philippines,Capacity-enhancing,Markt. & storage infrast.,33394.59952,275.1885507,Reported
803,Asia,Philippines,Capacity-enhancing,Tax exemption,27367791.54,0,Modeled
804,Asia,Philippines,Capacity-enhancing,Fishing access,8652193.27,0,Reported
805,Asia,Philippines,Capacity-enhancing,Fuel subsidies,86620873.61,0,Modeled
806,Asia,Philippines,Ambiguous,Fisher assistance,6431.433215,6431.433215,Reported
807,Asia,Philippines,Ambiguous,Vessel buyback,0,0,NA
808,Asia,Philippines,Ambiguous,Rural fisher communities,6089834.888,6089834.888,Modeled
809,Asia,Qatar,Beneficial,Fisheries mangt.,18936885.99,4746305.738,Modeled
810,Asia,Qatar,Beneficial,Fishery R&D,0,0,NA
811,Asia,Qatar,Beneficial,MPAs,295127.1652,178762.2169,Modeled
812,Asia,Qatar,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
813,Asia,Qatar,Capacity-enhancing,Fisheries dev. projects,0,0,NA
814,Asia,Qatar,Capacity-enhancing,Fishing port develop.,0,0,NA
815,Asia,Qatar,Capacity-enhancing,Markt. & storage infrast.,5670503.101,4396959.588,Modeled
816,Asia,Qatar,Capacity-enhancing,Tax exemption,0,0,NA
817,Asia,Qatar,Capacity-enhancing,Fishing access,0,0,NA
818,Asia,Qatar,Capacity-enhancing,Fuel subsidies,0,0,NA
819,Asia,Qatar,Ambiguous,Fisher assistance,1688841.26,1179366.386,Modeled
820,Asia,Qatar,Ambiguous,Vessel buyback,0,0,NA
821,Asia,Qatar,Ambiguous,Rural fisher communities,0,0,NA
822,Asia,Saudi Arabia,Beneficial,Fisheries mangt.,30694138.66,4992836.165,Modeled
823,Asia,Saudi Arabia,Beneficial,Fishery R&D,7191727.647,955539.8772,Modeled
824,Asia,Saudi Arabia,Beneficial,MPAs,1526504.565,990701.7222,Modeled
825,Asia,Saudi Arabia,Capacity-enhancing,Boat constsruct. & renov.,4262127.931,0,Modeled
826,Asia,Saudi Arabia,Capacity-enhancing,Fisheries dev. projects,12606545.94,1376.837351,Modeled
827,Asia,Saudi Arabia,Capacity-enhancing,Fishing port develop.,0,0,NA
828,Asia,Saudi Arabia,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
829,Asia,Saudi Arabia,Capacity-enhancing,Tax exemption,0,0,NA
830,Asia,Saudi Arabia,Capacity-enhancing,Fishing access,846553.32,0,Reported
831,Asia,Saudi Arabia,Capacity-enhancing,Fuel subsidies,0,0,NA
832,Asia,Saudi Arabia,Ambiguous,Fisher assistance,0,0,NA
833,Asia,Saudi Arabia,Ambiguous,Vessel buyback,0,0,NA
834,Asia,Saudi Arabia,Ambiguous,Rural fisher communities,3846497.537,3846497.537,Modeled
835,Asia,Singapore,Beneficial,Fisheries mangt.,713110.3625,8036.478793,Modeled
836,Asia,Singapore,Beneficial,Fishery R&D,0,0,NA
837,Asia,Singapore,Beneficial,MPAs,37964.82016,17660.71714,Modeled
838,Asia,Singapore,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
839,Asia,Singapore,Capacity-enhancing,Fisheries dev. projects,0,0,NA
840,Asia,Singapore,Capacity-enhancing,Fishing port develop.,0,0,NA
841,Asia,Singapore,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
842,Asia,Singapore,Capacity-enhancing,Tax exemption,0,0,NA
843,Asia,Singapore,Capacity-enhancing,Fishing access,55432.35,0,Reported
844,Asia,Singapore,Capacity-enhancing,Fuel subsidies,0,0,NA
845,Asia,Singapore,Ambiguous,Fisher assistance,0,0,NA
846,Asia,Singapore,Ambiguous,Vessel buyback,0,0,NA
847,Asia,Singapore,Ambiguous,Rural fisher communities,0,0,NA
848,Asia,Sri Lanka,Beneficial,Fisheries mangt.,5014719.851,2462227.427,Modeled
849,Asia,Sri Lanka,Beneficial,Fishery R&D,1889334.72,0,Reported
850,Asia,Sri Lanka,Beneficial,MPAs,1198161.813,588297.3651,Modeled
851,Asia,Sri Lanka,Capacity-enhancing,Boat constsruct. & renov.,4428128.25,1029949.83,Reported
852,Asia,Sri Lanka,Capacity-enhancing,Fisheries dev. projects,12475061.17,3446149.494,Reported
853,Asia,Sri Lanka,Capacity-enhancing,Fishing port develop.,17887801.28,0,Reported
854,Asia,Sri Lanka,Capacity-enhancing,Markt. & storage infrast.,559610.4478,0,Reported
855,Asia,Sri Lanka,Capacity-enhancing,Tax exemption,31619903.22,6425511.394,Modeled
856,Asia,Sri Lanka,Capacity-enhancing,Fishing access,1512494.77,0,Reported
857,Asia,Sri Lanka,Capacity-enhancing,Fuel subsidies,32800950,32800950,Reported
858,Asia,Sri Lanka,Ambiguous,Fisher assistance,239038.527,233671.609,Modeled
859,Asia,Sri Lanka,Ambiguous,Vessel buyback,0,0,NA
860,Asia,Sri Lanka,Ambiguous,Rural fisher communities,1312038,1312038,Reported
861,Asia,Syria,Beneficial,Fisheries mangt.,605688.8588,123774.7323,Modeled
862,Asia,Syria,Beneficial,Fishery R&D,0,0,NA
863,Asia,Syria,Beneficial,MPAs,0,0,NA
864,Asia,Syria,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
865,Asia,Syria,Capacity-enhancing,Fisheries dev. projects,0,0,NA
866,Asia,Syria,Capacity-enhancing,Fishing port develop.,0,0,NA
867,Asia,Syria,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
868,Asia,Syria,Capacity-enhancing,Tax exemption,0,0,NA
869,Asia,Syria,Capacity-enhancing,Fishing access,0,0,NA
870,Asia,Syria,Capacity-enhancing,Fuel subsidies,0,0,NA
871,Asia,Syria,Ambiguous,Fisher assistance,0,0,NA
872,Asia,Syria,Ambiguous,Vessel buyback,0,0,NA
873,Asia,Syria,Ambiguous,Rural fisher communities,0,0,NA
874,Asia,Taiwan,Beneficial,Fisheries mangt.,52202342.22,1598959.026,Modeled
875,Asia,Taiwan,Beneficial,Fishery R&D,12231163.48,2491086.505,Modeled
876,Asia,Taiwan,Beneficial,MPAs,4157082.083,972756.6878,Modeled
877,Asia,Taiwan,Capacity-enhancing,Boat constsruct. & renov.,18304461.44,0,Modeled
878,Asia,Taiwan,Capacity-enhancing,Fisheries dev. projects,0,0,NA
879,Asia,Taiwan,Capacity-enhancing,Fishing port develop.,31542174.19,4790578.258,Modeled
880,Asia,Taiwan,Capacity-enhancing,Markt. & storage infrast.,41121832.25,25454885.82,Modeled
881,Asia,Taiwan,Capacity-enhancing,Tax exemption,0,0,NA
882,Asia,Taiwan,Capacity-enhancing,Fishing access,24497938.6,0,Reported
883,Asia,Taiwan,Capacity-enhancing,Fuel subsidies,592949908.3,16602597.43,Reported
884,Asia,Taiwan,Ambiguous,Fisher assistance,1850922.197,303924.6955,Modeled
885,Asia,Taiwan,Ambiguous,Vessel buyback,7720655.777,0,Modeled
886,Asia,Taiwan,Ambiguous,Rural fisher communities,0,0,NA
887,Asia,Thailand,Beneficial,Fisheries mangt.,66405473.16,0,Reported
888,Asia,Thailand,Beneficial,Fishery R&D,1840743.56,249610.1631,Modeled
889,Asia,Thailand,Beneficial,MPAs,5551335.739,2347098.827,Modeled
890,Asia,Thailand,Capacity-enhancing,Boat constsruct. & renov.,4562539.203,0,Reported
891,Asia,Thailand,Capacity-enhancing,Fisheries dev. projects,756991.1976,0,Reported
892,Asia,Thailand,Capacity-enhancing,Fishing port develop.,160610126.6,0,Modeled
893,Asia,Thailand,Capacity-enhancing,Markt. & storage infrast.,34536270.78,29766857.67,Modeled
894,Asia,Thailand,Capacity-enhancing,Tax exemption,324532515.3,81133127.85,Modeled
895,Asia,Thailand,Capacity-enhancing,Fishing access,292468417.5,0,Reported
896,Asia,Thailand,Capacity-enhancing,Fuel subsidies,251385951.7,0,Modeled
897,Asia,Thailand,Ambiguous,Fisher assistance,907874.3592,480339.9553,Modeled
898,Asia,Thailand,Ambiguous,Vessel buyback,3260958.378,0,Reported
899,Asia,Thailand,Ambiguous,Rural fisher communities,2229412.452,2229412.452,Reported
900,Asia,Timor Leste,Beneficial,Fisheries mangt.,729505.6968,16146.42105,Modeled
901,Asia,Timor Leste,Beneficial,Fishery R&D,0,0,NA
902,Asia,Timor Leste,Beneficial,MPAs,0,0,NA
903,Asia,Timor Leste,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
904,Asia,Timor Leste,Capacity-enhancing,Fisheries dev. projects,0,0,NA
905,Asia,Timor Leste,Capacity-enhancing,Fishing port develop.,0,0,NA
906,Asia,Timor Leste,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
907,Asia,Timor Leste,Capacity-enhancing,Tax exemption,0,0,NA
908,Asia,Timor Leste,Capacity-enhancing,Fishing access,0,0,NA
909,Asia,Timor Leste,Capacity-enhancing,Fuel subsidies,0,0,NA
910,Asia,Timor Leste,Ambiguous,Fisher assistance,0,0,NA
911,Asia,Timor Leste,Ambiguous,Vessel buyback,0,0,NA
912,Asia,Timor Leste,Ambiguous,Rural fisher communities,0,0,NA
913,Asia,Turkey,Beneficial,Fisheries mangt.,36440721.89,5797310.538,Reported
914,Asia,Turkey,Beneficial,Fishery R&D,2681535.788,429045.7261,Reported
915,Asia,Turkey,Beneficial,MPAs,572203.5561,92696.95778,Modeled
916,Asia,Turkey,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
917,Asia,Turkey,Capacity-enhancing,Fisheries dev. projects,8315119.359,380.2961997,Reported
918,Asia,Turkey,Capacity-enhancing,Fishing port develop.,0,0,NA
919,Asia,Turkey,Capacity-enhancing,Markt. & storage infrast.,22586347.38,0,Modeled
920,Asia,Turkey,Capacity-enhancing,Tax exemption,0,0,NA
921,Asia,Turkey,Capacity-enhancing,Fishing access,2431707.74,0,Reported
922,Asia,Turkey,Capacity-enhancing,Fuel subsidies,52629187.96,7894378.194,Reported
923,Asia,Turkey,Ambiguous,Fisher assistance,0,0,NA
924,Asia,Turkey,Ambiguous,Vessel buyback,14828655.02,2372584.803,Reported
925,Asia,Turkey,Ambiguous,Rural fisher communities,8815496.399,8815496.399,Modeled
926,Asia,Untd Arab Em,Beneficial,Fisheries mangt.,27294577.14,6841061.838,Modeled
927,Asia,Untd Arab Em,Beneficial,Fishery R&D,6395200.308,1309257.441,Modeled
928,Asia,Untd Arab Em,Beneficial,MPAs,4342666.708,2703899.247,Modeled
929,Asia,Untd Arab Em,Capacity-enhancing,Boat constsruct. & renov.,3826540.782,0,Modeled
930,Asia,Untd Arab Em,Capacity-enhancing,Fisheries dev. projects,0,0,NA
931,Asia,Untd Arab Em,Capacity-enhancing,Fishing port develop.,0,0,NA
932,Asia,Untd Arab Em,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
933,Asia,Untd Arab Em,Capacity-enhancing,Tax exemption,0,0,NA
934,Asia,Untd Arab Em,Capacity-enhancing,Fishing access,1029802.24,0,Reported
935,Asia,Untd Arab Em,Capacity-enhancing,Fuel subsidies,0,0,NA
936,Asia,Untd Arab Em,Ambiguous,Fisher assistance,0,0,NA
937,Asia,Untd Arab Em,Ambiguous,Vessel buyback,0,0,NA
938,Asia,Untd Arab Em,Ambiguous,Rural fisher communities,0,0,NA
939,Asia,Viet Nam,Beneficial,Fisheries mangt.,188797971.8,1330075.953,Modeled
940,Asia,Viet Nam,Beneficial,Fishery R&D,15246911.99,5657963.854,Modeled
941,Asia,Viet Nam,Beneficial,MPAs,9781832.868,3113520.074,Modeled
942,Asia,Viet Nam,Capacity-enhancing,Boat constsruct. & renov.,15967175.75,0,Modeled
943,Asia,Viet Nam,Capacity-enhancing,Fisheries dev. projects,8300468.702,7021508.238,Modeled
944,Asia,Viet Nam,Capacity-enhancing,Fishing port develop.,15832740,0,Modeled
945,Asia,Viet Nam,Capacity-enhancing,Markt. & storage infrast.,266304836.8,172551702.9,Modeled
946,Asia,Viet Nam,Capacity-enhancing,Tax exemption,31374061.96,3936161.169,Modeled
947,Asia,Viet Nam,Capacity-enhancing,Fishing access,74267.13,0,Reported
948,Asia,Viet Nam,Capacity-enhancing,Fuel subsidies,0,0,NA
949,Asia,Viet Nam,Ambiguous,Fisher assistance,30518196.15,30518196.15,Modeled
950,Asia,Viet Nam,Ambiguous,Vessel buyback,0,0,NA
951,Asia,Viet Nam,Ambiguous,Rural fisher communities,7844210.88,7844210.88,Modeled
952,Asia,Yemen,Beneficial,Fisheries mangt.,38101911.94,8757159.309,Modeled
953,Asia,Yemen,Beneficial,Fishery R&D,0,0,NA
954,Asia,Yemen,Beneficial,MPAs,322152.4923,197746.0487,Modeled
955,Asia,Yemen,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
956,Asia,Yemen,Capacity-enhancing,Fisheries dev. projects,39146915.08,4276.086194,Modeled
957,Asia,Yemen,Capacity-enhancing,Fishing port develop.,0,0,NA
958,Asia,Yemen,Capacity-enhancing,Markt. & storage infrast.,55340258.72,37395283.01,Modeled
959,Asia,Yemen,Capacity-enhancing,Tax exemption,6519779.09,5118026.586,Modeled
960,Asia,Yemen,Capacity-enhancing,Fishing access,4310133.7,0,Reported
961,Asia,Yemen,Capacity-enhancing,Fuel subsidies,37051455.27,0,Modeled
962,Asia,Yemen,Ambiguous,Fisher assistance,0,0,NA
963,Asia,Yemen,Ambiguous,Vessel buyback,0,0,NA
964,Asia,Yemen,Ambiguous,Rural fisher communities,0,0,NA
965,Europe,Albania,Beneficial,Fisheries mangt.,404279.0098,35697.76827,Modeled
966,Europe,Albania,Beneficial,Fishery R&D,94723.77003,9257.544913,Modeled
967,Europe,Albania,Beneficial,MPAs,1095096.061,135279.5742,Modeled
968,Europe,Albania,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
969,Europe,Albania,Capacity-enhancing,Fisheries dev. projects,159666.2457,44937.27631,Modeled
970,Europe,Albania,Capacity-enhancing,Fishing port develop.,93020.38965,13986.89489,Modeled
971,Europe,Albania,Capacity-enhancing,Markt. & storage infrast.,121271.566,17737.53858,Modeled
972,Europe,Albania,Capacity-enhancing,Tax exemption,0,0,NA
973,Europe,Albania,Capacity-enhancing,Fishing access,685.47,0,Reported
974,Europe,Albania,Capacity-enhancing,Fuel subsidies,6613050.757,2481621.764,Modeled
975,Europe,Albania,Ambiguous,Fisher assistance,0,0,NA
976,Europe,Albania,Ambiguous,Vessel buyback,0,0,NA
977,Europe,Albania,Ambiguous,Rural fisher communities,0,0,NA
978,Europe,Belgium,Beneficial,Fisheries mangt.,3296561.546,0,Modeled
979,Europe,Belgium,Beneficial,Fishery R&D,496189.7241,0,Modeled
980,Europe,Belgium,Beneficial,MPAs,1757024.727,0,Modeled
981,Europe,Belgium,Capacity-enhancing,Boat constsruct. & renov.,61226.16941,0,Modeled
982,Europe,Belgium,Capacity-enhancing,Fisheries dev. projects,911650.023,0,Modeled
983,Europe,Belgium,Capacity-enhancing,Fishing port develop.,645794.6053,0,Modeled
984,Europe,Belgium,Capacity-enhancing,Markt. & storage infrast.,338203.845,0,Modeled
985,Europe,Belgium,Capacity-enhancing,Tax exemption,18834978.99,0,Reported
986,Europe,Belgium,Capacity-enhancing,Fishing access,779750.29,0,Reported
987,Europe,Belgium,Capacity-enhancing,Fuel subsidies,5142150.503,0,Modeled
988,Europe,Belgium,Ambiguous,Fisher assistance,1305911.342,0,Modeled
989,Europe,Belgium,Ambiguous,Vessel buyback,1422252.683,0,Modeled
990,Europe,Belgium,Ambiguous,Rural fisher communities,0,0,NA
991,Europe,Bosnia Herzg,Beneficial,Fisheries mangt.,7849.27132,6115.804353,Modeled
992,Europe,Bosnia Herzg,Beneficial,Fishery R&D,0,0,NA
993,Europe,Bosnia Herzg,Beneficial,MPAs,0,0,NA
994,Europe,Bosnia Herzg,Capacity-enhancing,Boat constsruct. & renov.,0,0,NA
995,Europe,Bosnia Herzg,Capacity-enhancing,Fisheries dev. projects,0,0,NA
996,Europe,Bosnia Herzg,Capacity-enhancing,Fishing port develop.,0,0,NA
997,Europe,Bosnia Herzg,Capacity-enhancing,Markt. & storage infrast.,0,0,NA
998,Europe,Bosnia Herzg,Capacity-enhancing,Tax exemption,0,0,NA
999,Europe,Bosnia Herzg,Capacity-enhancing,Fishing access,0,0,NA
1000,Europe,Bosnia Herzg,Capacity-enhancing,Fuel subsidies,0,0,NA
1001,Europe,Bosnia Herzg,Ambiguous,Fisher assistance,0,0,NA
1002,Europe,Bosnia Herzg,Ambiguous,Vessel buyback,0,0,NA
1003,Europe,Bosnia Herzg,Ambiguous,Rural fisher communities,0,0,NA
1004,Europe,Bulgaria,Beneficial,Fisheries mangt.,1891613.495,67160.91592,Modeled
1005,Europe,Bulgaria,Beneficial,Fishery R&D,443210.6473,15117.1892,Modeled
1006,Europe,Bulgaria,Beneficial,MPAs,5491622.52,189872.7882,Modeled
1007,Europe,Bulgaria,Capacity-enhancing,Boat constsruct. & renov.,218338.5888,6307.04649,Modeled
1008,Europe,Bulgaria,Capacity-enhancing,Fisheries dev. projects,0,0,NA
1009,Europe,Bulgaria,Capacity-enhancing,Fishing port develop.,0,0,NA
1010,Europe,Bulgaria,Capacity-enhancing,Markt. & storage infrast.,490507.8935,17718.48389,Modeled
1011,Europe,Bulgaria,Capacity-enhancing,Tax exemption,0,0,NA
1012,Europe,Bulgaria,Capacity-enhancing,Fishing access,0,0,NA
1013,Europe,Bulgaria,Capacity-enhancing,Fuel subsidies,6787535.747,6787535.747,Modeled
1014,Europe,Bulgaria,Ambiguous,Fisher assistance,146087.5612,0,Modeled
1015,Europe,Bulgaria,Ambiguous,Vessel buyback,0,0,NA
1016,Europe,Bulgaria,Ambiguous,Rural fisher communities,237051.3383,49636.95346,Modeled
