eez_code,flag,eez_territory_iso3,eez_name,eez_lon,eez_lat,eez,eez_lon_edit,eez_lat_edit,flag_lon,flag_lat,flag_lon_edit,flag_lat_edit,geometry
8313,USA,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,-112.46167369956703,45.679547202551,NA,NA,"list(c(-112.461673699567, -113.657613286739, -114.840615918333, -116.010460227747, -117.166961043795, -118.309968130793, -119.439364805144, -120.555066451666, -121.657018961849, -122.745197114873, -123.819602920752, -124.880263943309, -125.927231619013, -126.960579585938, -127.980402035431, -128.986812097307, -129.979940267855, -130.959932888308, -131.926950680056, -132.88116734151, -133.822768210329, -134.7519489936, -135.668914567631, -136.573877848092, -137.46705873055, -138.348683100756, -139.218981913528, 
-140.078190338604, -140.926546971481, -141.764293106953, -142.591672072845, -143.408928621279, -144.216308374668, -145.014057323615, -145.802421373807, -146.581645939063, -147.351975577663, -148.113653669197, -148.866922129215, -149.612021159046, -150.349189028286, -151.078661887519, -151.800673608981, -152.51545565299, -153.223236958067, -153.924243852815, -154.61869998772, -155.306826285179, -155.988840906148, -156.664959231919, -157.335393859669, -158.000354610469, -158.660048548597, -159.314680011047, 
-159.964450646235, -160.609559460978, -161.250202874896, -161.886574781468, -162.518866615029, -163.147267423067, -163.771963943229, -164.393140684512, -165.010980012152, -165.625662235773, -166.237365700412, -166.846266880064, -167.452540473428, -168.056359501572, -168.657895407271, -169.257318155784, -169.854796336878, -170.450497267923, -171.044587097889, -171.637230912132, -172.228592837827, -172.818836149949, -173.408123377721, -173.996616411426, -174.584476609528, -175.171864906038, -175.758941918058, 
-176.345868053461, -176.932803618656, -177.519908926396, -178.107344403576, -178.695270699001, -179.28384879104, -179.873240095163, -180, 45.679547202551, 45.3782068581928, 45.0645202290528, 44.7387557211368, 44.4011843985025, 44.0520791915933, 43.6917141487573, 43.3203637330112, 42.9383021654428, 42.5458028160352, 42.1431376421398, 41.7305766743295, 41.3083875489312, 40.8768350861611, 40.4361809124736, 39.9866831254734, 39.5285959995367, 39.0621697301268, 38.5876502146785, 38.1052788678508, 37.6152924689073, 
37.117923038978, 36.613397745971, 36.1019388349465, 35.5837635818191, 35.0590842683312, 34.5281081763225, 33.9910375994147, 33.4480698703293, 32.8993974021597, 32.3452077420242, 31.785683635631, 31.2210031013946, 30.6513395128401, 30.0768616881378, 29.4977339857033, 28.914116404891, 28.3261646908988, 27.7340304430832, 27.1378612259611, 26.5378006822535, 25.9339886473874, 25.3265612649419, 24.7156511025806, 24.1013872680683, 23.4838955250187, 22.8632984080674, 22.2397153372055, 21.6132627310487, 20.9840541188493, 
20.3522002510933, 19.7178092085519, 19.0809865096813, 18.4418352162912, 17.8004560374198, 17.156947431375, 16.5114057059151, 15.8639251165607, 15.2145979630398, 14.5635146838806, 13.9107639491787, 13.2564327515722, 12.6006064954671, 11.9433690845631, 11.2848030077353, 10.6249894233331, 9.96400824196104, 9.30193820781355, 8.63885697863437, 7.97484120437863, 7.3099666046556, 6.64430804503323, 5.97793961228727, 5.31093468867918, 4.6433660253485, 3.97530581490626, 3.30682576331701, 2.63799716115771, 
1.96889095434236, 1.29957781440152, 0.630128208406646, -0.0393875313710907, -0.708899137977227, -1.37833634037536, -2.04762879404323, -2.71670601147329, -3.38549729248716, -4.05393165427431, -4.19736186915565), c(180, 179.536393428726, 178.944889169199, 178.352083756529, 177.757812956296, 177.161911563461, 176.564213297008, 175.964550695242, 175.36275501189, 174.758656113124, 174.152082375676, 173.542860586217, 172.930815842206, 172.315771454434, 171.697548851524, 171.075967486666, 170.450844746909, 
169.821995865378, 169.18923383679, 168.552369336738, -4.19736186915565, -4.72193776106469, -5.38944385334601, -6.056377676536, -6.72266640902134, -7.38823658947473, -8.05301404336282, -8.71692380855845, -9.37989005997169, -10.0418360331157, -10.7026839465245, -11.3623549229426, -12.0207689092073, -12.6778445947479, -13.3334993286295, -13.9876490350714, -14.6402081273749, -15.2910894202004, -15.9402040401385, -16.5874613345261))"
8313,CHN,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,103.81907314582409,36.56176537925268,NA,NA,"c(103.819073145824, 104.785044214015, 105.740402713956, 106.685252268513, 107.619707093981, 108.543891133698, 109.457937224305, 110.361986296543, 111.256186612003, 112.140693036771, 113.01566635256, 113.881272605527, 114.737682492701, 115.585070785655, 116.423615790851, 117.25349884587, 118.074903850596, 118.88801683228, 119.693025543318, 120.490119090489, 121.279487594336, 122.061321877355, 122.835813179604, 123.603152900365, 124.363532364476, 125.117142611979, 125.864174209737, 126.604817083729, 
127.339260370743, 128.067692288242, 128.790300021234, 129.507269624988, 130.218785942541, 130.925032535939, 131.626191630253, 132.322444069416, 133.01396928303, 133.700945263285, 134.383548551236, 135.06195423169, 135.736335936023, 136.406865852284, 137.073714741983, 137.737051963013, 138.397045498174, 139.053861988822, 139.707666773194, 140.35862392899, 141.006896319817, 141.652645645159, 142.296032493518, 142.937216398431, 143.576355897083, 144.213608591246, 144.849131210303, 145.483079676142, 
146.115609169691, 146.746874198929, 147.377028668167, 148.006225948446, 148.634618948888, 149.262360188854, 149.889601870773, 150.516495953492, 151.143194226038, 151.769848381653, 152.396610091987, 153.023631081323, 153.651063200722, 154.279058501952, 154.907769311102, 155.537348301722, 156.167948567394, 156.799723693566, 157.432827828525, 158.067415753347, 158.703642950669, 159.341665672103, 159.98164100411, 160.62372693214, 161.268082402811, 161.914867383903, 162.564242921923, 163.216371196952, 
163.8714155745, 164.529540654039, 165.190912313883, 165.855697752036, 166.524065522611, 167.196185567395, 167.872229242091, 168.552369336738, 36.5617653792527, 36.132101716859, 35.6947672514112, 35.2499672273916, 34.7979040629315, 34.3387772075948, 33.8727830204088, 33.400114666973, 32.9209620344738, 32.4355116634349, 31.9439466950482, 31.4464468329529, 30.9431883183617, 30.4343439174686, 29.920082920111, 29.4005711487086, 28.875970976541, 28.3464413544818, 27.8121378453505, 27.2732126650971, 26.7298147300833, 
26.182089709772, 25.630180084187, 25.0742252055498, 24.5143613635469, 23.9507218537246, 23.3834370485484, 22.812634470706, 22.2384388682691, 21.6609722913649, 21.0803541700425, 20.4967013930492, 19.910128387264, 19.3207471975592, 18.72866756689, 18.1339970164344, 17.5368409256263, 16.9373026119475, 16.3354834103623, 15.7314827522926, 15.1253982440538, 14.5173257446778, 13.907359443071, 13.2955919344609, 12.6821142960997, 12.0670161622015, 11.4503857981002, 10.8323101736212, 10.2128750356713, 9.59216498005259, 
8.97026352251787, 8.34725316908668, 7.72321548564703, 7.09823116687296, 6.47238010449124, 5.84574145493414, 5.2183937064186, 4.59041474549417, 3.96188192310544, 3.33287212021574, 2.70346181304159, 2.07372713794793, 1.44374395605675, 0.813587917621234, 0.183334526219809, -0.446940797175898, -1.07716265020406, -1.70725558513188, -2.33714404483558, -2.96675229868636, -3.5960043782876, -4.22482401300915, -4.85313456526521, -5.48085896548345, -6.1079196467139, -6.73423847882748, -7.35973670225636, -7.98433486122897, 
-8.60795273645617, -9.23050927722629, -9.85192253287062, -10.4721095835635, -11.0909864704251, -11.7084681248994, -12.324468297383, -12.9388994850887, -13.5516728591292, -14.1626981908162, -14.7718837771756, -15.3791363656879, -15.9843610782698, -16.5874613345261)"
8313,TWN,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,120.95427281363104,23.753992794953852,NA,NA,"c(120.954272813631, 121.735525930999, 122.510566543593, 123.279559350227, 124.042669389993, 124.80006187791, 125.551902056289, 126.298355060998, 127.039585801796, 127.775758855973, 128.507038374493, 129.233587999915, 129.955570795374, 130.673149183913, 131.386484897522, 132.095738935239, 132.801071529712, 133.502642121646, 134.200609341583, 134.895130998501, 135.586364074741, 136.274464726792, 136.959588291495, 137.641889297256, 138.321521479875, 138.998637802623, 139.673390480214, 140.345931006363, 
141.016410184599, 141.684978162062, 142.351784466012, 143.016978042771, 143.68070729889, 144.343120144276, 145.004364037088, 145.664586030188, 146.323932818937, 146.982550790172, 147.640586072159, 148.29818458537, 148.955492093891, 149.612654257324, 150.269816682993, 150.927124978317, 151.584724803178, 152.242761922137, 152.901382256318, 153.560731934831, 154.220957345533, 154.882205184988, 155.54462250743, 156.208356772565, 156.873555892009, 157.54036827418, 158.208942867422, 158.879429201157, 159.551977424827, 
160.226738344389, 160.903863456099, 161.583504977323, 162.265815874072, 162.950949884969, 163.639061541305, 164.330306182857, 165.024839969081, 165.722819885296, 166.424403743454, 167.129750177041, 167.839018629649, 168.552369336738, 23.7539927949539, 23.2228579697954, 22.6878937112678, 22.1492276930237, 21.6069851799407, 21.0612890796952, 20.5122599967376, 19.9600162883617, 19.4046741225872, 18.8463475375971, 18.2851485024936, 17.7211869791587, 17.1545709850242, 16.5854066565758, 16.0137983134337, 
15.4398485228671, 14.8636581646189, 14.2853264959267, 13.7049512166444, 13.1226285343777, 12.5384532295614, 11.9525187204132, 11.3649171277136, 10.7757393393666, 10.1850750747056, 9.59301294851842, 8.99964053476904, 8.40504443000327, 7.80931031642976, 7.21252302467356, 6.61476659620462, 6.01612434544737, 5.41667892158237, 4.81651237005374, 4.21570619379992, 3.61434141422761, 3.01249863195177, 2.41025808732607, 1.80769972079069, 1.20490323306542, 0.601948145217534, -0.00108614136507867, -0.60412028506434, 
-1.20707494415436, -1.80987071692367, -2.41242808176555, -3.01466733720456, -3.61650854182827, -4.21787145409368, -4.81867547197885, -5.41883957245159, -6.01828225072889, -6.61692145930189, -7.21467454670426, -7.8114581960037, -8.40718836299926, -9.00178021411055, -9.59514806394813, -10.1872053125587, -10.7778643823432, -11.3670366546494, -11.9546324060497, -12.5405607443146, -13.124729544106, -13.7070453824155, -14.2874134737843, -14.865737605348, -15.4419200717597, -16.015861610054, -16.5874613345261
)"
8313,JPN,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,138.0308955769173,37.59230135301556,NA,NA,"c(138.030895576917, 138.647006968017, 139.25126555772, 139.84416195454, 140.426167499808, 140.997735084041, 141.559299947689, 142.111280463495, 142.654078898348, 143.188082153101, 143.713662479241, 144.231178171744, 144.740974237736, 145.243383040853, 145.738724921434, 146.227308792842, 146.709432714344, 147.185384441124, 147.655441952062, 148.119873955997, 148.578940377238, 149.032892821129, 149.481975020479, 149.926423263703, 150.366466805524, 150.802328261057, 151.234223984137, 151.662364430689, 
152.086954507978, 152.508193910511, 152.92627744338, 153.341395333807, 153.753733531613, 154.163473999353, 154.570794992787, 154.97587133239, 155.378874666542, 155.779973727047, 156.179334577599, 156.5771208558, 156.97349400932, 157.368613526772, 157.762637163868, 158.155721165396, 158.548020483562, 158.939688993219, 159.330879704512, 159.721744973441, 160.112436710853, 160.503106590365, 160.893906255722, 161.284987528073, 161.676502613688, 162.068604312584, 162.461446228588, 162.855182981325, 163.249970420653, 
163.645965844049, 164.043328217492, 164.442218400347, 164.842799374831, 165.245236480587, 165.649697654953, 166.056353679512, 166.465378433509, 166.876949154767, 167.291246708731, 167.708455866288, 168.128765591043, 168.552369336738, 37.5923013530156, 36.8514113786036, 36.1074030632689, 35.3604177037113, 34.6105898941675, 33.858047914289, 33.1029140946661, 32.3453051612059, 31.5853325595378, 30.8231027605839, 30.0587175483898, 29.2922742912661, 28.5238661972451, 27.7535825548089, 26.9815089597981, 
26.207727529365, 25.4323171037847, 24.6553534368994, 23.8769093759211, 23.0970550312819, 22.3158579371774, 21.5333832034147, 20.749693659136, 19.9648499889601, 19.1789108620466, 18.3919330545639, 17.6039715660059, 16.8150797297843, 16.0253093184909, 15.2347106442077, 14.4433326542152, 13.6512230224347, 12.8584282369173, 12.0649936836777, 11.2709637271541, 10.4763817875616, 9.68129041539056, 8.88573136329316, 8.08974565558542, 7.29337365558534, 6.49665513099646, 5.69962931753818, 4.90233498101691, 
4.10481047802513, 3.3070938154497, 2.50922270896552, 1.71123464068653, 0.913166916142089, 0.115056720744519, -0.683058824089485, -1.48114260500148, -2.27915746077701, -3.07706612629384, -3.8748311761708, -4.67241496795511, -5.46977958468287, -6.26688677664592, -7.06369790219384, -7.86017386739667, -8.65627506438827, -9.45196130820503, -10.2471917719282, -11.0419249199305, -11.8361184390198, -12.6297291672635, -13.422713020267, -14.2150249146693, -15.006618688605, -15.7974470188721, -16.5874613345261
)"
8313,KOR,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,127.83916086401786,36.385239834652,NA,NA,"c(127.839160864018, 128.598220735963, 129.34487717048, 130.079541061289, 130.802614431082, 131.51449031731, 132.215552714298, 132.906176564649, 133.586727793607, 134.257563380649, 134.919031463167, 135.571471467628, 136.215214264102, 136.850582340475, 137.477889993111, 138.09744353107, 138.709541491336, 139.314474862836, 139.912527317279, 140.503975445106, 141.089088995087, 141.668131116262, 142.241358601137, 142.809022129192, 143.371366509904, 143.928630924623, 144.481049166725, 145.028849879621, 
145.572256792222, 146.111488951597, 146.646760952598, 147.17828316429, 147.706261953098, 148.230899902603, 148.75239602998, 149.270945999094, 149.786742330319, 150.299974607147, 150.810829679703, 151.319491865285, 151.826143146077, 152.330963364189, 152.834130414205, 153.335820433403, 153.836207989868, 154.33546626867, 154.833767256338, 155.331281923828, 155.828180408211, 156.324632193302, 156.820806289449, 157.316871412723, 157.812996163719, 158.309349206218, 158.806099445923, 159.303416209511, 
159.801469424221, 160.300429798219, 160.800469001949, 161.301759850704, 161.804476488638, 162.308794574423, 162.814891468773, 163.322946424032, 163.833140776015, 164.345658138305, 164.860684599165, 165.378408921234, 165.899022744158, 166.422720790286, 166.949701073533, 167.480165111515, 168.014318141003, 168.552369336738, 36.385239834652, 35.731529907883, 35.0731306213613, 34.4102288678182, 33.7430044581692, 33.071630410098, 32.3962732303237, 31.7170931899567, 31.0342445924921, 30.3478760341027, 
29.6581306560054, 28.9651463887576, 28.269056188422, 27.5699882646, 26.8680663003886, 26.1634096643633, 25.4561336147253, 24.7463494957839, 24.0341649269688, 23.3196839845867, 22.6030073765541, 21.8842326103468, 21.1634541544166, 20.4407635933318, 19.7162497768993, 18.9899989635292, 18.2620949581015, 17.5326192445928, 16.8016511137189, 16.0692677858443, 15.335544529406, 14.6005547750946, 13.864370226029, 13.1270609641584, 12.3886955531151, 11.6493411377415, 10.9090635405042, 10.1679273550062, 9.42599603679984, 
8.68333199170084, 7.93999666179559, 7.19605060933236, 6.45155359868008, 5.70656467653545, 4.96114225055501, 4.21534416658508, 3.46922778465972, 2.72285005393356, 1.97626758671407, 1.22953673175594, 0.482713646978169, -0.264145628236875, -1.0109851010038, -1.75774875299642, -2.50438046845426, -3.25082396197571, -3.99702270593973, -4.74291985739701, -5.4884581842704, -6.23357999070247, -6.9782270413865, -7.72234048471459, -8.46586077457354, -9.20872759061693, -9.95087975683734, -10.6922551582598, -11.4327906555729, 
-12.1724219975098, -12.9110837307868, -13.6487091074023, -14.3852299890929, -15.1205767487401, -15.8546781685124, -16.5874613345261)"
8313,AUS,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,134.4910000821345,-25.73288704173064,NA,NA,"c(134.491000082135, 135.46541363969, 136.437390521805, 137.40685031091, 138.373716343928, 139.337915776157, 140.299379635385, 141.258042866355, 142.213844365798, 143.166727008251, 144.116637662904, 145.063527201785, 146.007350499582, 146.948066425446, 147.885637827126, 148.820031507818, 149.751218196112, 150.679172509436, 151.603872911403, 152.525301663474, 153.443444771353, 154.358291926527, 155.269836443362, 156.178075192159, 157.08300852859, 157.984640219872, 158.882977368105, 159.778030331102, 
160.669812641112, 161.558340921745, 162.44363480346, 163.32571683791, 164.204612411456, 165.080349658137, 165.952959372346, 166.822474921484, 167.688932158816, 168.552369336738, -25.7328870417306, -25.5862992286308, -25.4332725904906, -25.2738674943092, -25.1081463051995, -24.9361733063271, -24.7580146181157, -24.5737381169634, -24.3834133537043, -24.1871114720456, -23.9849051271999, -23.7768684049252, -23.5630767411743, -23.3436068425456, -23.1185366077172, -22.8879450500335, -22.6519122214045, 
-22.4105191376648, -22.1638477055266, -21.9119806512545, -21.65500145117, -21.392994264091, -21.1260438657926, -20.8542355855703, -20.5776552449718, -20.2963890987554, -20.0105237781224, -19.7201462362607, -19.4253436962277, -19.126203601193, -18.8228135670508, -18.5152613374071, -18.2036347409353, -17.8880216510929, -17.5685099481781, -17.2451874837079, -16.9181420470854, -16.5874613345261)"
8313,FJI,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,165.45195431766595,-17.4285803174516,NA,NA,"c(165.451954317666, 166.229670257813, 167.005643314842, 167.779875308379, 168.552369336738, -17.4285803174516, -17.2227237259008, -17.0138883598619, -16.8021191598111, -16.5874613345261)"
8313,NCL,VUT,Vanuatu Exclusive Economic Zone,168.55236933673757,-16.587461334526065,NA,NA,NA,165.6849237353775,-21.29991805801779,NA,NA,"c(165.684923735378, 166.104855812638, 166.521101704088, 166.93381735949, 167.343154987041, 167.749263230146, 168.152287338939, 168.552369336738, -21.2999180580178, -20.6295137423629, -19.9581034981028, -19.2857312935493, -18.6124398911086, -17.938270910158, -17.2632648873553, -16.5874613345261)"
8314,USA,SLB,Solomon Islands Exclusive Economic Zone,163.6167999184415,-10.030590363379458,NA,NA,NA,-112.46167369956703,45.679547202551,NA,NA,"list(c(-112.461673699567, -113.712139097925, -114.954225174131, -116.187458992979, -117.411398565313, -118.625633465653, -119.829785224481, -121.023507504715, -122.206486073995, -123.378438586152, -124.539114186615, -125.688292957511, -126.825785218888, -127.951430702823, -129.065097617234, -130.166681615959, -131.25610469124, -132.333314004099, -133.398280667251, -134.450998494311, -135.491482728001, -136.519768758966, -137.535910845729, -138.539980845146, -139.532066961614, -140.512272522227, -141.48071478397, 
-142.437523778115, -143.382841196, -144.316819319541, -145.239619999038, -146.151413680092, -147.05237848085, -147.942699320189, -148.822567096967, -149.692177920027, -150.551732388275, -151.401434919834, -152.241493129011, -153.072117249612, -153.893519602959, -154.705914108858, -155.509515837632, -156.304540601323, -157.09120458208, -157.869723995781, -158.640314788903, -159.403192366717, -160.15857135089, -160.906665364645, -161.647686843675, -162.381846871076, -163.109355034646, -163.830419304932, 
-164.545245932547, -165.254039363282, -165.957002169674, -166.654334997744, -167.34623652769, -168.032903447408, -168.71453043778, -169.391310168736, -170.063433305168, -170.731088521844, -171.394462526508, -172.053740090453, -172.709104085859, -173.360735529282, -174.008813630712, -174.653515847652, -175.295017943749, -175.933494051505, -176.569116738669, -177.202057077925, -177.832484719541, -178.460567966653, -179.086473852896, -179.710368222139, -180, 45.679547202551, 45.4970087274203, 45.3009170937004, 
45.0914578169947, 44.8688255612348, 44.6332233629865, 44.3848618505287, 44.1239584637922, 43.8507366808472, 43.5654252561753, 43.2682574754716, 42.9594704312051, 42.6393043226318, 42.3080017834225, 41.9658072395338, 41.6129662994408, 41.2497251783541, 40.8763301575837, 40.4930270797772, 40.1000608803687, 39.6976751552148, 39.2861117640791, 38.865610469345, 38.4364086091021, 37.9987408035438, 37.5528386934521, 37.098930709409, 36.6372418702746, 36.1679936093949, 35.6914036269563, 35.2076857668758, 
34.7170499166103, 34.2197019282792, 33.7158435595197, 33.2056724325308, 32.6893820098111, 32.1671615851504, 31.6391962884951, 31.1056671033775, 30.5667508956635, 30.0226204524492, 29.473444530006, 28.9193879097463, 28.3606114612554, 27.7972722115007, 27.2295234194016, 26.657514655006, 26.0813918825828, 25.5012975470003, 24.9173706628163, 24.3297469055601, 23.7385587047369, 23.1439353381323, 22.5460030270389, 21.9448850320688, 21.3407017492534, 20.7335708061671, 20.1236071578454, 19.5109231822963, 
18.8956287754332, 18.2778314452818, 17.6576364053362, 17.0351466669625, 16.410463130765, 15.7836846768489, 15.1549082539293, 14.5242289672495, 13.8917401652864, 13.2575335252295, 12.6216991372335, 11.9843255874529, 11.3455000398728, 10.7053083169623, 10.0638349791798, 9.42116340336638, 8.77737586007035, 8.13255358984776, 7.48677687859063, 7.18568915045248), c(180, 179.667584189942, 179.047219672644, 178.428375455585, 177.810889622797, 177.194601025719, 176.579349195253, 175.964974253019, 175.351316821927, 
174.738217936199, 174.125518950944, 173.51306145139, 172.900687161878, 172.288237854709, 171.675555258943, 171.062480969248, 170.448856354877, 169.834522468887, 169.219319957699, 168.603088971085, 167.985669072715, 167.366899151374, 166.746617332967, 166.124660893468, 165.500866172948, 164.875068490852, 164.247102062705, 163.616799918442, 7.18568915045248, 6.84012513193646, 6.1926769488165, 5.5445101942029, 4.8957020711171, 4.24632919196434, 3.59646764926038, 2.94619308581866, 2.29558076446703, 1.64470563736434, 
0.993642414988216, 0.342465634866016, -0.308750269878772, -0.959930902091571, -1.61100183219033, -2.26188852973436, -2.91251629488545, -3.56281018968832, -4.21269496909788, -4.8620950116814, -5.51093424992426, -6.15913610006885, -6.80662339141746, -7.45331829503088, -8.0991422517565, -8.74401589952099, -9.38785899982494, -10.0305903633795))"
8314,KIR,SLB,Solomon Islands Exclusive Economic Zone,163.6167999184415,-10.030590363379458,NA,NA,NA,-157.397967,1.907358,-157.397967,1.907358,"list(c(-157.397967, -158.23852599166, -159.078857827981, -159.91899998945, -160.758990085853, -161.598865830486, -162.438665014392, -163.278425480626, -164.118185098533, -164.957981738036, -165.797853243917, -166.637837410101, -167.477971953917, -168.318294490337, -169.158842506197, -169.999653334362, -170.84076412787, -171.682211834012, -172.524033168363, -173.366264588761, -174.208942269211, -175.052102073736, -175.89577953015, -176.740009803766, -177.584827671033, -178.430267493105, -179.276363189336, 
-180, 1.907358, 1.63651256863392, 1.36531521307961, 1.09382435010323, 0.822098406966873, 0.55019581922862, 0.278175028615763, 0.006094480952612, -0.265987375874644, -0.538012093934768, -0.809921227267694, -1.08165633391866, -1.35315897800812, -1.62437073185595, -1.89523317817748, -2.16568791237009, -2.43567654490779, -2.70514070386204, -2.97402203756639, -3.24226221744298, -3.50980294100823, -3.7765859350752, -4.04255295917025, -4.30764580918064, -4.57180632125061, -4.83497637594211, -5.09709790267719, 
-5.320153393973), c(180, 179.876851789284, 179.029344486753, 178.181082468744, 177.332033849331, 176.482167317762, 175.631452165259, 174.779858311832, 173.927356333106, 173.073917487131, 172.219513741171, 171.364117798437, 170.507703124769, 169.650243975216, 168.79171542051, 167.932093373399, 167.071354614817, 166.209476819849, 165.346438583473, 164.482219446039, 163.616799918442, -5.320153393973, -5.35811288447802, -5.61796336302051, -5.87659144401744, -6.13393930294625, -6.38994919113641, -6.64456344223126, 
-6.89772447903813, -7.14937482078072, -7.39945709076675, -7.64791402448377, -7.89468847813518, -8.13972343762781, -8.38296202802225, -8.62434752345588, -8.86382335754817, -9.10133313429684, -9.33682063947289, -9.57022985252139, -9.80150495897418, -10.0305903633795))"
