flag,eez_code,flag_lon,flag_lat,flag_lon_edit,flag_lat_edit,eez_name,eez_lon,eez_lat,eez,eez_lon_edit,eez_lat_edit,geometry
RUS,5668,96.62051012470491,61.962859093355945,NA,NA,Dutch Exclusive Economic Zone,4.202049988185336,53.525685365669425,NA,NA,NA,"c(96.6205101247049, 95.0120604472662, 93.3508521113102, 91.636323913371, 89.86820598809, 88.0465652280573, 86.1718510443781, 84.2449398980228, 82.2671767043338, 80.2404109271135, 78.1670249742129, 76.0499524271049, 73.8926837250941, 71.69925721522, 69.4742339904274, 67.2226556667992, 64.949985162383, 62.6620315718452, 60.364861292865, 58.0646985450067, 55.7678192207259, 53.4804425267841, 51.2086250489153, 48.9581616812115, 46.7344973283577, 44.5426524790358, 42.3871647579596, 40.2720475014351, 38.2007653733909, 
36.176226134429, 34.200786957791, 32.2762731849824, 30.4040071333629, 28.5848444884712, 26.8192159000733, 25.1071716101584, 23.4484272298293, 21.8424091107966, 20.2882980936077, 18.7850707347217, 17.3315374020523, 15.9263768747703, 14.5681672847344, 13.2554133948174, 11.9865703272167, 10.7600639377239, 9.574308085631, 8.42771907921912, 7.31872758892538, 6.245788318987, 5.20738771755913, 4.20204998818534, 61.9628590933559, 62.4546783268678, 62.927371158538, 63.3799133158194, 63.8112550466181, 64.220327303701, 
64.6060492567752, 64.9673371777081, 65.3031146960924, 65.6123243615887, 65.8939403774341, 66.1469822890274, 66.3705293271827, 66.5637350237988, 66.7258416460502, 66.8561939421448, 66.9542516653476, 67.0196003498901, 67.0519598564082, 67.0511902857455, 67.0172949740996, 66.9504204212726, 66.8508531555938, 66.7190136905944, 66.5554478663716, 66.3608159813585, 66.1358801997362, 65.881490761994, 65.5985715314131, 65.2881053814922, 64.9511198752341, 64.5886736149049, 64.2018435587607, 63.7917135169683, 
63.3593639587685, 62.9058631913673, 62.4322599108258, 61.9395770775481, 61.4288070337354, 60.9009077564197, 60.3568001258707, 59.797366083498, 59.2234475540258, 58.6358460120007, 58.0353225811058, 57.4225985650734, 56.798356320224, 56.1632403910831, 55.5178588416144, 54.8627847250012, 54.1985576444114, 53.5256853656694)"
RUS,5669,96.62051012470491,61.962859093355945,NA,NA,German Exclusive Economic Zone,8.485773916976832,54.550774193456014,NA,NA,NA,"c(96.6205101247049, 95.0069094477573, 93.3437066790231, 91.6306848513977, 89.8679210795342, 88.05582470044, 86.1951743758954, 84.2871526802738, 82.3333764831274, 80.335921279832, 78.2973375560627, 76.2206573227491, 74.109389152486, 71.9675004012923, 69.7993858113465, 67.609822342296, 65.4039108318756, 63.187005882851, 60.9646361410182, 58.7424177912582, 56.525964584162, 54.3207979596566, 52.1322608269188, 49.9654382924769, 47.8250881317982, 45.7155831298048, 43.6408666445567, 41.6044219526436, 39.6092551858115, 
37.6578910231057, 35.7523797993303, 33.8943143463913, 32.0848546979782, 30.3247587442263, 28.6144169960736, 26.9538897789762, 25.3429453921797, 23.7810980153997, 22.2676443968505, 20.8016985979127, 19.3822242886812, 18.0080642783952, 16.6779671224927, 15.3906107738791, 14.144623342108, 12.9386010939047, 11.7711238757425, 10.6407681680601, 9.54611799502814, 8.48577391697683, 61.9628590933559, 62.4254496427282, 62.8688158162095, 63.2919951212159, 63.694008492005, 64.0738667451914, 64.430578162946, 
64.7631572009474, 65.0706342717582, 65.3520664995609, 65.6065492810799, 65.8332284232061, 66.0313125646964, 66.2000855327117, 66.3389182408204, 66.4472797093135, 66.5247467862952, 66.5710121723938, 66.5858904040573, 66.5693215283573, 66.5213723011988, 66.4422348534646, 66.3322228868269, 66.1917655730697, 66.0213994287843, 65.8217585139633, 65.5935633536668, 65.3376090048312, 65.0547526865425, 64.7459013651913, 64.4119996409632, 64.054018225013, 63.672943233332, 63.2697664590821, 62.8454767243299, 
62.4010523577937, 61.9374547992921, 61.4556232949077, 60.9564706193872, 60.4408797433381, 59.9097013512896, 59.363752111393, 58.8038135971584, 58.2306317649159, 57.6449168965538, 57.0473439246015, 56.4385530651314, 55.8191506926734, 55.1897103999526, 54.550774193456)"
RUS,5674,96.62051012470491,61.962859093355945,NA,NA,Danish Exclusive Economic Zone,9.375045227680843,56.13115180415122,NA,NA,NA,"c(96.6205101247049, 95.0148825669943, 93.3579198136586, 91.6491889108534, 89.8885461915501, 88.0761794726433, 86.2126500813571, 84.298933201036, 82.3364547469586, 80.3271227505197, 78.2733510803365, 76.1780732990298, 74.0447445795712, 71.8773299116547, 69.6802773279837, 67.4584755631105, 65.2171963891122, 62.9620227933218, 60.6987650930013, 58.4333679276576, 56.1718117396724, 53.9200127707014, 51.6837257150383, 49.46845296798, 47.2793639118356, 45.1212269533768, 42.9983561471698, 40.9145733029274, 
38.8731855721064, 36.876977714732, 34.9282176145307, 33.0286731660009, 31.1796384041132, 29.38196666952, 27.6361086699138, 25.9421534752667, 24.2998707338257, 22.7087526828224, 21.1680548245228, 19.6768344230136, 18.2339862354242, 16.8382751146424, 15.4883653055091, 14.1828464031726, 12.9202560534541, 11.6990995548727, 10.5178665752702, 9.37504522768086, 61.9628590933559, 62.442881239981, 62.9038538900461, 63.3447834845477, 63.7646544595001, 64.1624354469285, 64.5370867105039, 64.8875688427322, 65.212852703936, 
65.511930525901, 65.7838280364817, 66.0276173885756, 66.2424306020808, 66.4274731565678, 66.5820373122621, 66.7055146948272, 66.797407662083, 66.8573389834483, 66.8850594082254, 66.8804527762592, 66.8435384297286, 66.7744708102243, 66.6735362605544, 66.5411471843407, 66.3778338370686, 66.1842341202014, 65.9610818185137, 65.7091937567296, 65.4294563552532, 65.1228120397538, 64.7902459113979, 64.4327730205867, 64.0514265143972, 63.6472468531393, 63.2212722199712, 62.7745301833317, 62.3080306175293, 
61.822759843308, 61.3196759176039, 60.799704979268, 60.2637385439871, 59.7126316354639, 59.1472016395558, 58.5682277720252, 57.9764510575055, 57.3725747261173, 56.7572649439992, 56.1311518041512)"
RUS,5675,96.62051012470491,61.962859093355945,NA,NA,Estonian Exclusive Economic Zone,22.96354161352531,58.747425334815546,NA,NA,NA,"c(96.6205101247049, 94.9426385423399, 93.2186984936801, 91.4491556741705, 89.6348034552466, 87.7767908017698, 85.876646445475, 83.9362978684932, 81.9580836184094, 79.9447575327705, 77.8994836128275, 75.8258205627709, 73.7276954006118, 71.6093660362542, 69.4753732735691, 67.3304832861678, 65.1796221916156, 63.0278048527576, 60.8800604174827, 58.7413573296102, 56.616530579823, 54.5102138127376, 52.4267785808645, 50.3702825728288, 48.3444280889257, 46.3525314448027, 44.3975034054483, 42.481840230992, 
40.6076244857553, 38.7765344416538, 36.9898607022378, 35.2485285787802, 33.5531247508395, 31.9039268215173, 30.3009345110385, 28.74390140073, 27.2323663246793, 25.7656836934189, 24.3430522117281, 22.9635416135253, 61.9628590933559, 62.3792815209917, 62.7749602206712, 63.1489732343186, 63.500398571252, 63.8283219977213, 64.1318457040925, 64.4100977546988, 64.6622421772796, 64.8874894990407, 65.0851074879706, 65.2544318150866, 65.3948763200672, 65.5059425434472, 65.5872281868193, 65.6384341807133, 
65.6593700787655, 65.6499575552403, 65.6102318576429, 65.540341152003, 65.4405437890234, 65.3112036077436, 65.1527834729644, 64.9658373077877, 64.7510009292277, 64.5089820209606, 64.2405495829232, 63.9465231844818, 63.6277623194977, 63.2851561218389, 62.9196136530665, 62.5320549242692, 62.1234027649091, 61.6945756058595, 61.2464812035264, 60.7800112981611, 60.2960371726302, 59.7954060578553, 59.2789383173349, 58.7474253348155)"
RUS,5676,96.62051012470491,61.962859093355945,NA,NA,Finnish Exclusive Economic Zone,21.886184959290915,61.7075518309463,NA,NA,NA,"c(96.6205101247049, 95.0430588842455, 93.4155918074148, 91.7376468063394, 90.0090302422853, 88.2298565491363, 86.4005879385179, 84.5220728526702, 82.5955815720732, 80.622837161829, 78.6060397844426, 76.5478823500542, 74.4515555503612, 72.3207405554166, 70.1595880574583, 67.9726829200895, 65.7649944105648, 63.5418128112888, 61.3086740576089, 59.0712748527764, 56.8353813843739, 54.6067352349741, 52.3909602891162, 50.1934743640876, 48.0194089423529, 45.8735397997588, 43.7602305720581, 41.6833904634507, 
39.646446457591, 37.6523296176507, 35.7034744140198, 33.8018295307573, 31.9488782875364, 30.1456666658522, 28.3928369255723, 26.6906649107348, 25.0390993386594, 23.4378016118161, 21.8861849592909, 61.9628590933559, 62.4387844064549, 62.8963259924298, 63.3345325164125, 63.7524307864922, 64.1490313642851, 64.5233353119175, 64.8743421074361, 65.2010587204504, 65.5025097898875, 65.7777487871654, 66.0258699831413, 66.2460209694164, 66.4374154188476, 66.5993457122766, 66.731195014933, 66.832448362904, 
66.9027023226074, 66.9416728175487, 66.9492007772295, 66.925255350259, 66.8699345316958, 66.7834631750662, 66.6661884824067, 66.5185731807717, 66.3411866916757, 66.1346946737743, 65.8998473645489, 65.6374671628323, 65.3484358826556, 65.0336820744118, 64.694168757522, 64.3308818460513, 63.9448194812491, 63.5369824181634, 63.1083655514893, 62.659950611552, 62.1927000164021, 61.7075518309463)"
RUS,5677,96.62051012470491,61.962859093355945,NA,NA,French Exclusive Economic Zone,-1.7100099039702328,45.952113648579854,NA,NA,NA,"c(96.6205101247049, 94.9939996345259, 93.3180702015848, 91.5925959916378, 89.8177540681085, 87.9940618188562, 86.1224129270437, 84.2041103676293, 82.2408947162896, 80.234965928679, 78.1889967146079, 76.1061357221075, 73.9899989823528, 71.8446484588958, 69.6745570886557, 67.4845603736803, 65.2797953380912, 63.0656284428628, 60.8475747799833, 58.6312114727739, 56.4220886248505, 54.2256413392527, 52.0471062508725, 49.8914456886258, 47.7632820462619, 45.6668442519249, 43.6059274588295, 41.5838663069347, 
39.6035213946057, 37.6672780009866, 35.7770556459973, 33.9343267776755, 32.1401427309084, 30.3951650892644, 28.6997006764074, 27.0537385758481, 25.4569877985361, 23.9089144612775, 22.4087775843421, 20.9556628484575, 19.5485138594972, 18.1861606478898, 16.8673452770824, 15.5907445519216, 14.3549899059762, 13.1586846100421, 12.0004184862385, 10.8787803371153, 9.79236831073334, 8.73979842400939, 7.71971146053471, 6.730778447891, 5.77170490504952, 4.84123403418118, 3.93814901421391, 3.06127453652874, 
2.20947770683935, 1.38166842190682, 0.576799315520276, -0.206134644771026, -0.968096840323966, -1.71000990397025, 61.9628590933559, 62.4205209468023, 62.8586539213187, 63.2762923827419, 63.6724561538842, 64.0461572690314, 64.3964078469013, 64.7222290656988, 65.0226611755686, 65.29677442772, 65.5436807380483, 65.7625458396918, 65.9526016182276, 66.113158270605, 66.2436158903017, 66.3434750621547, 66.4123460554082, 66.4499562353939, 66.4561553730965, 66.4309186149737, 66.3743469773048, 66.2866653422856, 
66.1682180478895, 66.0194622708065, 65.8409594930889, 65.6333654120272, 65.3974186954152, 65.1339289998262, 64.8437646595366, 64.5278404222237, 64.1871055597631, 63.8225326242415, 63.4351070563505, 63.0258177906337, 62.5956489435578, 62.1455726188112, 61.6765428211946, 61.1894904365409, 60.6853192100837, 60.1649026388271, 59.6290816836495, 59.0786632028583, 58.5144190094279, 57.9370854580286, 57.3473634741343, 56.7459189451271, 56.1333834016893, 55.5103549263554, 54.8773992345005, 54.2350508810025, 
53.5838145531556, 52.9241664170506, 52.2565554905303, 51.5814050209846, 50.8991138507036, 50.2100577563058, 49.5145907519667, 48.813046348853, 48.1057387653804, 47.3929640847252, 46.6750013574887, 45.9521136485799)"
RUS,5679,96.62051012470491,61.962859093355945,NA,NA,Greek Exclusive Economic Zone,23.972530528871797,36.54058517301206,NA,NA,NA,"c(96.6205101247049, 94.7445217323797, 92.8619951440656, 90.9760768856906, 89.0899509058676, 87.2068034522564, 85.3297878848819, 83.4619903882059, 81.6063974982346, 79.7658662703748, 77.9430977853011, 76.1406145336203, 74.3607420470609, 72.6055949661318, 70.8770675628164, 69.1768285813802, 67.5063201279634, 65.8667602349076, 64.2591486507255, 62.6842753609396, 61.1427313264653, 59.6349209312174, 58.1610756547773, 56.7212685245755, 55.3154289504992, 53.9433575989492, 52.6047410195237, 51.2991657928123, 
50.026132020054, 48.7850660231301, 47.575332165617, 46.3962437419745, 45.2470729123664, 44.1270596853293, 43.0354199699703, 41.9713527341329, 40.9340463156298, 39.9226839408288, 38.9364485091851, 37.9745267042867, 37.0361124921325, 36.1204100661056, 35.2266362958206, 34.3540227340208, 33.5018172322168, 32.6692852120157, 31.8557106352243, 31.0603967119575, 30.2826663822267, 29.5218626028818, 28.7773484683877, 28.0485071907502, 27.3347419609777, 26.6354757117935, 25.9501507988747, 25.2782286156985, 
24.6191891550983, 23.9725305288718, 61.9628590933559, 62.0285709621113, 62.0687414906389, 62.0832597948002, 62.0720856426325, 62.03525000644, 61.9728546376014, 61.8850706776587, 61.7721363496521, 61.6343538015794, 61.4720851978038, 61.2857481730537, 61.0758107766275, 60.842786041248, 60.5872263118758, 60.3097174652083, 60.0108731414031, 59.6913290967775, 59.3517377709447, 58.9927631451458, 58.6150759514067, 58.2193492754479, 57.8062545806666, 57.3764581664897, 56.9306180622529, 56.469381347659, 55.993381882799, 
55.5032384246102, 54.9995531023116, 54.4829102216088, 53.9538753660467, 53.4129947635789, 52.8607948869944, 52.2977822580709, 51.7244434270403, 51.1412451009821, 50.5486343969852, 49.9470391982193, 49.3368685933621, 48.7185133820676, 48.0923466312915, 47.4587242692858, 46.8179857059114, 46.170454469591, 45.5164388527336, 44.8562325588014, 44.1901153453833, 43.5183536586752, 42.8412012556774, 42.1588998112015, 41.4716795074483, 40.7797596044945, 40.0833489905048, 39.3826467108961, 38.6778424760142, 
37.9691171471663, 37.2566432010754, 36.5405851730121)"
RUS,5680,96.62051012470491,61.962859093355945,NA,NA,Icelandic Exclusive Economic Zone,-18.44815750469615,64.69815484680338,NA,NA,NA,"c(96.6205101247049, 95.5485046594353, 94.4219038963358, 93.2367819918996, 91.9889360280327, 90.6738813288137, 89.2868528144703, 87.8228147295334, 86.2764816762249, 84.6423545551602, 82.9147757330178, 81.088008459906, 79.1563461421055, 77.1142573727584, 74.9565723932589, 72.6787155798138, 70.276986232563, 67.7488859774605, 65.093485142458, 62.3118124555789, 59.4072427253019, 56.385846914142, 53.2566601878933, 50.0318188792105, 46.7265198897914, 43.3587682386972, 39.9489007088739, 36.5189033975563, 
33.0915729260324, 29.6895977036451, 26.3346499823775, 23.0465774755913, 19.8427656049447, 16.7377128799915, 13.7428298300812, 10.8664434377693, 8.11396902033809, 5.48820168938633, 2.98967887203702, 0.617071269692218, -1.63243098742623, -3.7627599688781, -5.77865296794278, -7.68538298665158, -9.4885372803902, -11.1938410124041, -12.8070210771208, -14.3337043033265, -15.7793441668652, -17.1491705246057, -18.4481575046962, 61.9628590933559, 62.7014531367803, 63.4314555759797, 64.1521347914245, 64.8626852836569, 
65.5622199948734, 66.2497620700757, 66.9242361326894, 67.5844592075524, 68.2291315026487, 68.8568273643186, 69.4659868529883, 70.0549085503957, 70.6217444044727, 71.164497638572, 71.6810249829256, 72.1690447007266, 72.626152035309, 73.0498437364214, 73.4375531542071, 73.7866969342824, 74.0947335348389, 74.3592325902941, 74.5779526215167, 74.7489229103451, 74.870523807519, 74.9415587024686, 74.961310716414, 74.9295781182009, 74.8466844879169, 74.7134624563961, 74.5312128888795, 74.3016440449317, 74.0267970361822, 
73.708964575113, 73.3506096099161, 72.9542892465943, 72.5225877482331, 72.0580607339895, 71.5631912416083, 71.040357208951, 70.4918092053739, 69.9196568624439, 69.3258623384761, 68.712239217934, 68.080455419757, 67.432038910329, 66.7683852474242, 66.0907661970262, 65.4003388530929, 64.6981548468034)"
RUS,5681,96.62051012470491,61.962859093355945,NA,NA,Irish Exclusive Economic Zone,-11.745485465468484,52.65293144186058,NA,NA,NA,"c(96.6205101247049, 95.2206992346496, 93.7639118015968, 92.2478590362431, 90.6703355582736, 89.0292655887328, 87.3227569912564, 85.5491633895925, 83.7071542210229, 81.795792082461, 79.8146160787562, 77.7637290960525, 75.6438860235109, 73.456578989498, 71.2041147524275, 68.8896786150455, 66.5173787646944, 64.0922649421876, 61.620315952929, 59.1083918483674, 56.5641486274102, 53.9959159222303, 51.412541101151, 48.8232061972845, 46.2372266548196, 43.6638426938411, 41.1120148464962, 38.5902347911736, 
36.1063610759732, 33.6674869207455, 31.2798443799505, 28.9487461397686, 26.6785634797107, 24.4727367243119, 22.3338129937014, 20.2635052599655, 18.2627665580434, 16.3318735516555, 14.4705143567311, 12.6778764212445, 10.9527312192961, 9.29351343991465, 7.69839317314205, 6.16534028355113, 4.69218070418268, 3.27664478799704, 1.91640813517802, 0.609125493463381, -0.647541573472523, -1.85590251763884, -3.01822041297808, -4.13669864659988, -5.21347105898082, -6.25059496018974, -7.2500465156416, -8.21371806052582, 
-9.14341696421852, -10.0408657230971, -10.9077030114577, -11.7454854654685, 61.9628590933559, 62.5634729844641, 63.1495294056209, 63.7200493873433, 64.273994387035, 64.8102661711183, 65.3277077465304, 65.8251055894777, 66.3011934383439, 66.7546579263104, 67.1841463224356, 67.5882766219155, 67.9656501711704, 68.3148669261878, 68.6345433200701, 68.9233325582355, 69.179946972315, 69.4031818576457, 69.5919400120266, 69.7452560084278, 69.8623190983029, 69.9424935811873, 69.9853355109492, 69.9906047494246, 
69.9582716198599, 69.8885177356844, 69.7817309511563, 69.638494757571, 69.4595727890901, 69.2458893694092, 68.9985072003341, 68.71860335718, 68.4074447200201, 68.0663638523069, 67.6967361643671, 67.2999589957197, 66.8774330416645, 66.4305463555318, 65.9606609913469, 65.4691022191651, 64.9571501484409, 64.4260335311649, 63.8769254814779, 63.3109408363138, 62.7291348864997, 62.1325032243166, 61.5219824772984, 60.8984517254747, 60.2627344277082, 59.6156007104289, 58.9577698977499, 58.2899131850301, 
57.6126563781347, 56.9265826379282, 56.2322351840523, 55.530119924039, 54.8207079835728, 54.1044381215482, 53.3817190197576, 52.6529314418606)"
RUS,5682,96.62051012470491,61.962859093355945,NA,NA,Italian Exclusive Economic Zone,12.92424128781176,39.658555041474145,NA,NA,NA,"c(96.6205101247049, 94.775479085072, 92.9022992694741, 91.003474453798, 89.081776678096, 87.1402277235153, 85.1820742615297, 83.2107569701321, 81.2298741967944, 79.2431410233248, 77.2543448318787, 75.2672986640507, 73.2857937894428, 71.3135529452361, 69.3541856699644, 67.4111470364113, 65.4877009009159, 63.5868885457411, 61.7115033175959, 59.8640715802685, 58.0468400229959, 56.2617691160563, 54.5105322942137, 52.7945202851943, 51.1148498875299, 49.4723764386843, 47.867709195778, 46.3012288704979, 
44.7731066087024, 43.2833237753437, 41.8316919885815, 40.4178729363185, 39.0413975980817, 37.7016845807804, 36.3980573553367, 35.1297602505837, 33.8959731202586, 32.6958246482285, 31.5284042966905, 30.3927729327717, 29.2879721917272, 28.2130326509021, 27.1669808989017, 26.1488455900609, 25.1576625762887, 24.1924792075394, 23.2523578892585, 22.3363789807822, 21.4436431133271, 20.5732730002971, 19.7244148064602, 18.8962391363404, 18.0879416961117, 17.2987436774788, 16.5278919065712, 15.7746587958113, 
15.0383421320635, 14.3182647301368, 13.6137739768962, 12.9242412878118, 61.9628590933559, 62.2039998249488, 62.4202494902098, 62.6110152517388, 62.775758534172, 62.9140020484919, 63.02533630312, 63.1094254067215, 63.1660119787207, 63.194921004608, 63.1960625036093, 63.1694329148115, 63.1151151522208, 63.0332773267789, 62.9241701810282, 62.7881233268768, 62.6255404160015, 62.4368934036467, 62.2227160884604, 61.9835971229074, 61.7201726908847, 61.4331190423052, 61.123145060038, 60.7909850144534, 60.4373916368284, 
60.0631296168754, 59.6689696033393, 59.2556827613587, 58.8240359171442, 58.3747873002274, 57.9086828764509, 57.426453251143, 56.9288111114571, 56.4164491694021, 55.890038562313, 55.3502276650047, 54.7976412672013, 54.2328800706495, 53.6565204622324, 53.0691145220822, 52.4711902288721, 51.8632518279299, 51.2457803313745, 50.6192341230073, 49.9840496440834, 49.3406421392895, 48.6894064452096, 48.0307178062512, 47.3649327054293, 46.6923896995507, 46.0134102502374, 45.328299543872, 44.637347294978, 43.9408285287615, 
43.2390043395842, 42.5321226230075, 41.8204187797822, 41.1041163907631, 40.3834278622265, 39.6585550414741)"
