year,flag,vessels_total,fishing_hours_total,fishing_KWh_total,fishing_days_total,regionname,country,category,type,value,estimate_type,type_code,lsf_prop,new_value,subs_per_fishing_hour,subs_per_fishing_KWh,subs_per_fishing_day
2018,FIN,46,44971.47222222224,38362983.128490485,3936,Europe,Finland,Capacity-enhancing,Fishing access,164441.84,Modeled,B6,1,164441.84,3.656581203021914,0.004286471660695133,41.778922764227644
2018,FIN,46,44971.47222222224,38362983.128490485,3936,Europe,Finland,Capacity-enhancing,Fuel subsidies,5560981.89,Modeled,B7,0.939,5221761.994709999,116.11276519717123,0.136114597168332,1326.6671734527438
2018,FIN,46,44971.47222222224,38362983.128490485,3936,Europe,Finland,Ambiguous,Fisher assistance,973094.05,Modeled,C1,0.753,732739.8196500001,16.293436337357072,0.019100178346293063,186.1635720655488
2018,FIN,46,44971.47222222224,38362983.128490485,3936,Europe,Finland,Ambiguous,Vessel buyback,28586.12,Reported,C2,0.998,28528.94776,0.634378781709145,7.436582203330485e-4,7.248208272357723
2018,FIN,46,44971.47222222224,38362983.128490485,3936,Europe,Finland,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Beneficial,Fisheries mangt.,13310077.41,Modeled,A1,0.743,9889387.51563,54.36544695463776,0.12455652963405756,1003.998732551269
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Beneficial,Fishery R&D,NA,Modeled,A2,0.783,NA,NA,NA,NA
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Beneficial,MPAs,21420911.46,Modeled,A3,0.779,16686890.02734,91.73371284980276,0.21017086335282784,1694.1005103898478
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Boat constsruct. & renov.,2034097.73,Modeled,B1,0.848,1724914.8750399998,9.48246471199979,0.02172524945650889,175.1182614253807
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Fisheries dev. projects,5241886.71,Modeled,B2,0.742,3889479.93882,21.38184138915057,0.048987879430857084,394.8710597786802
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Markt. & storage infrast.,4181162.42,Modeled,B4,0.931,3892662.21302,21.399335471462724,0.04902796007589901,395.19413330152287
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Tax exemption,6250635.98,Modeled,B5,0.866,5413050.75868,29.757446901405203,0.0681772067449651,549.5483003736041
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Fishing access,216026.71,Modeled,B6,1,216026.71,1.187574925618813,0.0027208497253582266,21.931645685279186
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Capacity-enhancing,Fuel subsidies,7198851.95,Modeled,B7,0.939,6759721.98105,37.160573009001105,0.08513848910460127,686.2661909695431
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,FJI,54,181905.75208333432,79396781.08152701,9850,Oceania,Fiji,Ambiguous,Rural fisher communities,1829309.38,Modeled,C3,0.159,290860.19142,1.5989609349282792,0.0036633751073779173,29.52895344365482
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Beneficial,Fisheries mangt.,17355699.94,Reported,A1,0.743,12895285.05542,7.734736070658016,0.0163936461446577,90.58540307976537
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Beneficial,Fishery R&D,5519224.02,Reported,A2,0.783,4321552.40766,2.5921154239795214,0.005493946094428861,30.357573725264306
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Beneficial,MPAs,107992258.57,Modeled,A3,0.779,84125969.42603,50.45969650163694,0.10694849849534481,590.9590068914333
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Boat constsruct. & renov.,3207366.13,Reported,B1,0.848,2719846.4782399996,1.6313943097405932,0.003457713461969512,19.106083230234272
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Fisheries dev. projects,5654749.57,Reported,B2,0.742,4195824.18094,2.516702228681267,0.005334109064818053,29.47437168304591
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Fishing port develop.,40837845.26,Reported,B3,0.791,32302735.60066,19.375541770310715,0.04106614275417497,226.91676162172035
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Markt. & storage infrast.,8269915.73,Reported,B4,0.931,7699291.54463,4.6181211018465795,0.009788031874035085,54.08515011506445
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Tax exemption,3382038.45,Reported,B5,0.866,2928845.2977,1.7567541370460593,0.0037234115583011135,20.574235521758983
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Fishing access,14783246.57,Modeled,B6,1,14783246.57,8.867156483551359,0.018793792622361794,103.84775083418215
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Capacity-enhancing,Fuel subsidies,87401047.81,Modeled,B7,0.939,82069583.89359,49.22625348082852,0.10433423625833863,576.5135323212392
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Ambiguous,Fisher assistance,37455212.07,Reported,C1,0.753,28203774.68871,16.916939212738612,0.03585517498863122,198.12282454926066
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Ambiguous,Vessel buyback,984896.61,Reported,C2,0.998,982926.81678,0.5895704881195982,0.0012495849724247362,6.904757941624811
2018,FRA,1113,1667191.3479166667,786602622.8474052,142355,Europe,France,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Beneficial,Fisheries mangt.,1944724.77,Reported,A1,0.743,1444930.50411,23.100561107268998,0.018415348821713848,253.40766469835148
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Beneficial,Fishery R&D,1036213.86,Modeled,A2,0.783,811355.45238,12.97139630875508,0.010340562145706958,142.29313440547176
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Beneficial,MPAs,NA,Modeled,A3,0.779,NA,NA,NA,NA
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Boat constsruct. & renov.,477844.68,Modeled,B1,0.848,405212.28864,6.478257057013473,0.005164349164838807,71.06494013328657
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Fisheries dev. projects,1254971.84,Reported,B2,0.742,931189.10528,14.887214829887895,0.011867817963517336,163.3092082216766
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Fishing port develop.,3984136.3,Modeled,B3,0.791,3151451.8133,50.38325717581237,0.040164619870412824,552.6923558926693
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Markt. & storage infrast.,552077.42,Reported,B4,0.931,513984.0780200001,8.217226066368957,0.006550623755690826,90.14101683970537
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Fishing access,1650680.35,Modeled,B6,1,1650680.35,26.38994898735994,0.021037589248710725,289.4914679059979
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Ambiguous,Fisher assistance,871663.57,Reported,C1,0.753,656362.6682099999,10.493477632583046,0.008365210267384461,115.11095549105576
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,FSM,34,62549.58472222249,78463379.54816572,5702,Oceania,Micronesia,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Beneficial,Fisheries mangt.,27850200.86,Reported,A1,0.743,20692699.23898,14.453404364732908,0.03421682999322462,170.97165363116582
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Beneficial,Fishery R&D,2331460.22,Reported,A2,0.783,1825533.3522600003,1.2750956951917107,0.003018647477540049,15.083312833677603
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Beneficial,MPAs,230078592.9,Modeled,A3,0.779,179231223.8691,125.189146348109,0.2963714035457501,1480.8826230612244
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Boat constsruct. & renov.,552703.64,Reported,B1,0.848,468692.68672,0.32737173849201323,7.750162410110226e-4,3.872533146492605
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Fisheries dev. projects,7103821.98,Reported,B2,0.742,5271035.90916,3.6817049596219027,0.008716027692132072,43.551482352805095
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Fishing port develop.,2760246.86,Reported,B3,0.791,2183355.26626,1.525026588879199,0.0036103311171555323,18.039785724696355
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Markt. & storage infrast.,7237121.59,Reported,B4,0.931,6737760.20029,4.706180260134852,0.011141359213018853,55.670166076923074
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Fishing access,2950640.49,Modeled,B6,1,2950640.49,2.060958777991973,0.004879091067407389,24.379414112203587
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Capacity-enhancing,Fuel subsidies,64392191.46,Modeled,B7,0.939,60464267.780939996,42.23298767176665,0.09998190895404975,499.5808293889118
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Ambiguous,Fisher assistance,2358501.78,Reported,C1,0.753,1775951.8403399999,1.2404640778991416,0.002936660968937157,14.673649841692141
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Ambiguous,Vessel buyback,11808167.79,Modeled,C2,0.998,11784551.454419998,8.231255162056346,0.019486582635034392,97.36884619036601
2018,GBR,1366,1431683.4094444427,604752083.786763,121030,Europe,United Kingdom,Ambiguous,Rural fisher communities,6230662.5,Reported,C3,0.159,990675.3375,0.6919653681566558,0.0016381511764237502,8.18537005287945
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Beneficial,Fisheries mangt.,9915002.94,Modeled,A1,0.743,7366847.18442,1669.5039689036687,4.355272019756617,9208.558980525
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Beneficial,Fishery R&D,2380477.55,Modeled,A2,0.783,1863913.92165,422.4075254975542,1.1019438773435342,2329.8924020625
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Beneficial,MPAs,492877.86,Modeled,A3,0.779,383951.85294,87.01268348648597,0.22699191664784682,479.93981617500003
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Fisheries dev. projects,1337201.2,Modeled,B2,0.742,992203.2903999999,224.85702361050082,0.5865895030005012,1240.254113
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Markt. & storage infrast.,1066611.26,Modeled,B4,0.931,993015.0830600001,225.04099526538505,0.5870694339355992,1241.2688538250002
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Fishing access,55214.75,Modeled,B6,1,55214.75,12.512984450386883,0.03264289997238345,69.0184375
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GEO,29,4412.596388888891,1691478.0870177832,800,Europe,Georgia,Ambiguous,Rural fisher communities,1362697.4,Modeled,C3,0.159,216668.8866,49.102357774117216,0.12809440941798148,270.83610825
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Beneficial,Fisheries mangt.,5107681.32,Reported,A1,0.743,3795007.2207600004,38.72419335815194,0.04534048690241861,407.0149314414415
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Beneficial,Fishery R&D,2588773.29,Modeled,A2,0.783,2027009.48607,20.68357257609206,0.024217502552163737,217.3969847779923
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Beneficial,MPAs,474609.96,Modeled,A3,0.779,369721.15884000005,3.7726288280033815,0.0044172082909963405,39.65263393822394
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Boat constsruct. & renov.,4693988.2,Reported,B1,0.848,3980501.9936,40.61697907173067,0.047556668013329605,426.90926572286577
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Fisheries dev. projects,42070391.62,Modeled,B2,0.742,31216230.582039997,318.52992067021415,0.3729529382988682,3347.9440778678677
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Fishing port develop.,28594862.56,Modeled,B3,0.791,22618536.28496,230.79918472507134,0.2702328055056328,2425.8404424024025
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Markt. & storage infrast.,296819.01,Reported,B4,0.931,276338.49831,2.8197536442934017,0.003301527858687294,29.63733358108108
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Tax exemption,3790719,Reported,B5,0.866,3282762.654,33.49725794117412,0.03922049378541851,352.0766467181467
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Fishing access,2053122.88,Modeled,B6,1,2053122.88,20.950033232675576,0.024529489836136214,220.19764907764906
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Capacity-enhancing,Fuel subsidies,63219653.83,Reported,B7,0.939,59363254.94637,605.7417098806304,0.7092368279715171,6366.715459713642
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Ambiguous,Fisher assistance,1520070.3,Reported,C1,0.753,1144612.9359,11.679612204046627,0.013675153908697897,122.75986013513513
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GHA,96,98000.9366666666,83700186.74319887,9324,Africa,Ghana,Ambiguous,Rural fisher communities,474609.96,Reported,C3,0.159,75462.98364,0.7700230855616658,9.015868013715251e-4,8.09341308880309
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Beneficial,Fisheries mangt.,1334303.95,Reported,A1,0.743,991387.83485,122.40035987801643,0.09114456944552829,2039.8926643004115
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Beneficial,Fishery R&D,38000,Reported,A2,0.783,29754,3.673537418745441,0.0027354738720316955,61.22222222222222
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Beneficial,MPAs,1067840.65,Modeled,A3,0.779,831847.8663499999,102.70297317134776,0.07647704859533974,1711.6211241769545
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Boat constsruct. & renov.,175000,Reported,B1,0.848,148400,18.322005543517626,0.013643352914213336,305.3497942386831
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Fisheries dev. projects,11633575.83,Reported,B2,0.742,8632113.26586,1065.7522042409635,0.7936049035147618,17761.549929753088
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Fishing port develop.,1123156.63,Reported,B3,0.791,888416.8943299999,109.68719179830845,0.08167779800736905,1828.0183010905348
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Markt. & storage infrast.,703850.62,Reported,B4,0.931,655284.9272200001,80.90386839021824,0.06024449812282387,1348.3228955144034
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Tax exemption,2154352.98,Modeled,B5,0.866,1865669.68068,230.34238700668277,0.17152284282254004,3838.8265034567903
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Fishing access,705379.22,Modeled,B6,1,705379.22,87.08869258168558,0.06484998407555613,1451.3975720164608
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Ambiguous,Fisher assistance,41890.62,Reported,C1,0.753,31543.636860000002,3.894492516250856,0.0029000065355712147,64.9046025925926
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GIN,5,8099.550000000098,10877091.645514809,486,Africa,Guinea,Ambiguous,Rural fisher communities,150000,Reported,C3,0.159,23850,2.9446080337796188,0.002192681718355715,49.074074074074076
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Beneficial,Fisheries mangt.,1085070.82,Reported,A1,0.743,806207.6192600001,655.400582436396,3.660043267504027,8957.862436222224
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Beneficial,Fishery R&D,1343736.73,Modeled,A2,0.783,1052145.85959,855.3342745833584,4.776560377039441,11690.509551
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Beneficial,MPAs,232967.75,Modeled,A3,0.779,181481.87725000002,147.534363617744,0.8238963601119746,2016.465302777778
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Fisheries dev. projects,6293828.99,Modeled,B2,0.742,4670021.11058,3796.4594761257367,21.201088797162214,51889.12345088889
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Fishing port develop.,4277858.33,Modeled,B3,0.791,3383785.93903,2750.8240089766937,15.361803397726849,37597.62154477778
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Markt. & storage infrast.,8333998.51,Modeled,B4,0.931,7758952.61281,6307.58372911395,35.22430400678178,86210.58458677778
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Tax exemption,858149.1,Modeled,B5,0.866,743157.1206,604.144141096138,3.3738048995943792,8257.30134
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Fishing access,16465.68,Modeled,B6,1,16465.68,13.385654023112187,0.0747513417005308,182.952
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Capacity-enhancing,Fuel subsidies,0,Reported,B7,0.939,0,0,0,0
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GMB,5,1230.0990277777778,220272.70180600756,90,Africa,Gambia,Ambiguous,Rural fisher communities,724546.85,Modeled,C3,0.159,115202.94915,93.6533941971474,0.5230014804624239,1280.0327683333333
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Beneficial,Fisheries mangt.,2831394.74,Reported,A1,0.743,2103726.29182,111.43588183652189,0.03584414733369994,1520.0334478468208
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Beneficial,Fishery R&D,61420.48,Reported,A2,0.783,48092.23584,2.547480026826099,8.194151462378071e-4,34.748725317919074
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Beneficial,MPAs,2620727.2,Modeled,A3,0.779,2041546.4888000002,108.14217333038332,0.034784702467086086,1475.1058445086705
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Fisheries dev. projects,91002.75,Reported,B2,0.742,67524.0405,3.5767965764085923,0.0011505021663986564,48.78904660404624
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Markt. & storage infrast.,NA,Modeled,B4,0.931,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Fishing access,NA,Modeled,B6,1,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GNB,10,18878.356388889155,58690928.59804532,1384,Africa,Guinea-Bissau,Ambiguous,Rural fisher communities,3145637.37,Modeled,C3,0.159,500156.34183000005,26.493638086224855,0.00852186792366849,361.38464005057807
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Beneficial,Fisheries mangt.,175989.19,Reported,A1,0.743,130759.96817000001,16.49729295791549,0.019008804973850265,156.5987642754491
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Beneficial,Fishery R&D,NA,Modeled,A2,0.783,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Beneficial,MPAs,1481876.09,Modeled,A3,0.779,1154381.47411,145.64219944458713,0.16781445127192376,1382.4927833652696
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Fisheries dev. projects,115455.95,Reported,B2,0.742,85668.3149,10.808317774128259,0.012453752575523364,102.59678431137725
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Markt. & storage infrast.,883872.25,Reported,B4,0.931,822885.06475,103.81905237407803,0.11962423921204061,985.4910955089821
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Fishing access,15258.23,Modeled,B6,1,15258.23,1.9250501040348704,0.002218115546946843,18.273329341317364
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Ambiguous,Fisher assistance,565886.19,Reported,C1,0.753,426112.30107,53.760333243458874,0.061944689505182504,510.3141330179641
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,GNQ,15,7926.1469444452505,6878915.762978358,835,Africa,Equatorial Guinea,Ambiguous,Rural fisher communities,703956.75,Reported,C3,0.159,111929.12325,14.121504942378268,0.01627133215562712,134.04685419161677
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Beneficial,Fisheries mangt.,5672223.55,Reported,A1,0.743,4214462.09765,13.387477634092885,0.047433612199113837,139.83417159328445
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Beneficial,Fishery R&D,19060567.99,Modeled,A2,0.783,14924424.73617,47.40828075511415,0.16797383837550423,495.1864606048641
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Beneficial,MPAs,40727603.2,Modeled,A3,0.779,31726802.892800003,100.78198695047493,0.357083971777548,1052.6826667374498
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Capacity-enhancing,Boat constsruct. & renov.,12439643.57,Modeled,B1,0.848,10548817.74736,33.50891724418403,0.1187265464948448,350.005565790504
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Capacity-enhancing,Fisheries dev. projects,555270.13,Reported,B2,0.742,412010.43646,1.3087744948985822,0.004637161946699818,13.67034196423239
2018,GRC,425,314806.2848611112,88849697.55115414,30139,Europe,Greece,Capacity-enhancing,Fishing port develop.,3334540.54,Reported,B3,0.791,2637621.56714,8.37855434907752,0.029686331409529237,87.51523166462059
