year,ssvid,flag,vessel_class,length_m,tonnage_gt,engine_power_kw,broadcast_shipname,broadcast_callsign,eez_code,eez_type,eez_name,eez_territory_iso3,eez_sovereign_iso3,eez_sovereign2_iso3,eez_sovereign3_iso3,fishing_hours_year_eez,fishing_KWh_year_eez,fishing_days_year_eez,sovereign_iso3,flag_name,sovereign_name,eez_territory_name,eez_sovereign_name,eez_sovereign2_name,eez_sovereign3_name,is_EU,is_foreign,subs_per_fishing_KWh
2018,1,USA,tuna_purse_seines,67.391,1226.8167585463216,3207.8,DONA BOLA,100200,5668,200NM,Dutch Exclusive Economic Zone,NLD,NLD,NA,NA,675.5288888888889,2166961.569777778,71,USA,United States,United States,Netherlands,Netherlands,NA,NA,FALSE,TRUE,1.0467986353580072
2018,701000627,ARG,trawlers,69.28375775461427,3061,1914.889295474736,TAI AN,LW3280,5668,200NM,Dutch Exclusive Economic Zone,NLD,NLD,NA,NA,80.36291666666668,153886.08887812827,7,ARG,Argentina,Argentina,Netherlands,Netherlands,NA,NA,FALSE,TRUE,0.3701143215503337
2018,701000627,ARG,trawlers,69.28375775461427,3061,1914.889295474736,TAI AN,LW3280,5669,200NM,German Exclusive Economic Zone,DEU,DEU,NA,NA,99.41888888888889,190376.1661013255,8,ARG,Argentina,Argentina,Germany,Germany,NA,NA,FALSE,TRUE,0.3701143215503337
2018,1,USA,tuna_purse_seines,67.391,1226.8167585463216,3207.8,DONA BOLA,100200,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,23.945416666666663,76812.10758333333,2,USA,United States,United States,Albania,Albania,NA,NA,FALSE,TRUE,1.0467986353580072
2018,201100187,TUR,trawlers,26.5166422507,371,359.66293526425,ROZAFA15,ZADH4,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,614.4801388888891,221005.73041436184,92,TUR,Turkey,Turkey,Albania,Albania,NA,NA,FALSE,TRUE,1.1748010260513329
2018,215000323,MLT,trawlers,21.516286827366667,159,369,ELISSA,9HB4913,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,19.767916666666665,7294.361250000001,2,MLT,Malta,Malta,Albania,Albania,NA,NA,FALSE,TRUE,1.3403108393815872
2018,237216000,GRC,trawlers,24.95,85,103,NIKOLAOS I,SV2980,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,70.04638888888888,7214.778055555556,35,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,237387000,GRC,trawlers,19.87,48,176.64,AGIA KYRIAKI,SV4063,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,170.15666666666664,30056.473599999998,52,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,237445000,GRC,trawlers,22.1,61,360.2,KONSTANTINOS K,SV6844,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,19.12180555555555,6887.674361111109,16,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,237475000,GRC,trawlers,28.9,147,294.04,AGIOS SPIRIDON,SW9474,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,221.37125,65092.00235,67,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,237535000,GRC,trawlers,24.150000000000002,92,330.8,PANAGIA FANEROMENI 2,SW4470,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,1.0538888888888889,348.6264444444445,2,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,237924000,GRC,trawlers,21.86,58,269.78,AGIOS IWANNHS,SV4036,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,42.66333333333334,11509.714066666667,24,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,240588000,GRC,trawlers,23,45,215.38000000000002,FANEROMENI G,SY8117,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,1.0691666666666668,230.2771166666667,1,GRC,Greece,Greece,Albania,Albania,NA,NA,FALSE,TRUE,1.495616702328818
2018,247120130,ITA,set_longlines,13.850000000000001,32.33705723191429,189.41503310545716,TORNADO,IJQU,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,1.0319444444444443,195.46579110743707,1,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247120640,ITA,set_longlines,15.12,25,118,LORENZA MADRE II,IMYL,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,41.80388888888888,4932.858888888888,6,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247120850,ITA,trawlers,22.95,70,470,NINETTA,IQDC,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,24.038194444444446,11297.951388888889,1,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247121730,ITA,trawlers,24.72,66,353,MIZAR,IQPM,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,64.81680555555552,22880.3323611111,6,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247121820,ITA,fishing,20.3,76,220.8,EOLO,IZJI,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,2.026111111111111,447.3653333333334,1,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247122030,ITA,trawlers,22.37,63,325,ZOSMA,IWTZ,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,4.814305555555554,1564.6493055555552,1,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247122090,ITA,trawlers,25.82,69,191.2,ALDEBARAN,IQAB,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,444.4173611111111,84972.59944444445,28,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247122210,ITA,trawlers,21.650000000000002,51,375,GALILEO,IWMM,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,19.16541666666667,7187.031250000001,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247123150,ITA,set_longlines,18.330000000000002,48,205.9,GALEONE,ILTQ,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,101.01722222222226,20799.44605555556,7,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247123250,ITA,set_longlines,15.273779477689999,34.36329371026999,164.77617197512998,SANTA RITA,IJQA,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,15.938611111111108,2626.3033254891616,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247123680,ITA,trawlers,15.56,30,147,GIOVANNI PAOLO II,IFEH2,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,4.592916666666666,675.1587499999999,1,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247125050,ITA,set_longlines,15.43,49,104.4,NICO,IOTH,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,11.392638888888893,1189.3915000000002,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247125250,ITA,set_longlines,11.57,11,59,SAN FRANCESCO II,IMAT,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,11.880694444444448,700.9609722222224,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247130410,ITA,set_longlines,19.6,38,240,MADONNA DEL CARMINE,IQLY,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,9.406250000000002,2257.5000000000005,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247141070,ITA,set_longlines,16.45,33,207.64,DELFINO,IOIF,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,82.27041666666665,17082.629316666662,10,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247141650,ITA,set_longlines,21.3,71,294,STEFANIA,IJYQ,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,85.3548611111111,25094.329166666666,12,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247145550,ITA,set_longlines,13.55,16,150,MAD. DEL TINDARI II,ILSL,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,67.01319444444445,10051.979166666664,4,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247150040,ITA,trawlers,25.17,134.666666667,316.47999999999996,NUOVO TRENTA CARRINI,IWAE,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,24.45416666666667,7739.2546666666685,3,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,247281480,ITA,trawlers,16.9,25,220,MARIA DIMEDJUGORJE,IMUW2,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,33.405416666666646,7349.191666666668,2,ITA,Italy,Italy,Albania,Albania,NA,NA,FALSE,TRUE,0.30565843237865425
2018,262500050,MNE,fishing,21.888384174574995,159.802779128325,310.34271266807497,TRIO MARE,4OBY,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,35.08305555555555,10887.77062979589,5,MNE,Montenegro,Montenegro,Albania,Albania,NA,NA,FALSE,TRUE,0.048786395156829795
2018,271001066,TUR,other_purse_seines,30.009967096884623,335,550.6828695117155,KILIC12,TC9820,5670,200NM,Albanian Exclusive Economic Zone,ALB,ALB,NA,NA,2.0994444444444436,1156.1280910470955,3,TUR,Turkey,Turkey,Albania,Albania,NA,NA,FALSE,TRUE,1.1748010260513329
2018,201100198,ALB,trawlers,19.20332881305,52.48104414999999,319.47393626605,ALBERTO 1,ALB16,5673,200NM,Croatian Exclusive Economic Zone,HRV,HRV,NA,NA,44.03263888888889,14067.280470014886,8,ALB,Albania,Albania,Croatia,Croatia,NA,NA,FALSE,TRUE,0.7002012520693043
2018,238905840,USA,other_purse_seines,27.89864692581818,164,696.9813145226364,ANTONI,9AA6321,5673,200NM,Croatian Exclusive Economic Zone,HRV,HRV,NA,NA,778.7775000000004,542793.3656706525,152,USA,United States,United States,Croatia,Croatia,NA,NA,FALSE,TRUE,1.0467986353580072
2018,262999730,MNE,pots_and_traps,15.4232127995,7.557785616699999,109.96592190910002,55-TV,403078,5673,200NM,Croatian Exclusive Economic Zone,HRV,HRV,NA,NA,50.524166666666645,5555.936566189021,7,MNE,Montenegro,Montenegro,Croatia,Croatia,NA,NA,FALSE,TRUE,0.048786395156829795
2018,366727690,USA,trawlers,33.306830164199994,54.98395983035,218.67069443814995,C`EST LA VIE,WCU4976,5673,200NM,Croatian Exclusive Economic Zone,HRV,HRV,NA,NA,5.168055555555553,1130.1022972282724,2,USA,United States,United States,Croatia,Croatia,NA,NA,FALSE,TRUE,1.0467986353580072
2018,1,USA,tuna_purse_seines,67.391,1226.8167585463216,3207.8,DONA BOLA,100200,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,12.290694444444444,39426.089638888894,1,USA,United States,United States,Denmark,Denmark,NA,NA,FALSE,TRUE,1.0467986353580072
2018,219005778,CHN,trawlers,17.51668299826667,73.08483477145555,211.0190175843222,HM8 MIKAMALE,OU2181,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,158.08402777777778,33358.73623743936,24,CHN,China,China,Denmark,Denmark,NA,NA,FALSE,TRUE,0.7384670645121026
2018,273250200,RUS,trawlers,104.5,4407,5152,LAZURNYY,UBHN,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,4.0559722222222225,20896.368888888897,1,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273259100,RUS,trawlers,104.5,4407,5148,ZAMOSKVORECHYE,UDHY,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,6.7974999999999985,34993.53,4,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273290400,RUS,trawlers,54.82,745,853,CHERNIGOV,UABK,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,7.1702777777777795,6116.246944444447,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273397450,RUS,trawlers,120.43,7765,5296,ESTER,UBHP,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,8.169027777777774,43263.17111111109,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273399260,RUS,trawlers,34.08181224356667,341,693.1374117308667,OLGARRY,UBAQ5,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,1.6640277777777779,1153.3999069371546,1,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273459510,RUS,trawlers,104.5,4407,5152,ARMENAK BABAEV,UIMQ,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,1.2031944444444442,6198.857777777779,1,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273529800,RUS,trawlers,120.7,7765,8000,BORIS SYROMYATNIKOV,UCUF,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,3.2750000000000004,26200.000000000004,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273532110,RUS,trawlers,120.47,7765,5296,KURSHSKAYA KOSA,UBCI,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,5.098333333333333,27000.773333333324,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273534110,RUS,trawlers,120.47,7765,8000,LIRA,UHFP,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,1.712777777777778,13702.222222222226,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273537800,RUS,trawlers,62.25,1895,1766,KARACHAROVO,UHFC,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,8.756944444444441,15464.763888888881,2,RUS,Russia,Russia,Denmark,Denmark,NA,NA,FALSE,TRUE,0.2553607429819514
2018,316014240,CAN,trawlers,56.78,2598,4999,SIVULLIQ,XJCB,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,1.1779166666666665,5888.4054166666665,1,CAN,Canada,Canada,Denmark,Denmark,NA,NA,FALSE,TRUE,0.45493853307557514
2018,701000627,ARG,trawlers,69.28375775461427,3061,1914.889295474736,TAI AN,LW3280,5674,200NM,Danish Exclusive Economic Zone,DNK,DNK,NA,NA,25.01305555555556,47897.23233044821,4,ARG,Argentina,Argentina,Denmark,Denmark,NA,NA,FALSE,TRUE,0.3701143215503337
2018,273248400,RUS,trawlers,19.862794813949996,117,387.97908095109995,MRTK-1118,UATQ,5675,200NM,Estonian Exclusive Economic Zone,EST,EST,NA,NA,1.3020833333333335,505.18109498841136,2,RUS,Russia,Russia,Estonia,Estonia,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273319360,RUS,trawlers,21.495799457899995,111,301.11534598739996,MRTK-1067,X,5675,200NM,Estonian Exclusive Economic Zone,EST,EST,NA,NA,2.641388888888889,795.3627291650517,1,RUS,Russia,Russia,Estonia,Estonia,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273422830,RUS,trawlers,25.5,124,368,MRTK-1051,NA,5675,200NM,Estonian Exclusive Economic Zone,EST,EST,NA,NA,1.6633333333333338,612.1066666666669,2,RUS,Russia,Russia,Estonia,Estonia,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273427030,RUS,trawlers,22.274016433,152.18875316414994,339.91345809480003,NERVA,NA,5675,200NM,Estonian Exclusive Economic Zone,EST,EST,NA,NA,2.724027777777779,925.9337018907379,8,RUS,Russia,Russia,Estonia,Estonia,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273452640,RUS,trawlers,25.5,117,368,MRTK-0775,B8,5675,200NM,Estonian Exclusive Economic Zone,EST,EST,NA,NA,4.04,1486.72,4,RUS,Russia,Russia,Estonia,Estonia,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273248400,RUS,trawlers,19.862794813949996,117,387.97908095109995,MRTK-1118,UATQ,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,14.396388888888893,5585.4977301257395,2,RUS,Russia,Russia,Finland,Finland,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273319360,RUS,trawlers,21.495799457899995,111,301.11534598739996,MRTK-1067,X,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,8.31888888888889,2504.9451060085166,2,RUS,Russia,Russia,Finland,Finland,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273351680,RUS,trawlers,64.05,1927,3000,RYBAK,UDAD,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,6.875972222222222,20627.91666666666,1,RUS,Russia,Russia,Finland,Finland,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273422830,RUS,trawlers,25.5,124,368,MRTK-1051,NA,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,8.662916666666671,3187.953333333335,3,RUS,Russia,Russia,Finland,Finland,NA,NA,FALSE,TRUE,0.2553607429819514
2018,273452640,RUS,trawlers,25.5,117,368,MRTK-0775,B8,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,14.738194444444442,5423.655555555556,3,RUS,Russia,Russia,Finland,Finland,NA,NA,FALSE,TRUE,0.2553607429819514
2018,777777777,CHN,fishing,44.96,471,800,ARCHANGEL MICHAEL,12345,5676,200NM,Finnish Exclusive Economic Zone,FIN,FIN,NA,NA,157.78638888888884,126229.11111111108,14,CHN,China,China,Finland,Finland,NA,NA,FALSE,TRUE,0.7384670645121026
2018,1,USA,tuna_purse_seines,67.391,1226.8167585463216,3207.8,DONA BOLA,100200,5677,200NM,French Exclusive Economic Zone,FRA,FRA,NA,NA,96.86777777777776,310732.45755555556,13,USA,United States,United States,France,France,NA,NA,FALSE,TRUE,1.0467986353580072
2018,123123123,CHN,fishing,69.25946796519999,718,1280.8620291179998,A,NL0000,5677,200NM,French Exclusive Economic Zone,FRA,FRA,NA,NA,7.050277777777778,9030.433100289989,7,CHN,China,China,France,France,NA,NA,FALSE,TRUE,0.7384670645121026
2018,777777777,CHN,fishing,44.96,471,800,ARCHANGEL MICHAEL,12345,5677,200NM,French Exclusive Economic Zone,FRA,FRA,NA,NA,325.5161111111112,260412.88888888893,66,CHN,China,China,France,France,NA,NA,FALSE,TRUE,0.7384670645121026
2018,207523000,BGR,trawlers,34.2177381591,101.01824379900002,698.1724990901,NATO WARSHIP 32,LZBX,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,6.514027777777776,4547.915052753441,1,BGR,Bulgaria,Bulgaria,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1832210166452926
2018,271002463,TUR,other_purse_seines,49.3,270.14117737874,590.19989807825,TUNCAY SAGUN 6,TCB2059,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,1.3106944444444442,773.5717275228395,2,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069019,TUR,other_purse_seines,45.3,354,583.8596098267443,KOROGLU BALIKCILIK,TCBW7,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,61.185138888888936,35723.531318861846,18,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069020,TUR,other_purse_seines,37.158744577253835,578,457.7836151611691,KARAHASANOGLU BALIK,TCB2070,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,2.2359722222222222,1023.5914472888419,3,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069022,TUR,other_purse_seines,40,89,542.2480877111925,YILMAZ BALIKCILIK,TC7192,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,75.06083333333335,40701.59333700853,20,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069024,TUR,other_purse_seines,29.539611865690002,266,387.70391415506,BURAK BALIKCILIK-1,TCB2053,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,2.1230555555555557,823.1169488575341,3,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069041,TUR,other_purse_seines,49.5,654.5,829.3899105689401,ZAMAN AVCI-2,TCB2020,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,87.83625,72850.49953221105,30,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271069044,TUR,other_purse_seines,31.2,275,491.48766133651003,KOROGLU BALIKCILIK-1,TCB2054,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,2.978611111111111,1463.9506090309433,3,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271070002,TUR,other_purse_seines,38.75,469,356.7263457748999,KEREM BALIKCILIK-2,TCB2036,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,5.45388888888889,1945.5458535956634,2,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072024,TUR,other_purse_seines,36.5,159,432.3843560118726,KIBAR 2,TC7097,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,69.34625000000005,29984.23364808834,19,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072033,TUR,other_purse_seines,29.6,41,360.85519967472004,MUSTAFA CAGLAR,TC7348,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,4.8602777777777755,1753.856507974604,3,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072034,TUR,other_purse_seines,26.3,31,354.4017729648889,AKGUN,TC7257,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,18.291805555555555,6482.648319617894,7,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072035,TUR,other_purse_seines,47.5,362,567.1927965564693,MARGO BALIKCILIK,TC7004,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,67.2111111111111,38121.65807077868,22,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072036,TUR,other_purse_seines,47.8,690,761.3753008449819,AKGUN BALIKCILIK-3,TCB2021,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,30.660694444444456,23344.29545675496,13,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072037,TUR,other_purse_seines,32.3,289,431.4383023889916,AKGUN BALIKCILIK 4,TCB2038,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,43.086666666666645,18589.23832226702,16,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072042,TUR,other_purse_seines,29.521167789683336,127,399.2789493510749,ERGUN KARD. BALIKC 1,TC7360,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,11.137638888888889,4447.02475380723,6,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072044,TUR,other_purse_seines,39.799252159512506,277,637.2760527104125,MAZHAR YEREBASMAZ,TC7251,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,12.947361111111112,8251.043181905192,4,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072088,TUR,other_purse_seines,28.8,131,263.84415451218183,NECATI REIS,TC9220,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,3.2645833333333343,861.3412294178935,1,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072102,TUR,other_purse_seines,25,98.92,406.44539854328883,HACI AHMET CECELI,TC7277,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,12.324444444444449,5009.213734046846,5,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072121,TUR,other_purse_seines,42,255,466.70596842410913,KUL BALIKCILIK-1,TC7079,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,37.13208333333332,17329.764911688053,12,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072147,TUR,other_purse_seines,27.6,141,380.0202725422799,IMPARATOR-4,TCB2037,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,47.32055555555555,17982.770419074317,16,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072168,TUR,other_purse_seines,30.52290569359,88,436.5955153204099,CAN KARDESLER BLK.-1,TC7198,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,4.939722222222225,2156.660569150791,4,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072169,TUR,other_purse_seines,29.059981621379997,160,382.51747303879995,KARAHASANOGLU BLK. 2,TCB2025,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,3.869583333333333,1480.1832383797225,2,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072174,TUR,other_purse_seines,24,94.6,340.2217750609285,KULBALIKCILIK 4,TC5697,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,4.584722222222222,1559.8223326057291,3,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072195,TUR,other_purse_seines,27.234205820825004,103,331.34125841740826,ZAMAN AVCI 1,TC2668,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,9.504583333333334,3149.2606023997914,7,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072246,TUR,other_purse_seines,26,44.13,428.7189583951818,YILMAZ BALIKCILIK-1,TC7286,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,8.88541666666667,3809.3465782405224,2,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
2018,271072270,TUR,purse_seines,33.37020167267999,248,486.5091755914,YILDIZ KARDESLER 3,TC5982,5678,200NM,Georgian Exclusive Economic Zone,GEO,GEO,NA,NA,31.88986111111112,15514.710038890918,16,TUR,Turkey,Turkey,Georgia,Georgia,NA,NA,FALSE,TRUE,1.1748010260513329
