fao_region,flag_iso3,flag_is_EU,n_vessels,mean_length,mean_tonnage,tot_tonnage,mean_engine_power,tot_engine_power,fishing_hours,fishing_KWh,bad_subs,ugly_subs
18,RUS,FALSE,1,62.2,2062,2062,960.6055835489915,960.6055835489915,9.807500000000008,9421.139260656742,3573.088132317965,169.54159489606164
21,CAN,FALSE,43,27.74615574998739,363.31857662468497,15622.698794861455,691.8859589876553,29751.096236469173,10057.189444444524,13056924.422080306,5857531.085741488,9482709.754013063
21,ESP,TRUE,37,36.39288386972703,485.0806780234557,17947.985086867862,542.6385548409319,20077.626529114477,57373.42972222227,33376513.901038177,31415700.635322813,284332.8846842548
21,EST,TRUE,2,65,1286.5,2573,1188,2376,7505.495555555539,9522286.993333308,17214623.40090601,472014.21474457625
21,FRO,FALSE,6,42.831895179654246,687.3333333333334,4124,931.9145587231573,5591.487352338943,2707.6538888888786,3895721.3511453425,475120.25559775485,148033.02476750241
21,JPN,FALSE,8,52.56325,457.2728167243705,3658.182533794964,825.5446365445322,6604.3570923562575,7232.042777777774,8148174.704789763,11295208.915538743,972419.4310978181
21,NOR,FALSE,3,42.63333333333333,869,2607,942.6658333333334,2827.9975,577.3291666666672,548144.3320583337,225260.11198864676,22431.148260608083
21,PRT,TRUE,12,57.524166666666666,1287.7114236110833,15452.537083333,1431.3266666666666,17175.92,23746.433611111144,42308176.00131396,16650035.593777888,171876.01951867543
21,RUS,FALSE,4,73.99000000000001,2176,8704,2451.5,9806,2174.9330555555525,5673421.74166666,2151718.10265447,102098.15861835642
21,TCA,FALSE,1,24.134041761099997,134.96925551583334,134.96925551583334,487.5125933513667,487.5125933513667,1285.4486111111119,626672.3860226906,70941.22288868186,17997.977903094514
21,TWN,FALSE,4,44.45552021760625,384.6796643389375,1538.71865735575,756.5212820307959,3026.0851281231835,2636.4319444444445,2208876.9888765365,655727.1456982712,9185.827466139745
21,USA,FALSE,5,27.929935753383333,172.22552865194,861.1276432597,486.3356215990567,2431.6781079952834,2381.890555555554,1144732.7326140762,1286472.7913644037,128085.7293636411
27,CAN,FALSE,1,56.78,2598,2598,4999,4999,1.5405555555555557,7701.237222222223,3454.8899089552106,5593.09336290849
27,CHN,FALSE,1,50.54,619,619,735,735,443.1055555555555,325682.5833333333,353600.4158104744,51907.99449831803
27,DEU,TRUE,4,93.72,4744,18976,4321.084,17284.336,2492.32305555555,8560002.50153554,3623401.355169679,73145.45433610746
27,DNK,TRUE,7,68.55720236946041,2939.285714285714,20575,4017.931345921486,28125.5194214504,1509.1586111111126,5487358.315460184,669235.5151713826,208513.4372307861
27,ESP,TRUE,105,27.6892238369709,240.22377090346473,25223.495944863796,342.96524194047925,36011.35040375032,54888.822499999966,24051520.84748615,22638535.01924141,204893.7262856716
27,EST,TRUE,1,56.2,971,971,904,904,15.75555555555556,14243.022222222226,25748.884046232903,706.0183078412339
27,FRA,TRUE,7,47.3488149062381,996.230952381,6973.616666667,1325.802879507182,9280.620156550274,237.58361111111097,603366.3501978227,109230.56356613648,14007.331701616104
27,FRO,FALSE,21,60.90634663068103,2181.904761904762,45820,3330.176572907167,69933.70803105051,6983.185277777763,26404694.01393443,3220303.4657991347,1003348.6408862122
27,GBR,TRUE,6,51.361666666666665,1775.8237332234535,10654.942399340722,2671.1666666666665,16027,198.175,561549.6986111111,63569.13631551102,16127.659830740042
27,IRL,TRUE,5,33.72306665350667,459.7,2298.5,1062.02869356934,5310.1434678467,1362.886111111111,1364718.6312014181,625288.1737514742,4383.929013165476
27,ISL,FALSE,21,73.52023325394825,2320.1516934501597,48723.18556245335,5267.482032582081,110617.1226842237,6736.747222222224,36725942.175932474,7152057.482304769,1108279.5858167212
27,JPN,FALSE,27,50.678186102237504,511.781866510136,13818.110395773672,809.2352973503997,21849.35302846079,14286.467499999999,11908139.662120985,16507368.846669804,1421141.1531058755
27,KOR,FALSE,2,51.59818055555,563.9428994103527,1127.8857988207053,815.65,1631.3,1342.5783333333316,1095528.466333332,1510654.4624664746,46713.20971096025
27,LTU,TRUE,1,58,1780,1780,2475,2475,4904.964166666891,12139786.312500555,4127070.881421359,279366.2689645745
27,LVA,TRUE,1,54.82,723,723,853,853,1084.8411111111125,925369.467777779,1503147.187573973,44113.10783186965
27,MRT,FALSE,1,41.32481576165556,201,201,793.4169536939222,793.4169536939222,2.5511111111111107,2024.0948063124945,4204.548277559343,68.32747957483025
27,NLD,TRUE,4,111.64139216589822,6570.4166666675,26281.66666667,5342.9254213120375,21371.70168524815,1330.137777777773,6136593.5718593,1876608.7043530424,188814.18592679626
27,NOR,FALSE,83,63.62999185602095,1938.3273234858152,160881.16784932266,3407.7185725129666,282840.64151857625,13693.197499999906,54139721.58423211,22248738.213351496,2215504.2944322834
27,POL,TRUE,1,90.3148679357,4392.5230730493,4392.5230730493,3938.1870681638,3938.1870681638,25.10527777777778,98869.28028710447,94413.88506545921,6341.048782677501
27,PRT,TRUE,38,32.322415574597,455.76521167226105,17319.07804354592,618.1090976840366,23488.145711993388,48694.58916666667,16725577.072933255,6582213.650197667,67947.28308209994
27,RUS,FALSE,35,91.46589951087846,4417.978467656897,154629.2463679914,4192.266640946283,146729.33243311988,48743.944444444285,227963575.02485436,86458115.30709742,4102402.8006170867
27,TWN,FALSE,1,52.65,495,495,925.1078540725125,925.1078540725125,0.6258333333333334,578.9633320070475,171.87103449976752,2.407674716075092
27,NA,FALSE,1,67.85734933961429,2058,2058,2927.6218378890003,2927.6218378890003,776.8599999999973,2274352.300982441,0,0
31,BLZ,FALSE,1,25.2,184,184,547.0998859954334,547.0998859954334,65.91250000000001,36060.721235674006,55235.69202706842,180.88133426982137
31,CHN,FALSE,24,51.027354271544446,629.5232404023625,15108.5577696567,945.8703252656818,22700.887806376362,22364.050277777835,20520390.481795393,22279418.606581368,3270584.2152516283
31,ESP,TRUE,27,28.100539891782052,214.46109301066107,5790.449511287849,318.11978312383997,8589.234144343678,6702.517499999999,2220175.1743916743,2089743.669559658,18913.563403022676
31,JPN,FALSE,2,57.035,701.0947965193643,1402.1895930387286,1092.7670461781286,2185.534092356257,137.52805555555568,104704.0433360608,145143.43231831127,12495.58949621473
