mrgid,geoname,mrgid_ter1,pol_type,mrgid_sov1,territory1,iso_ter1,sovereign1,mrgid_ter2,mrgid_sov2,territory2,iso_ter2,sovereign2,mrgid_ter3,mrgid_sov3,territory3,iso_ter3,sovereign3,x_1,y_1,mrgid_eez,area_km2,iso_sov1,iso_sov2,iso_sov3,un_sov1,un_sov2,un_sov3,un_ter1,un_ter2,un_ter3
48964,Joint regime area Senegal / Guinea Bissau,2225,Joint regime,2225,Senegal,SEN,Senegal,8685,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,NA,NA,NA,-18.77443,11.261,48964,63460,SEN,GNB,NA,686,624,NA,686,624,NA
48965,Overlapping claim: Venezuela / Aruba / Dominican Republic,2201,Overlapping claim,2201,Venezuela,VEN,Venezuela,8652,15,Aruba,ABW,Netherlands,8640,8640,Dominican Republic,DOM,Dominican Republic,-69.65326,15.30381,48965,1113,VEN,NLD,DOM,862,528,214,862,533,214
48966,Joint regime area Spain / France,17,Joint regime,17,France,FRA,France,2185,2185,Spain,ESP,Spain,0,0,NA,NA,NA,-5.33333,45.25417,48966,2859,FRA,ESP,NA,250,724,NA,250,724,NA
48967,Joint regime area United Kingdom / Denmark (Faeroe Islands),2208,Joint regime,2208,United Kingdom,GBR,United Kingdom,3297,2157,Faeroe,FRO,Denmark,0,0,NA,NA,NA,-7.51858,60.03609,48967,8011,GBR,DNK,NA,826,208,NA,826,234,NA
48943,Overlapping claim: Canada / USA,2169,Overlapping claim,2169,Canada,CAN,Canada,2204,2204,United States,USA,United States,0,0,NA,NA,NA,-139.852,72.03395,48943,24772,CAN,USA,NA,124,840,NA,124,840,NA
48968,Joint regime area Costa Rica / Ecuador (Galapagos),2162,Joint regime,2162,Costa Rica,CRI,Costa Rica,5660,2166,Galapagos,NA,Ecuador,0,0,NA,NA,NA,-88.84132,3.22641,48968,17337,CRI,ECU,NA,188,218,NA,188,NA,NA
8425,Nicaraguan Exclusive Economic Zone,2255,200NM,2255,Nicaragua,NIC,Nicaragua,0,0,NA,NA,NA,0,0,NA,NA,NA,-83.49562,12.81975,8425,213813,NIC,NA,NA,558,NA,NA,558,NA,NA
8460,Guyanese Exclusive Economic Zone,2124,200NM,2124,Guyana,GUY,Guyana,0,0,NA,NA,NA,0,0,NA,NA,NA,-57.64094,8.61338,8460,135060,GUY,NA,NA,328,NA,NA,328,NA,NA
48969,Joint regime area Guyana / Barbados,8649,Joint regime,8649,Barbados,BRB,Barbados,2124,2124,Guyana,GUY,Guyana,0,0,NA,NA,NA,-57.13214,10.68079,48969,67,BRB,GUY,NA,52,328,NA,52,328,NA
48970,Joint regime area Colombia / Dominican Republic,8640,Joint regime,8640,Dominican Republic,DOM,Dominican Republic,2175,2175,Colombia,COL,Colombia,0,0,NA,NA,NA,-72.50386,15.01851,48970,13111,DOM,COL,NA,214,170,NA,214,170,NA
48971,Overlapping claim: Venezuela / Colombia / Dominican Republic,2175,Overlapping claim,2175,Colombia,COL,Colombia,8640,8640,Dominican Republic,DOM,Dominican Republic,2201,2201,Venezuela,VEN,Venezuela,-71.09015,15.05334,48971,869,COL,DOM,VEN,170,214,862,170,214,862
5681,Irish Exclusive Economic Zone,2114,200NM,2114,Ireland,IRL,Ireland,0,0,NA,NA,NA,0,0,NA,NA,NA,-11.74631,52.65269,5681,427039,IRL,NA,NA,372,NA,NA,372,NA,NA
21788,Guernsey Exclusive Economic Zone,4377,200NM,2208,Guernsey,GGY,United Kingdom,0,0,NA,NA,NA,0,0,NA,NA,NA,-2.65845,49.63968,21788,6531,GBR,NA,NA,826,NA,NA,831,NA,NA
21789,Jersey Exclusive Economic Zone,4378,200NM,2208,Jersey,JEY,United Kingdom,0,0,NA,NA,NA,0,0,NA,NA,NA,-2.19116,49.1215,21789,2277,GBR,NA,NA,826,NA,NA,832,NA,NA
8371,Senegalese Exclusive Economic Zone,2225,200NM,2225,Senegal,SEN,Senegal,0,0,NA,NA,NA,0,0,NA,NA,NA,-18.50357,13.69463,8371,158358,SEN,NA,NA,686,NA,NA,686,NA,NA
8471,Guinea Bissau Exclusive Economic Zone,8685,200NM,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,NA,NA,NA,0,0,NA,NA,NA,-17.5672,10.58066,8471,106870,GNB,NA,NA,624,NA,NA,624,NA,NA
8472,Guinean Exclusive Economic Zone,2122,200NM,2122,Guinea,GIN,Guinea,0,0,NA,NA,NA,0,0,NA,NA,NA,-15.62051,9.18114,8472,102163,GIN,NA,NA,324,NA,NA,324,NA,NA
8473,Ivory Coast Exclusive Economic Zone,2161,200NM,2161,Ivory Coast,CIV,Ivory Coast,0,0,NA,NA,NA,0,0,NA,NA,NA,-5.45221,3.30891,8473,171760,CIV,NA,NA,384,NA,NA,384,NA,NA
33185,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,2124,Overlapping claim,2124,Guyana,GUY,Guyana,2186,2186,Trinidad and Tobago,TTO,Trinidad and Tobago,2201,2201,Venezuela,VEN,Venezuela,-57.88712,10.56539,33185,3612,GUY,TTO,VEN,328,780,862,328,780,862
8391,Liberian Exclusive Economic Zone,2105,200NM,2105,Liberia,LBR,Liberia,0,0,NA,NA,NA,0,0,NA,NA,NA,-10.17763,3.8028,8391,251781,LBR,NA,NA,430,NA,NA,430,NA,NA
21792,Joint regime area Colombia / Jamaica,8682,Joint regime,8682,Jamaica,JAM,Jamaica,2175,2175,Colombia,COL,Colombia,0,0,NA,NA,NA,-79.14572,15.47035,21792,15247,JAM,COL,NA,388,170,NA,388,170,NA
48972,Joint regime area Honduras / Cayman Islands,2103,Joint regime,2103,Honduras,HND,Honduras,8638,2208,Cayman Islands,CYM,United Kingdom,0,0,NA,NA,NA,-83.94222,18.70111,48972,2075,HND,GBR,NA,340,826,NA,340,136,NA
48973,Joint regime area Iceland / Denmark (Faeroe Islands),3297,Joint regime,2157,Faeroe,FRO,Denmark,2129,2129,Iceland,ISL,Iceland,0,0,NA,NA,NA,-10.98204,63.15298,48973,1234,DNK,ISL,NA,208,352,NA,234,352,NA
8433,Venezuelan Exclusive Economic Zone,2201,200NM,2201,Venezuela,VEN,Venezuela,0,0,NA,NA,NA,0,0,NA,NA,NA,-65.91423,12.78887,8433,472546,VEN,NA,NA,862,NA,NA,862,NA,NA
8427,Honduran Exclusive Economic Zone,2103,200NM,2103,Honduras,HND,Honduras,0,0,NA,NA,NA,0,0,NA,NA,NA,-83.84845,16.91154,8427,208636,HND,NA,NA,340,NA,NA,340,NA,NA
48974,Joint regime area Ecuador / Colombia,2166,Joint regime,2166,Ecuador,ECU,Ecuador,2175,2175,Colombia,COL,Colombia,0,0,NA,NA,NA,-81.43712,1.46058,48974,18663,ECU,COL,NA,218,170,NA,218,170,NA
48975,Joint regime area Iceland / Norway (Jan Mayen),2129,Joint regime,2129,Iceland,ISL,Iceland,5343,2252,Jan Mayen,SJM,Norway,0,0,NA,NA,NA,-8.5,69.29167,48975,45532,ISL,NOR,NA,352,578,NA,352,744,NA
8493,Canadian Exclusive Economic Zone,2169,200NM,2169,Canada,CAN,Canada,0,0,NA,NA,NA,0,0,NA,NA,NA,-89.94201,68.58777,8493,5740544,CAN,NA,NA,124,NA,NA,124,NA,NA
8368,Overlapping claim Western Saharan Exclusive Economic Zone,8617,Overlapping claim,8617,Western Sahara,ESH,Western Sahara,8617,2221,Western Sahara,ESH,Morocco,0,0,NA,NA,NA,-17.69542,23.34236,8368,284054,ESH,MAR,NA,732,504,NA,732,732,NA
8461,Surinamese Exclusive Economic Zone,2182,200NM,2182,Suriname,SUR,Suriname,0,0,NA,NA,NA,0,0,NA,NA,NA,-54.77617,7.58813,8461,133303,SUR,NA,NA,740,NA,NA,740,NA,NA
8462,French Guiana Exclusive Economic Zone,8683,200NM,17,French Guiana,GUF,France,0,0,NA,NA,NA,0,0,NA,NA,NA,-51.75452,6.69127,8462,131554,FRA,NA,NA,250,NA,NA,254,NA,NA
48982,Overlapping claim: Puerto Rico / Dominican Republic,8641,Overlapping claim,2204,Puerto Rico,PRI,United States,8640,8640,Dominican Republic,DOM,Dominican Republic,0,0,NA,NA,NA,-66.84125,20.89448,48982,18297,USA,DOM,NA,840,214,NA,630,214,NA
8452,Johnston Atoll Exclusive Economic Zone,8678,200NM,2204,Johnston Atoll,UMI,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-169.50612,16.75109,8452,442443,USA,NA,NA,840,NA,NA,581,NA,NA
8426,Colombian Exclusive Economic Zone,2175,200NM,2175,Colombia,COL,Colombia,0,0,NA,NA,NA,0,0,NA,NA,NA,-78.06222,8.60754,8426,718338,COL,NA,NA,170,NA,NA,170,NA,NA
62596,Colombian Exclusive Economic Zone (Serrana),5770,200NM,2175,Serrana Bank,NA,Colombia,0,0,NA,NA,NA,0,0,NA,NA,NA,-80.30185,14.38087,62596,2838,COL,NA,NA,170,NA,NA,NA,NA,NA
62598,Colombian Exclusive Economic Zone (Quitasueño),5765,200NM,2175,Quitasueño Bank,NA,Colombia,0,0,NA,NA,NA,0,0,NA,NA,NA,-81.16088,14.30362,62598,3689,COL,NA,NA,170,0,0,0,0,0
48984,Colombian Exclusive Economic Zone (Serranilla),5772,200NM,2175,Serranilla Bank,NA,Colombia,0,0,NA,NA,NA,0,0,NA,NA,NA,-79.85562,15.79719,48984,1552,COL,NA,NA,170,NA,NA,NA,NA,NA
48985,Colombian Exclusive Economic Zone (Bajo Nuevo),48983,200NM,2175,Bajo Nuevo Bank,NA,Colombia,0,0,NA,NA,NA,0,0,NA,NA,NA,-78.63333,15.84999,48985,1550,COL,NA,NA,170,NA,NA,NA,NA,NA
8367,Moroccan Exclusive Economic Zone,2221,200NM,2221,Morocco,MAR,Morocco,0,0,NA,NA,NA,0,0,NA,NA,NA,-9.85201,32.78135,8367,280452,MAR,NA,NA,504,NA,NA,504,NA,NA
49000,Overlapping claim Melilla: Spain / Morocco,36288,Overlapping claim,2185,Melilla,NA,Spain,36288,2221,Melilla,NA,Morocco,0,0,NA,NA,NA,-2.91697,35.31672,49000,27,ESP,MAR,NA,724,504,NA,NA,NA,NA
49001,Overlapping claim Alhucemas Islands: Spain / Morocco,48995,Overlapping claim,2185,Alhucemas Islands,NA,Spain,48995,2221,Alhucemas Islands,NA,Morocco,0,0,NA,NA,NA,-3.87866,35.23422,49001,14,ESP,MAR,NA,724,504,NA,NA,NA,NA
48998,Overlapping claim Perejil Island: Spain / Morocco,48994,Overlapping claim,2185,Perejil Island,NA,Spain,48994,2221,Perejil Island,NA,Morocco,0,0,NA,NA,NA,-5.42011,35.91465,48998,1,ESP,MAR,NA,724,504,NA,NA,NA,NA
49002,Overlapping claim Ceuta: Spain / Morocco,14864,Overlapping claim,2185,Ceuta,NA,Spain,14864,2221,Ceuta,NA,Morocco,0,0,NA,NA,NA,-5.30551,35.86909,49002,33,ESP,MAR,NA,724,504,NA,NA,NA,NA
48999,Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco,48996,Overlapping claim,2185,Peñón de Vélez de la Gomera,NA,Spain,48996,2221,Peñón de Vélez de la Gomera,NA,Morocco,0,0,NA,NA,NA,-4.30609,35.18525,48999,4,ESP,MAR,NA,724,504,NA,NA,NA,NA
48997,Overlapping claim Chafarinas Islands: Spain / Morocco,5363,Overlapping claim,2185,Chafarinas Islands,NA,Spain,5363,2221,Chafarinas Islands,NA,Morocco,0,0,NA,NA,NA,-2.45356,35.1699,48997,26,ESP,MAR,NA,724,504,NA,NA,NA,NA
8360,United Arab Emirates Exclusive Economic Zone,2206,200NM,2206,United Arab Emirates,ARE,United Arab Emirates,0,0,NA,NA,NA,0,0,NA,NA,NA,53.89303,24.94396,8360,51674,ARE,NA,NA,784,NA,NA,784,NA,NA
8376,Cypriote Exclusive Economic Zone,2159,200NM,2159,Cyprus,CYP,Cyprus,0,0,NA,NA,NA,0,0,NA,NA,NA,32.63526,34.48929,8376,98450,CYP,NA,NA,196,NA,NA,196,NA,NA
48947,Overlapping claim: Iran / United Arab Emirates,2206,Overlapping claim,2206,United Arab Emirates,ARE,United Arab Emirates,2126,2126,Iran,IRN,Iran,0,0,NA,NA,NA,55.1718,26.01269,48947,6173,ARE,IRN,NA,784,364,NA,784,364,NA
48956,Overlapping claim Doumeira Islands: Djibouti / Eritrea,48934,Overlapping claim,2111,Doumeira Islands,NA,Eritrea,48934,2131,Doumeira Islands,NA,Djibouti,0,0,NA,NA,NA,43.22221,12.75889,48956,245,ERI,DJI,NA,232,262,NA,NA,NA,NA
8490,Egyptian Exclusive Economic Zone,3868,200NM,3868,Egypt,EGY,Egypt,0,0,NA,NA,NA,0,0,NA,NA,NA,31.1503,30.45123,8490,243342,EGY,NA,NA,818,NA,NA,818,NA,NA
8351,Eritrean Exclusive Economic Zone,2111,200NM,2111,Eritrea,ERI,Eritrea,0,0,NA,NA,NA,0,0,NA,NA,NA,40.59255,15.82346,8351,78110,ERI,NA,NA,232,NA,NA,232,NA,NA
5678,Georgian Exclusive Economic Zone,2102,200NM,2102,Georgia,GEO,Georgia,0,0,NA,NA,NA,0,0,NA,NA,NA,40.56174,42.44625,5678,22944,GEO,NA,NA,268,NA,NA,268,NA,NA
8469,Iranian Exclusive Economic Zone,2126,200NM,2126,Iran,IRN,Iran,0,0,NA,NA,NA,0,0,NA,NA,NA,53.8854,29.78242,8469,215332,IRN,NA,NA,364,NA,NA,364,NA,NA
8374,Lebanese Exclusive Economic Zone,2098,200NM,2098,Lebanon,LBN,Lebanon,0,0,NA,NA,NA,0,0,NA,NA,NA,34.90392,33.90942,8374,20184,LBN,NA,NA,422,NA,NA,422,NA,NA
8372,Libyan Exclusive Economic Zone,2194,200NM,2194,Libya,LBY,Libya,0,0,NA,NA,NA,0,0,NA,NA,NA,18.49934,33.143,8372,364524,LBY,NA,NA,434,NA,NA,434,NA,NA
5685,Maltese Exclusive Economic Zone,2217,200NM,2217,Malta,MLT,Malta,0,0,NA,NA,NA,0,0,NA,NA,NA,15.11121,35.31355,5685,52923,MLT,NA,NA,470,NA,NA,470,NA,NA
8354,Omani Exclusive Economic Zone,2251,200NM,2251,Oman,OMN,Oman,0,0,NA,NA,NA,0,0,NA,NA,NA,58.66998,18.94915,8354,556490,OMN,NA,NA,512,NA,NA,512,NA,NA
8356,Saudi Arabian Exclusive Economic Zone,2215,200NM,2215,Saudi Arabia,SAU,Saudi Arabia,0,0,NA,NA,NA,0,0,NA,NA,NA,40.4858,22.45463,8356,224219,SAU,NA,NA,682,NA,NA,682,NA,NA
8346,Sri Lankan Exclusive Economic Zone,2195,200NM,2195,Sri Lanka,LKA,Sri Lanka,0,0,NA,NA,NA,0,0,NA,NA,NA,81.63607,6.54638,8346,533559,LKA,NA,NA,144,NA,NA,144,NA,NA
8355,Sudanese Exclusive Economic Zone,2183,200NM,2183,Sudan,SDN,Sudan,0,0,NA,NA,NA,0,0,NA,NA,NA,38.14367,19.74792,8355,62826,SDN,NA,NA,729,NA,NA,729,NA,NA
8373,Syrian Exclusive Economic Zone,3384,200NM,3384,Syria,SYR,Syria,0,0,NA,NA,NA,0,0,NA,NA,NA,35.49624,35.32871,8373,10269,SYR,NA,NA,760,NA,NA,760,NA,NA
8392,Togolese Exclusive Economic Zone,8632,200NM,8632,Togo,TGO,Togo,0,0,NA,NA,NA,0,0,NA,NA,NA,1.82135,4.63949,8392,15447,TGO,NA,NA,768,NA,NA,768,NA,NA
5679,Greek Exclusive Economic Zone,2099,200NM,2099,Greece,GRC,Greece,0,0,NA,NA,NA,0,0,NA,NA,NA,23.93245,36.50714,5679,482910,GRC,NA,NA,300,NA,NA,300,NA,NA
5697,Turkish Exclusive Economic Zone,2213,200NM,2213,Turkey,TUR,Turkey,0,0,NA,NA,NA,0,0,NA,NA,NA,33.2206,40.52224,5697,262233,TUR,NA,NA,792,NA,NA,792,NA,NA
21790,Monégasque Exclusive Economic Zone,2222,200NM,2222,Monaco,MCO,Monaco,0,0,NA,NA,NA,0,0,NA,NA,NA,7.58768,43.34802,21790,288,MCO,NA,NA,492,NA,NA,492,NA,NA
8366,Tunisian Exclusive Economic Zone,2214,200NM,2214,Tunisia,TUN,Tunisia,0,0,NA,NA,NA,0,0,NA,NA,NA,11.05319,36.00133,8366,99701,TUN,NA,NA,788,NA,NA,788,NA,NA
5691,Montenegrin Exclusive economic Zone,17831,200NM,17831,Montenegro,MNE,Montenegro,0,0,NA,NA,NA,0,0,NA,NA,NA,18.68015,41.87023,5691,6383,MNE,NA,NA,499,NA,NA,499,NA,NA
5670,Albanian Exclusive Economic Zone,2153,200NM,2153,Albania,ALB,Albania,0,0,NA,NA,NA,0,0,NA,NA,NA,19.113,40.92708,5670,12165,ALB,NA,NA,8,NA,NA,8,NA,NA
5672,Bulgarian Exclusive Economic Zone,2174,200NM,2174,Bulgaria,BGR,Bulgaria,0,0,NA,NA,NA,0,0,NA,NA,NA,29.20165,42.93396,5672,34745,BGR,NA,NA,100,NA,NA,100,NA,NA
48953,Palestinian Exclusive Economic Zone,15525,200NM,15525,Palestine,PSE,Palestine,2123,2123,Israel,ISR,Israel,0,0,NA,NA,NA,34.23444,31.56915,48953,1120,PSE,ISR,NA,275,376,NA,275,376,NA
8357,Kuwaiti Exclusive Economic Zone,2115,200NM,2115,Kuwait,KWT,Kuwait,0,0,NA,NA,NA,0,0,NA,NA,NA,48.62908,29.18459,8357,11179,KWT,NA,NA,414,NA,NA,414,NA,NA
8470,Iraqi Exclusive Economic Zone,2125,200NM,2125,Iraq,IRQ,Iraq,0,0,NA,NA,NA,0,0,NA,NA,NA,48.58489,29.76952,8470,1187,IRQ,NA,NA,368,NA,NA,368,NA,NA
8358,Bahraini Exclusive Economic Zone,2154,200NM,2154,Bahrain,BHR,Bahrain,0,0,NA,NA,NA,0,0,NA,NA,NA,50.70534,26.3354,8358,7516,BHR,NA,NA,48,NA,NA,48,NA,NA
8468,Qatari Exclusive Economic Zone,2242,200NM,2242,Qatar,QAT,Qatar,0,0,NA,NA,NA,0,0,NA,NA,NA,51.88076,25.86236,8468,31363,QAT,NA,NA,634,NA,NA,634,NA,NA
8353,Yemeni Exclusive Economic Zone,2199,200NM,2199,Yemen,YEM,Yemen,0,0,NA,NA,NA,0,0,NA,NA,NA,52.06161,12.88906,8353,527384,YEM,NA,NA,887,NA,NA,887,NA,NA
8375,Israeli Exclusive Economic Zone,2123,200NM,2123,Israel,ISR,Israel,0,0,NA,NA,NA,0,0,NA,NA,NA,34.08805,32.57437,8375,24628,ISR,NA,NA,376,NA,NA,376,NA,NA
8491,Jordanian Exclusive Economic Zone,2120,200NM,2120,Jordan,JOR,Jordan,0,0,NA,NA,NA,0,0,NA,NA,NA,34.94683,29.43517,8491,97,JOR,NA,NA,400,NA,NA,400,NA,NA
8352,Djiboutian Exclusive Economic Zone,2131,200NM,2131,Djibouti,DJI,Djibouti,0,0,NA,NA,NA,0,0,NA,NA,NA,43.43296,11.9971,8352,7223,DJI,NA,NA,262,NA,NA,262,NA,NA
8481,Bangladeshi Exclusive Economic Zone,2142,200NM,2142,Bangladesh,BGD,Bangladesh,0,0,NA,NA,NA,0,0,NA,NA,NA,90.56153,20.47561,8481,112166,BGD,NA,NA,50,NA,NA,50,NA,NA
8474,Nigerian Exclusive Economic Zone,2253,200NM,2253,Nigeria,NGA,Nigeria,0,0,NA,NA,NA,0,0,NA,NA,NA,4.82275,4.08512,8474,179048,NGA,NA,NA,566,NA,NA,566,NA,NA
8475,Cameroonian Exclusive Economic Zone,2170,200NM,2170,Cameroon,CMR,Cameroon,0,0,NA,NA,NA,0,0,NA,NA,NA,9.31089,3.46278,8475,15143,CMR,NA,NA,120,NA,NA,120,NA,NA
21797,Joint regime area Nigeria / Sao Tome and Principe,2238,Joint regime,2238,Sao Tome and Principe,STP,Sao Tome and Principe,2253,2253,Nigeria,NGA,Nigeria,0,0,NA,NA,NA,5.58699,2.0676,21797,34534,STP,NGA,NA,678,566,NA,678,566,NA
48976,Joint regime area Italy / France,17,Joint regime,17,France,FRA,France,2133,2133,Italy,ITA,Italy,0,0,NA,NA,NA,9.04886,41.30715,48976,67,FRA,ITA,NA,250,380,NA,250,380,NA
22491,Bosnian and Herzegovinian Exclusive Economic Zone,2136,200NM,2136,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,0,0,NA,NA,NA,0,0,NA,NA,NA,17.59256,42.91656,22491,13,BIH,NA,NA,70,NA,NA,70,NA,NA
48957,Guam Exclusive Economic Zone,8599,200NM,2204,Guam,GUM,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,144.00261,12.92958,48957,208234,USA,NA,NA,840,NA,NA,316,NA,NA
8318,Marshall Islands Exclusive Economic Zone,2226,200NM,2226,Marshall Islands,MHL,Marshall Islands,0,0,NA,NA,NA,0,0,NA,NA,NA,167.48735,10.15204,8318,2001566,MHL,NA,NA,584,NA,NA,584,NA,NA
48980,Northern Mariana Exclusive Economic Zone,8598,200NM,2204,Northern Mariana Islands,MNP,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,145.73933,18.2866,48980,763626,USA,NA,NA,840,NA,NA,580,NA,NA
8315,Palau Exclusive Economic Zone,8594,200NM,8594,Palau,PLW,Palau,0,0,NA,NA,NA,0,0,NA,NA,NA,133.0671,6.44073,8315,614807,PLW,NA,NA,585,NA,NA,585,NA,NA
8322,Philippines Exclusive Economic Zone,2245,200NM,2245,Philippines,PHL,Philippines,0,0,NA,NA,NA,0,0,NA,NA,NA,122.15314,12.245,8322,1971033,PHL,NA,NA,608,NA,NA,608,NA,NA
48954,Overlapping claim Senkaku Islands: Japan / China / Taiwan,48936,Overlapping claim,2177,Senkaku Islands,NA,Taiwan,48936,2121,Senkaku Islands,NA,Japan,48936,8603,Senkaku Islands,NA,China,124.12211,26.5208,48954,73794,TWN,JPN,CHN,158,392,156,0,0,0
8485,Singaporean Exclusive Economic Zone,2190,200NM,2190,Singapore,SGP,Singapore,0,0,NA,NA,NA,0,0,NA,NA,NA,103.81835,1.27519,8485,714,SGP,NA,NA,702,NA,NA,702,NA,NA
8332,Thailand Exclusive Economic Zone,2207,200NM,2207,Thailand,THA,Thailand,0,0,NA,NA,NA,0,0,NA,NA,NA,99.62868,9.16617,8332,298683,THA,NA,NA,764,NA,NA,764,NA,NA
8319,Wake Island Exclusive Economic Zone,8597,200NM,2204,Wake Island,UMI,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,166.53046,19.50326,8319,406970,USA,NA,NA,840,NA,NA,581,NA,NA
8484,Vietnamese Exclusive Economic Zone,2200,200NM,2200,Vietnam,VNM,Vietnam,0,0,NA,NA,NA,0,0,NA,NA,NA,108.75813,11.61103,8484,750958,VNM,NA,NA,704,NA,NA,704,NA,NA
21796,Joint regime area Japan / Korea,8600,Joint regime,8600,South Korea,KOR,South Korea,2121,2121,Japan,JPN,Japan,0,0,NA,NA,NA,127.57808,30.81396,21796,82610,KOR,JPN,NA,410,392,NA,410,392,NA
26521,Bruneian Exclusive Economic Zone,2145,200NM,2145,Brunei,BRN,Brunei,0,0,NA,NA,NA,0,0,NA,NA,NA,113.38744,6.05934,26521,43144,BRN,NA,NA,96,NA,NA,96,NA,NA
8321,Taiwanese Exclusive Economic Zone,2177,200NM,2177,Taiwan,TWN,Taiwan,0,0,NA,NA,NA,0,0,NA,NA,NA,118.71458,21.42076,8321,355433,TWN,NA,NA,158,0,0,158,0,0
8328,North Korean Exclusive Economic Zone,8601,200NM,8601,North Korea,PRK,North Korea,0,0,NA,NA,NA,0,0,NA,NA,NA,128.99535,39.82785,8328,114379,PRK,NA,NA,408,NA,NA,408,NA,NA
8331,Cambodian Exclusive Economic Zone,2171,200NM,2171,Cambodia,KHM,Cambodia,0,0,NA,NA,NA,0,0,NA,NA,NA,102.54228,10.22543,8331,48697,KHM,NA,NA,116,NA,NA,116,NA,NA
8486,Chinese Exclusive Economic Zone,8603,200NM,8603,China,CHN,China,0,0,NA,NA,NA,0,0,NA,NA,NA,118.1457,27.73853,8486,963556,CHN,NA,NA,156,NA,NA,156,NA,NA
5675,Estonian Exclusive Economic Zone,2110,200NM,2110,Estonia,EST,Estonia,0,0,NA,NA,NA,0,0,NA,NA,NA,23.00232,58.77012,5675,36451,EST,NA,NA,233,NA,NA,233,NA,NA
5676,Finnish Exclusive Economic Zone,2106,200NM,2106,Finland,FIN,Finland,0,0,NA,NA,NA,0,0,NA,NA,NA,21.88919,61.75484,5676,81553,FIN,NA,NA,246,NA,NA,246,NA,NA
5694,Swedish Exclusive Economic Zone,2180,200NM,2180,Sweden,SWE,Sweden,0,0,NA,NA,NA,0,0,NA,NA,NA,18.11517,59.4855,5694,155347,SWE,NA,NA,752,NA,NA,752,NA,NA
5684,Lithuanian Exclusive Economic Zone,2156,200NM,2156,Lithuania,LTU,Lithuania,0,0,NA,NA,NA,0,0,NA,NA,NA,20.36412,55.75527,5684,6832,LTU,NA,NA,440,NA,NA,440,NA,NA
48977,Joint regime area Sweden / Norway,2252,Joint regime,2252,Norway,NOR,Norway,2180,2180,Sweden,SWE,Sweden,0,0,NA,NA,NA,10.50095,58.80998,48977,140,NOR,SWE,NA,578,752,NA,578,752,NA
3293,Belgian Exclusive Economic Zone,14,200NM,14,Belgium,BEL,Belgium,0,0,NA,NA,NA,0,0,NA,NA,NA,2.70504,51.46545,3293,3495,BEL,NA,NA,56,NA,NA,56,NA,NA
5668,Dutch Exclusive Economic Zone,15,200NM,15,Netherlands,NLD,Netherlands,0,0,NA,NA,NA,0,0,NA,NA,NA,4.18654,53.61208,5668,64328,NLD,NA,NA,528,NA,NA,528,NA,NA
5669,German Exclusive Economic Zone,2101,200NM,2101,Germany,DEU,Germany,0,0,NA,NA,NA,0,0,NA,NA,NA,8.3944,54.55354,5669,56763,DEU,NA,NA,276,NA,NA,276,NA,NA
5674,Danish Exclusive Economic Zone,2157,200NM,2157,Denmark,DNK,Denmark,0,0,NA,NA,NA,0,0,NA,NA,NA,9.24983,56.14213,5674,105021,DNK,NA,NA,208,NA,NA,208,NA,NA
5683,Latvian Exclusive Economic Zone,2132,200NM,2132,Latvia,LVA,Latvia,0,0,NA,NA,NA,0,0,NA,NA,NA,21.35197,57.10433,5683,28353,LVA,NA,NA,428,NA,NA,428,NA,NA
5673,Croatian Exclusive Economic Zone,2160,200NM,2160,Croatia,HRV,Croatia,0,0,NA,NA,NA,0,0,NA,NA,NA,15.65218,43.43006,5673,55404,HRV,NA,NA,191,NA,NA,191,NA,NA
5682,Italian Exclusive Economic Zone,2133,200NM,2133,Italy,ITA,Italy,0,0,NA,NA,NA,0,0,NA,NA,NA,12.92786,39.65467,5682,536654,ITA,NA,NA,380,NA,NA,380,NA,NA
5695,Overlapping claim Ukrainian Exclusive Economic Zone,2196,Overlapping claim,2196,Ukraine,UKR,Ukraine,0,0,NA,NA,NA,0,0,NA,NA,NA,33.63465,44.95192,5695,136198,UKR,NA,NA,804,NA,NA,804,NA,NA
5689,Romanian Exclusive economic Zone,2241,200NM,2241,Romania,ROU,Romania,0,0,NA,NA,NA,0,0,NA,NA,NA,30.0785,44.24109,5689,29606,ROU,NA,NA,642,NA,NA,642,NA,NA
8487,Japanese Exclusive Economic Zone,2121,200NM,2121,Japan,JPN,Japan,0,0,NA,NA,NA,0,0,NA,NA,NA,138.44863,29.55656,8487,4066513,JPN,NA,NA,392,NA,NA,392,NA,NA
48950,Overlapping claim Kuril Islands: Japan / Russia,9011,Overlapping claim,2121,Kuril Islands,NA,Japan,9011,2240,Kuril Islands,NA,Russia,0,0,NA,NA,NA,147.96154,43.88606,48950,213723,JPN,RUS,NA,392,643,NA,NA,NA,NA
