mrgid,geoname,mrgid_ter1,pol_type,mrgid_sov1,territory1,iso_ter1,sovereign1,mrgid_ter2,mrgid_sov2,territory2,iso_ter2,sovereign2,mrgid_ter3,mrgid_sov3,territory3,iso_ter3,sovereign3,x_1,y_1,mrgid_eez,area_km2,iso_sov1,iso_sov2,iso_sov3,un_sov1,un_sov2,un_sov3,un_ter1,un_ter2,un_ter3
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),8605,200NM,2128,Andaman and Nicobar,NA,India,0,0,NA,NA,NA,0,0,NA,NA,NA,92.18967,9.97738,8333,664448,IND,NA,NA,356,NA,NA,NA,NA,NA
8359,Pakistani Exclusive Economic Zone,2250,200NM,2250,Pakistan,PAK,Pakistan,0,0,NA,NA,NA,0,0,NA,NA,NA,64.71198,23.53952,8359,224374,PAK,NA,NA,586,NA,NA,586,NA,NA
26523,Turkmen Exclusive Economic Zone,2212,200NM,2212,Turkmenistan,TKM,Turkmenistan,0,0,NA,NA,NA,0,0,NA,NA,NA,52.63853,39.29232,26523,61226,TKM,NA,NA,795,NA,NA,795,NA,NA
26524,Azerbaijanis Exclusive Economic Zone,2134,200NM,2134,Azerbaijan,AZE,Azerbaijan,0,0,NA,NA,NA,0,0,NA,NA,NA,50.33172,40.2835,26524,80614,AZE,NA,NA,31,NA,NA,31,NA,NA
26522,Kazakh Exclusive Economic Zone,2119,200NM,2119,Kazakhstan,KAZ,Kazakhstan,0,0,NA,NA,NA,0,0,NA,NA,NA,51.0144,44.47442,26522,114383,KAZ,NA,NA,398,NA,NA,398,NA,NA
8482,Myanmar Exclusive Economic Zone,2219,200NM,2219,Myanmar,MMR,Myanmar,0,0,NA,NA,NA,0,0,NA,NA,NA,94.65552,14.99651,8482,497460,MMR,NA,NA,104,NA,NA,104,NA,NA
5687,Polish Exclusive Economic Zone,2244,200NM,2244,Poland,POL,Poland,0,0,NA,NA,NA,0,0,NA,NA,NA,17.2906,54.90857,5687,29982,POL,NA,NA,616,NA,NA,616,NA,NA
8480,Indian Exclusive Economic Zone,2128,200NM,2128,India,IND,India,0,0,NA,NA,NA,0,0,NA,NA,NA,76.08532,14.598,8480,1659487,IND,NA,NA,356,NA,NA,356,NA,NA
26582,Overlapping claim: Sudan / Egypt,2183,Overlapping claim,2183,Sudan,SDN,Sudan,3868,3868,Egypt,EGY,Egypt,0,0,NA,NA,NA,36.87917,22.61164,26582,19734,SDN,EGY,NA,729,818,NA,729,818,NA
8393,Beninese Exclusive Economic Zone,2139,200NM,2139,Benin,BEN,Benin,0,0,NA,NA,NA,0,0,NA,NA,NA,2.42123,4.84155,8393,35493,BEN,NA,NA,204,NA,NA,204,NA,NA
5692,Slovenian Exclusive Economic Zone,2188,200NM,2188,Slovenia,SVN,Slovenia,0,0,NA,NA,NA,0,0,NA,NA,NA,13.57896,45.56287,5692,214,SVN,NA,NA,705,NA,NA,705,NA,NA
8483,Malaysian Exclusive Economic Zone,2230,200NM,2230,Malaysia,MYS,Malaysia,0,0,NA,NA,NA,0,0,NA,NA,NA,109.1183,5.17569,8483,510804,MYS,NA,NA,458,NA,NA,458,NA,NA
49003,Overlapping claim South China Sea,0,Overlapping claim,8603,China,CHN,China,0,0,NA,NA,NA,0,0,NA,NA,NA,114.10176,13.14179,49003,338839,CHN,NA,NA,156,0,0,156,0,0
50167,Joint regime area Croatia / Slovenia,2160,Joint regime,2160,Croatia,HRV,Croatia,2188,2188,Slovenia,SVN,Slovenia,0,0,NA,NA,NA,13.30933,45.4977,50167,98,HRV,SVN,NA,191,705,NA,191,705,NA
8327,South Korean Exclusive Economic Zone,8600,200NM,8600,South Korea,KOR,South Korea,0,0,NA,NA,NA,0,0,NA,NA,NA,127.57712,35.74071,8327,347671,KOR,NA,NA,410,NA,NA,410,NA,NA
48955,Overlapping claim Liancourt Rocks: Japan / South Korea,48935,Overlapping claim,2121,Liancourt Rocks,NA,Japan,48935,8600,Liancourt Rocks,NA,South Korea,0,0,NA,NA,NA,131.86633,37.24233,48955,1624,JPN,KOR,NA,392,410,NA,NA,NA,NA
50170,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,8468,Overlapping claim,8468,Qatar,QAT,Qatar,2215,2215,Saudi Arabia,SAU,Saudi Arabia,2206,2206,United Arab Emirates,ARE,United Arab Emirates,51.59986,24.69243,50170,126,QAT,SAU,ARE,634,682,784,634,682,784
8455,New Zealand Exclusive Economic Zone,2227,200NM,2227,New Zealand,NZL,New Zealand,0,0,NA,NA,NA,0,0,NA,NA,NA,71.72752,-42.76594,8455,4104551,NZL,NA,NA,554,NA,NA,554,NA,NA
8442,Jarvis Island Exclusive Economic Zone,8668,200NM,2204,Jarvis Island,UMI,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-160.46839,-0.914,8442,323186,USA,NA,NA,840,NA,NA,581,NA,NA
8489,Antarctic 200NM zone beyond the coastline,1926,200NM,1926,Antarctica,ATA,Antarctica,0,0,NA,NA,NA,0,0,NA,NA,NA,-10.9752,-71.11227,8489,9618978,ATA,NA,NA,10,NA,NA,10,NA,NA
8326,Tuvaluan Exclusive Economic Zone,2210,200NM,2210,Tuvalu,TUV,Tuvalu,0,0,NA,NA,NA,0,0,NA,NA,NA,74.28785,-7.81254,8326,753133,TUV,NA,NA,798,NA,NA,798,NA,NA
8454,Wallis and Futuna Exclusive Economic Zone,8680,200NM,17,Wallis and Futuna,WLF,France,0,0,NA,NA,NA,0,0,NA,NA,NA,-172.77595,-12.79664,8454,262750,FRA,NA,NA,250,NA,NA,876,NA,NA
8451,Howland and Baker Islands Exclusive Economic Zone,48684,200NM,2204,Howland and Baker islands,UMI,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-176.72727,0.7913,8451,434894,USA,NA,NA,840,NA,NA,581,NA,NA
8325,Fijian Exclusive Economic Zone,2108,200NM,2108,Fiji,FJI,Fiji,0,0,NA,NA,NA,0,0,NA,NA,NA,95.36388,-17.98795,8325,1289978,FJI,NA,NA,242,NA,NA,242,NA,NA
8464,Brazilian Exclusive Economic Zone,2143,200NM,2143,Brazil,BRA,Brazil,0,0,NA,NA,NA,0,0,NA,NA,NA,-39.44423,-11.09799,8464,3205183,BRA,NA,NA,76,NA,NA,76,NA,NA
8441,Kiribati Exclusive Economic Zone (Line Islands),8657,200NM,2116,Line Group,KIR,Kiribati,0,0,NA,NA,NA,0,0,NA,NA,NA,-154.72634,-3.82154,8441,1641193,KIR,NA,NA,296,NA,NA,296,NA,NA
8488,Kiribati Exclusive Economic Zone (Gilbert Islands),17597,200NM,2116,Gilbert Islands,KIR,Kiribati,0,0,NA,NA,NA,0,0,NA,NA,NA,172.78214,-0.25912,8488,1053245,KIR,NA,NA,296,NA,NA,296,NA,NA
8403,Ecuadorian Exclusive Economic Zone (Galapagos),5660,200NM,2166,Galapagos,NA,Ecuador,0,0,NA,NA,NA,0,0,NA,NA,NA,-90.83174,-0.04184,8403,841438,ECU,NA,NA,218,NA,NA,NA,NA,NA
8431,Ecuadorian Exclusive Economic Zone,2166,200NM,2166,Ecuador,ECU,Ecuador,0,0,NA,NA,NA,0,0,NA,NA,NA,-82.20864,-0.96556,8431,236293,ECU,NA,NA,218,NA,NA,218,NA,NA
8397,Sao Tome and Principe Exclusive Economic Zone,2238,200NM,2238,Sao Tome and Principe,STP,Sao Tome and Principe,0,0,NA,NA,NA,0,0,NA,NA,NA,6.35335,0.7791,8397,130844,STP,NA,NA,678,NA,NA,678,NA,NA
8316,Micronesian Exclusive Economic Zone,8595,200NM,8595,Micronesia,FSM,Micronesia,0,0,NA,NA,NA,0,0,NA,NA,NA,150.32203,6.7693,8316,3010644,FSM,NA,NA,583,0,0,583,0,0
8398,Equatorial Guinean Exclusive Economic Zone,2112,200NM,2112,Equatorial Guinea,GNQ,Equatorial Guinea,0,0,NA,NA,NA,0,0,NA,NA,NA,5.43745,-1.37183,8398,304133,GNQ,NA,NA,226,NA,NA,226,NA,NA
8345,Maldives Exclusive Economic Zone,2229,200NM,2229,Maldives,MDV,Maldives,0,0,NA,NA,NA,0,0,NA,NA,NA,73.08337,2.48241,8345,920739,MDV,NA,NA,462,NA,NA,462,NA,NA
8324,Papua New Guinean Exclusive Economic Zone,2237,200NM,2237,Papua New Guinea,PNG,Papua New Guinea,0,0,NA,NA,NA,0,0,NA,NA,NA,150.71774,-5.46159,8324,2399638,PNG,NA,NA,598,NA,NA,598,NA,NA
8350,Somali Exclusive Economic Zone,2187,200NM,2187,Federal Republic of Somalia,SOM,Federal Republic of Somalia,0,0,NA,NA,NA,0,0,NA,NA,NA,48.7186,5.38252,8350,781843,SOM,NA,NA,706,NA,NA,706,NA,NA
8317,Nauruan Exclusive Economic Zone,8596,200NM,8596,Nauru,NRU,Nauru,0,0,NA,NA,NA,0,0,NA,NA,NA,166.12396,-0.59113,8317,309261,NRU,NA,NA,520,NA,NA,520,NA,NA
8476,Gabonese Exclusive Economic Zone,2104,200NM,2104,Gabon,GAB,Gabon,0,0,NA,NA,NA,0,0,NA,NA,NA,8.73897,-3.06254,8476,201759,GAB,NA,NA,266,NA,NA,266,NA,NA
8492,Indonesian Exclusive Economic Zone,2127,200NM,2127,Indonesia,IDN,Indonesia,0,0,NA,NA,NA,0,0,NA,NA,NA,117.89096,-3.30391,8492,6020917,IDN,NA,NA,360,NA,NA,360,NA,NA
48978,Joint regime area United States / Russia,2204,Joint regime,2204,United States,USA,United States,2240,2240,Russia,RUS,Russia,0,0,NA,NA,NA,-16.90039,61.18062,48978,8521,USA,RUS,NA,840,643,NA,840,643,NA
5677,French Exclusive Economic Zone,17,200NM,17,France,FRA,France,0,0,NA,NA,NA,0,0,NA,NA,NA,-1.96613,46.04212,5677,345240,FRA,NA,NA,250,NA,NA,250,NA,NA
8378,Algerian Exclusive Economic Zone,2152,200NM,2152,Algeria,DZA,Algeria,0,0,NA,NA,NA,0,0,NA,NA,NA,3.53979,37.20344,8378,131193,DZA,NA,NA,12,NA,NA,12,NA,NA
8400,Ghanaian Exclusive Economic Zone,2100,200NM,2100,Ghana,GHA,Ghana,0,0,NA,NA,NA,0,0,NA,NA,NA,-0.85027,3.50201,8400,227500,GHA,NA,NA,288,NA,NA,288,NA,NA
8438,Greenlandic Exclusive Economic Zone,2260,200NM,2157,Greenland,GRL,Denmark,0,0,NA,NA,NA,0,0,NA,NA,NA,-31.97096,75.47965,8438,2268623,DNK,NA,NA,208,NA,NA,304,NA,NA
5696,United Kingdom Exclusive Economic Zone,2208,200NM,2208,United Kingdom,GBR,United Kingdom,0,0,NA,NA,NA,0,0,NA,NA,NA,-4.28967,56.77953,5696,731309,GBR,NA,NA,826,NA,NA,826,NA,NA
8453,United States Exclusive Economic Zone (Hawaii),8679,200NM,2204,Hawaii,NA,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-151.05753,24.04099,8453,2474715,USA,NA,NA,840,NA,NA,NA,NA,NA
33181,Svalbard Exclusive Economic Zone,5334,200NM,2252,Svalbard,SJM,Norway,0,0,NA,NA,NA,0,0,NA,NA,NA,18.28904,78.7134,33181,797063,NOR,NA,NA,578,NA,NA,744,NA,NA
5686,Norwegian Exclusive Economic Zone,2252,200NM,2252,Norway,NOR,Norway,0,0,NA,NA,NA,0,0,NA,NA,NA,14.05714,68.18893,5686,933027,NOR,NA,NA,578,NA,NA,578,NA,NA
5690,Russian Exclusive economic Zone,2240,200NM,2240,Russia,RUS,Russia,0,0,NA,NA,NA,0,0,NA,NA,NA,93.55011,71.3249,5690,7734809,RUS,NA,NA,643,NA,NA,643,NA,NA
8437,Jan Mayen Exclusive Economic Zone,5343,200NM,2252,Jan Mayen,SJM,Norway,0,0,NA,NA,NA,0,0,NA,NA,NA,-5.25129,71.11421,8437,292907,NOR,NA,NA,578,NA,NA,744,NA,NA
8463,United States Exclusive Economic Zone (Alaska),8684,200NM,2204,Alaska,NA,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-119.9766,59.0117,8463,3682912,USA,NA,NA,840,NA,NA,NA,NA,NA
5693,Spanish Exclusive Economic Zone,2185,200NM,2185,Spain,ESP,Spain,0,0,NA,NA,NA,0,0,NA,NA,NA,-4.15801,41.72201,5693,561763,ESP,NA,NA,724,NA,NA,724,NA,NA
62589,Chagos Archipelago Exclusive Economic Zone,8616,200 NM,8614,Chagos Archipelago,NA,Mauritius,0,0,NA,NA,NA,0,0,NA,NA,NA,72.00202,-6.53945,62589,650804,MUS,NA,NA,480,NA,NA,NA,NA,NA
8383,Overlapping claim South Georgia and South Sandwich Islands: UK / Argentina,8624,Overlapping claim,2208,South Georgia and the South Sandwich Islands,SGS,United Kingdom,8624,2149,South Georgia and the South Sandwich Islands,SGS,Argentina,0,0,NA,NA,NA,-31.26381,-56.52404,8383,1237783,GBR,ARG,NA,826,32,NA,239,239,NA
8402,Bermudian Exclusive Economic Zone,8636,200NM,2208,Bermuda,BMU,United Kingdom,0,0,NA,NA,NA,0,0,NA,NA,NA,-64.80693,32.36899,8402,464389,GBR,NA,NA,826,NA,NA,60,NA,NA
8456,United States Exclusive Economic Zone,2204,200NM,2204,United States,USA,United States,0,0,NA,NA,NA,0,0,NA,NA,NA,-95.8229,34.76294,8456,2451023,USA,NA,NA,840,NA,NA,840,NA,NA
