mrgid,pol_type,geoname,eez_ter_iso3,eez_ter_name,eez_sov_iso3,eez_sov_name,region,eez_lon,eez_lat
8374,200NM,Lebanese Exclusive Economic Zone,LBN,Lebanon,LBN,Lebanon,Middle East & North Africa,34.903748609866426,33.90947987968351
8391,200NM,Liberian Exclusive Economic Zone,LBR,Liberia,LBR,Liberia,Sub-Saharan Africa,-10.177530291298755,3.8031067484527252
8372,200NM,Libyan Exclusive Economic Zone,LBY,Libya,LBY,Libya,Middle East & North Africa,18.49873984422761,33.14346293932926
8416,200NM,Saint Lucia Exclusive Economic Zone,LCA,St. Lucia,LCA,St. Lucia,Latin America & Caribbean,-61.10313282660793,13.87753310020325
8346,200NM,Sri Lankan Exclusive Economic Zone,LKA,Sri Lanka,LKA,Sri Lanka,South Asia,81.63463999141993,6.5486500298144765
5684,200NM,Lithuanian Exclusive Economic Zone,LTU,Lithuania,LTU,Lithuania,Europe & Central Asia,20.36958561051158,55.75395565040799
5683,200NM,Latvian Exclusive Economic Zone,LVA,Latvia,LVA,Latvia,Europe & Central Asia,21.347701159963275,57.10462021907059
8495,200NM,Saint-Martin Exclusive Economic Zone,MAF,Saint Martin (French part),FRA,France,Latin America & Caribbean,-63.19890643094444,18.03619715824055
8367,200NM,Moroccan Exclusive Economic Zone,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-9.849916656489745,32.78243961209765
8368,Overlapping claim,Overlapping claim Western Saharan Exclusive Economic Zone,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-17.695351023526893,23.342338684876292
48997,Overlapping claim,Overlapping claim Chafarinas Islands: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-2.475901149443883,35.17106739051665
48998,Overlapping claim,Overlapping claim Perejil Island: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-5.419209900000001,35.91474803333334
48999,Overlapping claim,Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-4.3065109350046775,35.18781380591547
49000,Overlapping claim,Overlapping claim Melilla: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-2.9163514037120177,35.3146490404626
49001,Overlapping claim,Overlapping claim Alhucemas Islands: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-3.879388695524128,35.23499424839169
49002,Overlapping claim,Overlapping claim Ceuta: Spain / Morocco,MAR,Morocco,MAR,Morocco,Middle East & North Africa,-5.300943483607303,35.86036989368221
21790,200NM,Monégasque Exclusive Economic Zone,MCO,Monaco,MCO,Monaco,Europe & Central Asia,7.5875501286104345,43.34786275949497
8348,200NM,Madagascan Exclusive Economic Zone,MDG,Madagascar,MDG,Madagascar,Sub-Saharan Africa,47.25540934906086,-20.91112704874076
48945,Overlapping claim,Overlapping claim Glorioso Islands: France / Madagascar,MDG,Madagascar,MDG,Madagascar,Sub-Saharan Africa,47.09718010855173,-11.617839921304327
48946,Overlapping claim,Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,MDG,Madagascar,MDG,Madagascar,Sub-Saharan Africa,54.67307746911066,-15.711345999320915
8345,200NM,Maldives Exclusive Economic Zone,MDV,Maldives,MDV,Maldives,South Asia,73.08333017514094,2.4831098242660548
8429,200NM,Mexican Exclusive Economic Zone,MEX,Mexico,MEX,Mexico,Latin America & Caribbean,-105.332786555755,21.351903387258787
8318,200NM,Marshall Islands Exclusive Economic Zone,MHL,Marshall Islands,MHL,Marshall Islands,East Asia & Pacific,167.48784139591902,10.150775660222394
5685,200NM,Maltese Exclusive Economic Zone,MLT,Malta,MLT,Malta,Middle East & North Africa,15.110669871031059,35.31380612926014
8482,200NM,Myanmar Exclusive Economic Zone,MMR,Myanmar (Burma),MMR,Myanmar (Burma),East Asia & Pacific,94.66613629557075,14.993776136722534
5691,200NM,Montenegrin Exclusive economic Zone,MNE,Montenegro,MNE,Montenegro,Europe & Central Asia,18.679487108018726,41.862945792924904
48980,200NM,Northern Mariana Exclusive Economic Zone,MNP,Northern Mariana Islands,USA,United States,East Asia & Pacific,145.73899366445804,18.286166791131954
8347,200NM,Mozambican Exclusive Economic Zone,MOZ,Mozambique,MOZ,Mozambique,Sub-Saharan Africa,37.95956436841772,-20.369210232825278
8369,200NM,Mauritanian Exclusive Economic Zone,MRT,Mauritania,MRT,Mauritania,Sub-Saharan Africa,-17.917151161976445,18.248419827951096
8415,200NM,Montserrat Exclusive Economic Zone,MSR,Montserrat,GBR,United Kingdom,Latin America & Caribbean,-62.48359295974829,16.41377229325182
33178,200NM,Martinican Exclusive Economic Zone,MTQ,Martinique,FRA,France,Latin America & Caribbean,-60.20085419219953,14.975126257832448
8343,200NM,Mauritian Exclusive Economic Zone,MUS,Mauritius,MUS,Mauritius,Sub-Saharan Africa,60.11640797908167,-16.80934842778641
48946,Overlapping claim,Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,MUS,Mauritius,MUS,Mauritius,Sub-Saharan Africa,54.67307746911066,-15.711345999320915
62589,200NM,Chagos Archipelago Exclusive Economic Zone,MUS,Mauritius,MUS,Mauritius,Sub-Saharan Africa,72.0020273912326,-6.539140949594131
8483,200NM,Malaysian Exclusive Economic Zone,MYS,Malaysia,MYS,Malaysia,East Asia & Pacific,109.11906087942575,5.175457144697634
8395,200NM,Namibian Exclusive Economic Zone,NAM,Namibia,NAM,Namibia,Sub-Saharan Africa,12.286196873995571,-23.649659829705875
8312,200NM,New Caledonian Exclusive Economic Zone,NCL,New Caledonia,FRA,France,East Asia & Pacific,163.20533791992546,-21.017257958124063
48948,Overlapping claim,Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu,NCL,New Caledonia,FRA,France,Europe & Central Asia,172.03646811610102,-23.27861562398467
8310,200NM,Norfolk Island Exclusive Economic Zone,NFK,Norfolk Island,AUS,Australia,East Asia & Pacific,167.92896140920732,-29.093185313821724
8474,200NM,Nigerian Exclusive Economic Zone,NGA,Nigeria,NGA,Nigeria,Sub-Saharan Africa,4.833462122215593,4.090193561468712
21797,Joint regime,Joint regime area Nigeria / Sao Tome and Principe,NGA,Nigeria,NGA,Nigeria,Sub-Saharan Africa,5.586638261925441,2.0675520237539717
8425,200NM,Nicaraguan Exclusive Economic Zone,NIC,Nicaragua,NIC,Nicaragua,Latin America & Caribbean,-83.49272355655087,12.821825052586306
8447,200NM,Niue Exclusive Economic Zone,NIU,Niue,NZL,New Zealand,East Asia & Pacific,190.6683187893404,-19.522318060771592
5668,200NM,Dutch Exclusive Economic Zone,NLD,Netherlands,NLD,Netherlands,Europe & Central Asia,4.191453724527107,53.60713585566377
5686,200NM,Norwegian Exclusive Economic Zone,NOR,Norway,NOR,Norway,Europe & Central Asia,14.050895001351353,68.18850805243736
48975,Joint regime,Joint regime area Iceland / Norway (Jan Mayen),NOR,Norway,NOR,Norway,Europe & Central Asia,-8.500000000000002,69.29166665
48977,Joint regime,Joint regime area Sweden / Norway,NOR,Norway,NOR,Norway,Europe & Central Asia,10.5009537,58.80998146666667
8317,200NM,Nauruan Exclusive Economic Zone,NRU,Nauru,NRU,Nauru,East Asia & Pacific,166.12474773464368,-0.5909437848039104
8455,200NM,New Zealand Exclusive Economic Zone,NZL,New Zealand,NZL,New Zealand,East Asia & Pacific,175.14772028882575,-42.76611696733245
8354,200NM,Omani Exclusive Economic Zone,OMN,Oman,OMN,Oman,Middle East & North Africa,58.66933418337641,18.949087401978936
8359,200NM,Pakistani Exclusive Economic Zone,PAK,Pakistan,PAK,Pakistan,South Asia,64.72052378398767,23.54196020520216
8423,200NM,Panamanian Exclusive Economic Zone,PAN,Panama,PAN,Panama,Latin America & Caribbean,-80.34723678878942,8.289128347365464
8439,200NM,Pitcairn Islands Exclusive Economic Zone,PCN,Pitcairn Islands,GBR,United Kingdom,East Asia & Pacific,232.57829080281343,-24.60602020923515
8432,200NM,Peruvian Exclusive Economic Zone,PER,Peru,PER,Peru,Latin America & Caribbean,-78.88406537379909,-11.89927193674282
48962,Joint regime,Joint regime area Peru / Ecuador,PER,Peru,PER,Peru,Latin America & Caribbean,-82.53101335502019,-3.3885185391538064
8322,200NM,Philippines Exclusive Economic Zone,PHL,Philippines,PHL,Philippines,East Asia & Pacific,122.15305147759427,12.240915705316937
8315,200NM,Palau Exclusive Economic Zone,PLW,Palau,PLW,Palau,East Asia & Pacific,133.0673868075412,6.439999530036948
8324,200NM,Papua New Guinean Exclusive Economic Zone,PNG,Papua New Guinea,PNG,Papua New Guinea,East Asia & Pacific,150.71558840502146,-5.46332789585229
21798,Joint regime,Protected Zone established under the Torres Strait Treaty,PNG,Papua New Guinea,PNG,Papua New Guinea,East Asia & Pacific,142.4130173997346,-9.501006144422968
5687,200NM,Polish Exclusive Economic Zone,POL,Poland,POL,Poland,Europe & Central Asia,17.275224066578588,54.91074786476607
33179,200NM,Puerto Rican Exclusive Economic Zone,PRI,Puerto Rico,USA,United States,Latin America & Caribbean,-66.78630865889805,17.79815259437832
48982,Overlapping claim,Overlapping claim: Puerto Rico / Dominican Republic,PRI,Puerto Rico,USA,United States,Latin America & Caribbean,-66.8414374563535,20.893701322548207
8328,200NM,North Korean Exclusive Economic Zone,PRK,North Korea,PRK,North Korea,East Asia & Pacific,128.99882906918,39.830235780939496
5688,200NM,Portuguese Exclusive Economic Zone,PRT,Portugal,PRT,Portugal,Europe & Central Asia,-10.922672000958784,38.31854131179356
8361,200NM,Portuguese Exclusive Economic Zone (Azores),PRT,Portugal,PRT,Portugal,Europe & Central Asia,-27.976077022002094,38.47528414026282
8363,200NM,Portuguese Exclusive Economic Zone (Madeira),PRT,Portugal,PRT,Portugal,Europe & Central Asia,-16.810576915498324,33.172333293791894
48953,200NM,Palestinian Exclusive Economic Zone,PSE,Palestinian Territories,PSE,Palestinian Territories,Middle East & North Africa,34.23378098853652,31.569231259242056
8440,200NM,French Polynesian Exclusive Economic Zone,PYF,French Polynesia,FRA,France,East Asia & Pacific,215.99618954908922,-18.73530191198243
8468,200NM,Qatari Exclusive Economic Zone,QAT,Qatar,QAT,Qatar,Middle East & North Africa,51.88360228778891,25.863826728086906
50170,Overlapping claim,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,QAT,Qatar,QAT,Qatar,Middle East & North Africa,51.59951027545091,24.692322444600354
8338,200NM,Réunion Exclusive Economic Zone,REU,Réunion,FRA,France,Sub-Saharan Africa,54.713201652784534,-21.78120042833816
48946,Overlapping claim,Overlapping claim Ile Tromelin: Reunion / Madagascar / Mauritus,REU,Réunion,FRA,France,Europe & Central Asia,54.67307746911066,-15.711345999320915
5689,200NM,Romanian Exclusive economic Zone,ROU,Romania,ROU,Romania,Europe & Central Asia,30.07903268030797,44.23973677833228
5690,200NM,Russian Exclusive economic Zone,RUS,Russia,RUS,Russia,Europe & Central Asia,93.5663005411693,71.32511870711761
48950,Overlapping claim,Overlapping claim Kuril Islands: Japan / Russia,RUS,Russia,RUS,Russia,Europe & Central Asia,147.96086927763503,43.88650367774513
48978,Joint regime,Joint regime area United States / Russia,RUS,Russia,RUS,Russia,Europe & Central Asia,-17.40000398457593,61.19939819052244
8356,200NM,Saudi Arabian Exclusive Economic Zone,SAU,Saudi Arabia,SAU,Saudi Arabia,Middle East & North Africa,40.49505528729649,22.455024985056763
50170,Overlapping claim,Overlapping claim Qatar / Saudi Arabia / United Arab Emirates,SAU,Saudi Arabia,SAU,Saudi Arabia,Middle East & North Africa,51.59951027545091,24.692322444600354
8355,200NM,Sudanese Exclusive Economic Zone,SDN,Sudan,SDN,Sudan,Sub-Saharan Africa,38.14284003326524,19.746237820142976
26582,Overlapping claim,Overlapping claim: Sudan / Egypt,SDN,Sudan,SDN,Sudan,Sub-Saharan Africa,36.87868046632946,22.612067990280792
8371,200NM,Senegalese Exclusive Economic Zone,SEN,Senegal,SEN,Senegal,Sub-Saharan Africa,-18.50572267901882,13.695988393845731
48964,Joint regime,Joint regime area Senegal / Guinea Bissau,SEN,Senegal,SEN,Senegal,Sub-Saharan Africa,-18.77405114203223,11.261178553628167
8485,200NM,Singaporean Exclusive Economic Zone,SGP,Singapore,SGP,Singapore,East Asia & Pacific,103.82379950105341,1.278790298621863
8379,200NM,Ascension Exclusive Economic Zone,SHN,St. Helena,GBR,United Kingdom,Sub-Saharan Africa,-14.363391796295561,-7.9474537893484785
8380,200NM,St. Helena Exclusive Economic Zone,SHN,St. Helena,GBR,United Kingdom,Sub-Saharan Africa,-5.708630640986364,-15.972751725592047
8382,200NM,Tristan Da Cunha Exclusive Economic Zone,SHN,St. Helena,GBR,United Kingdom,Sub-Saharan Africa,-11.209799223280388,-38.76180583995759
8437,200NM,Jan Mayen Exclusive Economic Zone,SJM,Svalbard & Jan Mayen,NOR,Norway,Europe & Central Asia,-5.254452607427777,71.11364248788679
33181,200NM,Svalbard Exclusive Economic Zone,SJM,Svalbard & Jan Mayen,NOR,Norway,Europe & Central Asia,18.292658068672427,78.7121515914119
8314,200NM,Solomon Islands Exclusive Economic Zone,SLB,Solomon Islands,SLB,Solomon Islands,East Asia & Pacific,163.68318839009788,-10.049421118973301
8390,200NM,Sierra Leonian Exclusive Economic Zone,SLE,Sierra Leone,SLE,Sierra Leone,Sub-Saharan Africa,-14.145165673519852,6.634561722536489
8428,200NM,El Salvador Exclusive Economic Zone,SLV,El Salvador,SLV,El Salvador,Latin America & Caribbean,-89.74314167195968,11.849304553088722
8350,200NM,Somali Exclusive Economic Zone,SOM,Somalia,SOM,Somalia,Sub-Saharan Africa,48.7183620783358,5.382852358259281
33176,Overlapping claim,Overlapping claim: Kenya / Somalia,SOM,Somalia,SOM,Somalia,Sub-Saharan Africa,43.90493956760101,-2.281941245216217
8494,200NM,Saint-Pierre and Miquelon Exclusive Economic Zone,SPM,St. Pierre & Miquelon,FRA,France,North America,-56.385930364095465,45.855580528316466
8397,200NM,Sao Tome and Principe Exclusive Economic Zone,STP,São Tomé & Príncipe,STP,São Tomé & Príncipe,Sub-Saharan Africa,6.353846073121194,0.7789960908706164
21797,Joint regime,Joint regime area Nigeria / Sao Tome and Principe,STP,São Tomé & Príncipe,STP,São Tomé & Príncipe,Sub-Saharan Africa,5.586638261925441,2.0675520237539717
8461,200NM,Surinamese Exclusive Economic Zone,SUR,Suriname,SUR,Suriname,Latin America & Caribbean,-54.773628009360976,7.591084839684024
5692,200NM,Slovenian Exclusive Economic Zone,SVN,Slovenia,SVN,Slovenia,Europe & Central Asia,13.576287814111051,45.56142408364896
50167,Joint regime,Joint regime area Croatia / Slovenia,SVN,Slovenia,SVN,Slovenia,Europe & Central Asia,13.309329257183792,45.497703938507335
5694,200NM,Swedish Exclusive Economic Zone,SWE,Sweden,SWE,Sweden,Europe & Central Asia,18.11561546010902,59.49327031913405
48977,Joint regime,Joint regime area Sweden / Norway,SWE,Sweden,SWE,Sweden,Europe & Central Asia,10.5009537,58.80998146666667
21803,200NM,Sint-Maarten Exclusive Economic Zone,SXM,Sint Maarten,NLD,Netherlands,Latin America & Caribbean,-63.12147696225496,17.938604966326125
8337,200NM,Seychellois Exclusive Economic Zone,SYC,Seychelles,SYC,Seychelles,Sub-Saharan Africa,52.46896970661648,-6.548468506960331
8373,200NM,Syrian Exclusive Economic Zone,SYR,Syria,SYR,Syria,Middle East & North Africa,35.49645720154117,35.32752925651207
8405,200NM,Turks and Caicos Exclusive Economic Zone,TCA,Turks & Caicos Islands,GBR,United Kingdom,Latin America & Caribbean,-70.85586428040862,22.807356953802476
8392,200NM,Togolese Exclusive Economic Zone,TGO,Togo,TGO,Togo,Sub-Saharan Africa,1.82127471859285,4.6398085180429005
8332,200NM,Thailand Exclusive Economic Zone,THA,Thailand,THA,Thailand,East Asia & Pacific,99.62706100113854,9.163722648602825
8449,200NM,Tokelau Exclusive Economic Zone,TKL,Tokelau,NZL,New Zealand,East Asia & Pacific,187.9150498114113,-8.6326885227868
26523,200NM,Turkmen Exclusive Economic Zone,TKM,Turkmenistan,TKM,Turkmenistan,Europe & Central Asia,52.64029725550831,39.29281593069987
8758,200NM,East Timorian Exclusive Economic Zone,TLS,Timor-Leste,TLS,Timor-Leste,East Asia & Pacific,126.85466520518291,-9.78156323278487
21791,200NM,Oecussi Ambeno Exclusive Economic Zone,TLS,Timor-Leste,TLS,Timor-Leste,East Asia & Pacific,124.27024334168354,-9.04972092157021
8448,200NM,Tongan Exclusive Economic Zone,TON,Tonga,TON,Tonga,East Asia & Pacific,185.23436481573287,-20.22041620400143
8420,200NM,Trinidad and Tobago Exclusive Economic Zone,TTO,Trinidad & Tobago,TTO,Trinidad & Tobago,Latin America & Caribbean,-59.98514173237326,10.958063008495825
33185,Overlapping claim,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,TTO,Trinidad & Tobago,TTO,Trinidad & Tobago,Latin America & Caribbean,-57.88975605764737,10.564458749203673
8366,200NM,Tunisian Exclusive Economic Zone,TUN,Tunisia,TUN,Tunisia,Middle East & North Africa,11.054530625515913,36.000451780424925
5697,200NM,Turkish Exclusive Economic Zone,TUR,Turkey,TUR,Turkey,Europe & Central Asia,33.21711102919139,40.5220336063941
8326,200NM,Tuvaluan Exclusive Economic Zone,TUV,Tuvalu,TUV,Tuvalu,East Asia & Pacific,178.18300312638075,-7.812662709779482
8321,200NM,Taiwanese Exclusive Economic Zone,TWN,Taiwan,TWN,Taiwan,East Asia & Pacific,118.71632744152896,21.422031936080884
48954,Overlapping claim,Overlapping claim Senkaku Islands: Japan / China / Taiwan,TWN,Taiwan,TWN,Taiwan,East Asia & Pacific,124.12220839884654,26.520434206536756
8479,200NM,Tanzanian Exclusive Economic Zone,TZA,Tanzania,TZA,Tanzania,Sub-Saharan Africa,41.16741493560575,-7.2115603275400035
5695,200NM,Ukrainian Exclusive Economic Zone,UKR,Ukraine,UKR,Ukraine,Europe & Central Asia,33.63641337485081,44.95113265650188
8319,200NM,Wake Island Exclusive Economic Zone,UMI,United States Minor Outlying Islands (the),USA,United States,East Asia & Pacific,166.53066447458647,19.50289956203936
8442,200NM,Jarvis Island Exclusive Economic Zone,UMI,United States Minor Outlying Islands (the),USA,United States,East Asia & Pacific,199.53223635280204,-0.9134959108850034
8443,200NM,Palmyra Atoll Exclusive Economic Zone,UMI,United States Minor Outlying Islands (the),USA,United States,East Asia & Pacific,197.1017728657855,6.6877280028774795
8451,200NM,Howland and Baker Islands Exclusive Economic Zone,UMI,United States Minor Outlying Islands (the),USA,United States,East Asia & Pacific,183.27297486665358,0.790716133574159
8452,200NM,Johnston Atoll Exclusive Economic Zone,UMI,United States Minor Outlying Islands (the),USA,United States,East Asia & Pacific,190.49390622925992,16.75119877089934
8467,200NM,Uruguayan Exclusive Economic Zone,URY,Uruguay,URY,Uruguay,Latin America & Caribbean,-53.32450161505078,-35.787250728434856
48961,Joint regime,Joint regime area Argentina / Uruguay,URY,Uruguay,URY,Uruguay,Latin America & Caribbean,-55.1610961186539,-36.25493243142485
8453,200NM,United States Exclusive Economic Zone (Hawaii),USA,United States,USA,United States,North America,-151.06924620317741,24.040743285892095
8456,200NM,United States Exclusive Economic Zone,USA,United States,USA,United States,North America,-95.82234964782506,34.75472963699378
8463,200NM,United States Exclusive Economic Zone (Alaska),USA,United States,USA,United States,North America,-119.98458566535594,59.011991467605306
48943,Overlapping claim,Overlapping claim: Canada / USA,USA,United States,USA,United States,North America,-139.85217638858856,72.0317566683869
48951,Overlapping claim,Overlapping claim Navassa Island: USA / Haiti / Jamaica,USA,United States,USA,United States,North America,-75.18297043750046,18.338254179159076
48978,Joint regime,Joint regime area United States / Russia,USA,United States,USA,United States,North America,-17.40000398457593,61.19939819052244
8421,200NM,Saint Vincent and the Grenadines Exclusive Economic Zone,VCT,St. Vincent & Grenadines,VCT,St. Vincent & Grenadines,Latin America & Caribbean,-61.6940857163091,13.158030258782969
8433,200NM,Venezuelan Exclusive Economic Zone,VEN,Venezuela,VEN,Venezuela,Latin America & Caribbean,-65.90079062482712,12.779946999841753
33185,Overlapping claim,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,VEN,Venezuela,VEN,Venezuela,Latin America & Caribbean,-57.88975605764737,10.564458749203673
48965,Overlapping claim,Overlapping claim: Venezuela / Aruba / Dominican Republic,VEN,Venezuela,VEN,Venezuela,Latin America & Caribbean,-69.65199735339097,15.303730062364133
48971,Overlapping claim,Overlapping claim: Venezuela / Colombia / Dominican Republic,VEN,Venezuela,VEN,Venezuela,Latin America & Caribbean,-71.09015076799125,15.053343238020268
8411,200NM,British Virgin Islands Exclusive Economic Zone,VGB,British Virgin Islands,GBR,United Kingdom,Latin America & Caribbean,-64.50496455034006,20.38566921096067
33180,200NM,Virgin Islander Exclusive Economic Zone,VIR,U.S. Virgin Islands,USA,United States,Latin America & Caribbean,-64.92405211686939,17.257509927052958
8484,200NM,Vietnamese Exclusive Economic Zone,VNM,Vietnam,VNM,Vietnam,East Asia & Pacific,108.75321259769325,11.616232632570505
8313,200NM,Vanuatu Exclusive Economic Zone,VUT,Vanuatu,VUT,Vanuatu,East Asia & Pacific,168.56782976067424,-16.594237470106194
48948,Overlapping claim,Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu,VUT,Vanuatu,VUT,Vanuatu,East Asia & Pacific,172.03646811610102,-23.27861562398467
8454,200NM,Wallis and Futuna Exclusive Economic Zone,WLF,Wallis & Futuna,FRA,France,East Asia & Pacific,183.05094709645786,-12.797045368491775
8445,200NM,Samoan Exclusive Economic Zone,WSM,Samoa,WSM,Samoa,East Asia & Pacific,187.246603030308,-13.297045425574042
8353,200NM,Yemeni Exclusive Economic Zone,YEM,Yemen,YEM,Yemen,Middle East & North Africa,52.056773242924116,12.890405911699535
8384,200NM,South African Exclusive Economic Zone (Prince Edward Islands),ZAF,South Africa,ZAF,South Africa,Sub-Saharan Africa,37.80831714404768,-46.832775913030474
8396,200NM,South African Exclusive Economic Zone,ZAF,South Africa,ZAF,South Africa,Sub-Saharan Africa,24.442961808270116,-33.50788982254064
