year,eez_code,flag,lat_cen,lon_cen,fishing_hours,fishing_KWh,subs
2018,8316,NA,7.3500000000000005,136.25000000000003,2.0106944444444443,NA,NA
2018,8316,NA,7.25,136.25000000000003,2.3398611111111114,NA,NA
2018,8316,NA,5.55,144.25000000000003,4.992083333333333,2424.911776334245,NA
2018,8316,NA,4.95,152.25000000000003,4.33,2258.5641167895833,NA
2018,8316,NA,3.65,152.25000000000003,4.156527777777778,2421.763413871767,NA
2018,8316,NA,4.15,152.25000000000003,4.892222222222222,3130.5904035498857,NA
2018,8316,NA,4.75,152.25000000000003,8.37125,5142.732271906871,NA
2018,8316,NA,2.15,152.25000000000003,4.107916666666667,670.6035824090397,NA
2018,8316,NA,5.95,152.25000000000003,8.96388888888889,NA,NA
2018,8316,NA,2.65,152.25000000000003,1.01125,589.1956900591551,NA
2018,8316,NA,2.85,152.25000000000003,1.7066666666666668,994.3739375699629,NA
2018,8316,NA,3.55,152.25000000000003,3.0416666666666665,1772.1996445949044,NA
2018,8316,NA,1.85,152.25000000000003,1.4441666666666668,NA,NA
2018,8316,NA,4.8500000000000005,152.25000000000003,6.412083333333333,4167.6338724672405,NA
2018,8316,NA,3.55,160.25000000000003,1.426388888888889,831.0726187209895,NA
2018,8316,NA,5.05,160.25000000000003,2.3079166666666664,1344.6868262207088,NA
2018,8316,NA,7.45,160.25000000000003,1.6979166666666665,989.2758290033198,NA
2018,8316,NA,4.55,160.25000000000003,2.7959722222222223,1629.0479929379005,NA
2018,8316,NA,4.35,160.25000000000003,2.3993055555555554,1397.9337379167566,NA
2018,8316,NA,6.45,160.25000000000003,17.282916666666672,7369.890734612146,NA
2018,8316,NA,5.75,160.25000000000003,6.6886111111111095,4360.87059435376,NA
2018,8316,NA,3.75,144.75000000000003,12.126944444444444,NA,NA
2018,8316,NA,2.15,152.75000000000003,3.1730555555555555,1848.752195452748,NA
2018,8316,NA,9.450000000000001,152.75000000000003,8.192222222222222,4773.124376108943,NA
2018,8316,NA,6.8500000000000005,152.75000000000003,13.72152777777778,NA,NA
2018,8316,NA,2.25,152.75000000000003,2.1480555555555556,1251.5451919317256,NA
2018,8316,NA,3.45,152.75000000000003,5.416666666666666,3155.9719698265417,NA
2018,8316,NA,5.05,152.75000000000003,3.7963888888888886,2375.8299924627017,NA
2018,8316,NA,2.75,152.75000000000003,2.074583333333333,968.5723402451393,NA
2018,8316,NA,1.6500000000000001,152.75000000000003,4.474444444444445,2606.994691793125,NA
2018,8316,NA,2.95,152.75000000000003,1.0547222222222223,333.5566792676574,NA
2018,8316,NA,4.65,152.75000000000003,4.259444444444445,3102.3911890206964,NA
2018,8316,NA,0.55,152.75000000000003,9.921527777777778,NA,NA
2018,8316,NA,4.8500000000000005,152.75000000000003,4.335694444444444,2166.305798990923,NA
2018,8316,NA,1.55,152.75000000000003,3.167638888888889,1845.5962234829217,NA
2018,8316,NA,5.25,152.75000000000003,4.100833333333333,2212.8360083679427,NA
2018,8316,NA,2.65,152.75000000000003,2.372361111111111,1157.4829126511727,NA
2018,8316,NA,2.05,152.75000000000003,5.28513888888889,3079.338496610498,NA
2018,8316,NA,4.95,152.75000000000003,8.938194444444445,4941.835281612679,NA
2018,8316,NA,-0.05,152.75000000000003,3.9675,NA,NA
2018,8316,NA,4.75,152.75000000000003,9.826527777777777,5260.451802767685,NA
2018,8316,NA,9.250000000000002,152.75000000000003,5.925694444444444,3452.552412632036,NA
2018,8316,NA,9.350000000000001,152.75000000000003,2.782083333333333,1620.9557571178323,NA
2018,8316,NA,2.85,152.75000000000003,1.0906944444444444,509.2186240841588,NA
2018,8316,NA,5.65,160.75000000000003,2.5669444444444443,1662.4755230476803,NA
2018,8316,NA,5.55,160.75000000000003,1.4219444444444445,663.8711668628064,NA
2018,8316,NA,7.45,160.75000000000003,2.0312500000000004,1183.4894886849536,NA
2018,8316,NA,3.55,160.75000000000003,2.7084722222222224,1578.0669072714718,NA
2018,8316,NA,4.05,160.75000000000003,2.724861111111111,1587.615745539152,NA
2018,8316,NA,5.3500000000000005,160.75000000000003,1.8776388888888889,876.6237844128032,NA
2018,8316,NA,5.05,160.75000000000003,2.6331944444444444,1534.2069891267029,NA
2018,8316,NA,5.45,160.75000000000003,1.0581944444444444,494.0451670568199,NA
2018,8316,NA,5.25,160.75000000000003,5.283194444444445,2466.5945806108903,NA
2018,8316,NA,7.05,160.75000000000003,8.302777777777777,2065.470626888159,NA
2018,8316,NA,5.05,137.25000000000003,3.8256944444444443,NA,NA
2018,8316,NA,4.55,145.25000000000003,4.123194444444444,2002.847728459915,NA
2018,8316,NA,5.55,145.25000000000003,9.66375,NA,NA
2018,8316,NA,9.250000000000002,153.25000000000003,7.7773611111111105,4531.409292163509,NA
2018,8316,NA,4.15,153.25000000000003,2.5293055555555557,1450.7115950989316,NA
2018,8316,NA,5.95,153.25000000000003,2.440138888888889,NA,NA
2018,8316,NA,9.950000000000001,153.25000000000003,1.5683333333333334,913.775268802085,NA
2018,8316,NA,2.65,153.25000000000003,14.577777777777774,7971.655351173371,NA
2018,8316,NA,7.3500000000000005,153.25000000000003,2.683194444444444,1563.3390380789476,NA
2018,8316,NA,2.25,153.25000000000003,1.9940277777777777,NA,NA
2018,8316,NA,3.95,153.25000000000003,1.2241666666666664,594.6407477564486,NA
2018,8316,NA,2.75,153.25000000000003,15.517222222222221,9786.928464785915,NA
2018,8316,NA,4.95,153.25000000000003,1.1141666666666667,581.1586266642943,NA
2018,8316,NA,7.45,153.25000000000003,5.399583333333333,3146.0185197678584,NA
